Time (s);Bx (µT);By (µT);Bz (µT)
1.2060402010;-48.4518266376;-1922.5004721951;-27.7695954604
1.2183467337;-48.2747860168;-1922.1918204878;-28.6081142903
1.2306532663;-48.4518266376;-1924.1980565854;-29.5863862586
1.2429597990;-49.3370297415;-1923.1177756098;-26.9310766305
1.2552663317;-47.9207047753;-1923.1177756098;-26.3720640772
1.2675728643;-48.2747860168;-1925.1240117073;-29.1671268436
1.2798793970;-48.8059078792;-1924.1980565854;-27.7695954604
1.2921859296;-48.6288672584;-1923.8894048781;-25.5335452473
1.3044924623;-48.9829484999;-1924.3523824390;-27.2105829071
1.3167989950;-48.6288672584;-1923.8894048781;-26.5118172155
1.3291055276;-48.8059078792;-1923.2721014634;-28.0491017370
1.3414120603;-48.2747860168;-1922.6547980488;-28.0491017370
1.3537185930;-47.5666235338;-1923.7350790244;-28.8876205670
1.3660251256;-47.5666235338;-1923.7350790244;-29.1671268436
1.3783316583;-47.7436641545;-1925.1240117073;-28.0491017370
1.3906381910;-48.6288672584;-1924.5067082927;-30.5646582268
1.4029447236;-48.6288672584;-1923.4264273171;-28.7478674287
1.4152512563;-47.5666235338;-1924.6610341463;-27.2105829071
1.4275577889;-48.6288672584;-1923.2721014634;-25.9528046622
1.4398643216;-48.2747860168;-1923.5807531707;-27.2105829071
1.4521708543;-48.8059078792;-1923.7350790244;-26.6515703538
1.4644773869;-48.6288672584;-1924.6610341463;-25.9528046622
1.4767839196;-48.4518266376;-1925.2783375610;-26.5118172155
1.4890904523;-47.5666235338;-1923.5807531707;-24.4155201407
1.5013969849;-47.2125422922;-1923.1177756098;-26.0925578005
1.5137035176;-47.3895829130;-1924.0437307317;-28.4683611520
1.5260100503;-47.3895829130;-1925.1240117073;-26.2323109389
1.5383165829;-48.2747860168;-1922.8091239024;-26.7913234922
1.5506231156;-47.2125422922;-1923.7350790244;-29.3068799819
1.5629296482;-48.2747860168;-1923.4264273171;-29.7261393969
1.5752361809;-47.2125422922;-1924.0437307317;-28.8876205670
1.5875427136;-47.3895829130;-1923.2721014634;-26.7913234922
1.5998492462;-47.5666235338;-1924.3523824390;-27.2105829071
1.6121557789;-47.3895829130;-1924.9696858537;-25.1142858323
1.6244623116;-47.7436641545;-1924.3523824390;-25.6732983856
1.6367688442;-47.5666235338;-1922.1918204878;-26.0925578005
1.6490753769;-47.5666235338;-1923.8894048781;-25.8130515239
1.6613819095;-47.5666235338;-1924.3523824390;-27.0708297688
1.6736884422;-47.0355016715;-1924.0437307317;-26.7913234922
1.6859949749;-47.2125422922;-1923.4264273171;-25.8130515239
1.6983015075;-47.5666235338;-1923.8894048781;-27.3503360454
1.7106080402;-47.3895829130;-1923.5807531707;-25.1142858323
1.7229145729;-47.9207047753;-1924.9696858537;-28.6081142903
1.7352211055;-46.6814204299;-1923.5807531707;-25.6732983856
1.7475276382;-47.7436641545;-1924.5067082927;-26.7913234922
1.7598341709;-47.9207047753;-1924.6610341463;-27.0708297688
1.7721407035;-46.1502985676;-1924.6610341463;-26.6515703538
1.7844472362;-46.6814204299;-1925.4326634146;-26.7913234922
1.7967537688;-46.8584610507;-1925.1240117073;-26.9310766305
1.8090603015;-47.2125422922;-1924.5067082927;-25.6732983856
1.8213668342;-46.8584610507;-1926.0499668293;-27.0708297688
1.8336733668;-46.8584610507;-1926.8215960976;-27.4900891838
1.8459798995;-46.6814204299;-1925.5869892683;-26.3720640772
1.8582864322;-46.5043798091;-1925.5869892683;-24.4155201407
1.8705929648;-47.0355016715;-1925.5869892683;-23.0179887575
1.8828994975;-46.8584610507;-1925.5869892683;-24.6950264173
1.8952060302;-46.8584610507;-1926.5129443902;-23.1577418958
1.9075125628;-46.8584610507;-1925.4326634146;-22.7384824808
1.9198190955;-46.6814204299;-1926.6672702439;-22.5987293425
1.9321256281;-46.8584610507;-1926.5129443902;-21.6204573743
1.9444321608;-46.6814204299;-1928.2105287805;-21.4807042360
1.9567386935;-46.6814204299;-1926.8215960976;-21.7602105126
1.9690452261;-46.3273391884;-1927.5932253659;-20.2229259911
1.9813517588;-45.7962173261;-1927.2845736585;-20.0831728527
1.9936582915;-46.5043798091;-1925.7413151220;-21.6204573743
2.0059648241;-46.3273391884;-1927.1302478049;-21.7602105126
2.0182713568;-46.5043798091;-1928.0562029268;-19.6639134378
2.0305778894;-45.6191767053;-1928.0562029268;-19.8036665761
2.0428844221;-45.6191767053;-1927.4388995122;-18.9651477462
2.0551909548;-46.5043798091;-1926.9759219512;-19.2446540228
2.0674974874;-45.9732579468;-1928.9821580488;-17.9868757779
2.0798040201;-46.5043798091;-1928.0562029268;-18.5458883312
2.0921105528;-46.1502985676;-1929.1364839024;-18.6856414695
2.1044170854;-45.9732579468;-1927.9018770732;-15.6110724265
2.1167236181;-45.9732579468;-1928.6735063415;-15.4713192881
2.1290301508;-46.6814204299;-1927.2845736585;-14.2135410433
2.1413366834;-45.7962173261;-1928.9821580488;-14.2135410433
2.1536432161;-46.1502985676;-1926.9759219512;-11.9774908301
2.1659497487;-46.1502985676;-1927.5932253659;-12.5365033834
2.1782562814;-45.4421360845;-1927.4388995122;-10.4402063086
2.1905628141;-45.4421360845;-1925.1240117073;-12.5365033834
2.2028693467;-45.7962173261;-1927.1302478049;-13.5147753516
2.2151758794;-45.4421360845;-1927.5932253659;-11.5582314152
2.2274824121;-45.4421360845;-1927.2845736585;-11.9774908301
2.2397889447;-45.6191767053;-1927.2845736585;-12.2569971068
2.2520954774;-46.1502985676;-1928.6735063415;-12.6762565217
2.2644020101;-45.7962173261;-1926.8215960976;-13.6545284900
2.2767085427;-45.0880548430;-1927.7475512195;-12.2569971068
2.2890150754;-45.7962173261;-1928.0562029268;-13.2352690750
2.3013216080;-45.2650954637;-1927.2845736585;-13.0955159367
2.3136281407;-45.0880548430;-1926.3586185366;-11.8377376918
2.3259346734;-45.0880548430;-1926.8215960976;-13.2352690750
2.3382412060;-45.6191767053;-1927.9018770732;-13.0955159367
2.3505477387;-45.4421360845;-1927.2845736585;-12.9557627984
2.3628542714;-45.2650954637;-1926.5129443902;-12.8160096600
2.3751608040;-46.3273391884;-1926.9759219512;-12.5365033834
2.3874673367;-46.6814204299;-1926.0499668293;-11.4184782768
2.3997738693;-46.8584610507;-1926.6672702439;-11.6979845535
2.4120804020;-46.6814204299;-1926.8215960976;-10.5799594469
2.4243869347;-46.8584610507;-1926.5129443902;-14.7725535965
2.4366934673;-47.3895829130;-1925.5869892683;-13.7942816283
2.4490000000;-46.1502985676;-1926.6672702439;-13.6545284900
2.4613065327;-47.0355016715;-1927.4388995122;-15.1918130115
2.4736130653;-45.9732579468;-1926.9759219512;-15.3315661498
2.4859195980;-46.1502985676;-1927.7475512195;-15.3315661498
2.4982261307;-46.3273391884;-1928.8278321951;-16.8688506714
2.5105326633;-46.6814204299;-1926.9759219512;-18.6856414695
2.5228391960;-46.3273391884;-1926.8215960976;-19.3844071611
2.5351457286;-45.9732579468;-1928.0562029268;-19.3844071611
2.5474522613;-46.6814204299;-1926.2042926829;-19.3844071611
2.5597587940;-45.9732579468;-1928.2105287805;-21.3409510976
2.5720653266;-45.7962173261;-1927.2845736585;-21.8999636509
2.5843718593;-45.0880548430;-1927.2845736585;-23.7167544491
2.5966783920;-44.9110142222;-1927.2845736585;-23.8565075874
2.6089849246;-45.2650954637;-1926.0499668293;-23.4372481724
2.6212914573;-45.6191767053;-1926.2042926829;-22.1794699276
2.6335979899;-45.2650954637;-1926.2042926829;-23.4372481724
2.6459045226;-45.0880548430;-1926.6672702439;-23.7167544491
2.6582110553;-44.7339736014;-1926.8215960976;-26.3720640772
2.6705175879;-43.8487704976;-1925.5869892683;-25.1142858323
2.6828241206;-42.7865267730;-1927.4388995122;-24.9745326940
2.6951306533;-44.2028517391;-1925.7413151220;-28.8876205670
2.7074371859;-43.3176486353;-1925.1240117073;-27.6298423221
2.7197437186;-43.4946892560;-1927.1302478049;-28.0491017370
2.7320502513;-42.7865267730;-1925.2783375610;-26.2323109389
2.7443567839;-42.7865267730;-1925.4326634146;-28.8876205670
2.7566633166;-42.4324455314;-1926.2042926829;-30.9839176418
2.7689698492;-41.9013236691;-1925.4326634146;-30.4249050885
2.7812763819;-42.6094861522;-1925.5869892683;-34.0584866849
2.7935829146;-42.4324455314;-1926.0499668293;-32.5212021633
2.8058894472;-41.7242830483;-1926.0499668293;-30.7044113651
2.8181959799;-40.8390799445;-1926.2042926829;-33.3597209932
2.8305025126;-40.1309174614;-1925.7413151220;-34.1982398232
2.8428090452;-40.4849987029;-1926.2042926829;-33.7789804082
2.8551155779;-40.1309174614;-1926.2042926829;-31.6826833334
2.8674221106;-40.4849987029;-1926.8215960976;-34.6174992381
2.8797286432;-40.4849987029;-1927.5932253659;-35.7355243447
2.8920351759;-40.3079580822;-1927.4388995122;-33.3597209932
2.9043417085;-40.4849987029;-1926.8215960976;-32.5212021633
2.9166482412;-40.1309174614;-1927.5932253659;-32.6609553016
2.9289547739;-40.3079580822;-1926.3586185366;-32.3814490250
2.9412613065;-41.0161205653;-1927.2845736585;-35.5957712064
2.9535678392;-41.1931611860;-1927.1302478049;-36.0150306213
2.9658743719;-39.7768362199;-1926.5129443902;-34.4777460998
2.9781809045;-41.0161205653;-1927.4388995122;-35.7355243447
2.9904874372;-40.1309174614;-1926.8215960976;-36.8535494513
3.0027939698;-39.2457143576;-1926.6672702439;-36.4342900363
3.0151005025;-39.7768362199;-1925.4326634146;-35.3162649297
3.0274070352;-39.4227549783;-1925.1240117073;-36.8535494513
3.0397135678;-39.4227549783;-1926.0499668293;-37.1330557279
3.0520201005;-40.1309174614;-1927.5932253659;-34.8970055148
3.0643266332;-40.1309174614;-1925.8956409756;-33.3597209932
3.0766331658;-40.6620393237;-1926.2042926829;-34.3379929615
3.0889396985;-40.3079580822;-1926.8215960976;-32.6609553016
3.1012462312;-39.7768362199;-1927.4388995122;-35.1765117914
3.1135527638;-40.3079580822;-1928.2105287805;-32.5212021633
3.1258592965;-39.9538768406;-1928.6735063415;-30.2851519502
3.1381658291;-40.6620393237;-1928.2105287805;-33.0802147166
3.1504723618;-41.9013236691;-1927.5932253659;-30.5646582268
3.1627788945;-41.7242830483;-1928.3648546341;-28.6081142903
3.1750854271;-42.0783642899;-1927.5932253659;-31.2634239184
3.1873919598;-42.0783642899;-1927.7475512195;-32.1019427484
3.1996984925;-42.2554049107;-1927.5932253659;-30.2851519502
3.2120050251;-42.4324455314;-1926.6672702439;-28.8876205670
3.2243115578;-42.4324455314;-1927.7475512195;-29.5863862586
3.2366180905;-42.6094861522;-1926.2042926829;-30.5646582268
3.2489246231;-43.1406080145;-1927.7475512195;-30.5646582268
3.2612311558;-43.3176486353;-1924.9696858537;-28.7478674287
3.2735376884;-42.6094861522;-1925.8956409756;-31.1236707801
3.2858442211;-42.9635673937;-1927.2845736585;-31.4031770568
3.2981507538;-43.3176486353;-1927.2845736585;-29.1671268436
3.3104572864;-42.7865267730;-1926.8215960976;-29.3068799819
3.3227638191;-42.6094861522;-1928.0562029268;-29.0273737053
3.3350703518;-42.6094861522;-1927.4388995122;-28.8876205670
3.3473768844;-42.6094861522;-1927.2845736585;-27.2105829071
3.3596834171;-43.4946892560;-1928.3648546341;-26.6515703538
3.3719899497;-44.0258111184;-1929.1364839024;-26.2323109389
3.3842964824;-43.1406080145;-1927.7475512195;-26.6515703538
3.3966030151;-44.0258111184;-1927.2845736585;-27.0708297688
3.4089095477;-44.0258111184;-1928.5191804878;-27.4900891838
3.4212160804;-43.8487704976;-1928.0562029268;-24.4155201407
3.4335226131;-44.5569329807;-1927.1302478049;-25.8130515239
3.4458291457;-44.0258111184;-1927.4388995122;-28.3286080137
3.4581356784;-44.3798923599;-1926.8215960976;-29.4466331203
3.4704422111;-44.5569329807;-1925.8956409756;-28.1888548754
3.4827487437;-44.7339736014;-1925.4326634146;-28.8876205670
3.4950552764;-43.6717298768;-1926.6672702439;-28.4683611520
3.5073618090;-43.6717298768;-1926.0499668293;-27.3503360454
3.5196683417;-43.8487704976;-1927.1302478049;-30.9839176418
3.5319748744;-42.6094861522;-1926.5129443902;-29.5863862586
3.5442814070;-42.9635673937;-1927.2845736585;-29.1671268436
3.5565879397;-42.4324455314;-1926.9759219512;-29.0273737053
3.5688944724;-42.4324455314;-1927.2845736585;-31.5429301951
3.5812010050;-41.9013236691;-1926.6672702439;-32.1019427484
3.5935075377;-41.3702018068;-1928.3648546341;-30.0056456735
3.6058140704;-41.0161205653;-1928.3648546341;-31.1236707801
3.6181206030;-40.6620393237;-1928.3648546341;-29.4466331203
3.6304271357;-40.4849987029;-1927.9018770732;-31.5429301951
3.6427336683;-40.4849987029;-1927.9018770732;-32.1019427484
3.6550402010;-39.5997955991;-1928.3648546341;-32.8007084400
3.6673467337;-37.8293893914;-1928.9821580488;-33.0802147166
3.6796532663;-38.7145924952;-1928.9821580488;-32.3814490250
3.6919597990;-38.3605112537;-1927.1302478049;-32.6609553016
3.7042663317;-38.1834706329;-1927.1302478049;-32.2416958867
3.7165728643;-37.8293893914;-1928.0562029268;-36.8535494513
3.7288793970;-36.7671456668;-1928.2105287805;-38.2510808345
3.7411859296;-36.7671456668;-1927.2845736585;-36.4342900363
3.7534924623;-36.0589831837;-1928.0562029268;-39.5088590794
3.7657989950;-35.1737800798;-1928.9821580488;-37.9715745578
3.7781055276;-34.8196988383;-1928.2105287805;-41.7449092925
3.7904120603;-33.5804144929;-1928.5191804878;-41.8846624308
3.8027185930;-32.5181707683;-1928.3648546341;-42.4436749841
3.8150251256;-31.2788864229;-1928.2105287805;-41.4654030159
3.8273316583;-29.8625614567;-1930.5254165854;-41.1858967392
3.8396381910;-29.8625614567;-1930.2167648781;-42.4436749841
3.8519447236;-29.3314395944;-1928.8278321951;-42.7231812608
3.8642512563;-29.3314395944;-1929.9081131707;-41.6051561542
3.8765577889;-27.7380740075;-1931.1427200000;-43.2821938140
3.8888643216;-27.0299115244;-1930.0624390244;-42.5834281224
3.9011708543;-26.6758302829;-1930.5254165854;-41.7449092925
3.9134773869;-25.7906271790;-1931.1427200000;-43.7014532290
3.9257839196;-25.0824646959;-1930.5254165854;-42.5834281224
3.9380904523;-24.7283834544;-1930.5254165854;-44.4002189206
3.9503969849;-23.3120584882;-1928.5191804878;-45.7977503038
3.9627035176;-22.6038960051;-1926.9759219512;-45.9375034421
3.9750100503;-22.4268553844;-1928.6735063415;-46.9157754104
3.9873165829;-22.7809366259;-1927.4388995122;-47.7542942403
3.9996231156;-21.0105304182;-1926.9759219512;-47.1952816870
4.0119296482;-21.3646116597;-1926.9759219512;-46.9157754104
4.0242361809;-19.7712460728;-1927.2845736585;-47.4747879637
4.0365427136;-19.7712460728;-1927.5932253659;-47.4747879637
4.0488492462;-18.7090023482;-1927.4388995122;-46.4965159954
4.0611557789;-18.8860429690;-1928.6735063415;-45.7977503038
4.0734623116;-18.3549211066;-1928.0562029268;-50.1300975918
4.0857688442;-17.4697180028;-1927.1302478049;-46.4965159954
4.0980753769;-16.7615555197;-1928.3648546341;-49.4313319002
4.1103819095;-16.2304336574;-1928.8278321951;-48.3133067936
4.1226884422;-16.2304336574;-1929.9081131707;-49.5710850385
4.1349949749;-16.0533930366;-1930.2167648781;-47.1952816870
4.1473015075;-16.0533930366;-1930.3710907317;-47.1952816870
4.1596080402;-16.0533930366;-1930.6797424390;-46.7760222721
4.1719145729;-15.8763524159;-1929.5994614634;-46.4965159954
4.1842211055;-16.0533930366;-1928.6735063415;-47.1952816870
4.1965276382;-16.7615555197;-1928.9821580488;-46.4965159954
4.2088341709;-17.2926773820;-1928.5191804878;-48.1735536553
4.2211407035;-17.2926773820;-1928.6735063415;-49.5710850385
4.2334472362;-17.1156367613;-1928.5191804878;-45.7977503038
4.2457537688;-17.1156367613;-1928.5191804878;-46.6362691338
4.2580603015;-17.1156367613;-1928.5191804878;-46.2170097188
4.2703668342;-17.2926773820;-1928.0562029268;-48.8723193469
4.2826733668;-17.2926773820;-1928.6735063415;-49.1518256235
4.2949798995;-17.1156367613;-1926.5129443902;-48.0338005170
4.3072864322;-17.4697180028;-1927.4388995122;-47.4747879637
4.3195929648;-18.0008398651;-1926.9759219512;-48.4530599319
4.3318994975;-18.5319617274;-1927.4388995122;-48.3133067936
4.3442060302;-18.3549211066;-1928.0562029268;-46.9157754104
4.3565125628;-18.7090023482;-1930.2167648781;-48.7325662086
4.3688190955;-19.0630835897;-1929.1364839024;-43.1424406757
4.3811256281;-18.5319617274;-1929.1364839024;-43.9809595057
4.3934321608;-19.4171648313;-1928.8278321951;-43.1424406757
4.4057386935;-19.5942054520;-1928.8278321951;-44.6797251973
4.4180452261;-19.7712460728;-1930.3710907317;-45.2387377505
4.4303517588;-20.4794085559;-1929.2908097561;-44.1207126440
4.4426582915;-20.8334897974;-1930.0624390244;-44.4002189206
4.4549648241;-21.5416522805;-1928.3648546341;-46.4965159954
4.4672713568;-20.6564491767;-1928.8278321951;-46.2170097188
4.4795778894;-20.8334897974;-1927.1302478049;-46.7760222721
4.4918844221;-21.0105304182;-1927.5932253659;-46.7760222721
4.5041909548;-20.3023679351;-1927.9018770732;-49.0120724852
4.5164974874;-20.6564491767;-1928.0562029268;-47.1952816870
4.5288040201;-20.4794085559;-1927.4388995122;-46.0772565805
4.5411105528;-20.4794085559;-1927.4388995122;-46.4965159954
4.5534170854;-19.9482866936;-1927.7475512195;-47.8940473786
4.5657236181;-20.1253273144;-1928.9821580488;-47.8940473786
4.5780301508;-20.6564491767;-1929.1364839024;-45.3784908889
4.5903366834;-20.8334897974;-1929.4451356098;-45.5182440272
4.6026432161;-19.7712460728;-1929.4451356098;-46.7760222721
4.6149497487;-19.9482866936;-1927.4388995122;-47.8940473786
4.6272562814;-19.9482866936;-1929.7537873171;-44.9592314739
4.6395628141;-19.4171648313;-1929.1364839024;-44.9592314739
4.6518693467;-18.8860429690;-1929.4451356098;-46.9157754104
4.6641758794;-19.0630835897;-1928.3648546341;-45.7977503038
4.6764824121;-18.1778804859;-1929.2908097561;-46.7760222721
4.6887889447;-17.8237992443;-1930.2167648781;-46.4965159954
4.7010954774;-17.4697180028;-1930.2167648781;-46.7760222721
4.7134020101;-16.9385961405;-1929.7537873171;-45.3784908889
4.7257085427;-16.5845148989;-1929.7537873171;-48.0338005170
4.7380150754;-15.8763524159;-1928.6735063415;-48.4530599319
4.7503216080;-14.4600274497;-1928.9821580488;-48.7325662086
4.7626281407;-14.1059462082;-1929.5994614634;-49.4313319002
4.7749346734;-12.8666618628;-1929.9081131707;-49.5710850385
4.7872412060;-12.5125806212;-1929.9081131707;-49.4313319002
4.7995477387;-11.2732962758;-1929.1364839024;-46.4965159954
4.8118542714;-10.9192150343;-1930.9883941463;-47.8940473786
4.8241608040;-9.1488088266;-1931.2970458537;-49.0120724852
4.8364673367;-8.0865651020;-1931.2970458537;-49.4313319002
4.8487738693;-7.0243213773;-1931.6056975610;-47.8940473786
4.8610804020;-6.4931995150;-1930.6797424390;-47.1952816870
4.8733869347;-4.8998339281;-1931.6056975610;-45.3784908889
4.8856934673;-4.1916714450;-1931.1427200000;-46.3567628571
4.8980000000;-3.6605495827;-1931.4513717073;-45.7977503038
4.9103065327;-2.0671839958;-1930.9883941463;-47.1952816870
4.9226130653;-1.3590215127;-1930.2167648781;-47.1952816870
4.9349195980;-0.1197371673;-1930.9883941463;-45.6579971655
4.9472261307;1.8277096612;-1932.6859785366;-45.6579971655
4.9595326633;2.5358721443;-1930.9883941463;-46.3567628571
4.9718391960;3.7751564897;-1930.8340682927;-47.1952816870
4.9841457286;3.7751564897;-1930.5254165854;-44.1207126440
4.9964522613;6.4307658012;-1931.6056975610;-47.3350348254
5.0087587940;6.4307658012;-1930.9883941463;-46.0772565805
5.0210653266;7.6700501466;-1931.1427200000;-46.0772565805
5.0333718593;8.5552532505;-1930.6797424390;-45.5182440272
5.0456783920;10.1486188374;-1930.6797424390;-43.7014532290
5.0579849246;10.5027000789;-1931.2970458537;-46.2170097188
5.0702914573;12.2731062866;-1932.0686751220;-43.9809595057
5.0825979899;12.2731062866;-1932.3773268293;-42.8629343991
5.0949045226;13.3353500113;-1931.7600234146;-43.2821938140
5.1072110553;14.2205531151;-1931.6056975610;-43.2821938140
5.1195175879;14.9287155982;-1933.7662595122;-45.5182440272
5.1318241206;14.5746343566;-1931.7600234146;-42.4436749841
5.1441306533;15.4598374605;-1931.9143492683;-42.8629343991
5.1564371859;16.1679999436;-1932.0686751220;-39.2293528027
5.1687437186;17.2302436682;-1932.6859785366;-42.8629343991
5.1810502513;17.9384061513;-1931.9143492683;-41.4654030159
5.1933567839;17.9384061513;-1933.4576078049;-43.0026875374
5.2056633166;18.2924873928;-1932.0686751220;-42.3039218458
5.2179698492;18.1154467721;-1931.4513717073;-40.7666373243
5.2302763819;19.5317717382;-1931.7600234146;-43.1424406757
5.2425829146;19.8858529798;-1932.5316526829;-42.3039218458
5.2548894472;20.5940154628;-1931.2970458537;-39.9281184943
5.2671959799;21.3021779459;-1931.1427200000;-42.4436749841
5.2795025126;21.4792185667;-1931.1427200000;-40.7666373243
5.2918090452;21.8332998082;-1931.2970458537;-43.7014532290
5.3041155779;21.6562591875;-1928.9821580488;-42.0244155692
5.3164221106;21.8332998082;-1930.2167648781;-41.3256498776
5.3287286432;22.0103404290;-1930.8340682927;-41.6051561542
5.3410351759;22.0103404290;-1931.7600234146;-41.1858967392
5.3533417085;22.5414622913;-1932.2230009756;-41.7449092925
5.3656482412;22.0103404290;-1932.6859785366;-39.7883653560
5.3779547739;20.9480967044;-1931.2970458537;-39.7883653560
