Time (s);Ax (m/s²);Ay (m/s²);Az (m/s²)
0.5560930233;-0.0917767906;8.5690212238;4.7907439464
0.5660232558;-0.2404457687;8.6270569986;4.6321399409
0.5759534884;-0.3987062937;8.6899290879;4.5215977552
0.5858837209;-0.5521710452;8.6222206840;4.3918308416
0.5958139535;-0.7056357967;8.5738575384;4.3341566578
0.6057441860;-0.8015512664;8.5786938530;4.3197381119
0.6156744186;-0.9262413771;8.5932027966;4.2524515641
0.6256046512;-0.9741991119;8.6125480549;4.2236144721
0.6355348837;-0.9646075649;8.6512385714;4.1659402883
0.6454651163;-0.8782836422;8.7141106607;4.0698166486
0.6553953488;-0.7823681725;8.7382922335;3.9977239188
0.6653255814;-0.6624738354;8.8060006374;4.0121424648
0.6752558140;-0.5473752717;8.8156732665;3.9833053729
0.6851860465;-0.4035020672;8.6996017170;4.0361733747
0.6951162791;-0.2548330891;8.7044380316;4.1274908324
0.7050465116;-0.1205514315;8.6705838297;4.3293504758
0.7149767442;0.0281175465;8.5883664821;4.5312101192
0.7249069767;0.1384203367;8.5254943928;4.7330697626
0.7348372093;0.2151527124;8.5980391112;4.9445417700
0.7447674419;0.2727019942;8.6512385714;5.2136879612
0.7546976744;0.3014766352;8.6125480549;5.4011290586
0.7646279070;0.3398428230;8.5351670219;5.5597330641
0.7745581395;0.3014766352;8.4916401908;5.6846937957
0.7844883721;0.2487231268;8.5206580782;5.6606628858
0.7944186047;0.1480118836;8.5206580782;5.5597330641
0.8043488372;0.0281175465;8.5061491345;5.3578734207
0.8142790698;-0.0917767906;8.4384407306;5.0743086836
0.8242093023;-0.2020795808;8.4287681015;4.7667130365
0.8341395349;-0.2884035035;8.4722949326;4.5119853913
0.8440697674;-0.3507485588;8.5545122801;4.3053195659
0.8540000000;-0.4466640285;8.5932027966;4.1803588343
0.8639302326;-0.5186006308;8.6464022568;4.0890413765
0.8738604651;-0.6001287801;8.6657475151;4.0602042846
0.8837906977;-0.6816569293;8.7576374918;4.0650104666
0.8937209302;-0.7775723990;8.8253458957;4.0457857387
0.9036511628;-0.8543047748;8.8253458957;4.0842351946
0.9135813953;-0.9214456036;8.8108369520;4.0890413765
0.9235116279;-0.9214456036;8.7673101209;4.1322970144
0.9334418605;-0.8686920952;8.7141106607;4.2091959262
0.9433720930;-0.7679808520;8.6802564588;4.3149319299
0.9533023256;-0.6816569293;8.7189469753;4.4350864795
0.9632325581;-0.5761499126;8.6996017170;4.5456286652
0.9731627907;-0.4754386694;8.6367296277;4.6465584869
0.9830930233;-0.4130936141;8.6705838297;4.6898141247
0.9930232558;-0.2836077300;8.7237832898;4.7426821266
1.0029534884;-0.1733049399;8.7576374918;4.7667130365
1.0128837209;-0.0294317353;8.7624738063;4.7186512167
1.0228139535;0.0904626018;8.7141106607;4.6657832148
1.0327441860;0.2391315798;8.6415659423;4.6033028490
1.0426744186;0.3254555026;8.6077117403;4.5167915733
1.0526046512;0.4261667458;8.6173843695;4.4687297534
1.0625348837;0.4741244806;8.6222206840;4.4110555696
1.0724651163;0.4885118011;8.6028754258;4.3918308416
1.0823953488;0.4357582927;8.6754201442;4.3774122957
1.0923255814;0.3590259170;8.7237832898;4.4254741155
1.1022558140;0.2535189003;8.7286196044;4.4591173894
1.1121860465;0.1096456957;8.7382922335;4.5456286652
1.1221162791;-0.0630021497;8.6850927733;4.6465584869
1.1320465116;-0.2068753543;8.5835301675;4.6946203067
1.1419767442;-0.3459527853;8.5400033365;4.7667130365
1.1519069767;-0.5090090838;8.5206580782;4.7715192185
1.1618372093;-0.6289034210;8.4819675617;4.7571006725
1.1717674419;-0.6960442498;8.4964765054;4.7426821266
1.1816976744;-0.7871639460;8.5496759656;4.7859377644
1.1916279070;-0.8399174543;8.5593485947;4.7282635806
1.2015581395;-0.9262413771;8.5158217636;4.6753955788
1.2114883721;-0.9789948854;8.5883664821;4.6417523049
1.2214186047;-0.9885864324;8.6125480549;4.5888843030
1.2313488372;-0.9741991119;8.5158217636;4.5360163012
1.2412790698;-0.9118540566;8.4868038763;4.5071792093
1.2512093023;-0.8351216808;8.5400033365;4.4879544813
1.2611395349;-0.7487977581;8.5883664821;4.4639235714
1.2710697674;-0.6480865149;8.5690212238;4.4254741155
1.2810000000;-0.5425794982;8.6077117403;4.4062493876
1.2909302326;-0.4322767081;8.6754201442;4.3870246596
1.3008604651;-0.3459527853;8.7141106607;4.3774122957
1.3107906977;-0.2548330891;8.7237832898;4.4110555696
1.3207209302;-0.2164669012;8.6947654025;4.4495050255
1.3306511628;-0.2020795808;8.6415659423;4.5696595751
1.3405813953;-0.2116711278;8.5932027966;4.6225275769
1.3505116279;-0.1972838073;8.6270569986;4.7619068545
1.3604418605;-0.2212626747;8.5738575384;4.8051624924
1.3703720930;-0.2356499952;8.6173843695;4.8484181303
1.3803023256;-0.2740161831;8.6850927733;4.8580304942
1.3902325581;-0.3555443323;8.6609112005;4.8724490402
1.4001627907;-0.4274809346;8.6077117403;4.8628366762
1.4100930233;-0.5090090838;8.6464022568;4.8532243122
1.4200232558;-0.5617625922;8.5932027966;4.8436119483
1.4299534884;-0.5857414596;8.5109854491;4.7715192185
1.4398837209;-0.6336991945;8.4771312471;4.7234573986
1.4498139535;-0.6336991945;8.5206580782;4.6657832148
1.4597441860;-0.6624738354;8.4916401908;4.5744657571
1.4696744186;-0.6624738354;8.5254943928;4.5264039372
1.4796046512;-0.6336991945;8.5883664821;4.5023730273
1.4895348837;-0.6097203270;8.6512385714;4.4639235714
1.4994651163;-0.6289034210;8.6560748860;4.4398926615
1.5093953488;-0.6193118740;8.6173843695;4.4158617516
1.5193255814;-0.5905372331;8.6318933131;4.4350864795
1.5292558140;-0.5186006308;8.6512385714;4.4543112074
1.5391860465;-0.4370724816;8.6560748860;4.4639235714
1.5491162791;-0.3027908240;8.6512385714;4.4302802975
1.5590465116;-0.2116711278;8.6802564588;4.4591173894
1.5689767442;-0.1253472050;8.7092743462;4.4639235714
1.5789069767;-0.0630021497;8.6754201442;4.4543112074
1.5888372093;-0.0054528679;8.7286196044;4.4495050255
1.5987674419;0.0281175465;8.8011643228;4.4783421174
1.6086976744;0.0137302260;8.8060006374;4.4831482994
1.6186279070;-0.0198401884;8.7431285481;4.5119853913
1.6285581395;-0.0917767906;8.7237832898;4.5119853913
1.6384883721;-0.1349387520;8.7237832898;4.5167915733
1.6484186047;-0.1493260725;8.7141106607;4.5167915733
1.6583488372;-0.1733049399;8.6899290879;4.5504348472
1.6682790698;-0.2068753543;8.6705838297;4.5696595751
1.6782093023;-0.2260584482;8.6125480549;4.6033028490
1.6881395349;-0.2596288626;8.5835301675;4.6321399409
1.6980697674;-0.2979950505;8.5690212238;4.6465584869
1.7080000000;-0.3507485588;8.5786938530;4.6321399409
1.7179302326;-0.4178893876;8.5883664821;4.6609770328
1.7278604651;-0.5090090838;8.6077117403;4.6369461229
1.7377906977;-0.5473752717;8.6125480549;4.5744657571
1.7477209302;-0.5665583657;8.6512385714;4.5888843030
1.7576511628;-0.5809456861;8.6222206840;4.5696595751
1.7675813953;-0.5761499126;8.6077117403;4.5792719391
1.7775116279;-0.5953330066;8.5883664821;4.6465584869
1.7874418605;-0.5857414596;8.5400033365;4.6513646689
1.7973720930;-0.5905372331;8.5641849093;4.6705893968
1.8073023256;-0.5905372331;8.6270569986;4.6513646689
1.8172325581;-0.5857414596;8.6222206840;4.6177213950
1.8271627907;-0.5473752717;8.6802564588;4.5936904850
1.8370930233;-0.5138048573;8.7189469753;4.5456286652
1.8470232558;-0.4658471225;8.7431285481;4.5408224832
1.8569534884;-0.4178893876;8.7141106607;4.5167915733
1.8668837209;-0.3603401058;8.6754201442;4.4783421174
1.8768139535;-0.3123823709;8.6802564588;4.4735359354
1.8867441860;-0.2884035035;8.6754201442;4.5264039372
1.8966744186;-0.2452415422;8.6512385714;4.4735359354
1.9066046512;-0.2356499952;8.6560748860;4.4831482994
1.9165348837;-0.2356499952;8.6415659423;4.5023730273
1.9264651163;-0.2164669012;8.6512385714;4.5215977552
1.9363953488;-0.2404457687;8.6318933131;4.5696595751
1.9463255814;-0.2356499952;8.6560748860;4.6081090310
1.9562558140;-0.2164669012;8.6464022568;4.6033028490
1.9661860465;-0.2116711278;8.6125480549;4.6225275769
1.9761162791;-0.1876922603;8.5593485947;4.6177213950
1.9860465116;-0.2164669012;8.5932027966;4.6273337589
1.9959767442;-0.2740161831;8.6464022568;4.6081090310
2.0059069767;-0.3267696914;8.6270569986;4.6129152130
2.0158372093;-0.3459527853;8.6028754258;4.6129152130
2.0257674419;-0.3891147467;8.6802564588;4.6417523049
2.0356976744;-0.4035020672;8.8253458957;4.6129152130
2.0456279070;-0.4178893876;8.8205095811;4.5215977552
2.0555581395;-0.4418682550;8.6899290879;4.4350864795
2.0654883721;-0.4274809346;8.7914916937;4.3005133839
2.0754186047;-0.3795231997;8.8882179850;4.0842351946
2.0853488372;-0.3219739179;8.6560748860;3.8631508232
2.0952790698;-0.1685091664;8.5400033365;3.7574148195
2.1052093023;0.0425048670;8.9801079617;3.6997406357
2.1151395349;0.2439273533;9.9908977053;2.9499762460
2.1250697674;0.3734132374;10.5615828237;1.7484307496
2.1350000000;0.3878005579;9.3911946995;1.5850205621
2.1449302326;0.3590259170;8.4964765054;2.0127707588
2.1548604651;0.1528076571;8.0853897675;2.8105969684
2.1647906977;0.0473006404;8.1676071151;3.3056337129
2.1747209302;-0.0869810171;7.9161187578;3.3681140787
2.1846511628;-0.1876922603;7.6162672549;3.1326111614
2.1945813953;-0.2979950505;7.6839756588;3.0316813397
2.2045116279;-0.4514598020;8.4481133598;2.9836195199
2.2144418605;-0.5473752717;9.3670131267;2.7721475125
2.2243720930;-0.6624738354;9.8216266956;2.2434674941
2.2343023256;-0.6912484763;9.8941714141;1.4744783764
2.2442325581;-0.6576780619;9.8458082684;0.6093656190
2.2541627907;-0.6193118740;9.9425345597;-0.2605533204
2.2640930233;-0.5281921778;9.9522071888;-1.0247362561
2.2740232558;-0.4226851611;9.7200640898;-1.6110904583
2.2839534884;-0.3123823709;9.3573404976;-2.0484530190
2.2938837209;-0.2116711278;9.2606142063;-2.7117061330
2.3038139535;-0.2068753543;9.9231893014;-2.5002341256
2.3137441860;0.0089344526;10.5277286218;-2.6011639473
2.3236744186;0.1096456957;11.0210327072;-2.6011639473
2.3336046512;0.2247442594;11.0984137402;-2.1589952047
2.3435348837;0.3014766352;11.4031015577;-1.5918657304
2.3534651163;0.4117794253;11.6110630839;-0.8661322505
2.3633953488;0.4597371602;11.7948430373;-0.0634998590
2.3733255814;0.4885118011;11.5433546800;0.8448685363
2.3832558140;0.4549413867;11.0742321674;1.6090514720
2.3931860465;0.3925963314;10.6921633169;2.2530798581
2.4031162791;0.2966808617;10.5180559927;2.7769536945
2.4130465116;0.2343358064;10.4503475888;3.1374173434
2.4229767442;0.1144414692;10.2230408043;3.3344708048
2.4329069767;0.0041386791;10.0295882218;3.2431533471
2.4428372093;-0.1013683376;9.9425345597;2.9932318838
2.4527674419;-0.2356499952;10.1166418840;2.6279620529
2.4626976744;-0.3267696914;10.2810765791;2.0560263967
2.4726279070;-0.4178893876;10.4406749597;1.3158743709
2.4825581395;-0.4754386694;10.4938744199;0.4411492495
2.4924883721;-0.5186006308;10.5809280820;-0.4912500557
2.5024186047;-0.5233964043;10.6051096548;-1.3563628131
2.5123488372;-0.4706428960;10.5906007111;-2.1109333848
2.5222790698;-0.4082978407;10.3391123538;-2.4041104859
2.5322093023;-0.4082978407;10.2182044898;-2.8510854106
2.5421395349;-0.2644246361;9.7490819772;-3.1538748757
2.5520697674;-0.1637133929;9.5894835966;-3.0193017801
2.5620000000;-0.0773894702;9.8506445830;-2.9808523242
2.5719302326;0.0329133200;10.1988592315;-2.8991472304
2.5818604651;0.1576034306;9.9183529869;-2.4281413958
2.5917906977;0.2151527124;9.8748261558;-1.9138799234
2.6017209302;0.2822935412;10.0102429636;-1.3371380851
2.6116511628;0.3446385965;10.3391123538;-0.6738849711
2.6215813953;0.4165751988;10.4551839034;0.0566546907
2.6315116279;0.4069836518;10.1650050296;0.7343263506
2.6414418605;0.3686174639;9.6668646296;1.3206805529
2.6513720930;0.3590259170;9.1880694879;1.7388183856
2.6613023256;0.3158639556;9.0865068821;2.0608325786
2.6712325581;0.2487231268;8.9027269287;2.2098242202
2.6811627907;0.1959696185;8.6512385714;2.1954056742
2.6910930233;0.1192372427;8.3368781248;2.0992820345
2.7010232558;0.0329133200;8.3417144394;1.8733914812
2.7109534884;-0.0438190558;8.6415659423;1.6186638360
2.7208837209;-0.1157556581;9.0671616238;1.2053321852
2.7308139535;-0.1972838073;9.3621768121;0.6237841650
2.7407441860;-0.2644246361;9.5798109675;-0.0346627670
2.7506744186;-0.3459527853;9.7587546063;-0.7123344270
2.7606046512;-0.3747274263;9.9183529869;-1.4380679068
2.7705348837;-0.4418682550;9.8554808976;-1.8706242855
2.7804651163;-0.3699316528;9.5024299345;-2.4906217617
2.7903953488;-0.3075865975;9.2993047228;-2.6540319492
2.8003255814;-0.2644246361;9.1300337131;-2.8414730466
2.8102558140;-0.2452415422;9.1445426568;-2.9135657764
2.8201860465;-0.1828964868;9.2315963189;-2.8943410484
2.8301162791;-0.1301429785;9.3815220704;-2.7789926808
2.8400465116;-0.0773894702;9.6378467422;-2.5771330374
2.8499767442;-0.0102486414;9.9763887616;-2.2070570245
2.8599069767;0.0808710548;10.3536212975;-1.6639584601
2.8698372093;0.1576034306;10.5760917674;-0.9814806182
2.8797674419;0.2199484859;10.6824906878;-0.1980729546
2.8896976744;0.2535189003;10.5228923072;0.6189779830
2.8996279070;0.2918850882;10.3342760393;1.3543238268
2.9095581395;0.3110681821;10.0634424238;1.9070347551
2.9194883721;0.3062724086;9.8941714141;2.3540096798
2.9294186047;0.4069836518;9.7829361791;2.2146304022
2.9393488372;0.2583146738;9.9812250762;3.0364875217
2.9492790698;0.1863780715;10.0586061092;2.7673413305
2.9592093023;0.1336245632;10.2182044898;2.5030013213
2.9691395349;0.0808710548;10.6341275422;2.1281191264
2.9790697674;-0.0150444149;10.9339790451;1.6667256558
2.9890000000;-0.1013683376;11.3112115810;1.0130849058
2.9989302326;-0.1924880338;11.5240094217;0.2440957881
3.0088604651;-0.2692204096;11.7271346334;-0.5393118755
3.0187906977;-0.3219739179;11.5675362528;-1.2265958995
3.0287209302;-0.3555443323;11.2338305480;-1.9234922874
3.0386511628;-0.3603401058;11.0742321674;-2.1349642947
3.0485813953;-0.3363612384;10.7598717208;-2.3560486661
3.0585116279;-0.3891147467;10.3197670956;-2.4954279436
3.0684418605;-0.3171781444;10.1408234568;-2.3944981219
3.0783720930;-0.2884035035;9.9280256160;-2.0820962929
3.0883023256;-0.2692204096;10.0827876820;-1.7312450079
3.0982325581;-0.2212626747;10.4164933868;-1.2362082634
3.1081627907;-0.1685091664;10.7163448897;-0.5873736954
3.1180930233;-0.1157556581;10.7550354063;0.1671968763
3.1280232558;-0.0486148293;10.2327134335;0.9265736301
3.1379534884;0.0089344526;10.0344245364;1.6282761999
3.1478837209;0.0473006404;10.0876239966;2.2434674941
3.1578139535;0.1336245632;9.6039925403;2.6039311430
3.1677441860;0.1288287897;8.8156732665;2.7769536945
3.1776744186;0.1911738450;8.4674586180;2.7577289666
3.1876046512;0.1480118836;8.3900775850;2.9067206081
3.1975348837;0.1576034306;8.7721464355;2.8298216963
3.2074651163;0.1528076571;8.9510900743;2.7865660585
3.2173953488;0.1240330162;9.1880694879;2.4501333195
3.2273255814;0.0712795079;9.2702868354;2.1233129445
3.2372558140;0.0281175465;9.6426830568;1.6426947459
3.2471860465;-0.0294317353;9.9231893014;1.0659529076
3.2571162791;-0.0869810171;9.9280256160;0.4267307036
3.2670465116;-0.1205514315;9.4927573053;-0.1500111347
3.2769767442;-0.1637133929;9.1203610840;-0.6834973351
3.2869069767;-0.2356499952;8.9414174452;-1.0391548020
3.2968372093;-0.2356499952;8.8108369520;-1.3851999050
3.3067674419;-0.3555443323;8.8495274685;-1.5293853646
3.3166976744;-0.3219739179;8.9462537597;-1.6399275502
3.3266279070;-0.3459527853;9.1058521403;-1.6351213682
3.3365581395;-0.3939105202;9.4298852160;-1.5245791826
3.3464883721;-0.3891147467;9.6378467422;-1.2458206274
3.3564186047;-0.3795231997;9.7442456626;-0.8084580667
3.3663488372;-0.3267696914;9.7394093480;-0.2605533204
3.3762790698;-0.2788119566;9.6523556859;0.3161885179
3.3862093023;-0.2068753543;9.6330104277;0.9313798120
3.3961395349;-0.1733049399;9.5024299345;1.5129278323
3.4060697674;-0.0725936967;9.3621768121;2.0079645768
3.4160000000;-0.0102486414;9.2944684083;2.4453271375
3.4259302326;0.0137302260;9.3089773520;2.7769536945
3.4358604651;0.2343358064;9.3573404976;2.9355577000
3.4457906977;0.1528076571;9.4927573053;3.0605184316
3.4557209302;0.2247442594;9.4347215306;3.0172627938
3.4656511628;0.2487231268;9.6233377985;2.7000547827
3.4755813953;0.2487231268;9.7249004044;2.4116838636
3.4855116279;0.2870893147;10.0150792781;1.8830038452
3.4954418605;0.2583146738;10.1698413441;1.2630063690
3.5053720930;0.2151527124;10.4503475888;0.5613037992
3.5153023256;0.1576034306;10.6389638567;-0.1644296807
3.5252325581;0.0808710548;10.8372527538;-0.8949693425
3.5351627907;-0.0150444149;10.9097974723;-1.4957420907
3.5450930233;-0.0773894702;10.9097974723;-1.8706242855
3.5550232558;-0.1924880338;10.7888896082;-2.2887621183
3.5649534884;-0.2452415422;10.7501990917;-2.3848857580
3.5748837209;-0.2788119566;10.7018359461;-2.3993043039
3.5848139535;-0.3315654649;10.7550354063;-2.2503126624
3.5947441860;-0.3699316528;10.8179074956;-1.9138799234
3.6046744186;-0.3987062937;10.9243064160;-1.4428740888
3.6146046512;-0.4082978407;11.0839047965;-0.8853569785
3.6245348837;-0.4082978407;11.1612858295;-0.2509409564
3.6344651163;-0.3507485588;11.2096489752;0.4363430675
3.6443953488;-0.2692204096;11.0645595383;1.1044023635
3.6543255814;-0.2068753543;10.8372527538;1.6378885639
3.6642558140;-0.0917767906;10.3971481286;1.9887398489
3.6741860465;-0.0102486414;9.9715524471;2.1857933103
3.6841162791;0.1048499223;9.8167903811;2.3876529537
3.6940465116;0.1480118836;9.8603172121;2.1665685823
3.7039767442;0.2487231268;9.7974451228;2.0704449426
3.7139069767;0.3206597291;9.6185014840;1.7292060216
3.7238372093;0.3542301435;9.6378467422;1.3206805529
3.7337674419;0.3734132374;9.8941714141;0.7823881705
3.7436976744;0.3830047844;10.3342760393;0.2056463322
3.7536279070;0.3542301435;10.4503475888;-0.4431882358
3.7635581395;0.2822935412;10.1021329403;-1.0679918939
3.7734883721;0.2103569389;9.7490819772;-1.5197730006
3.7834186047;0.1671949776;9.8651535267;-1.9955850171
3.7933488372;0.1048499223;9.9135166723;-2.3368239381
3.8032790698;-0.0006570944;9.5798109675;-2.5050403076
3.8132093023;-0.0582063762;8.9607627034;-2.4425599418
3.8231395349;-0.1205514315;8.7044380316;-2.3608548480
3.8330697674;-0.2116711278;8.9510900743;-2.3127930282
3.8430000000;-0.2740161831;9.3718494413;-2.2214755705
3.8529302326;-0.3459527853;9.4202125869;-1.9090737414
3.8628604651;-0.3987062937;9.2461052626;-1.4717111807
3.8727906977;-0.4322767081;9.3041410374;-1.0343486200
3.8827209302;-0.4370724816;9.5362841364;-0.5393118755
3.8926511628;-0.4226851611;9.6958825170;-0.0250504031
3.9025813953;-0.3699316528;9.4879209908;0.5132419793
3.9125116279;-0.2979950505;9.1203610840;0.9361859940
3.9224418605;-0.2212626747;8.8108369520;1.2582001871
3.9323720930;-0.1589176194;8.7914916937;1.5657958341
3.9423023256;-0.0630021497;8.8688727267;1.7051751117
3.9522325581;0.0185259995;8.9317448160;1.7484307496
3.9621627907;0.1192372427;9.0139621636;1.5946329261
3.9720930233;0.1719907511;9.2944684083;1.4456412845
3.9820232558;0.2487231268;9.6668646296;1.1813012753
3.9919534884;0.3062724086;10.1263145131;0.7871943525
4.0018837209;0.3830047844;10.3439486684;0.3258008819
4.0118139535;0.3925963314;10.4503475888;-0.2509409564
4.0217441860;0.3494343700;10.4600202179;-0.7748147928
4.0316744186;0.3206597291;10.5035470490;-1.2938824473
4.0416046512;0.2774977677;10.5228923072;-1.6687646421
4.0515348837;0.1959696185;10.4648565325;-2.0244221091
4.0614651163;0.1240330162;10.3439486684;-2.2695373903
4.0713953488;0.0281175465;10.2568950063;-2.3848857580
4.0813255814;-0.0438190558;10.3052581519;-2.3800795760
4.0912558140;-0.1397345255;10.3487849830;-2.2407002984
4.1011860465;-0.2308542217;10.4164933868;-1.9619417432
4.1111162791;-0.3315654649;10.5277286218;-1.5438039105
4.1210465116;-0.4274809346;10.6728180587;-1.0295424381
4.1309767442;-0.4850302164;10.7840532936;-0.3999325979
4.1409069767;-0.5521710452;10.8033985519;0.2873514260
4.1508372093;-0.5569668187;10.6583091150;0.9121550841
4.1607674419;-0.4994175369;10.3971481286;1.4888969224
4.1706976744;-0.4418682550;10.1843502878;1.9070347551
4.1806279070;-0.3459527853;10.0537697946;2.1809871283
4.1905581395;-0.2596288626;10.0586061092;2.4309085915
4.2004883721;-0.1253472050;10.0150792781;2.2578860401
4.2104186047;-0.0486148293;10.0779513674;2.3107540419
4.2203488372;0.0377090935;10.3778028703;2.1040882165
4.2302790698;0.1240330162;10.6389638567;1.8445543893
4.2402093023;0.2151527124;10.9533243033;1.3927732827
4.2501395349;0.2918850882;11.0839047965;0.8688994462
4.2600697674;0.3254555026;11.1032500548;0.2873514260
4.2700000000;0.3542301435;10.8033985519;-0.2557471384
4.2799302326;0.3302512761;10.4890381053;-0.7075282450
4.2898604651;0.2966808617;10.3536212975;-1.0872166219
4.2997906977;0.2487231268;10.2810765791;-1.3803937230
4.3097209302;0.2103569389;10.0972966257;-1.5245791826
4.3196511628;0.1096456957;9.8119540665;-1.4957420907
4.3295813953;0.0185259995;9.6426830568;-1.4140369969
4.3395116279;-0.0773894702;9.9280256160;-1.2506268094
4.3494418605;-0.1685091664;10.1456597713;-0.9526435263
4.3593720930;-0.2548330891;10.0827876820;-0.5489242395
4.3693023256;-0.3171781444;9.6958825170;-0.0827245869
4.3792325581;-0.3843189732;9.3863583850;0.4555677955
4.3891627907;-0.4130936141;9.2847957791;0.9554107220
4.3990930233;-0.4610513490;9.1590516005;1.4168041926
4.4090232558;-0.4514598020;8.8640364122;1.8253296614
4.4189534884;-0.4226851611;8.5786938530;2.0800573066
4.4288837209;-0.4178893876;8.4287681015;2.3059478599
4.4388139535;-0.3603401058;8.5835301675;2.5366445952
4.4487441860;-0.2788119566;8.7286196044;2.6327682349
4.4586744186;-0.2308542217;8.7866553792;2.4837765934
4.4686046512;-0.1445302990;8.7189469753;2.3828467717
4.4785348837;-0.0438190558;8.8350185248;2.1377314904
4.4884651163;0.0185259995;8.9946169054;1.8589729353
4.4983953488;0.1000541488;9.1832331733;1.4600598305
4.5083255814;0.1767865245;9.2364326335;1.0130849058
4.5182558140;0.2295400329;9.2606142063;0.5180481613
4.5281860465;0.2822935412;9.4395578451;0.0662670546
4.5381162791;0.3206597291;9.6813735733;-0.3903202340
4.5480465116;0.3350470495;9.7974451228;-0.7844271568
4.5579767442;0.3206597291;9.8264630102;-0.8661322505
4.5679069767;0.2774977677;9.7539182917;-1.3323319031
4.5778372093;0.2343358064;9.9328619306;-1.3179133572
4.5877674419;0.1911738450;9.9473708743;-1.2938824473
4.5976976744;0.1048499223;9.9763887616;-1.1689217156
4.6076279070;0.0377090935;9.9908977053;-0.9190002524
4.6175581395;-0.0246359618;10.1069692548;-0.5537304215
4.6274883721;-0.1301429785;10.3391123538;-0.1788482266
4.6374186047;-0.2068753543;10.4793654762;0.3402194278
4.6473488372;-0.2788119566;10.5567465092;0.8256438084
4.6572790698;-0.3699316528;10.4745291616;1.3302929168
4.6672093023;-0.4035020672;10.3874754995;1.7292060216
4.6771395349;-0.4178893876;10.2472223771;2.0031583948
4.6870697674;-0.3843189732;10.1553324005;2.1905994923
4.6970000000;-0.4178893876;10.0150792781;2.3636220437
4.7069302326;-0.3267696914;10.0054066490;2.1569562184
4.7168604651;-0.2404457687;10.0247519073;2.0896696706
4.7267906977;-0.2020795808;10.1891866024;1.8205234794
4.7367209302;-0.1109598846;10.2907492082;1.4648660124
4.7466511628;-0.0150444149;10.5906007111;0.9554107220
4.7565813953;0.0520964139;10.7647080354;0.4507616135
4.7665116279;0.1432161101;10.9678332470;-0.1692358626
4.7764418605;0.2199484859;10.9775058761;-0.7171406090
4.7863720930;0.2631104473;10.9533243033;-1.1881464436
4.7963023256;0.3302512761;10.7840532936;-1.4428740888
4.8062325581;0.3158639556;10.8082348664;-1.8177562837
4.8161627907;0.3110681821;10.6583091150;-1.9763602892
4.8260930233;0.3206597291;10.5954370257;-1.9715541072
4.8360232558;0.2822935412;10.5760917674;-1.8562057396
4.8459534884;0.1911738450;10.5712554529;-1.6447337322
4.8558837209;0.1288287897;10.5712554529;-1.3755875410
4.8658139535;0.0760752814;10.6389638567;-0.9910929822
4.8757441860;-0.0198401884;10.5567465092;-0.5585366035
4.8856744186;-0.1157556581;10.3246034102;-0.1211740428
4.8956046512;-0.1589176194;10.1456597713;0.3258008819
4.9055348837;-0.2356499952;10.1504960859;0.7295201687
4.9154651163;-0.2979950505;10.0440971655;1.0515343617
4.9253953488;-0.3123823709;9.7394093480;1.2966496429
4.9353255814;-0.3219739179;9.2847957791;1.4071918286
4.9452558140;-0.3171781444;9.0381437364;1.4264165566
4.9551860465;-0.3411570119;9.0816705675;1.3447114628
4.9651162791;-0.3123823709;9.2074147461;1.2341692771
4.9750465116;-0.2788119566;9.1977421170;0.9842478139
4.9849767442;-0.2404457687;9.2122510607;0.6574274389
4.9949069767;-0.1781007134;9.3234862956;0.2777390620
5.0048372093;-0.1349387520;9.5991562257;-0.1644296807
5.0147674419;-0.0677979232;9.7442456626;-0.5729551494
5.0246976744;-0.0102486414;9.6039925403;-0.9622558903
5.0346279070;0.0568921874;9.4202125869;-1.3179133572
5.0445581395;0.1240330162;9.3863583850;-1.7072140980
5.0544883721;0.1528076571;9.4202125869;-1.8417871936
5.0644186047;0.2007653920;9.2993047228;-1.9667479252
5.0743488372;0.2103569389;9.2074147461;-1.9859726532
5.0842790698;0.2055611655;9.1010158257;-1.9090737414
5.0942093023;0.2151527124;9.2412689481;-1.9042675594
5.1041395349;0.2007653920;9.4782483617;-1.7745006458
5.1140697674;0.1767865245;9.6233377985;-1.5053544546
5.1240000000;0.1336245632;9.6910462024;-1.1737278976
5.1339302326;0.0808710548;9.7587546063;-0.8036518847
5.1438604651;0.0281175465;9.8699898412;-0.3614831421
5.1537906977;-0.0438190558;9.8796624704;0.0662670546
5.1637209302;-0.1157556581;9.7587546063;0.5036296153
5.1736511628;-0.1828964868;9.6039925403;0.8544809003
5.1835813953;-0.2452415422;9.5169388782;1.1236270915
5.1935116279;-0.2884035035;9.5701383383;1.3447114628
5.2034418605;-0.3171781444;9.6330104277;1.4648660124
5.2133720930;-0.3315654649;9.7152277752;1.5033154683
5.2233023256;-0.3843189732;9.8312993247;1.3831609187
5.2332325581;-0.4035020672;10.0634424238;1.2053321852
5.2431627907;-0.3795231997;10.3729665558;0.9217674481
5.2530930233;-0.3507485588;10.6583091150;0.5949470731
5.2630232558;-0.2836077300;10.8275801247;0.1912277863
5.2729534884;-0.2404457687;10.8952885286;-0.2701656843
5.2828837209;-0.0725936967;10.9436516742;-1.0679918939
5.2928139535;-0.0725936967;10.9436516742;-1.0679918939
5.3027441860;0.0185259995;10.8469253829;-1.4236493609
5.3126744186;0.1000541488;10.8033985519;-1.5870595484
5.3226046512;0.1384203367;10.7163448897;-1.6255090043
5.3325348837;0.1911738450;10.7356901480;-1.6255090043
