Time (s);Bx (µT);By (µT);Bz (µT)
1.0951873199;-45.2650954637;-1925.4326634146;-31.1236707801
1.1074927954;-44.9110142222;-1924.5067082927;-32.1019427484
1.1197982709;-45.0880548430;-1924.0437307317;-31.9621896100
1.1321037464;-44.5569329807;-1923.5807531707;-34.7572523765
1.1444092219;-44.2028517391;-1923.4264273171;-35.4560180681
1.1567146974;-44.5569329807;-1923.7350790244;-33.6392272699
1.1690201729;-44.0258111184;-1925.5869892683;-34.0584866849
1.1813256484;-43.3176486353;-1924.0437307317;-34.6174992381
1.1936311239;-43.4946892560;-1924.8153600000;-35.5957712064
1.2059365994;-43.1406080145;-1924.1980565854;-33.0802147166
1.2182420749;-44.2028517391;-1923.8894048781;-32.3814490250
1.2305475504;-42.9635673937;-1925.2783375610;-33.0802147166
1.2428530259;-43.4946892560;-1924.5067082927;-33.3597209932
1.2551585014;-42.7865267730;-1926.0499668293;-35.5957712064
1.2674639769;-43.4946892560;-1925.1240117073;-33.9187335465
1.2797694524;-44.0258111184;-1924.0437307317;-33.3597209932
1.2920749280;-44.2028517391;-1926.3586185366;-34.4777460998
1.3043804035;-44.5569329807;-1925.2783375610;-33.4994741316
1.3166858790;-44.3798923599;-1923.1177756098;-31.5429301951
1.3289913545;-44.5569329807;-1924.3523824390;-34.3379929615
1.3412968300;-44.5569329807;-1924.8153600000;-34.0584866849
1.3536023055;-45.4421360845;-1923.2721014634;-32.6609553016
1.3659077810;-44.9110142222;-1924.6610341463;-31.4031770568
1.3782132565;-44.3798923599;-1924.5067082927;-31.2634239184
1.3905187320;-44.5569329807;-1924.8153600000;-34.4777460998
1.4028242075;-44.7339736014;-1924.1980565854;-33.4994741316
1.4151296830;-44.3798923599;-1924.9696858537;-31.9621896100
1.4274351585;-44.3798923599;-1923.2721014634;-30.9839176418
1.4397406340;-44.7339736014;-1924.3523824390;-31.5429301951
1.4520461095;-44.9110142222;-1925.5869892683;-31.5429301951
1.4643515850;-45.2650954637;-1925.2783375610;-31.9621896100
1.4766570605;-45.4421360845;-1924.1980565854;-32.8007084400
1.4889625360;-45.0880548430;-1924.5067082927;-31.9621896100
1.5012680115;-44.5569329807;-1923.7350790244;-33.3597209932
1.5135734870;-44.7339736014;-1924.8153600000;-31.2634239184
1.5258789625;-45.0880548430;-1924.0437307317;-32.2416958867
1.5381844380;-44.9110142222;-1925.2783375610;-33.7789804082
1.5504899135;-45.2650954637;-1924.0437307317;-34.1982398232
1.5627953890;-45.9732579468;-1924.3523824390;-31.2634239184
1.5751008646;-45.2650954637;-1925.2783375610;-31.9621896100
1.5874063401;-46.3273391884;-1925.4326634146;-32.5212021633
1.5997118156;-45.6191767053;-1925.8956409756;-32.1019427484
1.6120172911;-45.4421360845;-1924.3523824390;-34.3379929615
1.6243227666;-44.3798923599;-1925.2783375610;-33.6392272699
1.6366282421;-45.9732579468;-1923.7350790244;-33.4994741316
1.6489337176;-45.2650954637;-1924.1980565854;-33.7789804082
1.6612391931;-44.7339736014;-1923.1177756098;-31.8224364717
1.6735446686;-45.0880548430;-1922.9634497561;-30.8441645035
1.6858501441;-44.5569329807;-1924.0437307317;-32.6609553016
1.6981556196;-44.9110142222;-1924.5067082927;-31.9621896100
1.7104610951;-44.9110142222;-1923.4264273171;-33.9187335465
1.7227665706;-44.5569329807;-1923.2721014634;-29.7261393969
1.7350720461;-44.9110142222;-1923.8894048781;-30.5646582268
1.7473775216;-44.7339736014;-1924.5067082927;-31.9621896100
1.7596829971;-45.2650954637;-1924.8153600000;-30.7044113651
1.7719884726;-45.4421360845;-1925.2783375610;-32.8007084400
1.7842939481;-45.0880548430;-1925.2783375610;-32.2416958867
1.7965994236;-45.6191767053;-1925.8956409756;-32.2416958867
1.8089048991;-45.0880548430;-1924.1980565854;-34.1982398232
1.8212103746;-44.7339736014;-1923.5807531707;-30.9839176418
1.8335158501;-44.7339736014;-1924.5067082927;-30.8441645035
1.8458213256;-45.6191767053;-1924.3523824390;-31.9621896100
1.8581268012;-45.2650954637;-1924.5067082927;-33.2199678549
1.8704322767;-45.0880548430;-1924.0437307317;-30.8441645035
1.8827377522;-45.0880548430;-1924.5067082927;-29.3068799819
1.8950432277;-45.7962173261;-1924.6610341463;-32.5212021633
1.9073487032;-45.2650954637;-1924.1980565854;-30.5646582268
1.9196541787;-46.1502985676;-1924.0437307317;-32.3814490250
1.9319596542;-45.7962173261;-1924.6610341463;-31.6826833334
1.9442651297;-45.2650954637;-1923.4264273171;-32.2416958867
1.9565706052;-45.7962173261;-1922.6547980488;-32.6609553016
1.9688760807;-45.0880548430;-1923.2721014634;-32.2416958867
1.9811815562;-45.2650954637;-1924.0437307317;-30.7044113651
1.9934870317;-45.0880548430;-1923.1177756098;-30.8441645035
2.0057925072;-45.0880548430;-1924.0437307317;-34.0584866849
2.0180979827;-45.0880548430;-1924.5067082927;-31.1236707801
2.0304034582;-45.2650954637;-1924.1980565854;-31.9621896100
2.0427089337;-44.7339736014;-1924.0437307317;-32.6609553016
2.0550144092;-45.6191767053;-1923.7350790244;-33.6392272699
2.0673198847;-45.6191767053;-1924.9696858537;-31.4031770568
2.0796253602;-45.9732579468;-1924.8153600000;-33.6392272699
2.0919308357;-45.7962173261;-1925.1240117073;-32.6609553016
2.1042363112;-45.7962173261;-1923.8894048781;-33.7789804082
2.1165417867;-45.9732579468;-1923.8894048781;-31.4031770568
2.1288472622;-45.0880548430;-1923.5807531707;-31.1236707801
2.1411527378;-45.0880548430;-1924.1980565854;-30.8441645035
2.1534582133;-45.0880548430;-1924.0437307317;-34.4777460998
2.1657636888;-45.4421360845;-1924.1980565854;-33.0802147166
2.1780691643;-44.7339736014;-1924.1980565854;-31.4031770568
2.1903746398;-44.9110142222;-1923.7350790244;-32.5212021633
2.2026801153;-45.0880548430;-1924.5067082927;-32.6609553016
2.2149855908;-44.0258111184;-1926.9759219512;-32.5212021633
2.2272910663;-44.5569329807;-1926.6672702439;-30.0056456735
2.2395965418;-45.0880548430;-1925.7413151220;-30.1453988119
2.2519020173;-44.7339736014;-1927.9018770732;-28.3286080137
2.2642074928;-45.2650954637;-1928.6735063415;-26.5118172155
2.2765129683;-45.2650954637;-1927.5932253659;-24.8347795557
2.2888184438;-45.7962173261;-1929.4451356098;-22.0397167892
2.3011239193;-45.9732579468;-1928.9821580488;-22.8782356192
2.3134293948;-46.5043798091;-1927.2845736585;-18.9651477462
2.3257348703;-47.0355016715;-1927.7475512195;-20.6421854060
2.3380403458;-46.3273391884;-1927.4388995122;-19.9434197144
2.3503458213;-47.2125422922;-1925.4326634146;-21.3409510976
2.3626512968;-47.2125422922;-1926.0499668293;-22.0397167892
2.3749567723;-47.3895829130;-1926.0499668293;-23.2974950341
2.3872622478;-46.6814204299;-1926.9759219512;-23.9962607257
2.3995677233;-47.3895829130;-1926.9759219512;-22.0397167892
2.4118731988;-47.0355016715;-1925.8956409756;-22.0397167892
2.4241786744;-47.5666235338;-1928.0562029268;-20.0831728527
2.4364841499;-46.8584610507;-1926.8215960976;-23.0179887575
2.4487896254;-46.6814204299;-1928.0562029268;-20.0831728527
2.4610951009;-46.6814204299;-1927.5932253659;-18.4061351929
2.4734005764;-46.5043798091;-1927.4388995122;-18.6856414695
2.4857060519;-46.8584610507;-1928.5191804878;-15.3315661498
2.4980115274;-46.1502985676;-1928.8278321951;-15.0520598732
2.5103170029;-46.5043798091;-1928.6735063415;-15.1918130115
2.5226224784;-46.5043798091;-1927.5932253659;-13.7942816283
2.5349279539;-46.1502985676;-1928.3648546341;-11.4184782768
2.5472334294;-46.6814204299;-1928.0562029268;-7.7848966805
2.5595389049;-46.6814204299;-1927.2845736585;-8.4836623721
2.5718443804;-46.8584610507;-1926.9759219512;-10.3004531703
2.5841498559;-47.5666235338;-1927.2845736585;-7.5053904038
2.5964553314;-46.5043798091;-1926.3586185366;-10.4402063086
2.6087608069;-47.0355016715;-1927.1302478049;-9.8811937553
2.6210662824;-47.5666235338;-1926.2042926829;-9.3221812020
2.6333717579;-46.3273391884;-1926.3586185366;-8.7631686487
2.6456772334;-46.8584610507;-1927.1302478049;-10.8594657235
2.6579827089;-46.3273391884;-1926.9759219512;-12.1172439684
2.6702881844;-47.5666235338;-1927.9018770732;-10.4402063086
2.6825936599;-46.6814204299;-1927.2845736585;-9.1824280637
2.6948991354;-46.8584610507;-1926.6672702439;-10.9992188619
2.7072046110;-46.5043798091;-1926.5129443902;-10.8594657235
2.7195100865;-45.2650954637;-1929.1364839024;-10.1607000319
2.7318155620;-45.6191767053;-1928.3648546341;-10.4402063086
2.7441210375;-45.6191767053;-1928.3648546341;-10.8594657235
2.7564265130;-45.7962173261;-1927.4388995122;-9.8811937553
2.7687319885;-45.0880548430;-1928.6735063415;-6.9463778506
2.7810374640;-45.7962173261;-1927.5932253659;-8.4836623721
2.7933429395;-45.9732579468;-1928.5191804878;-7.0861309889
2.8056484150;-46.1502985676;-1927.9018770732;-10.0209468936
2.8179538905;-45.6191767053;-1927.2845736585;-9.3221812020
2.8302593660;-45.6191767053;-1927.1302478049;-6.1078590206
2.8425648415;-46.5043798091;-1927.4388995122;-10.5799594469
2.8548703170;-46.6814204299;-1927.7475512195;-10.3004531703
2.8671757925;-46.1502985676;-1928.3648546341;-10.7197125852
2.8794812680;-46.3273391884;-1926.8215960976;-13.5147753516
2.8917867435;-46.5043798091;-1927.4388995122;-15.3315661498
2.9040922190;-45.9732579468;-1928.8278321951;-17.0086038097
2.9163976945;-45.4421360845;-1927.4388995122;-16.1700849798
2.9287031700;-46.1502985676;-1928.0562029268;-18.5458883312
2.9410086455;-45.7962173261;-1927.7475512195;-20.9216916827
2.9533141210;-45.7962173261;-1928.5191804878;-21.0614448210
2.9656195965;-45.2650954637;-1928.2105287805;-19.5241602995
2.9779250720;-45.7962173261;-1928.2105287805;-20.2229259911
2.9902305476;-45.9732579468;-1927.2845736585;-19.3844071611
3.0025360231;-45.0880548430;-1927.4388995122;-20.5024322677
3.0148414986;-46.1502985676;-1928.3648546341;-19.5241602995
3.0271469741;-45.7962173261;-1928.2105287805;-17.9868757779
3.0394524496;-45.7962173261;-1928.5191804878;-21.4807042360
3.0517579251;-45.6191767053;-1928.3648546341;-21.2011979593
3.0640634006;-45.6191767053;-1928.3648546341;-21.0614448210
3.0763688761;-45.9732579468;-1928.5191804878;-21.3409510976
3.0886743516;-45.4421360845;-1927.4388995122;-23.2974950341
3.1009798271;-45.6191767053;-1927.2845736585;-21.6204573743
3.1132853026;-45.6191767053;-1927.5932253659;-22.1794699276
3.1255907781;-45.7962173261;-1926.5129443902;-27.3503360454
3.1378962536;-45.9732579468;-1925.8956409756;-27.6298423221
3.1502017291;-45.4421360845;-1924.6610341463;-29.8658925352
3.1625072046;-45.0880548430;-1925.4326634146;-31.1236707801
3.1748126801;-45.7962173261;-1924.6610341463;-29.1671268436
3.1871181556;-46.1502985676;-1922.5004721951;-31.8224364717
3.1994236311;-46.1502985676;-1924.1980565854;-30.9839176418
3.2117291066;-46.6814204299;-1925.4326634146;-32.9404615783
3.2240345821;-45.9732579468;-1924.5067082927;-29.0273737053
3.2363400576;-45.4421360845;-1926.2042926829;-30.5646582268
3.2486455331;-45.4421360845;-1925.8956409756;-28.4683611520
3.2609510086;-45.6191767053;-1926.5129443902;-29.4466331203
3.2732564841;-44.7339736014;-1926.8215960976;-28.6081142903
3.2855619597;-44.5569329807;-1926.9759219512;-26.6515703538
3.2978674352;-44.7339736014;-1927.1302478049;-28.3286080137
3.3101729107;-44.0258111184;-1929.2908097561;-27.6298423221
3.3224783862;-44.0258111184;-1927.2845736585;-28.0491017370
3.3347838617;-44.2028517391;-1926.5129443902;-26.5118172155
3.3470893372;-43.6717298768;-1925.5869892683;-25.9528046622
3.3593948127;-44.5569329807;-1927.2845736585;-27.4900891838
3.3717002882;-44.7339736014;-1928.5191804878;-27.4900891838
3.3840057637;-45.2650954637;-1925.5869892683;-28.4683611520
3.3963112392;-45.4421360845;-1926.6672702439;-28.6081142903
3.4086167147;-45.4421360845;-1925.4326634146;-29.3068799819
3.4209221902;-45.2650954637;-1924.1980565854;-30.5646582268
3.4332276657;-45.4421360845;-1924.8153600000;-30.1453988119
3.4455331412;-45.2650954637;-1924.6610341463;-29.1671268436
3.4578386167;-46.1502985676;-1924.0437307317;-27.9093485987
3.4701440922;-47.0355016715;-1924.5067082927;-27.7695954604
3.4824495677;-46.8584610507;-1925.4326634146;-25.8130515239
3.4947550432;-46.5043798091;-1925.7413151220;-23.2974950341
3.5070605187;-46.5043798091;-1924.5067082927;-23.5770013108
3.5193659942;-46.6814204299;-1925.8956409756;-19.1049008845
3.5316714697;-46.1502985676;-1925.8956409756;-19.8036665761
3.5439769452;-46.6814204299;-1926.2042926829;-17.8471226396
3.5562824207;-46.3273391884;-1926.8215960976;-18.4061351929
3.5685878963;-46.1502985676;-1927.7475512195;-17.2881100863
3.5808933718;-46.3273391884;-1926.9759219512;-17.4278632246
3.5931988473;-45.9732579468;-1927.9018770732;-17.0086038097
3.6055043228;-45.9732579468;-1928.0562029268;-15.0520598732
3.6178097983;-47.0355016715;-1927.2845736585;-16.1700849798
3.6301152738;-46.5043798091;-1928.6735063415;-15.8905787031
3.6424207493;-45.9732579468;-1926.2042926829;-17.2881100863
3.6547262248;-46.3273391884;-1928.0562029268;-17.2881100863
3.6670317003;-45.9732579468;-1927.5932253659;-16.1700849798
3.6793371758;-46.1502985676;-1927.2845736585;-17.2881100863
3.6916426513;-45.7962173261;-1926.8215960976;-15.4713192881
3.7039481268;-46.3273391884;-1927.2845736585;-12.6762565217
3.7162536023;-46.6814204299;-1926.5129443902;-13.9340347666
3.7285590778;-45.7962173261;-1926.9759219512;-12.8160096600
3.7408645533;-46.5043798091;-1926.2042926829;-11.1389720002
3.7531700288;-46.8584610507;-1925.2783375610;-10.5799594469
3.7654755043;-46.1502985676;-1926.0499668293;-6.6668715739
3.7777809798;-45.7962173261;-1927.7475512195;-9.8811937553
3.7900864553;-45.9732579468;-1926.8215960976;-7.2258841272
3.8023919308;-45.6191767053;-1925.7413151220;-4.8500807757
3.8146974063;-45.7962173261;-1928.2105287805;-6.3873652973
3.8270028818;-45.4421360845;-1927.4388995122;-4.1513150841
3.8393083573;-45.4421360845;-1928.2105287805;-8.2041560954
3.8516138329;-44.9110142222;-1928.3648546341;-7.6451435422
3.8639193084;-45.4421360845;-1928.3648546341;-4.4308213608
3.8762247839;-44.3798923599;-1928.5191804878;-5.6885996057
3.8885302594;-44.2028517391;-1927.4388995122;-6.3873652973
3.9008357349;-44.3798923599;-1928.2105287805;-6.8066247122
3.9131412104;-43.6717298768;-1928.0562029268;-9.3221812020
3.9254466859;-43.8487704976;-1929.4451356098;-10.0209468936
3.9377521614;-44.0258111184;-1929.7537873171;-11.6979845535
3.9500576369;-43.8487704976;-1929.1364839024;-11.5582314152
3.9623631124;-44.2028517391;-1929.1364839024;-8.3439092338
3.9746685879;-43.8487704976;-1928.0562029268;-10.9992188619
3.9869740634;-45.0880548430;-1928.3648546341;-11.5582314152
3.9992795389;-45.6191767053;-1928.0562029268;-9.6016874787
4.0115850144;-46.6814204299;-1928.5191804878;-9.3221812020
4.0238904899;-45.7962173261;-1928.6735063415;-12.9557627984
4.0361959654;-46.1502985676;-1928.2105287805;-10.1607000319
4.0485014409;-45.9732579468;-1928.0562029268;-13.6545284900
4.0608069164;-45.7962173261;-1928.2105287805;-11.6979845535
4.0731123919;-45.6191767053;-1929.1364839024;-12.5365033834
4.0854178674;-44.9110142222;-1928.2105287805;-10.5799594469
4.0977233429;-44.5569329807;-1930.2167648781;-12.5365033834
4.1100288184;-44.3798923599;-1929.4451356098;-15.7508255648
4.1223342939;-44.5569329807;-1928.9821580488;-15.4713192881
4.1346397695;-45.2650954637;-1930.6797424390;-17.4278632246
4.1469452450;-44.7339736014;-1930.2167648781;-16.4495912564
4.1592507205;-44.9110142222;-1928.2105287805;-17.2881100863
4.1715561960;-44.7339736014;-1927.2845736585;-17.1483569480
4.1838616715;-45.2650954637;-1928.2105287805;-20.5024322677
4.1961671470;-45.0880548430;-1927.5932253659;-22.3192230659
4.2084726225;-45.9732579468;-1928.5191804878;-22.1794699276
4.2207780980;-45.2650954637;-1928.6735063415;-23.1577418958
4.2330835735;-45.6191767053;-1926.8215960976;-21.8999636509
4.2453890490;-45.6191767053;-1927.7475512195;-22.5987293425
4.2576945245;-46.6814204299;-1928.2105287805;-21.0614448210
4.2700000000;-45.9732579468;-1927.7475512195;-21.7602105126
4.2823054755;-45.6191767053;-1928.6735063415;-23.0179887575
4.2946109510;-46.3273391884;-1927.9018770732;-21.0614448210
4.3069164265;-46.8584610507;-1928.5191804878;-23.9962607257
4.3192219020;-45.9732579468;-1927.5932253659;-22.4589762042
4.3315273775;-46.1502985676;-1926.6672702439;-20.3626791294
4.3438328530;-45.6191767053;-1927.4388995122;-21.2011979593
4.3561383285;-45.4421360845;-1928.2105287805;-23.1577418958
4.3684438040;-45.2650954637;-1927.9018770732;-26.0925578005
4.3807492795;-45.4421360845;-1928.5191804878;-24.2757670024
4.3930547550;-45.4421360845;-1926.3586185366;-24.8347795557
4.4053602305;-45.0880548430;-1926.2042926829;-25.3937921089
4.4176657061;-44.7339736014;-1927.4388995122;-28.8876205670
4.4299711816;-45.7962173261;-1927.7475512195;-27.6298423221
4.4422766571;-45.6191767053;-1926.9759219512;-30.8441645035
4.4545821326;-44.9110142222;-1926.3586185366;-30.1453988119
4.4668876081;-45.2650954637;-1926.5129443902;-29.1671268436
4.4791930836;-44.9110142222;-1925.7413151220;-29.3068799819
4.4914985591;-46.1502985676;-1926.3586185366;-29.4466331203
4.5038040346;-44.9110142222;-1925.8956409756;-28.3286080137
4.5161095101;-46.8584610507;-1925.2783375610;-25.3937921089
4.5284149856;-46.8584610507;-1926.9759219512;-24.5552732790
4.5407204611;-46.8584610507;-1928.2105287805;-26.0925578005
4.5530259366;-47.2125422922;-1926.9759219512;-23.5770013108
4.5653314121;-47.9207047753;-1928.0562029268;-22.3192230659
4.5776368876;-47.7436641545;-1927.4388995122;-24.1360138641
4.5899423631;-46.5043798091;-1927.4388995122;-24.9745326940
4.6022478386;-47.5666235338;-1926.8215960976;-24.9745326940
4.6145533141;-46.8584610507;-1927.7475512195;-23.5770013108
4.6268587896;-47.3895829130;-1926.9759219512;-24.4155201407
4.6391642651;-46.8584610507;-1926.0499668293;-22.4589762042
4.6514697406;-46.1502985676;-1926.8215960976;-22.7384824808
4.6637752161;-46.5043798091;-1927.1302478049;-22.5987293425
4.6760806916;-46.6814204299;-1926.0499668293;-25.2540389706
4.6883861671;-46.5043798091;-1926.0499668293;-24.8347795557
4.7006916427;-46.5043798091;-1926.6672702439;-22.0397167892
4.7129971182;-47.3895829130;-1926.5129443902;-20.6421854060
4.7253025937;-46.6814204299;-1926.9759219512;-21.3409510976
4.7376080692;-47.7436641545;-1927.7475512195;-19.9434197144
4.7499135447;-47.2125422922;-1926.5129443902;-16.5893443947
4.7622190202;-47.2125422922;-1928.0562029268;-18.1266289162
4.7745244957;-47.0355016715;-1928.3648546341;-18.6856414695
4.7868299712;-47.7436641545;-1925.5869892683;-15.1918130115
4.7991354467;-47.0355016715;-1928.0562029268;-13.5147753516
4.8114409222;-47.2125422922;-1926.9759219512;-12.9557627984
4.8237463977;-46.6814204299;-1926.0499668293;-13.7942816283
4.8360518732;-47.7436641545;-1925.8956409756;-12.9557627984
4.8483573487;-46.5043798091;-1926.6672702439;-11.5582314152
4.8606628242;-46.3273391884;-1926.2042926829;-10.9992188619
4.8729682997;-46.3273391884;-1928.3648546341;-10.8594657235
4.8852737752;-46.3273391884;-1927.2845736585;-12.1172439684
4.8975792507;-47.0355016715;-1927.4388995122;-13.5147753516
4.9098847262;-45.9732579468;-1927.7475512195;-11.5582314152
4.9221902017;-45.0880548430;-1928.3648546341;-11.4184782768
4.9344956772;-44.3798923599;-1928.3648546341;-12.2569971068
4.9468011527;-44.3798923599;-1929.2908097561;-10.9992188619
4.9591066282;-44.7339736014;-1928.3648546341;-9.6016874787
4.9714121037;-43.8487704976;-1930.2167648781;-10.3004531703
4.9837175793;-44.2028517391;-1929.5994614634;-10.0209468936
4.9960230548;-43.8487704976;-1928.2105287805;-8.0644029571
5.0083285303;-44.7339736014;-1928.5191804878;-8.7631686487
5.0206340058;-44.7339736014;-1929.4451356098;-7.3656372655
5.0329394813;-45.2650954637;-1927.5932253659;-6.2476121590
5.0452449568;-44.3798923599;-1928.2105287805;-6.6668715739
5.0575504323;-44.7339736014;-1927.1302478049;-7.3656372655
5.0698559078;-44.9110142222;-1926.9759219512;-5.4090933290
5.0821613833;-45.0880548430;-1927.5932253659;-5.1295870524
5.0944668588;-44.5569329807;-1928.9821580488;-7.6451435422
5.1067723343;-44.2028517391;-1927.9018770732;-6.5271184356
5.1190778098;-44.3798923599;-1928.6735063415;-7.6451435422
5.1313832853;-43.4946892560;-1928.9821580488;-8.7631686487
5.1436887608;-44.0258111184;-1928.8278321951;-7.7848966805
5.1559942363;-44.9110142222;-1928.5191804878;-9.8811937553
5.1682997118;-44.9110142222;-1928.9821580488;-8.4836623721
5.1806051873;-43.4946892560;-1930.5254165854;-9.3221812020
5.1929106628;-43.4946892560;-1930.5254165854;-10.7197125852
5.2052161383;-44.0258111184;-1930.5254165854;-11.1389720002
5.2175216138;-43.3176486353;-1930.2167648781;-13.3750222133
5.2298270893;-43.8487704976;-1930.0624390244;-12.5365033834
5.2421325648;-43.8487704976;-1929.9081131707;-12.9557627984
5.2544380403;-44.0258111184;-1930.2167648781;-14.2135410433
5.2667435159;-44.7339736014;-1928.8278321951;-12.6762565217
5.2790489914;-44.2028517391;-1928.8278321951;-15.7508255648
5.2913544669;-45.0880548430;-1927.9018770732;-12.9557627984
5.3036599424;-44.9110142222;-1928.8278321951;-13.2352690750
5.3159654179;-45.2650954637;-1928.6735063415;-14.7725535965
5.3282708934;-45.9732579468;-1928.9821580488;-14.9123067349
5.3405763689;-46.6814204299;-1927.4388995122;-16.3098381181
5.3528818444;-45.4421360845;-1928.3648546341;-18.1266289162
