Time (s);Ax (m/s²);Ay (m/s²);Az (m/s²)
0.7925538104;-0.4035020672;8.6415659423;4.6609770328
0.8024607330;-0.4130936141;8.6125480549;4.6465584869
0.8123676556;-0.4178893876;8.6028754258;4.6609770328
0.8222745782;-0.3987062937;8.6028754258;4.6898141247
0.8321815009;-0.4082978407;8.6028754258;4.6609770328
0.8420884235;-0.3747274263;8.5835301675;4.6513646689
0.8519953461;-0.3891147467;8.6173843695;4.6802017608
0.8619022688;-0.3699316528;8.5835301675;4.6898141247
0.8718091914;-0.3267696914;8.5641849093;4.6657832148
0.8817161140;-0.3075865975;8.6077117403;4.6753955788
0.8916230366;-0.3123823709;8.6464022568;4.6465584869
0.9015299593;-0.3219739179;8.6125480549;4.6369461229
0.9114368819;-0.3267696914;8.6512385714;4.6033028490
0.9213438045;-0.2692204096;8.6899290879;4.5744657571
0.9312507272;-0.2356499952;8.5496759656;4.4639235714
0.9411576498;-0.2068753543;8.5496759656;4.6033028490
0.9510645724;-0.1205514315;8.4868038763;4.6513646689
0.9609714951;-0.0342275088;8.4384407306;4.6946203067
0.9708784177;0.0616879609;8.5061491345;4.6994264887
0.9807853403;0.1144414692;8.5206580782;4.7907439464
0.9906922629;0.1719907511;8.4868038763;4.7619068545
1.0005991856;0.1671949776;8.5351670219;4.7955501284
1.0105061082;0.1432161101;8.5932027966;4.8003563104
1.0204130308;0.1288287897;8.6318933131;4.8147748564
1.0303199535;0.0808710548;8.6367296277;4.8724490402
1.0402268761;0.0377090935;8.6512385714;4.9157046781
1.0501337987;-0.0150444149;8.6318933131;4.9157046781
1.0600407213;-0.1013683376;8.6173843695;4.9060923141
1.0699476440;-0.2020795808;8.6125480549;4.8868675861
1.0798545666;-0.3219739179;8.5835301675;4.8339995843
1.0897614892;-0.4274809346;8.5013128200;4.7907439464
1.0996684119;-0.5617625922;8.5158217636;4.7522944906
1.1095753345;-0.6720653823;8.5206580782;4.7571006725
1.1194822571;-0.7727766255;8.5158217636;4.7715192185
1.1293891798;-0.9118540566;8.4336044161;4.7667130365
1.1392961024;-1.0077695263;8.4190954724;4.7859377644
1.1492030250;-1.0605230346;8.4674586180;4.8243872203
1.1591099476;-1.1036849960;8.4432770452;4.7955501284
1.1690168703;-1.0797061286;8.4964765054;4.7571006725
1.1789237929;-1.0365441672;8.5351670219;4.7619068545
1.1888307155;-0.9262413771;8.5158217636;4.6994264887
1.1987376382;-0.8063470399;8.5206580782;4.6850079428
1.2086445608;-0.6912484763;8.5496759656;4.6657832148
1.2185514834;-0.5665583657;8.5303307073;4.6225275769
1.2284584061;-0.4370724816;8.4868038763;4.6081090310
1.2383653287;-0.2884035035;8.4964765054;4.6129152130
1.2482722513;-0.1493260725;8.5786938530;4.6321399409
1.2581791739;0.0041386791;8.6125480549;4.6898141247
1.2680860966;0.1432161101;8.6415659423;4.7234573986
1.2779930192;0.2679062208;8.6560748860;4.7907439464
1.2878999418;0.3782090109;8.7141106607;4.7907439464
1.2978068645;0.4597371602;8.6996017170;4.8243872203
1.3077137871;0.4789202541;8.6464022568;4.8147748564
1.3176207097;0.4885118011;8.6512385714;4.8147748564
1.3275276323;0.4597371602;8.6754201442;4.7186512167
1.3374345550;0.3830047844;8.7092743462;4.6609770328
1.3473414776;0.2535189003;8.5013128200;4.7474883086
1.3572484002;0.0952583753;8.3852412704;4.6753955788
1.3671553229;-0.0390232823;8.5883664821;4.6465584869
1.3770622455;-0.1781007134;8.6657475151;4.5792719391
1.3869691681;-0.2884035035;8.4722949326;4.6369461229
1.3968760908;-0.3027908240;8.4916401908;4.4302802975
1.4067830134;-0.3315654649;9.1445426568;4.0698166486
1.4166899360;-0.2500373156;10.5809280820;3.9496620990
1.4265968586;-0.1781007134;9.0042895345;3.2287348011
1.4365037813;-0.1109598846;7.2051805171;2.3588158618
1.4464107039;-0.1685091664;6.8859837560;2.0800573066
1.4563176265;-0.2740161831;8.1917886879;2.2819169500
1.4662245492;-0.3363612384;9.2364326335;2.2098242202
1.4761314718;-0.3459527853;8.9172358724;1.6234700180
1.4860383944;-0.3363612384;8.0853897675;0.9217674481
1.4959453170;-0.3267696914;8.6705838297;0.4219245216
1.5058522397;-0.3747274263;10.3052581519;-0.1692358626
1.5157591623;-0.3603401058;11.4127741868;-0.8036518847
1.5256660849;-0.2452415422;10.9968511344;-1.3083009932
1.5355730076;-0.1301429785;9.7394093480;-1.3996184509
1.5454799302;-0.0869810171;9.1542152859;-1.5534162745
1.5553868528;0.0616879609;9.5072662490;-1.7264388260
1.5652937755;0.1192372427;9.9280256160;-1.7312450079
1.5752006981;0.1671949776;9.7103914607;-1.4957420907
1.5851076207;0.1863780715;9.5459567655;-1.1641155336
1.5950145433;0.2199484859;10.2472223771;-0.7700086108
1.6049214660;0.2007653920;11.4272831305;-0.2990027763
1.6148283886;0.2007653920;12.2010934606;0.3498317918
1.6247353112;0.1576034306;12.0269861363;1.0419219977
1.6346422339;0.0856668283;11.2386668625;1.5609896522
1.6445491565;0.0089344526;10.6196185985;1.9695151209
1.6544560791;-0.1109598846;10.3778028703;2.2674984040
1.6643630017;0.0041386791;10.1069692548;2.4212962276
1.6742699244;-0.1589176194;9.7587546063;2.4933889573
1.6841768470;-0.1924880338;9.4879209908;2.3828467717
1.6940837696;-0.2788119566;9.6910462024;2.2819169500
1.7039906923;-0.3699316528;10.3294397247;2.0800573066
1.7138976149;-0.4514598020;10.8904522140;1.7099812937
1.7238045375;-0.4322767081;11.0645595383;1.0803714536
1.7337114602;-0.4178893876;11.0258690218;0.3882812477
1.7436183828;-0.3267696914;10.9823421907;-0.3230336862
1.7535253054;-0.2068753543;10.9436516742;-1.0055115281
1.7634322280;-0.0821852437;10.7211812043;-1.5245791826
1.7733391507;-0.0198401884;10.3729665558;-1.7937253738
1.7832460733;0.1480118836;10.1408234568;-2.0724839289
1.7931529959;0.2199484859;10.0827876820;-2.2791497543
1.8030599186;0.2870893147;10.3536212975;-2.3368239381
1.8129668412;0.3590259170;10.5422375655;-2.2358941164
1.8228737638;0.2966808617;7.6501214569;-1.5726410024
1.8327806864;0.5076948950;10.1069692548;-1.7504697359
1.8426876091;0.6755469670;13.0861390256;-1.7408573719
1.8525945317;0.6899342875;13.1151569129;-1.1545031697
1.8625014543;0.4501456132;9.8893350995;-0.3614831421
1.8724083770;0.3782090109;8.4239317869;0.1239412385
1.8823152996;0.3158639556;9.1058521403;0.6333965289
1.8922222222;0.2870893147;10.8904522140;1.2966496429
1.9021291449;0.1719907511;11.0016874490;1.7436245676
1.9120360675;0.0281175465;9.4395578451;1.7532369316
1.9219429901;-0.0821852437;7.7661930064;1.3975794646
1.9318499127;-0.1109598846;7.7081572316;1.5369587422
1.9417568354;-0.1924880338;9.0381437364;1.6667256558
1.9516637580;-0.2931992770;9.8844987849;1.5898267441
1.9615706806;-0.2931992770;9.4057036432;1.1236270915
1.9714776033;-0.2596288626;8.4094228433;0.5949470731
1.9813845259;-0.2356499952;8.6996017170;0.1335536024
1.9912914485;-0.2404457687;9.6233377985;-0.3566769601
2.0011983711;-0.1733049399;10.3149307810;-0.9478373443
2.0111052938;-0.0917767906;9.5991562257;-1.3419442671
2.0210122164;-0.0486148293;8.9462537597;-1.3131071752
2.0309191390;0.1336245632;8.8785453559;-2.0100035631
2.0408260617;0.2822935412;9.6088288548;-2.3175992102
2.0507329843;0.3878005579;9.7587546063;-2.4858155797
2.0606399069;0.5172864420;9.3283226102;-2.3560486661
2.0705468296;0.5844272708;8.8785453559;-2.1589952047
2.0804537522;0.6899342875;9.3331589248;-2.0965148388
2.0903606748;0.7954413041;10.0634424238;-1.9427170153
2.1002675974;0.8386032655;10.3246034102;-1.5534162745
2.1101745201;0.7906455306;10.0392608509;-1.0776042579
2.1200814427;0.7474835693;9.9473708743;-0.5200871476
2.1299883653;0.6947300609;10.3197670956;0.0326237808
2.1398952880;0.6132019117;10.5180559927;0.6237841650
2.1498022106;0.4693287071;10.2859128937;1.1188209095
2.1597091332;0.3014766352;9.7297367189;1.4552536485
2.1696160558;0.1432161101;9.5024299345;1.7147874757
2.1795229785;-0.0390232823;9.6910462024;1.9262594831
2.1894299011;-0.2020795808;9.9280256160;2.0079645768
2.1993368237;-0.3507485588;9.9763887616;1.8830038452
2.2092437464;-0.4946217634;10.0489334801;1.7003689297
2.2191506690;-0.5809456861;10.4890381053;1.4071918286
2.2290575916;-0.6576780619;10.9678332470;1.0034725418
2.2389645143;-0.6528822884;11.3015389519;0.4315368856
2.2488714369;-0.5953330066;11.2580121208;-0.1692358626
2.2587783595;-0.4946217634;11.0403779655;-0.7075282450
2.2686852821;-0.3315654649;10.8420890684;-1.1689217156
2.2785922048;-0.0869810171;10.9194701014;-1.5149668186
2.2884991274;-0.0438190558;10.9049611577;-1.8706242855
2.2984060500;0.1000541488;10.8807795849;-1.9619417432
2.3083129727;0.2391315798;10.9871785053;-1.9811664712
2.3182198953;0.3542301435;11.1032500548;-1.8513995576
2.3281268179;0.4933075746;11.3015389519;-1.5966719123
2.3380337405;0.5940188177;11.2483394917;-1.2169835355
2.3479406632;0.6275892321;11.0016874490;-0.6931096991
2.3578475858;0.5988145912;10.6679817441;-0.1307864068
2.3677545084;0.5172864420;10.3729665558;0.4651801594
2.3776614311;0.3686174639;10.1795139733;1.0082787238
2.3875683537;0.2391315798;10.0102429636;1.5225401963
2.3974752763;0.0616879609;9.8699898412;1.9214533011
2.4073821990;-0.1397345255;9.5943199112;2.1377314904
2.4172891216;-0.3315654649;9.6620283150;2.3780405897
2.4271960442;-0.5521710452;9.8071177519;2.4933889573
2.4371029668;-0.7104315702;9.5749746529;2.3347849518
2.4470098895;-0.8351216808;9.1977421170;2.0464140327
2.4569168121;-0.9358329240;9.0671616238;1.7868802055
2.4668237347;-1.0077695263;9.0429800510;1.4023856466
2.4767306574;-1.0749103551;9.2074147461;0.9602169040
2.4866375800;-1.0749103551;9.2025784316;0.5372728892
2.4965445026;-1.0221568468;9.1687242296;0.0470423267
2.5064514252;-0.9885864324;9.3960310141;-0.3614831421
2.5163583479;-0.8878751892;9.7007188315;-0.7603962469
2.5262652705;-0.7535935316;9.7249004044;-1.0583795300
2.5361721931;-0.5809456861;9.4782483617;-1.2121773535
2.5460791158;-0.4322767081;9.1977421170;-1.2746577193
2.5559860384;-0.2740161831;9.1251973986;-1.2458206274
2.5658929610;-0.1109598846;9.0961795112;-1.1160537138
2.5757998837;-0.0006570944;8.9994532199;-0.9141940704
2.5857068063;0.0808710548;8.9365811306;-0.6354355152
2.5956137289;0.1528076571;9.1155247694;-0.2605533204
2.6055206515;0.1623992041;9.4637394180;0.1335536024
2.6154275742;0.1671949776;9.7394093480;0.5757223451
2.6253344968;0.1288287897;9.7490819772;1.0178910878
2.6352414194;0.0281175465;9.5411204510;1.4408351025
2.6451483421;-0.0677979232;9.3283226102;1.7340122036
2.6550552647;-0.2548330891;9.2025784316;2.0416078507
2.6649621873;-0.3123823709;8.9462537597;2.0752511246
2.6748691099;-0.4562555755;8.7528011772;2.0944758525
2.6847760326;-0.5857414596;8.6560748860;2.0752511246
2.6946829552;-0.7535935316;8.8446911539;2.0031583948
2.7045898778;-0.9214456036;9.2025784316;1.8637791172
2.7144968005;-1.0557272611;9.4879209908;1.5850205621
2.7244037231;-1.1516427309;9.7345730335;1.2101383672
2.7343106457;-1.1612342778;9.9135166723;0.7487448966
2.7442175684;-1.1180723165;10.1311508276;0.2200648782
2.7541244910;-1.0173610733;10.1795139733;-0.2653595024
2.7640314136;-0.8543047748;10.1069692548;-0.7171406090
2.7739383362;-0.6480865149;9.9812250762;-1.0631857120
2.7838452589;-0.4658471225;10.0247519073;-1.3467504491
2.7937521815;-0.2404457687;10.2375497480;-1.5053544546
2.8036591041;-0.0390232823;10.5277286218;-1.6014780943
2.8135660268;0.1432161101;10.7018359461;-1.5245791826
2.8234729494;0.2918850882;10.8807795849;-1.3419442671
2.8333798720;0.4789202541;11.1080863693;-1.0439609840
2.8432867946;0.6227934587;11.3547384120;-0.6546602432
2.8531937173;0.7187089284;11.3982652431;-0.1788482266
2.8631006399;0.7522793428;11.2918663227;0.3209946999
2.8730075625;0.7474835693;11.0790684820;0.8256438084
2.8829144852;0.6755469670;10.9049611577;1.2774249150
2.8928214078;0.5604484034;10.7598717208;1.6234700180
2.9027283304;0.4453498397;10.6438001713;1.8685852992
2.9126352531;0.2727019942;10.4745291616;1.9743213029
2.9225421757;0.1240330162;10.3391123538;1.9887398489
2.9324490983;-0.0150444149;10.2472223771;1.8830038452
2.9423560209;-0.1493260725;10.2520586917;1.6811442018
2.9522629436;-0.2596288626;10.3149307810;1.3591300088
2.9621698662;-0.3123823709;10.2278771189;0.9073489021
2.9720767888;-0.3507485588;10.1698413441;0.4267307036
2.9819837115;-0.3171781444;10.3149307810;-0.0779184049
2.9918906341;-0.2644246361;10.3729665558;-0.5441180575
3.0017975567;-0.1828964868;10.2568950063;-0.9622558903
3.0117044793;-0.0773894702;10.0150792781;-1.2602391734
3.0216114020;0.0568921874;9.9231893014;-1.6783770061
3.0315183246;0.1911738450;9.9328619306;-1.5486100925
3.0414252472;0.3254555026;9.9522071888;-1.7072140980
3.0513321699;0.5316737624;9.8603172121;-1.6014780943
3.0612390925;0.6851385140;9.7684272354;-1.3851999050
3.0711460151;0.8338074920;9.7877724937;-1.1448908057
3.0810529378;0.9872722435;9.9763887616;-0.8661322505
3.0909598604;1.0831877132;9.9908977053;-0.4383820538
3.1008667830;1.1263496746;9.8748261558;-0.0779184049
3.1107737056;1.1311454481;9.7103914607;0.3738627017
3.1206806283;1.1167581276;9.6330104277;0.7343263506
3.1305875509;1.0783919398;9.4540667888;1.0803714536
3.1404944735;0.9872722435;9.2267600044;1.3639361907
3.1504013962;0.8673779064;8.9994532199;1.5369587422
3.1603083188;0.7858497572;8.9123995578;1.6523071099
3.1702152414;0.6803427405;9.0284711073;1.7051751117
3.1801221640;0.5508568564;9.0623253092;1.6523071099
3.1900290867;0.4357582927;8.9655990180;1.4792845584
3.1999360093;0.3254555026;9.0284711073;1.2533940051
3.2098429319;0.2103569389;9.2993047228;0.9602169040
3.2197498546;0.1432161101;9.5217751927;0.5757223451
3.2296567772;0.0664837344;9.6281741131;0.1768092403
3.2395636998;0.0377090935;9.5798109675;-0.2221038645
3.2494706225;0.0377090935;9.6765372587;-0.6065984233
3.2593775451;0.0712795079;9.7732635500;-0.9574497083
3.2692844677;0.1240330162;9.8264630102;-1.2362082634
3.2791913903;0.2199484859;9.7539182917;-1.4284555429
3.2890983130;0.2535189003;9.7780998645;-1.4861297267
3.2990052356;0.3494343700;9.9473708743;-1.5053544546
3.3089121582;0.4597371602;10.1601687150;-1.4524864528
3.3188190809;0.5700399503;10.2907492082;-1.3034948112
3.3287260035;0.6659554200;10.4745291616;-1.0007053461
3.3386329261;0.7378920223;10.7018359461;-0.6786911531
3.3485398487;0.8242159450;10.8324164393;-0.2365224104
3.3584467714;0.8386032655;10.8227438101;0.2729328800
3.3683536940;0.8050328511;10.7115085752;0.7102954407
3.3782606166;0.7330962488;10.5422375655;1.1380456374
3.3881675393;0.6563638731;10.4116570723;1.4792845584
3.3980744619;0.4981033480;10.3342760393;1.7484307496
3.4079813845;0.3638216905;10.3100944665;1.8637791172
3.4178883072;0.2007653920;10.3052581519;1.9070347551
3.4277952298;0.0185259995;10.3536212975;1.8685852992
3.4377021524;-0.1013683376;10.4406749597;1.6715318378
3.4476090750;-0.2260584482;10.5519101946;1.3495176448
3.4575159977;-0.3411570119;10.6002733402;0.9602169040
3.4674229203;-0.4418682550;10.6292912276;0.4940172514
3.4773298429;-0.4898259899;10.6631454296;0.0182052348
3.4872367656;-0.5281921778;10.6679817441;-0.4576067818
3.4971436882;-0.5281921778;10.6486364859;-0.8853569785
3.5070506108;-0.5186006308;10.6147822839;-1.2362082634
3.5169575334;-0.4658471225;10.5954370257;-1.3563628131
3.5268644561;-0.3603401058;10.5906007111;-1.6303151862
3.5367713787;-0.3075865975;10.5906007111;-1.6303151862
3.5466783013;-0.1972838073;10.4503475888;-1.5726410024
3.5565852240;-0.1157556581;10.4164933868;-1.4044246329
3.5664921466;-0.0821852437;10.2762402645;-1.0679918939
3.5763990692;-0.0390232823;10.0731150529;-0.7459777009
3.5863059919;-0.0246359618;10.0924603111;-0.3134213222
3.5962129145;-0.0198401884;10.2182044898;0.0662670546
3.6061198371;-0.0630021497;10.0972966257;0.4892110694
3.6160267597;-0.0917767906;9.8603172121;0.8400623543
3.6259336824;-0.1828964868;9.7539182917;1.1332394554
3.6358406050;-0.2596288626;9.6523556859;1.3975794646
3.6457475276;-0.3555443323;9.4830846762;1.5369587422
3.6556544503;-0.4466640285;9.1106884549;1.5369587422
3.6655613729;-0.5329879513;8.8446911539;1.4504474665
3.6754682955;-0.6097203270;8.8156732665;1.3110681889
3.6853752182;-0.6960442498;8.9559263889;1.1380456374
3.6952821408;-0.7535935316;9.0139621636;0.8688994462
3.7051890634;-0.7919597195;9.0236347927;0.4940172514
3.7150959860;-0.8495090013;9.0768342529;0.1527783304
3.7250029087;-0.8830794157;9.2606142063;-0.2413285924
3.7349098313;-0.8543047748;9.3573404976;-0.6017922413
3.7448167539;-0.8015512664;9.2896320937;-0.9190002524
3.7547236766;-0.7104315702;9.1542152859;-1.1593093517
3.7646305992;-0.6672696089;9.0042895345;-1.3803937230
3.7745375218;-0.6097203270;8.9994532199;-1.4909359087
3.7844444444;-0.5377837248;9.0381437364;-1.5389977285
3.7943513671;-0.4706428960;9.0961795112;-1.5245791826
3.8042582897;-0.4035020672;9.2074147461;-1.4476802708
3.8141652123;-0.3747274263;9.4153762723;-1.3034948112
3.8240721350;-0.3075865975;9.6910462024;-1.0391548020
3.8339790576;-0.2740161831;9.8312993247;-0.7363653369
3.8438859802;-0.2452415422;9.8699898412;-0.3566769601
3.8537929029;-0.2260584482;9.8216266956;0.0278175988
3.8636998255;-0.2260584482;9.8022814374;0.4411492495
3.8736067481;-0.2452415422;9.7152277752;0.7823881705
3.8835136707;-0.2596288626;9.6426830568;1.1140147275
3.8934205934;-0.2836077300;9.5749746529;1.3543238268
3.9033275160;-0.3315654649;9.6281741131;1.5273463783
3.9132344386;-0.4082978407;9.7974451228;1.5657958341
3.9231413613;-0.4226851611;9.9715524471;1.5465711062
3.9330482839;-0.4802344429;10.1650050296;1.4216103746
3.9429552065;-0.5042133104;10.3294397247;1.2149445492
3.9528621291;-0.5090090838;10.4745291616;0.8785118102
3.9627690518;-0.4946217634;10.5906007111;0.5228543433
3.9726759744;-0.4514598020;10.6921633169;0.1047165105
3.9825828970;-0.4226851611;10.7163448897;-0.3038089582
3.9924898197;-0.3219739179;10.7453627771;-0.6690787891
4.0023967423;-0.2500373156;10.7695443499;-0.9574497083
4.0123036649;-0.1637133929;10.8130711810;-1.2362082634
4.0222105876;-0.0821852437;10.8517616975;-1.3707813590
4.0321175102;0.0281175465;10.8807795849;-1.4236493609
4.0420244328;0.0952583753;10.8662706412;-1.3803937230
4.0519313554;0.1863780715;10.9291427305;-1.2121773535
4.0618382781;0.2487231268;10.9049611577;-0.9238064344
4.0717452007;0.2966808617;10.9001248431;-0.5585366035
4.0816521233;0.3254555026;10.8324164393;-0.1500111347
4.0915590460;0.3542301435;10.7695443499;0.3113823359
4.1014659686;0.3110681821;10.6631454296;0.7391325326
4.1113728912;0.2774977677;10.5132196781;1.1092085455
4.1212798138;0.2247442594;10.3681302412;1.4552536485
4.1311867365;0.1767865245;10.2375497480;1.6859503838
4.1410936591;0.1144414692;10.0876239966;1.8205234794
4.1510005817;0.0520964139;9.9715524471;1.9070347551
4.1609075044;0.0185259995;9.7974451228;1.8493605713
4.1708144270;-0.0150444149;9.7103914607;1.7340122036
4.1807213496;-0.0342275088;9.8458082684;1.5850205621
4.1906282723;-0.0534106027;9.8893350995;1.3447114628
4.2005351949;-0.0534106027;9.8022814374;1.0082787238
4.2104421175;-0.0198401884;9.7635909209;0.6766521668
4.2203490401;0.0185259995;9.8844987849;0.3402194278
4.2302559628;0.0616879609;9.9280256160;-0.0250504031
4.2401628854;0.1432161101;9.8409719539;-0.3134213222
4.2500698080;0.2007653920;9.7103914607;-0.5200871476
4.2599767307;0.2727019942;9.6039925403;-0.6546602432
4.2698836533;0.3350470495;9.5217751927;-0.7796209748
4.2797905759;0.4021878783;9.4540667888;-0.7844271568
4.2896974985;0.4789202541;9.4492304743;-0.6931096991
4.2996044212;0.5412653094;9.4782483617;-0.5825675134
4.3095113438;0.5796314973;9.4540667888;-0.3855140520
4.3194182664;0.5988145912;9.3960310141;-0.1403987707
4.3293251891;0.6084061382;9.4492304743;0.1816154223
4.3392321117;0.6084061382;9.5169388782;0.4940172514
4.3491390343;0.5892230443;9.5217751927;0.8112252624
4.3590459570;0.5268779890;9.3911946995;1.1476580014
4.3689528796;0.4693287071;9.2702868354;1.4360289205
4.3788598022;0.3734132374;9.2074147461;1.6475009279
4.3887667248;0.3158639556;9.1687242296;1.7868802055
4.3986736475;0.2199484859;9.0961795112;1.8637791172
4.4085805701;0.1719907511;9.0478163656;1.8541667533
4.4184874927;0.0952583753;9.1058521403;1.8253296614
4.4283944154;0.0520964139;9.2751231500;1.7195936577
4.4383013380;-0.0198401884;9.4250489015;1.5513772882
4.4482082606;-0.0438190558;9.5943199112;1.2389754591
4.4581151832;-0.0438190558;9.7587546063;0.9265736301
4.4680221059;-0.0773894702;9.8941714141;0.5757223451
4.4779290285;-0.0630021497;10.0199155927;0.1912277863
4.4878359511;-0.0486148293;10.1263145131;-0.1692358626
4.4977428738;-0.0150444149;10.1650050296;-0.5104747836
4.5076497964;0.0377090935;10.2230408043;-0.7267529730
4.5175567190;0.0760752814;10.3149307810;-0.9286126164
4.5274636417;0.1528076571;10.4358386451;-0.9910929822
4.5373705643;0.2103569389;10.5567465092;-1.0103177101
4.5472774869;0.2822935412;10.6921633169;-0.9910929822
4.5571844095;0.3158639556;10.7792169791;-0.7796209748
4.5670913322;0.3494343700;10.9001248431;-0.5104747836
4.5769982548;0.3878005579;10.9678332470;-0.2413285924
4.5869051774;0.3638216905;10.9775058761;0.1143288745
4.5968121001;0.3206597291;10.9388153596;0.4651801594
4.6067190227;0.2679062208;10.8565980121;0.7968067165
4.6166259453;0.1863780715;10.7598717208;1.1044023635
4.6265328679;0.1288287897;10.6873270024;1.3399052808
4.6364397906;0.0233217730;10.5664191383;1.4312227385
4.6463467132;-0.0630021497;10.4261660160;1.5129278323
4.6562536358;-0.2356499952;10.2230408043;1.3350990988
4.6661605585;-0.2356499952;10.2230408043;1.3350990988
4.6760674811;-0.3123823709;10.2085318606;1.1140147275
4.6859744037;-0.3843189732;10.2133681752;0.7871943525
4.6958813264;-0.4274809346;10.2617313208;0.4555677955
4.7057882490;-0.4562555755;10.3004218373;0.0758794186
4.7156951716;-0.4562555755;10.3100944665;-0.3182275042
4.7256020942;-0.4130936141;10.3246034102;-0.7027220630
4.7355090169;-0.3891147467;10.2762402645;-1.0055115281
4.7454159395;-0.3171781444;10.0489334801;-1.2314020814
4.7553228621;-0.2260584482;9.9812250762;-1.4140369969
4.7652297848;-0.1924880338;9.9715524471;-1.4717111807
