Time (s);Pressure (kPa)
1.0300000000;101.9513296848;18.4579439252
1.0400000000;101.7278940960;18.6448598131
1.0500000000;101.9513296848;18.4579439252
1.0600000000;101.6833344280;18.4579439252
1.0700000000;101.8173320564;18.4579439252
1.0800000000;102.0406677087;18.8317757009
1.0900000000;101.8173320564;18.4579439252
1.1000000000;101.6833344280;18.4579439252
1.1100000000;101.8173320564;18.4579439252
1.1200000000;101.6833344280;18.4579439252
1.1300000000;101.9513296848;18.4579439252
1.1400000000;101.7281033764;18.0841121495
1.1500000000;101.8173320564;18.4579439252
1.1600000000;101.8619463963;18.6448598131
1.1700000000;101.9513296848;18.4579439252
1.1800000000;101.9066606729;18.2710280374
1.1900000000;101.7278940960;18.6448598131
1.2000000000;101.9066606729;18.2710280374
1.2100000000;101.6833344280;18.4579439252
1.2200000000;101.8619463963;18.6448598131
1.2300000000;101.7278940960;18.6448598131
1.2400000000;101.8619463963;18.6448598131
1.2500000000;101.8619463963;18.6448598131
1.2600000000;101.9513296848;18.4579439252
1.2700000000;101.6387747600;18.2710280374
1.2800000000;101.8173320564;18.4579439252
1.2900000000;101.8173320564;18.4579439252
1.3000000000;101.6833344280;18.4579439252
1.3100000000;101.6833344280;18.4579439252
1.3200000000;101.8619463963;18.6448598131
1.3300000000;101.6833344280;18.4579439252
1.3400000000;101.5938417956;18.6448598131
1.3500000000;101.6833344280;18.4579439252
1.3600000000;101.7727177164;18.2710280374
1.3700000000;101.8173320564;18.4579439252
1.3800000000;101.5048318035;18.2710280374
1.3900000000;101.8173320564;18.4579439252
1.4000000000;101.6387747600;18.2710280374
1.4100000000;101.6387747600;18.2710280374
1.4200000000;101.8619463963;18.6448598131
1.4300000000;101.6833344280;18.4579439252
1.4400000000;101.8173320564;18.4579439252
1.4500000000;101.6833344280;18.4579439252
1.4600000000;101.6833344280;18.4579439252
1.4700000000;102.0853273132;18.4579439252
1.4800000000;101.9513296848;18.4579439252
1.4900000000;101.9513296848;18.4579439252
1.5000000000;101.8173320564;18.4579439252
1.5100000000;101.7727177164;18.2710280374
1.5200000000;101.6833344280;18.4579439252
1.5300000000;101.8173320564;18.4579439252
1.5400000000;101.7727177164;18.2710280374
1.5500000000;101.8619463963;18.6448598131
1.5600000000;101.8619463963;18.6448598131
1.5700000000;101.9513296848;18.4579439252
1.5800000000;102.0853273132;18.4579439252
1.5900000000;101.8173320564;18.4579439252
1.6000000000;101.8173320564;18.4579439252
1.6100000000;101.6833344280;18.4579439252
1.6200000000;101.7727177164;18.2710280374
1.6300000000;101.7727177164;18.2710280374
1.6400000000;101.6833344280;18.4579439252
1.6500000000;101.5493367995;18.4579439252
1.6600000000;101.8173320564;18.4579439252
1.6700000000;101.8619463963;18.6448598131
1.6800000000;101.7278940960;18.6448598131
1.6900000000;101.9065607363;18.8317757009
1.7000000000;101.8173320564;18.4579439252
1.7100000000;101.6387747600;18.2710280374
1.7200000000;101.8619463963;18.6448598131
1.7300000000;101.8619463963;18.6448598131
1.7400000000;101.9513296848;18.4579439252
1.7500000000;101.6387747600;18.2710280374
1.7600000000;101.8173320564;18.4579439252
1.7700000000;101.8173320564;18.4579439252
1.7800000000;101.6833344280;18.4579439252
1.7900000000;101.8173320564;18.4579439252
1.8000000000;101.6834890365;17.8971962617
1.8100000000;101.8173320564;18.4579439252
1.8200000000;101.6833344280;18.4579439252
1.8300000000;101.6833344280;18.4579439252
1.8400000000;101.7278940960;18.6448598131
1.8500000000;101.8173320564;18.4579439252
1.8600000000;101.8173320564;18.4579439252
1.8700000000;101.5493367995;18.4579439252
1.8800000000;101.9513296848;18.4579439252
1.8900000000;101.9959986967;18.6448598131
1.9000000000;101.6387747600;18.2710280374
1.9100000000;101.8173320564;18.4579439252
1.9200000000;101.8619463963;18.6448598131
1.9300000000;101.7281033764;18.0841121495
1.9400000000;102.1300509971;18.6448598131
1.9500000000;101.9513296848;18.4579439252
1.9600000000;101.9513296848;18.4579439252
1.9700000000;101.9513296848;18.4579439252
1.9800000000;101.8173320564;18.4579439252
1.9900000000;101.6383467916;18.8317757009
2.0000000000;101.7278940960;18.6448598131
2.0100000000;101.7278940960;18.6448598131
2.0200000000;101.7727177164;18.2710280374
2.0300000000;101.6833344280;18.4579439252
2.0400000000;101.8173320564;18.4579439252
2.0500000000;101.9513296848;18.4579439252
2.0600000000;101.7727177164;18.2710280374
2.0700000000;101.6387747600;18.2710280374
2.0800000000;101.7278940960;18.6448598131
2.0900000000;101.9065607363;18.8317757009
2.1000000000;101.7727177164;18.2710280374
2.1100000000;101.7724537640;18.8317757009
2.1200000000;101.8173320564;18.4579439252
2.1300000000;101.8619463963;18.6448598131
2.1400000000;101.8173320564;18.4579439252
2.1500000000;101.8173320564;18.4579439252
2.1600000000;101.6833344280;18.4579439252
2.1700000000;101.9066606729;18.2710280374
2.1800000000;101.9959986967;18.6448598131
2.1900000000;101.8173320564;18.4579439252
2.2000000000;101.6387747600;18.2710280374
2.2100000000;101.6833344280;18.4579439252
2.2200000000;101.8173320564;18.4579439252
2.2300000000;101.7727177164;18.2710280374
2.2400000000;101.8173320564;18.4579439252
2.2500000000;101.6833344280;18.4579439252
2.2600000000;101.9959986967;18.6448598131
2.2700000000;102.0406677087;18.8317757009
2.2800000000;101.8173320564;18.4579439252
2.2900000000;101.6833344280;18.4579439252
2.3000000000;101.6387747600;18.2710280374
2.3100000000;101.8173320564;18.4579439252
2.3200000000;101.8173320564;18.4579439252
2.3300000000;101.8173320564;18.4579439252
2.3400000000;101.7278940960;18.6448598131
2.3500000000;101.8173320564;18.4579439252
2.3600000000;101.8619463963;18.6448598131
2.3700000000;101.7278940960;18.6448598131
2.3800000000;101.6833344280;18.4579439252
2.3900000000;101.6833344280;18.4579439252
2.4000000000;101.8173320564;18.4579439252
2.4100000000;101.8173320564;18.4579439252
2.4200000000;101.8173320564;18.4579439252
2.4300000000;101.8173320564;18.4579439252
2.4400000000;101.7278940960;18.6448598131
2.4500000000;101.7281033764;18.0841121495
2.4600000000;101.7727177164;18.2710280374
2.4700000000;101.8173320564;18.4579439252
2.4800000000;101.9513296848;18.4579439252
2.4900000000;101.7281033764;18.0841121495
2.5000000000;101.8173320564;18.4579439252
2.5100000000;101.7724537640;18.8317757009
2.5200000000;101.6833344280;18.4579439252
2.5300000000;101.6833344280;18.4579439252
2.5400000000;101.9513296848;18.4579439252
2.5500000000;101.6833344280;18.4579439252
2.5600000000;101.9513296848;18.4579439252
2.5700000000;101.6387747600;18.2710280374
2.5800000000;101.6833344280;18.4579439252
2.5900000000;101.6383467916;18.8317757009
2.6000000000;101.6833344280;18.4579439252
2.6100000000;101.6387747600;18.2710280374
2.6200000000;101.6833344280;18.4579439252
2.6300000000;101.9065607363;18.8317757009
2.6400000000;101.6833344280;18.4579439252
2.6500000000;102.0406677087;18.8317757009
2.6600000000;101.7727177164;18.2710280374
2.6700000000;101.9513296848;18.4579439252
2.6800000000;101.8173320564;18.4579439252
2.6900000000;102.0853273132;18.4579439252
2.7000000000;101.7727177164;18.2710280374
2.7100000000;101.6833344280;18.4579439252
2.7200000000;101.9513296848;18.4579439252
2.7300000000;101.8619463963;18.6448598131
2.7400000000;101.5493367995;18.4579439252
2.7500000000;101.8173320564;18.4579439252
2.7600000000;101.8173320564;18.4579439252
2.7700000000;101.6387747600;18.2710280374
2.7800000000;101.7281033764;18.0841121495
2.7900000000;101.7278940960;18.6448598131
2.8000000000;101.9959986967;18.6448598131
2.8100000000;101.7727177164;18.2710280374
2.8200000000;101.6387747600;18.2710280374
2.8300000000;101.7727177164;18.2710280374
2.8400000000;101.8173320564;18.4579439252
2.8500000000;101.6387747600;18.2710280374
2.8600000000;101.8173320564;18.4579439252
2.8700000000;101.7727177164;18.2710280374
2.8800000000;101.8173320564;18.4579439252
2.8900000000;101.7278940960;18.6448598131
2.9000000000;101.8619463963;18.6448598131
2.9100000000;101.9066606729;18.2710280374
2.9200000000;101.6833344280;18.4579439252
2.9300000000;101.5493367995;18.4579439252
2.9400000000;101.8173320564;18.4579439252
2.9500000000;101.5493367995;18.4579439252
2.9600000000;101.6833344280;18.4579439252
2.9700000000;101.8619463963;18.6448598131
2.9800000000;101.5938417956;18.6448598131
2.9900000000;101.7727177164;18.2710280374
3.0000000000;101.8619463963;18.6448598131
3.0100000000;101.5942150920;18.0841121495
3.0200000000;101.9065607363;18.8317757009
3.0300000000;101.8173320564;18.4579439252
3.0400000000;101.9065607363;18.8317757009
3.0500000000;102.0406677087;18.8317757009
3.0600000000;102.0853273132;18.4579439252
3.0700000000;101.8173320564;18.4579439252
3.0800000000;102.0406677087;18.8317757009
3.0900000000;101.6833344280;18.4579439252
3.1000000000;101.7278940960;18.6448598131
3.1100000000;101.7278940960;18.6448598131
3.1200000000;102.1300509971;18.6448598131
3.1300000000;101.8173320564;18.4579439252
3.1400000000;101.8173320564;18.4579439252
3.1500000000;101.8173320564;18.4579439252
3.1600000000;101.6833344280;18.4579439252
3.1700000000;101.6833344280;18.4579439252
3.1800000000;101.9066606729;18.2710280374
3.1900000000;101.7727177164;18.2710280374
3.2000000000;101.8173320564;18.4579439252
3.2100000000;101.6833344280;18.4579439252
3.2200000000;101.9066606729;18.2710280374
3.2300000000;101.9066606729;18.2710280374
3.2400000000;101.7278940960;18.6448598131
3.2500000000;101.8173320564;18.4579439252
3.2600000000;101.7727177164;18.2710280374
3.2700000000;101.8173320564;18.4579439252
3.2800000000;101.8173320564;18.4579439252
3.2900000000;101.7281033764;18.0841121495
3.3000000000;101.9959986967;18.6448598131
3.3100000000;101.6387747600;18.2710280374
3.3200000000;101.9066606729;18.2710280374
3.3300000000;101.8173320564;18.4579439252
3.3400000000;101.8173320564;18.4579439252
3.3500000000;101.8173320564;18.4579439252
3.3600000000;101.6387747600;18.2710280374
3.3700000000;101.9513296848;18.4579439252
3.3800000000;101.8173320564;18.4579439252
3.3900000000;101.6833344280;18.4579439252
3.4000000000;101.8173320564;18.4579439252
3.4100000000;101.8173320564;18.4579439252
3.4200000000;101.9959986967;18.6448598131
3.4300000000;101.6833344280;18.4579439252
3.4400000000;101.8173320564;18.4579439252
3.4500000000;101.6833344280;18.4579439252
3.4600000000;101.7724537640;18.8317757009
3.4700000000;101.6833344280;18.4579439252
3.4800000000;101.7281033764;18.0841121495
3.4900000000;101.9065607363;18.8317757009
3.5000000000;101.7727177164;18.2710280374
3.5100000000;102.1300509971;18.6448598131
3.5200000000;101.7727177164;18.2710280374
3.5300000000;101.9513296848;18.4579439252
3.5400000000;101.6387747600;18.2710280374
3.5500000000;101.9958799454;18.0841121495
3.5600000000;101.6833344280;18.4579439252
3.5700000000;101.8619463963;18.6448598131
3.5800000000;101.9511562615;17.8971962617
3.5900000000;102.0853273132;18.4579439252
3.6000000000;101.6833344280;18.4579439252
3.6100000000;101.7727177164;18.2710280374
3.6200000000;101.9959986967;18.6448598131
3.6300000000;101.7724537640;18.8317757009
3.6400000000;101.8173320564;18.4579439252
3.6500000000;101.7278940960;18.6448598131
3.6600000000;102.0406036293;18.2710280374
3.6700000000;101.8173320564;18.4579439252
3.6800000000;101.6833344280;18.4579439252
3.6900000000;102.0853273132;18.4579439252
3.7000000000;101.7727177164;18.2710280374
3.7100000000;101.8173320564;18.4579439252
3.7200000000;101.6833344280;18.4579439252
3.7300000000;101.6833344280;18.4579439252
3.7400000000;101.8173320564;18.4579439252
3.7500000000;101.9513296848;18.4579439252
3.7600000000;101.8619916609;18.0841121495
3.7700000000;101.6833344280;18.4579439252
3.7800000000;101.7278940960;18.6448598131
3.7900000000;101.7278940960;18.6448598131
3.8000000000;102.1300509971;18.6448598131
3.8100000000;101.8173320564;18.4579439252
3.8200000000;101.6833344280;18.4579439252
3.8300000000;101.8173320564;18.4579439252
3.8400000000;101.5493367995;18.4579439252
3.8500000000;101.8173320564;18.4579439252
3.8600000000;101.8173320564;18.4579439252
3.8700000000;101.9513296848;18.4579439252
3.8800000000;101.8173320564;18.4579439252
3.8900000000;101.6833344280;18.4579439252
3.9000000000;101.5938417956;18.6448598131
3.9100000000;101.7278940960;18.6448598131
3.9200000000;101.8619916609;18.0841121495
3.9300000000;101.8173320564;18.4579439252
3.9400000000;101.6833344280;18.4579439252
3.9500000000;101.8173320564;18.4579439252
3.9600000000;101.6387747600;18.2710280374
3.9700000000;101.9959986967;18.6448598131
3.9800000000;101.8173320564;18.4579439252
3.9900000000;101.7278940960;18.6448598131
4.0000000000;101.6833344280;18.4579439252
4.0100000000;101.8173320564;18.4579439252
4.0200000000;101.8619463963;18.6448598131
4.0300000000;101.5942150920;18.0841121495
4.0400000000;101.6833344280;18.4579439252
4.0500000000;101.8173320564;18.4579439252
4.0600000000;101.8173320564;18.4579439252
4.0700000000;101.8173320564;18.4579439252
4.0800000000;101.9959986967;18.6448598131
4.0900000000;101.7278940960;18.6448598131
4.1000000000;101.6387747600;18.2710280374
4.1100000000;101.8173320564;18.4579439252
4.1200000000;101.5938417956;18.6448598131
4.1300000000;101.8173320564;18.4579439252
4.1400000000;101.7278940960;18.6448598131
4.1500000000;101.7727177164;18.2710280374
4.1600000000;101.8173320564;18.4579439252
4.1700000000;101.6833344280;18.4579439252
4.1800000000;101.8619463963;18.6448598131
4.1900000000;101.7727177164;18.2710280374
4.2000000000;101.8619463963;18.6448598131
4.2100000000;101.6833344280;18.4579439252
4.2200000000;101.8173320564;18.4579439252
4.2300000000;101.8173320564;18.4579439252
4.2400000000;102.0406036293;18.2710280374
4.2500000000;101.8173320564;18.4579439252
4.2600000000;101.7727177164;18.2710280374
4.2700000000;101.6833344280;18.4579439252
4.2800000000;101.7727177164;18.2710280374
4.2900000000;101.8173320564;18.4579439252
4.3000000000;101.8173320564;18.4579439252
4.3100000000;102.0406036293;18.2710280374
4.3200000000;101.6387747600;18.2710280374
4.3300000000;101.6833344280;18.4579439252
4.3400000000;101.7278940960;18.6448598131
4.3500000000;101.6387747600;18.2710280374
4.3600000000;101.7727177164;18.2710280374
4.3700000000;101.9513296848;18.4579439252
4.3800000000;101.6833344280;18.4579439252
4.3900000000;101.9513296848;18.4579439252
4.4000000000;101.6387747600;18.2710280374
4.4100000000;101.6387747600;18.2710280374
4.4200000000;101.5942150920;18.0841121495
4.4300000000;101.6833344280;18.4579439252
4.4400000000;101.8173320564;18.4579439252
4.4500000000;101.7278940960;18.6448598131
4.4600000000;102.1300509971;18.6448598131
4.4700000000;101.6833344280;18.4579439252
4.4800000000;101.8173320564;18.4579439252
4.4900000000;101.8619463963;18.6448598131
4.5000000000;101.7278940960;18.6448598131
4.5100000000;101.6833344280;18.4579439252
4.5200000000;102.0406677087;18.8317757009
4.5300000000;101.8619916609;18.0841121495
4.5400000000;101.8173320564;18.4579439252
4.5500000000;101.7278940960;18.6448598131
4.5600000000;101.8173320564;18.4579439252
4.5700000000;101.7724537640;18.8317757009
4.5800000000;101.6833344280;18.4579439252
4.5900000000;101.8173320564;18.4579439252
4.6000000000;101.5493367995;18.4579439252
4.6100000000;101.6833344280;18.4579439252
4.6200000000;101.6833344280;18.4579439252
4.6300000000;101.9513296848;18.4579439252
4.6400000000;101.6833344280;18.4579439252
4.6500000000;101.6833344280;18.4579439252
4.6600000000;101.7727177164;18.2710280374
4.6700000000;101.9065607363;18.8317757009
4.6800000000;101.7278940960;18.6448598131
4.6900000000;101.8173320564;18.4579439252
4.7000000000;101.7278940960;18.6448598131
4.7100000000;101.7278940960;18.6448598131
4.7200000000;101.8173320564;18.4579439252
4.7300000000;101.6387747600;18.2710280374
4.7400000000;101.5493367995;18.4579439252
4.7500000000;101.8173320564;18.4579439252
4.7600000000;101.9513296848;18.4579439252
4.7700000000;101.7727177164;18.2710280374
4.7800000000;101.6387747600;18.2710280374
4.7900000000;101.7278940960;18.6448598131
4.8000000000;101.8619463963;18.6448598131
4.8100000000;101.6387747600;18.2710280374
4.8200000000;101.8173320564;18.4579439252
4.8300000000;101.6833344280;18.4579439252
4.8400000000;101.7278940960;18.6448598131
4.8500000000;101.7727177164;18.2710280374
4.8600000000;101.7727177164;18.2710280374
4.8700000000;101.7278940960;18.6448598131
4.8800000000;101.6833344280;18.4579439252
4.8900000000;101.9065607363;18.8317757009
4.9000000000;101.8173320564;18.4579439252
4.9100000000;101.8173320564;18.4579439252
4.9200000000;101.8173320564;18.4579439252
4.9300000000;101.6833344280;18.4579439252
4.9400000000;101.6833344280;18.4579439252
4.9500000000;101.6834890365;17.8971962617
4.9600000000;101.7281033764;18.0841121495
4.9700000000;101.6833344280;18.4579439252
4.9800000000;101.6833344280;18.4579439252
4.9900000000;101.7727177164;18.2710280374
5.0000000000;101.8173320564;18.4579439252
5.0100000000;101.6833344280;18.4579439252
5.0200000000;102.0853273132;18.4579439252
5.0300000000;101.6387747600;18.2710280374
5.0400000000;101.8173320564;18.4579439252
5.0500000000;101.8619463963;18.6448598131
5.0600000000;101.6833344280;18.4579439252
5.0700000000;101.5493367995;18.4579439252
5.0800000000;101.7727177164;18.2710280374
5.0900000000;101.8619463963;18.6448598131
5.1000000000;101.6833344280;18.4579439252
5.1100000000;101.8173320564;18.4579439252
5.1200000000;101.7281033764;18.0841121495
5.1300000000;101.8173320564;18.4579439252
5.1400000000;101.9065607363;18.8317757009
5.1500000000;101.6833344280;18.4579439252
5.1600000000;101.6387747600;18.2710280374
5.1700000000;101.8619463963;18.6448598131
5.1800000000;101.8173320564;18.4579439252
5.1900000000;101.9066606729;18.2710280374
5.2000000000;101.5048318035;18.2710280374
5.2100000000;101.6833344280;18.4579439252
5.2200000000;101.8619463963;18.6448598131
5.2300000000;102.1300509971;18.6448598131
5.2400000000;101.6833344280;18.4579439252
5.2500000000;102.0853273132;18.4579439252
5.2600000000;101.5938417956;18.6448598131
5.2700000000;101.8619463963;18.6448598131
5.2800000000;101.6833344280;18.4579439252
5.2900000000;101.9513296848;18.4579439252
5.3000000000;101.9513296848;18.4579439252
5.3100000000;101.6833344280;18.4579439252
5.3200000000;101.6833344280;18.4579439252
5.3300000000;102.1300509971;18.6448598131
5.3400000000;101.9065607363;18.8317757009
5.3500000000;101.6833344280;18.4579439252
5.3600000000;101.8619463963;18.6448598131
5.3700000000;101.6833344280;18.4579439252
5.3800000000;101.6833344280;18.4579439252
5.3900000000;101.8173320564;18.4579439252
5.4000000000;101.9513296848;18.4579439252
5.4100000000;101.9513296848;18.4579439252
5.4200000000;101.7727177164;18.2710280374
5.4300000000;101.9065607363;18.8317757009
5.4400000000;101.7278940960;18.6448598131
5.4500000000;101.6833344280;18.4579439252
5.4600000000;101.6833344280;18.4579439252
5.4700000000;101.8173320564;18.4579439252
5.4800000000;101.6833344280;18.4579439252
5.4900000000;101.6387747600;18.2710280374
5.5000000000;101.6833344280;18.4579439252
5.5100000000;101.8619463963;18.6448598131
5.5200000000;101.8173320564;18.4579439252
5.5300000000;101.8173320564;18.4579439252
5.5400000000;101.8173320564;18.4579439252
5.5500000000;101.8173320564;18.4579439252
5.5600000000;101.8173226490;17.8971962617
5.5700000000;101.6387747600;18.2710280374
5.5800000000;101.7727177164;18.2710280374
5.5900000000;101.9065607363;18.8317757009
5.6000000000;101.7278940960;18.6448598131
5.6100000000;102.1300509971;18.6448598131
5.6200000000;101.9959986967;18.6448598131
5.6300000000;101.9959986967;18.6448598131
5.6400000000;101.9513296848;18.4579439252
5.6500000000;101.8173320564;18.4579439252
5.6600000000;101.9959986967;18.6448598131
5.6700000000;101.8173320564;18.4579439252
5.6800000000;101.8173320564;18.4579439252
5.6900000000;101.9959986967;18.6448598131
5.7000000000;101.6833344280;18.4579439252
5.7100000000;101.7727177164;18.2710280374
5.7200000000;101.6833344280;18.4579439252
5.7300000000;101.8173320564;18.4579439252
5.7400000000;101.8173320564;18.4579439252
5.7500000000;101.8173320564;18.4579439252
5.7600000000;101.9513296848;18.4579439252
5.7700000000;101.8173320564;18.4579439252
5.7800000000;101.8173320564;18.4579439252
5.7900000000;101.6833344280;18.4579439252
5.8000000000;102.0853273132;18.4579439252
5.8100000000;101.6833344280;18.4579439252
5.8200000000;101.8619463963;18.6448598131
5.8300000000;102.1300509971;18.6448598131
5.8400000000;101.8619463963;18.6448598131
5.8500000000;101.6833344280;18.4579439252
5.8600000000;101.9513296848;18.4579439252
5.8700000000;101.8173320564;18.4579439252
5.8800000000;101.6387747600;18.2710280374
5.8900000000;101.9513296848;18.4579439252
5.9000000000;101.7278940960;18.6448598131
5.9100000000;101.6833344280;18.4579439252
5.9200000000;102.0853273132;18.4579439252
5.9300000000;101.8173320564;18.4579439252
5.9400000000;101.8173320564;18.4579439252
5.9500000000;101.6833344280;18.4579439252
5.9600000000;101.7278940960;18.6448598131
5.9700000000;101.7727177164;18.2710280374
5.9800000000;101.7727177164;18.2710280374
5.9900000000;101.8173320564;18.4579439252
6.0000000000;101.8619463963;18.6448598131
6.0100000000;101.7727177164;18.2710280374
6.0200000000;101.9959986967;18.6448598131
6.0300000000;101.6833344280;18.4579439252
6.0400000000;101.6833344280;18.4579439252
6.0500000000;101.7278940960;18.6448598131
6.0600000000;101.7727177164;18.2710280374
6.0700000000;101.5942150920;18.0841121495
6.0800000000;101.6833344280;18.4579439252
6.0900000000;102.1300509971;18.6448598131
6.1000000000;101.8619463963;18.6448598131
6.1100000000;101.7278940960;18.6448598131
6.1200000000;101.6833344280;18.4579439252
6.1300000000;101.9065607363;18.8317757009
6.1400000000;101.6833344280;18.4579439252
6.1500000000;101.8619463963;18.6448598131
6.1600000000;101.6833344280;18.4579439252
6.1700000000;101.8173320564;18.4579439252
6.1800000000;101.8173320564;18.4579439252
6.1900000000;101.5048318035;18.2710280374
6.2000000000;101.8619463963;18.6448598131
6.2100000000;101.6833344280;18.4579439252
6.2200000000;101.5493367995;18.4579439252
6.2300000000;101.9513296848;18.4579439252
6.2400000000;101.6383467916;18.8317757009
6.2500000000;102.1300509971;18.6448598131
6.2600000000;101.8173320564;18.4579439252
6.2700000000;101.8173320564;18.4579439252
6.2800000000;101.6387747600;18.2710280374
6.2900000000;101.7278940960;18.6448598131
6.3000000000;101.6833344280;18.4579439252
6.3100000000;101.8173320564;18.4579439252
6.3200000000;101.8173320564;18.4579439252
6.3300000000;101.8173320564;18.4579439252
6.3400000000;101.5496554240;17.8971962617
6.3500000000;101.8173320564;18.4579439252
6.3600000000;101.8173320564;18.4579439252
6.3700000000;101.8173320564;18.4579439252
6.3800000000;102.1300509971;18.6448598131
6.3900000000;101.8173320564;18.4579439252
6.4000000000;101.8173320564;18.4579439252
6.4100000000;101.7724537640;18.8317757009
6.4200000000;101.6833344280;18.4579439252
6.4300000000;102.1300509971;18.6448598131
6.4400000000;101.6833344280;18.4579439252
6.4500000000;101.8173320564;18.4579439252
6.4600000000;101.8619463963;18.6448598131
6.4700000000;101.8173320564;18.4579439252
6.4800000000;101.6387747600;18.2710280374
6.4900000000;101.8619463963;18.6448598131
6.5000000000;101.6387747600;18.2710280374
6.5100000000;101.6387747600;18.2710280374
6.5200000000;101.6833344280;18.4579439252
6.5300000000;102.0406677087;18.8317757009
6.5400000000;101.7278940960;18.6448598131
6.5500000000;101.5493367995;18.4579439252
6.5600000000;101.7278940960;18.6448598131
6.5700000000;101.9513296848;18.4579439252
6.5800000000;101.8173320564;18.4579439252
6.5900000000;101.7278940960;18.6448598131
6.6000000000;101.9065607363;18.8317757009
6.6100000000;101.9065607363;18.8317757009
6.6200000000;102.0406677087;18.8317757009
6.6300000000;101.6833344280;18.4579439252
6.6400000000;101.7278940960;18.6448598131
6.6500000000;101.7278940960;18.6448598131
