Time (s);Pressure (kPa)
6.6600000000;101.8619463963;18.6448598131
6.6700000000;101.7278940960;18.6448598131
6.6800000000;101.8173320564;18.4579439252
6.6900000000;101.8173320564;18.4579439252
6.7000000000;101.8619463963;18.6448598131
6.7100000000;101.7724537640;18.8317757009
6.7200000000;101.6833344280;18.4579439252
6.7300000000;101.8619463963;18.6448598131
6.7400000000;101.7278940960;18.6448598131
6.7500000000;101.9513296848;18.4579439252
6.7600000000;101.7727177164;18.2710280374
6.7700000000;101.8173320564;18.4579439252
6.7800000000;101.6383467916;18.8317757009
6.7900000000;101.6387747600;18.2710280374
6.8000000000;101.7724537640;18.8317757009
6.8100000000;101.5938417956;18.6448598131
6.8200000000;101.6833344280;18.4579439252
6.8300000000;101.6833344280;18.4579439252
6.8400000000;101.9513296848;18.4579439252
6.8500000000;102.1300509971;18.6448598131
6.8600000000;101.9959986967;18.6448598131
6.8700000000;101.6833344280;18.4579439252
6.8800000000;101.9065607363;18.8317757009
6.8900000000;102.0853273132;18.4579439252
6.9000000000;101.8619463963;18.6448598131
6.9100000000;101.7724537640;18.8317757009
6.9200000000;101.9513296848;18.4579439252
6.9300000000;101.8619463963;18.6448598131
6.9400000000;101.8173320564;18.4579439252
6.9500000000;101.9513296848;18.4579439252
6.9600000000;101.8173320564;18.4579439252
6.9700000000;101.7278940960;18.6448598131
6.9800000000;101.8619463963;18.6448598131
6.9900000000;101.6833344280;18.4579439252
7.0000000000;101.7278940960;18.6448598131
7.0100000000;101.7278940960;18.6448598131
7.0200000000;101.8619463963;18.6448598131
7.0300000000;101.8173320564;18.4579439252
7.0400000000;101.9066606729;18.2710280374
7.0500000000;101.6833344280;18.4579439252
7.0600000000;101.8173320564;18.4579439252
7.0700000000;101.8173320564;18.4579439252
7.0800000000;101.5942150920;18.0841121495
7.0900000000;101.9065607363;18.8317757009
7.1000000000;101.6833344280;18.4579439252
7.1100000000;101.5048318035;18.2710280374
7.1200000000;101.9065607363;18.8317757009
7.1300000000;101.7278940960;18.6448598131
7.1400000000;101.6833344280;18.4579439252
7.1500000000;102.0853273132;18.4579439252
7.1600000000;101.8173320564;18.4579439252
7.1700000000;101.6833344280;18.4579439252
7.1800000000;101.8619463963;18.6448598131
7.1900000000;101.8173320564;18.4579439252
7.2000000000;102.1300509971;18.6448598131
7.2100000000;101.9513296848;18.4579439252
7.2200000000;101.8619463963;18.6448598131
7.2300000000;102.1300509971;18.6448598131
7.2400000000;101.5048318035;18.2710280374
7.2500000000;101.8173320564;18.4579439252
7.2600000000;101.9066606729;18.2710280374
7.2700000000;101.8619463963;18.6448598131
7.2800000000;101.6833344280;18.4579439252
7.2900000000;101.9513296848;18.4579439252
7.3000000000;101.6833344280;18.4579439252
7.3100000000;101.9065607363;18.8317757009
7.3200000000;101.6833344280;18.4579439252
7.3300000000;101.9065607363;18.8317757009
7.3400000000;101.7278940960;18.6448598131
7.3500000000;102.1300509971;18.6448598131
7.3600000000;101.5938417956;18.6448598131
7.3700000000;101.7278940960;18.6448598131
7.3800000000;102.2193249416;18.4579439252
7.3900000000;101.6833344280;18.4579439252
7.4000000000;101.8173320564;18.4579439252
7.4100000000;101.7278940960;18.6448598131
7.4200000000;101.8619463963;18.6448598131
7.4300000000;101.9959986967;18.6448598131
7.4400000000;101.8173320564;18.4579439252
7.4500000000;101.7278940960;18.6448598131
7.4600000000;101.7278940960;18.6448598131
7.4700000000;101.8619463963;18.6448598131
7.4800000000;101.8173320564;18.4579439252
7.4900000000;101.6833344280;18.4579439252
7.5000000000;101.6387747600;18.2710280374
7.5100000000;101.8173320564;18.4579439252
7.5200000000;101.9065607363;18.8317757009
7.5300000000;101.9959986967;18.6448598131
7.5400000000;101.9065607363;18.8317757009
7.5500000000;101.6833344280;18.4579439252
7.5600000000;101.7278940960;18.6448598131
7.5700000000;101.9066606729;18.2710280374
7.5800000000;101.8173320564;18.4579439252
7.5900000000;101.8173320564;18.4579439252
7.6000000000;101.9513296848;18.4579439252
7.6100000000;101.8619463963;18.6448598131
7.6200000000;101.8173320564;18.4579439252
7.6300000000;101.8173320564;18.4579439252
7.6400000000;101.8619463963;18.6448598131
7.6500000000;101.8619463963;18.6448598131
7.6600000000;101.8173320564;18.4579439252
7.6700000000;101.6833344280;18.4579439252
7.6800000000;101.6833344280;18.4579439252
7.6900000000;101.6833344280;18.4579439252
7.7000000000;101.6833344280;18.4579439252
7.7100000000;101.7278940960;18.6448598131
7.7200000000;101.8619463963;18.6448598131
7.7300000000;101.7278940960;18.6448598131
7.7400000000;101.8173320564;18.4579439252
7.7500000000;101.6833344280;18.4579439252
7.7600000000;101.8173320564;18.4579439252
7.7700000000;101.8173320564;18.4579439252
7.7800000000;101.7724537640;18.8317757009
7.7900000000;101.8173320564;18.4579439252
7.8000000000;102.2641032975;18.6448598131
7.8100000000;101.6833344280;18.4579439252
7.8200000000;101.6833344280;18.4579439252
7.8300000000;101.8173320564;18.4579439252
7.8400000000;101.8173320564;18.4579439252
7.8500000000;101.8619463963;18.6448598131
7.8600000000;101.7278940960;18.6448598131
7.8700000000;101.6833344280;18.4579439252
7.8800000000;101.9513296848;18.4579439252
7.8900000000;101.8173320564;18.4579439252
7.9000000000;101.8619463963;18.6448598131
7.9100000000;101.7724537640;18.8317757009
7.9200000000;101.6833344280;18.4579439252
7.9300000000;101.6387747600;18.2710280374
7.9400000000;101.6833344280;18.4579439252
7.9500000000;101.8173320564;18.4579439252
7.9600000000;101.7278940960;18.6448598131
7.9700000000;101.6833344280;18.4579439252
7.9800000000;101.6833344280;18.4579439252
7.9900000000;101.9065607363;18.8317757009
8.0000000000;101.8619463963;18.6448598131
8.0100000000;101.7278940960;18.6448598131
8.0200000000;101.9511750763;19.0186915888
8.0300000000;101.8173320564;18.4579439252
8.0400000000;101.8173320564;18.4579439252
8.0500000000;101.6833344280;18.4579439252
8.0600000000;101.8619463963;18.6448598131
8.0700000000;101.8173320564;18.4579439252
8.0800000000;101.7278940960;18.6448598131
8.0900000000;101.7278940960;18.6448598131
8.1000000000;101.8619463963;18.6448598131
8.1100000000;101.9959986967;18.6448598131
8.1200000000;101.8173320564;18.4579439252
8.1300000000;101.8173320564;18.4579439252
8.1400000000;101.8173320564;18.4579439252
8.1500000000;101.8173320564;18.4579439252
8.1600000000;101.6833344280;18.4579439252
8.1700000000;101.7278940960;18.6448598131
8.1800000000;101.8619463963;18.6448598131
8.1900000000;101.7727177164;18.2710280374
8.2000000000;101.6833344280;18.4579439252
8.2100000000;101.5938417956;18.6448598131
8.2200000000;101.5942150920;18.0841121495
8.2300000000;101.7278940960;18.6448598131
8.2400000000;101.8619463963;18.6448598131
8.2500000000;101.9066606729;18.2710280374
8.2600000000;101.8173320564;18.4579439252
8.2700000000;101.7278940960;18.6448598131
8.2800000000;101.9066606729;18.2710280374
8.2900000000;101.8619463963;18.6448598131
8.3000000000;101.5938417956;18.6448598131
8.3100000000;101.8173320564;18.4579439252
8.3200000000;101.6833344280;18.4579439252
8.3300000000;101.8619463963;18.6448598131
8.3400000000;101.9513296848;18.4579439252
8.3500000000;101.8173320564;18.4579439252
8.3600000000;101.7278940960;18.6448598131
8.3700000000;101.7278940960;18.6448598131
8.3800000000;101.8619463963;18.6448598131
8.3900000000;101.7278940960;18.6448598131
8.4000000000;101.6387747600;18.2710280374
8.4100000000;101.8619463963;18.6448598131
8.4200000000;101.6833344280;18.4579439252
8.4300000000;101.7278940960;18.6448598131
8.4400000000;101.8173320564;18.4579439252
8.4500000000;101.8173320564;18.4579439252
8.4600000000;101.8173320564;18.4579439252
8.4700000000;101.8173320564;18.4579439252
8.4800000000;101.9513296848;18.4579439252
8.4900000000;101.8173320564;18.4579439252
8.5000000000;101.8173320564;18.4579439252
8.5100000000;101.8619463963;18.6448598131
8.5200000000;101.8619463963;18.6448598131
8.5300000000;101.7727177164;18.2710280374
8.5400000000;101.8173320564;18.4579439252
8.5500000000;101.7724537640;18.8317757009
8.5600000000;101.8173320564;18.4579439252
8.5700000000;101.8619463963;18.6448598131
8.5800000000;101.8173320564;18.4579439252
8.5900000000;101.8173320564;18.4579439252
8.6000000000;101.8173320564;18.4579439252
8.6100000000;101.6833344280;18.4579439252
8.6200000000;101.9959986967;18.6448598131
8.6300000000;101.9065607363;18.8317757009
8.6400000000;102.1300509971;18.6448598131
8.6500000000;101.9959986967;18.6448598131
8.6600000000;101.6387747600;18.2710280374
8.6700000000;101.5942150920;18.0841121495
8.6800000000;101.9066606729;18.2710280374
8.6900000000;101.6387747600;18.2710280374
8.7000000000;101.7278940960;18.6448598131
8.7100000000;102.1300509971;18.6448598131
8.7200000000;101.9959986967;18.6448598131
8.7300000000;101.8619463963;18.6448598131
8.7400000000;101.8619463963;18.6448598131
8.7500000000;101.6833344280;18.4579439252
8.7600000000;101.5938417956;18.6448598131
8.7700000000;101.7278940960;18.6448598131
8.7800000000;101.8173320564;18.4579439252
8.7900000000;101.7278940960;18.6448598131
8.8000000000;101.6833344280;18.4579439252
8.8100000000;101.8619463963;18.6448598131
8.8200000000;101.8619463963;18.6448598131
8.8300000000;101.7727177164;18.2710280374
8.8400000000;101.6833344280;18.4579439252
8.8500000000;101.7278940960;18.6448598131
8.8600000000;101.8619463963;18.6448598131
8.8700000000;101.8173320564;18.4579439252
8.8800000000;101.8173320564;18.4579439252
8.8900000000;101.8619463963;18.6448598131
8.9000000000;101.9959986967;18.6448598131
8.9100000000;101.8619463963;18.6448598131
8.9200000000;101.8173320564;18.4579439252
8.9300000000;101.7724537640;18.8317757009
8.9400000000;101.8619463963;18.6448598131
8.9500000000;101.7724537640;18.8317757009
8.9600000000;101.8619463963;18.6448598131
8.9700000000;101.8619463963;18.6448598131
8.9800000000;101.7727177164;18.2710280374
8.9900000000;101.9065607363;18.8317757009
9.0000000000;101.9513296848;18.4579439252
9.0100000000;101.7727177164;18.2710280374
9.0200000000;101.9065607363;18.8317757009
9.0300000000;101.6833344280;18.4579439252
9.0400000000;101.6833344280;18.4579439252
9.0500000000;101.6387747600;18.2710280374
9.0600000000;101.7278940960;18.6448598131
9.0700000000;101.6387747600;18.2710280374
9.0800000000;101.9513296848;18.4579439252
9.0900000000;101.7278940960;18.6448598131
9.1000000000;101.8619463963;18.6448598131
9.1100000000;101.8619916609;18.0841121495
9.1200000000;101.8619463963;18.6448598131
9.1300000000;102.1300509971;18.6448598131
9.1400000000;101.7278940960;18.6448598131
9.1500000000;101.7278940960;18.6448598131
9.1600000000;101.9066606729;18.2710280374
9.1700000000;101.7724537640;18.8317757009
9.1800000000;101.8619463963;18.6448598131
9.1900000000;101.7278940960;18.6448598131
9.2000000000;101.8619463963;18.6448598131
9.2100000000;101.8619463963;18.6448598131
9.2200000000;101.4603268075;18.0841121495
9.2300000000;101.7278940960;18.6448598131
9.2400000000;101.8619463963;18.6448598131
9.2500000000;101.6833344280;18.4579439252
9.2600000000;101.8173320564;18.4579439252
9.2700000000;101.9513296848;18.4579439252
9.2800000000;101.8173320564;18.4579439252
9.2900000000;101.7278940960;18.6448598131
9.3000000000;101.8173320564;18.4579439252
9.3100000000;101.7278940960;18.6448598131
9.3200000000;102.0853273132;18.4579439252
9.3300000000;101.8173320564;18.4579439252
9.3400000000;101.9959986967;18.6448598131
9.3500000000;101.8619463963;18.6448598131
9.3600000000;101.7278940960;18.6448598131
9.3700000000;101.9513296848;18.4579439252
9.3800000000;101.9959986967;18.6448598131
9.3900000000;101.5493367995;18.4579439252
9.4000000000;101.9959986967;18.6448598131
9.4100000000;101.7278940960;18.6448598131
9.4200000000;101.7278940960;18.6448598131
9.4300000000;101.6833344280;18.4579439252
9.4400000000;101.9066606729;18.2710280374
9.4500000000;101.7278940960;18.6448598131
9.4600000000;101.7724537640;18.8317757009
9.4700000000;101.8619463963;18.6448598131
9.4800000000;101.6833344280;18.4579439252
9.4900000000;101.7278940960;18.6448598131
9.5000000000;102.1300509971;18.6448598131
9.5100000000;101.7278940960;18.6448598131
9.5200000000;101.8173320564;18.4579439252
9.5300000000;102.0853273132;18.4579439252
9.5400000000;102.0853273132;18.4579439252
9.5500000000;101.8173320564;18.4579439252
9.5600000000;102.1747746810;18.8317757009
9.5700000000;101.8173320564;18.4579439252
9.5800000000;101.7278940960;18.6448598131
9.5900000000;101.6833344280;18.4579439252
9.6000000000;101.6833344280;18.4579439252
9.6100000000;101.7278940960;18.6448598131
9.6200000000;101.6833344280;18.4579439252
9.6300000000;101.7278940960;18.6448598131
9.6400000000;101.7278940960;18.6448598131
9.6500000000;101.7278940960;18.6448598131
9.6600000000;101.8619463963;18.6448598131
9.6700000000;101.7278940960;18.6448598131
9.6800000000;101.7278940960;18.6448598131
9.6900000000;101.8173320564;18.4579439252
9.7000000000;101.7278940960;18.6448598131
9.7100000000;101.7278940960;18.6448598131
9.7200000000;101.9959986967;18.6448598131
9.7300000000;101.8173320564;18.4579439252
9.7400000000;101.7278940960;18.6448598131
9.7500000000;101.6833344280;18.4579439252
9.7600000000;101.6833344280;18.4579439252
9.7700000000;101.9959986967;18.6448598131
9.7800000000;101.6833344280;18.4579439252
9.7900000000;101.7278940960;18.6448598131
9.8000000000;101.7278940960;18.6448598131
9.8100000000;101.7727177164;18.2710280374
9.8200000000;102.0406677087;18.8317757009
9.8300000000;101.8173320564;18.4579439252
9.8400000000;101.7278940960;18.6448598131
9.8500000000;101.7278940960;18.6448598131
9.8600000000;101.8619463963;18.6448598131
9.8700000000;101.7278940960;18.6448598131
9.8800000000;101.8619463963;18.6448598131
9.8900000000;101.9065607363;18.8317757009
9.9000000000;101.9065607363;18.8317757009
9.9100000000;101.9065607363;18.8317757009
9.9200000000;101.6387747600;18.2710280374
9.9300000000;101.7724537640;18.8317757009
9.9400000000;101.9513296848;18.4579439252
9.9500000000;101.7281033764;18.0841121495
9.9600000000;101.7278940960;18.6448598131
9.9700000000;101.8173320564;18.4579439252
9.9800000000;101.6833344280;18.4579439252
9.9900000000;101.6833344280;18.4579439252
10.0000000000;101.8173320564;18.4579439252
10.0100000000;101.7281033764;18.0841121495
10.0200000000;101.9065607363;18.8317757009
10.0300000000;101.8619463963;18.6448598131
10.0400000000;101.7278940960;18.6448598131
10.0500000000;101.8619463963;18.6448598131
10.0600000000;101.6833344280;18.4579439252
10.0700000000;101.8619463963;18.6448598131
10.0800000000;101.9065607363;18.8317757009
10.0900000000;101.8173320564;18.4579439252
10.1000000000;101.7278940960;18.6448598131
10.1100000000;101.7278940960;18.6448598131
10.1200000000;101.7724537640;18.8317757009
10.1300000000;101.9959986967;18.6448598131
10.1400000000;101.8619463963;18.6448598131
10.1500000000;101.7278940960;18.6448598131
10.1600000000;101.8619463963;18.6448598131
10.1700000000;101.8173320564;18.4579439252
10.1800000000;101.7724537640;18.8317757009
10.1900000000;101.8173320564;18.4579439252
10.2000000000;101.7278940960;18.6448598131
10.2100000000;101.8619463963;18.6448598131
10.2200000000;101.7278940960;18.6448598131
10.2300000000;101.8619463963;18.6448598131
10.2400000000;101.8619463963;18.6448598131
10.2500000000;101.6833344280;18.4579439252
10.2600000000;101.8619463963;18.6448598131
10.2700000000;101.8173320564;18.4579439252
10.2800000000;101.8173320564;18.4579439252
10.2900000000;101.8619463963;18.6448598131
10.3000000000;101.9065607363;18.8317757009
10.3100000000;101.8173320564;18.4579439252
10.3200000000;101.8619463963;18.6448598131
10.3300000000;101.8173320564;18.4579439252
10.3400000000;101.7278940960;18.6448598131
10.3500000000;101.7278940960;18.6448598131
10.3600000000;101.8619463963;18.6448598131
10.3700000000;101.6833344280;18.4579439252
10.3800000000;101.8619463963;18.6448598131
10.3900000000;101.8619463963;18.6448598131
10.4000000000;101.9513296848;18.4579439252
10.4100000000;101.5942150920;18.0841121495
10.4200000000;101.8619463963;18.6448598131
10.4300000000;101.8173320564;18.4579439252
10.4400000000;101.7724537640;18.8317757009
10.4500000000;101.8619463963;18.6448598131
10.4600000000;101.9511750763;19.0186915888
10.4700000000;101.6833344280;18.4579439252
10.4800000000;101.7278940960;18.6448598131
10.4900000000;101.6833344280;18.4579439252
10.5000000000;101.7278940960;18.6448598131
10.5100000000;101.9065607363;18.8317757009
10.5200000000;101.8619463963;18.6448598131
10.5300000000;101.7278940960;18.6448598131
10.5400000000;101.6833344280;18.4579439252
10.5500000000;101.8619463963;18.6448598131
10.5600000000;101.8173320564;18.4579439252
10.5700000000;101.6833344280;18.4579439252
10.5800000000;101.8173320564;18.4579439252
10.5900000000;101.9959986967;18.6448598131
10.6000000000;101.8173320564;18.4579439252
10.6100000000;101.8173320564;18.4579439252
10.6200000000;101.7278940960;18.6448598131
10.6300000000;101.5048318035;18.2710280374
10.6400000000;101.7278940960;18.6448598131
10.6500000000;101.6833344280;18.4579439252
10.6600000000;101.8619463963;18.6448598131
10.6700000000;101.8619463963;18.6448598131
10.6800000000;101.7278940960;18.6448598131
10.6900000000;101.8619463963;18.6448598131
10.7000000000;101.8619463963;18.6448598131
10.7100000000;101.9065607363;18.8317757009
10.7200000000;101.7278940960;18.6448598131
10.7300000000;101.6833344280;18.4579439252
10.7400000000;101.5942150920;18.0841121495
10.7500000000;101.7727177164;18.2710280374
10.7600000000;101.8619463963;18.6448598131
10.7700000000;101.7278940960;18.6448598131
10.7800000000;101.9065607363;18.8317757009
10.7900000000;101.7724537640;18.8317757009
10.8000000000;101.9959986967;18.6448598131
10.8100000000;101.9065607363;18.8317757009
10.8200000000;101.8619463963;18.6448598131
10.8300000000;101.9513296848;18.4579439252
10.8400000000;101.8619463963;18.6448598131
10.8500000000;101.7278940960;18.6448598131
10.8600000000;101.7278940960;18.6448598131
10.8700000000;101.8173320564;18.4579439252
10.8800000000;101.8619463963;18.6448598131
10.8900000000;101.7278940960;18.6448598131
10.9000000000;101.6833344280;18.4579439252
10.9100000000;102.0406036293;18.2710280374
10.9200000000;101.6387747600;18.2710280374
10.9300000000;101.9959986967;18.6448598131
10.9400000000;101.8173320564;18.4579439252
10.9500000000;101.6833344280;18.4579439252
10.9600000000;101.7278940960;18.6448598131
10.9700000000;101.7278940960;18.6448598131
10.9800000000;101.7278940960;18.6448598131
10.9900000000;101.9065607363;18.8317757009
11.0000000000;101.9513296848;18.4579439252
11.0100000000;102.1300509971;18.6448598131
11.0200000000;101.8173320564;18.4579439252
11.0300000000;101.9065607363;18.8317757009
11.0400000000;101.8173320564;18.4579439252
11.0500000000;101.7278940960;18.6448598131
11.0600000000;101.9959986967;18.6448598131
11.0700000000;101.7278940960;18.6448598131
11.0800000000;101.6833344280;18.4579439252
11.0900000000;101.6833344280;18.4579439252
11.1000000000;101.8619463963;18.6448598131
11.1100000000;101.7278940960;18.6448598131
11.1200000000;101.8173320564;18.4579439252
11.1300000000;101.8173320564;18.4579439252
11.1400000000;101.8173320564;18.4579439252
11.1500000000;101.6833344280;18.4579439252
11.1600000000;101.8173320564;18.4579439252
11.1700000000;101.9065607363;18.8317757009
11.1800000000;101.6383467916;18.8317757009
11.1900000000;102.1300509971;18.6448598131
11.2000000000;101.8173320564;18.4579439252
11.2100000000;101.8173320564;18.4579439252
11.2200000000;101.7278940960;18.6448598131
11.2300000000;101.6833344280;18.4579439252
11.2400000000;101.5938417956;18.6448598131
11.2500000000;101.8619463963;18.6448598131
11.2600000000;101.7278940960;18.6448598131
11.2700000000;102.0406036293;18.2710280374
11.2800000000;101.8173320564;18.4579439252
11.2900000000;101.8173320564;18.4579439252
11.3000000000;101.6833344280;18.4579439252
11.3100000000;101.9065607363;18.8317757009
11.3200000000;101.8619463963;18.6448598131
11.3300000000;101.7724537640;18.8317757009
11.3400000000;101.6833344280;18.4579439252
11.3500000000;101.8619916609;18.0841121495
11.3600000000;101.7278940960;18.6448598131
11.3700000000;101.6833344280;18.4579439252
11.3800000000;101.9065607363;18.8317757009
11.3900000000;101.7278940960;18.6448598131
11.4000000000;101.6833344280;18.4579439252
11.4100000000;101.6833344280;18.4579439252
11.4200000000;101.8173320564;18.4579439252
11.4300000000;101.8173320564;18.4579439252
11.4400000000;101.7278940960;18.6448598131
11.4500000000;101.7278940960;18.6448598131
11.4600000000;101.8173320564;18.4579439252
11.4700000000;101.6833344280;18.4579439252
11.4800000000;101.9065607363;18.8317757009
11.4900000000;101.8173320564;18.4579439252
11.5000000000;101.5493367995;18.4579439252
11.5100000000;101.7278940960;18.6448598131
11.5200000000;101.9959986967;18.6448598131
11.5300000000;101.6833344280;18.4579439252
11.5400000000;101.9513296848;18.4579439252
11.5500000000;101.8619463963;18.6448598131
11.5600000000;101.8173320564;18.4579439252
11.5700000000;101.7278940960;18.6448598131
11.5800000000;101.8173320564;18.4579439252
11.5900000000;101.8619463963;18.6448598131
11.6000000000;101.8173320564;18.4579439252
11.6100000000;101.7278940960;18.6448598131
11.6200000000;101.8619463963;18.6448598131
11.6300000000;101.8173320564;18.4579439252
11.6400000000;101.7278940960;18.6448598131
11.6500000000;101.9513296848;18.4579439252
11.6600000000;101.7724537640;18.8317757009
11.6700000000;101.8173320564;18.4579439252
11.6800000000;101.8173320564;18.4579439252
11.6900000000;101.7278940960;18.6448598131
11.7000000000;101.7278940960;18.6448598131
11.7100000000;101.5493367995;18.4579439252
11.7200000000;101.7278940960;18.6448598131
11.7300000000;101.7724537640;18.8317757009
11.7400000000;101.8173320564;18.4579439252
11.7500000000;101.8619463963;18.6448598131
11.7600000000;101.6833344280;18.4579439252
11.7700000000;101.9065607363;18.8317757009
11.7800000000;101.9513296848;18.4579439252
11.7900000000;101.6833344280;18.4579439252
11.8000000000;101.7278940960;18.6448598131
11.8100000000;101.6387747600;18.2710280374
11.8200000000;101.6833344280;18.4579439252
11.8300000000;102.0853273132;18.4579439252
11.8400000000;101.7278940960;18.6448598131
11.8500000000;101.6833344280;18.4579439252
11.8600000000;101.8619463963;18.6448598131
11.8700000000;101.6833344280;18.4579439252
11.8800000000;101.8619463963;18.6448598131
11.8900000000;101.8173320564;18.4579439252
11.9000000000;101.7278940960;18.6448598131
11.9100000000;101.8619463963;18.6448598131
11.9200000000;101.7278940960;18.6448598131
11.9300000000;101.7727177164;18.2710280374
11.9400000000;101.9513296848;18.4579439252
11.9500000000;101.6833344280;18.4579439252
11.9600000000;101.8173320564;18.4579439252
11.9700000000;102.1300509971;18.6448598131
11.9800000000;101.8173320564;18.4579439252
11.9900000000;101.8173320564;18.4579439252
12.0000000000;101.8173320564;18.4579439252
12.0100000000;101.5493367995;18.4579439252
12.0200000000;101.8173320564;18.4579439252
12.0300000000;101.7278940960;18.6448598131
12.0400000000;101.6833344280;18.4579439252
12.0500000000;101.7278940960;18.6448598131
12.0600000000;101.8619463963;18.6448598131
12.0700000000;101.8173320564;18.4579439252
12.0800000000;101.8619463963;18.6448598131
12.0900000000;101.9065607363;18.8317757009
12.1000000000;101.8173320564;18.4579439252
12.1100000000;101.8619463963;18.6448598131
12.1200000000;101.7278940960;18.6448598131
12.1300000000;101.8173320564;18.4579439252
12.1400000000;101.7278940960;18.6448598131
12.1500000000;101.8619463963;18.6448598131
12.1600000000;101.7278940960;18.6448598131
12.1700000000;101.7724537640;18.8317757009
12.1800000000;101.7727177164;18.2710280374
12.1900000000;101.8619463963;18.6448598131
12.2000000000;101.8173320564;18.4579439252
12.2100000000;101.8173320564;18.4579439252
12.2200000000;101.6383467916;18.8317757009
12.2300000000;101.8619463963;18.6448598131
12.2400000000;101.7278940960;18.6448598131
12.2500000000;101.6833344280;18.4579439252
12.2600000000;101.6833344280;18.4579439252
12.2700000000;101.7278940960;18.6448598131
12.2800000000;101.7278940960;18.6448598131
12.2900000000;101.7724537640;18.8317757009
12.3000000000;101.7278940960;18.6448598131
12.3100000000;101.6833344280;18.4579439252
12.3200000000;101.7724537640;18.8317757009
12.3300000000;101.6833344280;18.4579439252
12.3400000000;101.6833344280;18.4579439252
12.3500000000;101.7278940960;18.6448598131
12.3600000000;101.7278940960;18.6448598131
12.3700000000;101.8619463963;18.6448598131
12.3800000000;101.5938417956;18.6448598131
12.3900000000;101.8619463963;18.6448598131
12.4000000000;101.7278940960;18.6448598131
12.4100000000;101.9959986967;18.6448598131
12.4200000000;101.8173320564;18.4579439252
12.4300000000;101.7278940960;18.6448598131
12.4400000000;101.8619463963;18.6448598131
12.4500000000;101.6833344280;18.4579439252
12.4600000000;101.8619463963;18.6448598131
12.4700000000;101.6833344280;18.4579439252
12.4800000000;101.8173320564;18.4579439252
12.4900000000;101.8619463963;18.6448598131
12.5000000000;101.6833344280;18.4579439252
12.5100000000;101.6833344280;18.4579439252
12.5200000000;101.8619463963;18.6448598131
12.5300000000;101.8173320564;18.4579439252
12.5400000000;101.8173320564;18.4579439252
12.5500000000;101.9959986967;18.6448598131
12.5600000000;101.8619463963;18.6448598131
12.5700000000;101.8173320564;18.4579439252
12.5800000000;102.0406677087;18.8317757009
12.5900000000;101.5938417956;18.6448598131
12.6000000000;101.8173320564;18.4579439252
12.6100000000;101.6833344280;18.4579439252
12.6200000000;101.6833344280;18.4579439252
12.6300000000;101.8173320564;18.4579439252
12.6400000000;101.6833344280;18.4579439252
12.6500000000;101.8173320564;18.4579439252
12.6600000000;101.8173320564;18.4579439252
12.6700000000;101.9513296848;18.4579439252
12.6800000000;101.8619463963;18.6448598131
12.6900000000;101.9065607363;18.8317757009
12.7000000000;101.8619463963;18.6448598131
12.7100000000;101.7278940960;18.6448598131
12.7200000000;101.6833344280;18.4579439252
12.7300000000;101.7278940960;18.6448598131
12.7400000000;101.8619463963;18.6448598131
12.7500000000;101.7724537640;18.8317757009
12.7600000000;101.8619463963;18.6448598131
12.7700000000;101.9959986967;18.6448598131
12.7800000000;101.7278940960;18.6448598131
12.7900000000;101.7278940960;18.6448598131
12.8000000000;101.8173320564;18.4579439252
12.8100000000;101.8619463963;18.6448598131
12.8200000000;101.6383467916;18.8317757009
12.8300000000;101.9513296848;18.4579439252
12.8400000000;101.8619463963;18.6448598131
12.8500000000;101.7724537640;18.8317757009
12.8600000000;101.8619463963;18.6448598131
12.8700000000;101.6387747600;18.2710280374
12.8800000000;101.8619463963;18.6448598131
12.8900000000;101.8173320564;18.4579439252
12.9000000000;101.9959986967;18.6448598131
12.9100000000;101.7278940960;18.6448598131
12.9200000000;101.8619463963;18.6448598131
12.9300000000;101.6833344280;18.4579439252
12.9400000000;102.0853273132;18.4579439252
12.9500000000;101.8619463963;18.6448598131
12.9600000000;101.7727177164;18.2710280374
12.9700000000;101.9513296848;18.4579439252
12.9800000000;101.9065607363;18.8317757009
12.9900000000;101.8173320564;18.4579439252
13.0000000000;102.1300509971;18.6448598131
13.0100000000;101.8619463963;18.6448598131
13.0200000000;101.9959986967;18.6448598131
13.0300000000;101.6833344280;18.4579439252
13.0400000000;101.6387747600;18.2710280374
13.0500000000;101.7278940960;18.6448598131
13.0600000000;102.0406677087;18.8317757009
13.0700000000;101.8619463963;18.6448598131
13.0800000000;101.8173320564;18.4579439252
13.0900000000;101.6383467916;18.8317757009
13.1000000000;101.7278940960;18.6448598131
13.1100000000;101.8619463963;18.6448598131
13.1200000000;101.7724537640;18.8317757009
13.1300000000;101.7727177164;18.2710280374
13.1400000000;101.6833344280;18.4579439252
13.1500000000;101.6833344280;18.4579439252
13.1600000000;101.7278940960;18.6448598131
13.1700000000;101.9065607363;18.8317757009
13.1800000000;101.6833344280;18.4579439252
13.1900000000;101.8619463963;18.6448598131
13.2000000000;101.7278940960;18.6448598131
13.2100000000;101.7278940960;18.6448598131
13.2200000000;101.8173320564;18.4579439252
13.2300000000;101.7278940960;18.6448598131
13.2400000000;101.7278940960;18.6448598131
13.2500000000;101.7724537640;18.8317757009
13.2600000000;102.0853273132;18.4579439252
13.2700000000;101.9959986967;18.6448598131
13.2800000000;101.6833344280;18.4579439252
13.2900000000;101.9959986967;18.6448598131
13.3000000000;101.7278940960;18.6448598131
