Time (s);ωx (rad/s);ωy (rad/s);ωz (rad/s)
0.8252737995;0.0170484828;0.0296945568;0.0097506853
0.8355897220;0.0219564583;0.0480994648;-0.0074272288
0.8459056445;0.0145944951;0.0603694035;-0.0246051429
0.8562215670;0.0170484828;0.0689583605;-0.0393290693
0.8665374895;0.0182754767;0.0763203237;-0.0528260018
0.8768534120;0.0109135135;0.0800013053;-0.0638689466
0.8871693345;0.0035515503;0.0800013053;-0.0626419527
0.8974852570;0.0023245565;0.0726393421;-0.0638689466
0.9078011794;-0.0111723761;0.0615963973;-0.0577339773
0.9181171019;-0.0222153209;0.0566884219;-0.0454640386
0.9284330244;-0.0222153209;0.0493264587;-0.0209241613
0.9387489469;-0.0271232963;0.0382835139;0.0011617282
0.9490648694;-0.0295772840;0.0112896489;0.0122046730
0.9593807919;-0.0344852595;-0.0071152591;0.0195666362
0.9696967144;-0.0332582656;-0.0279741548;0.0330635687
0.9800126369;-0.0160803515;-0.0488330505;0.0367445503
0.9903285594;-0.0038104129;-0.0574220076;0.0367445503
1.0006444819;0.0035515503;-0.0611029892;0.0367445503
1.0109604044;0.0084595258;-0.0512870382;0.0391985380
1.0212763269;0.0133675012;-0.0390170996;0.0318365749
1.0315922494;0.0047785442;-0.0144772223;0.0232476178
1.0419081719;0.0035515503;0.0063816734;0.0122046730
1.0522240944;-0.0013564251;0.0272405691;0.0048427098
1.0625400168;-0.0099453822;0.0407375016;-0.0098812166
1.0728559393;-0.0111723761;0.0431914894;-0.0160161859
1.0831718618;-0.0087183883;0.0370565200;-0.0258321368
1.0934877843;-0.0087183883;0.0272405691;-0.0344210939
1.1038037068;-0.0136263638;0.0174246182;-0.0405560632
1.1141196293;-0.0148533577;0.0002467041;-0.0454640386
1.1244355518;-0.0099453822;-0.0095692468;-0.0430100509
1.1347514743;-0.0038104129;-0.0095692468;-0.0381020754
1.1450673968;-0.0197613331;-0.0071152591;-0.0258321368
1.1553833193;-0.0246693086;-0.0083422530;-0.0111082104
1.1656992418;-0.0185343393;-0.0022072836;0.0036157160
1.1760151643;-0.0062644006;-0.0083422530;0.0072966976
1.1863310868;-0.0038104129;-0.0083422530;0.0134316669
1.1966470093;-0.0050374067;-0.0083422530;0.0207936301
1.2069629318;-0.0038104129;-0.0022072836;0.0293825871
1.2172788543;-0.0038104129;0.0002467041;0.0342905626
1.2275947767;0.0035515503;0.0027006918;0.0355175565
1.2379106992;0.0047785442;-0.0071152591;0.0269285994
1.2482266217;0.0145944951;-0.0132502284;0.0195666362
1.2585425442;0.0133675012;-0.0107962407;0.0183396423
1.2688584667;0.0109135135;-0.0034342775;0.0146586607
1.2791743892;0.0084595258;0.0027006918;0.0122046730
1.2894903117;0.0047785442;0.0063816734;0.0109776792
1.2998062342;-0.0087183883;0.0137436366;0.0122046730
1.3101221567;-0.0173073454;0.0186516121;0.0072966976
1.3204380792;-0.0185343393;0.0247865814;0.0072966976
1.3307540017;-0.0197613331;0.0272405691;-0.0037462472
1.3410699242;-0.0308042779;0.0174246182;-0.0062002350
1.3513858467;-0.0283502902;0.0076086673;-0.0123352043
1.3617017692;-0.0222153209;-0.0034342775;-0.0270591307
1.3720176917;-0.0111723761;-0.0058882652;-0.0405560632
1.3823336142;-0.0013564251;-0.0083422530;-0.0405560632
1.3926495366;0.0023245565;-0.0132502284;-0.0356480877
1.4029654591;0.0121405074;-0.0132502284;-0.0356480877
1.4132813816;0.0207294644;-0.0046612714;-0.0295131184
1.4235973041;0.0256374399;0.0014736980;-0.0196971675
1.4339132266;0.0268644338;0.0088356611;-0.0184701736
1.4442291491;0.0329994031;0.0174246182;-0.0147891920
1.4545450716;0.0379073785;0.0296945568;-0.0062002350
1.4648609941;0.0366803847;0.0395105078;0.0011617282
1.4751769166;0.0170484828;0.0431914894;0.0060697037
1.4854928391;-0.0025834190;0.0431914894;0.0158856546
1.4958087616;-0.0173073454;0.0395105078;0.0232476178
1.5061246841;-0.0320312718;0.0370565200;0.0318365749
1.5164406066;-0.0393932350;0.0211055998;0.0330635687
1.5267565291;-0.0381662411;0.0027006918;0.0379715442
1.5370724516;-0.0357122534;-0.0120232346;0.0453335074
1.5473883741;-0.0271232963;-0.0279741548;0.0404255319
1.5577042965;-0.0148533577;-0.0304281425;0.0293825871
1.5680202190;-0.0025834190;-0.0206121916;0.0183396423
1.5783361415;0.0121405074;-0.0144772223;0.0146586607
1.5886520640;0.0256374399;0.0063816734;0.0097506853
1.5989679865;0.0317724092;0.0186516121;-0.0037462472
1.6092839090;0.0452693417;0.0309215507;-0.0258321368
1.6195998315;0.0612202620;0.0370565200;-0.0466910325
1.6299157540;0.0661282374;0.0419644955;-0.0601879650
1.6402316765;0.0833061515;0.0431914894;-0.0822738546
1.6505475990;0.0857601393;0.0505534526;-0.1068137319
1.6608635215;0.0845331454;0.0480994648;-0.1080407258
1.6711794440;0.0980300779;0.0542344341;-0.1129487012
1.6814953665;0.1103000166;0.0566884219;-0.1019057564
1.6918112890;0.1127540043;0.0677313667;-0.0724579037
1.7021272115;0.1139809982;0.0824552930;-0.0405560632
1.7124431340;0.1090730227;0.0934982378;-0.0086542227
1.7227590564;0.1348398939;0.1106761519;0.0085236914
1.7330749789;0.2170484828;0.1413509986;0.0232476178
1.7433909014;0.3814656607;0.1806148022;0.0600574338
1.7537068239;0.5483368264;0.2186516121;0.1177261454
1.7640227464;0.5336129000;0.2395105078;0.1201801331
1.7743386689;0.2783981761;0.2346025323;0.0465605012
1.7846545914;0.3790116730;0.2309215507;0.0134316669
1.7949705139;0.6305454153;0.2333755384;-0.0086542227
1.8052864364;0.9053920411;0.2370565200;-0.0246051429
1.8156023589;1.2047785442;0.2419644955;-0.0442370448
1.8259182814;1.4833061515;0.2431914894;-0.0638689466
1.8362342039;1.7152079920;0.2468724710;-0.0761388853
1.8465501264;1.8968030841;0.2407375016;-0.0798198669
1.8568660489;2.0354533908;0.2407375016;-0.0724579037
1.8671819714;2.1090730227;0.2395105078;-0.0663229343
1.8774978939;2.1017110595;0.2419644955;-0.0601879650
1.8878138163;2.0379073785;0.2444184832;-0.0503720141
1.8981297388;1.9250239430;0.2395105078;-0.0454640386
1.9084456613;1.7704227160;0.2407375016;-0.0381020754
1.9187615838;1.5876006301;0.2468724710;-0.0233781491
1.9290775063;1.3949625933;0.2431914894;-0.0074272288
1.9393934288;1.2060055380;0.2456454771;0.0134316669
1.9497093513;1.0379073785;0.2505534526;0.0306095810
1.9600252738;0.8992570718;0.2493264587;0.0600574338
1.9703411963;0.8158214890;0.2493264587;0.0882782927
1.9806571188;0.7961895871;0.2468724710;0.1152721577
1.9909730413;0.8366803847;0.2505534526;0.1324500718
2.0012889638;0.9299319184;0.2579154157;0.1447200104
2.0116048863;1.0771711822;0.2603694035;0.1496279859
2.0219208088;1.2820791577;0.2579154157;0.1508549798
2.0322367313;1.5152079920;0.2579154157;0.1520819736
2.0425526537;1.7655147405;0.2640503851;0.1508549798
2.0528685762;2.0207294644;0.2714123483;0.1484009920
2.0631844987;2.2636742497;0.2701853544;0.1508549798
2.0735004212;2.4587662742;0.2750933299;0.1484009920
2.0838163437;2.5839196485;0.2738663360;0.1398120350
2.0941322662;2.6403613663;0.2689583605;0.1287690902
2.1044481887;2.6195024706;0.2726393421;0.1091371884
2.1147641112;2.5262509368;0.2812282992;0.0907322804
2.1250800337;2.3655147405;0.2824552930;0.0772353479
2.1353959562;2.1532448018;0.2800013053;0.0661924031
2.1457118787;1.8931221025;0.2775473176;0.0625114215
2.1560278012;1.6060055380;0.2775473176;0.0526954706
2.1663437237;1.3004840657;0.2726393421;0.0453335074
2.1766596462;0.9728767037;0.2800013053;0.0404255319
2.1869755687;0.6415883601;0.2750933299;0.0404255319
2.1972914912;0.3507908141;0.2714123483;0.0379715442
2.2076074136;0.1213429614;0.2701853544;0.0391985380
2.2179233361;-0.0418472227;0.2750933299;0.0367445503
2.2282392586;-0.1559576521;0.2714123483;0.0379715442
2.2385551811;-0.2074913945;0.2701853544;0.0379715442
2.2488711036;-0.2001294313;0.2714123483;0.0441065135
2.2591870261;-0.1387797380;0.2726393421;0.0563764522
2.2695029486;-0.0393932350;0.2763203237;0.0686463908
2.2798188711;0.0857601393;0.2714123483;0.0747813601
2.2901347936;0.2293184215;0.2714123483;0.0809163295
2.3004507161;0.3753306914;0.2726393421;0.0784623417
2.3107666386;0.4968030841;0.2738663360;0.0760083540
2.3210825611;0.5826926546;0.2738663360;0.0698733847
2.3313984836;0.6415883601;0.2775473176;0.0637384154
2.3417144061;0.6575392804;0.2836822869;0.0526954706
2.3520303286;0.6170484828;0.2775473176;0.0355175565
2.3623462511;0.5176619798;0.2738663360;0.0244746117
2.3726621735;0.3544717957;0.2714123483;0.0023887221
2.3829780960;0.1336129000;0.2726393421;-0.0258321368
2.3932940185;-0.1301907810;0.2750933299;-0.0626419527
2.4036099410;-0.4308042779;0.2750933299;-0.1006787626
2.4139258635;-0.7461417012;0.2726393421;-0.1448505417
2.4242417860;-1.0762030509;0.2677313667;-0.1865683331
2.4345577085;-1.3964484497;0.2714123483;-0.2307401123
2.4448736310;-1.6835650141;0.2726393421;-0.2663229343
2.4551895535;-1.9216018239;0.2738663360;-0.2994517687
2.4655054760;-2.1179208423;0.2726393421;-0.3239916460
2.4758213985;-2.2602521307;0.2750933299;-0.3473045294
2.4861373210;-2.3375527442;0.2812282992;-0.3681634251
2.4964532435;-2.3449147074;0.2800013053;-0.3767523822
2.5067691660;-2.2872459957;0.2849092808;-0.3853413393
2.5170850885;-2.1743625601;0.2898172562;-0.3841143454
2.5274010110;-2.0087183883;0.3008602010;-0.3718444067
2.5377169334;-1.7952214558;0.3033141887;-0.3558934865
2.5480328559;-1.5780435417;0.3082221642;-0.3374885785
2.5583487784;-1.3559576521;0.3106761519;-0.3104947135
2.5686647009;-1.1485956889;0.3119031458;-0.2920898055
2.5789806234;-0.9841785110;0.3143571335;-0.2687769221
2.5892965459;-0.8737490632;0.3155841274;-0.2565069834
2.5996124684;-0.8185343393;0.3131301397;-0.2491450202
2.6099283909;-0.8283502902;0.3131301397;-0.2466910325
2.6202443134;-0.8995159343;0.3155841274;-0.2565069834
2.6305602359;-1.0185343393;0.3168111213;-0.2663229343
2.6408761584;-1.1890864865;0.3106761519;-0.2896358178
2.6511920809;-1.3878594926;0.3131301397;-0.3117217073
2.6615080034;-1.5989024374;0.3180381151;-0.3399425662
2.6718239259;-1.8173073454;0.3192651090;-0.3767523822
2.6821398484;-2.0025834190;0.3155841274;-0.4147891920
2.6924557709;-2.1633196153;0.3229460906;-0.4503720141
2.7027716933;-2.2798840325;0.3290810599;-0.4835008485
2.7130876158;-2.3301907810;0.3364430231;-0.5092677196
2.7234035383;-2.3216018239;0.3413509986;-0.5264456337
2.7337194608;-2.2467551982;0.3548479311;-0.5411695601
2.7440353833;-2.0970619466;0.3622098943;-0.5362615846
2.7543513058;-1.8872459957;0.3744798329;-0.5239916460
2.7646672283;-1.6320312718;0.3757068268;-0.4920898055
2.7749831508;-1.3473686951;0.3842957838;-0.4442370448
2.7852990733;-1.0516631736;0.3892037593;-0.3951572902
2.7956149958;-0.7645466092;0.3953387286;-0.3436235478
2.8059309183;-0.4946079589;0.4014736980;-0.2847278423
2.8162468408;-0.2393932350;0.4027006918;-0.2295131184
2.8265627633;-0.0111723761;0.4014736980;-0.1620284558
2.8368786858;0.1741036976;0.3990197102;-0.1006787626
2.8471946083;0.3237969491;0.4002467041;-0.0282861245
2.8575105307;0.4207294644;0.4051546795;0.0318365749
2.8678264532;0.4599932681;0.4014736980;0.0858243049
2.8781423757;0.4538582988;0.3990197102;0.1324500718
2.8884582982;0.4084595258;0.3977927164;0.1569899491
2.8987742207;0.3188889736;0.4027006918;0.1827568203
2.9090901432;0.2084595258;0.4014736980;0.1876647957
2.9194060657;0.0931221025;0.3990197102;0.1901187834
2.9297219882;-0.0074913945;0.4051546795;0.1778488448
2.9400379107;-0.1068778975;0.3977927164;0.1655789061
2.9503538332;-0.1829515172;0.3965657225;0.1520819736
2.9606697557;-0.2222153209;0.3928847409;0.1385850411
2.9709856782;-0.2111723761;0.3904307532;0.1299960841
2.9813016007;-0.1547306583;0.3892037593;0.1214071270
2.9916175232;-0.0443012104;0.3867497716;0.1189531393
3.0019334457;0.1127540043;0.3879767654;0.1263151025
3.0122493682;0.3090730227;0.3892037593;0.1385850411
3.0225652906;0.5385208755;0.3916577470;0.1704868816
3.0328812131;0.7986435749;0.3941117348;0.2158856546
3.0431971356;1.0747171945;0.3916577470;0.2686463908
3.0535130581;1.3655147405;0.3965657225;0.3398120350
3.0638289806;1.6415883601;0.4039276857;0.4146586607
3.0741449031;1.8820791577;0.4125166427;0.5005482313
3.0844608256;2.0747171945;0.4149706305;0.5901187834
3.0947767481;2.2121405074;0.4272405691;0.6747813601
3.1050926706;2.2833061515;0.4346025323;0.7484009920
3.1154085931;2.2833061515;0.4444184832;0.8109776792
3.1257245156;2.2231834522;0.4530074403;0.8674193969
3.1360404381;2.1053920411;0.4701853544;0.9115911761
3.1463563606;1.9434288509;0.4787743114;0.9349040595
3.1566722831;1.7520178080;0.4885902624;0.9459470043
3.1669882056;1.5372938816;0.4922712440;0.9385850411
3.1773041281;1.3103000166;0.5033141887;0.9152721577
3.1876200505;1.1017110595;0.5082221642;0.8821433233
3.1979359730;0.9250239430;0.5057681765;0.8367445503
3.2082518955;0.7826926546;0.5069951703;0.7803028325
3.2185678180;0.6992570718;0.5069951703;0.7177261454
3.2288837405;0.6710362129;0.5106761519;0.6551494583
3.2391996630;0.7029380534;0.5045411826;0.5962537528
3.2495155855;0.7863736362;0.5106761519;0.5484009920
3.2598315080;0.9139809982;0.5143571335;0.5152721577
3.2701474305;1.0734902006;0.5180381151;0.4895052865
3.2804633530;1.2514043111;0.5217190967;0.4796893356
3.2907792755;1.4256374399;0.5204921029;0.4821433233
3.3010951980;1.5876006301;0.5266270722;0.4907322804
3.3114111205;1.7225699552;0.5339890354;0.5128181700
3.3217270430;1.8145944951;0.5401240047;0.5361310534
3.3320429655;1.8550852926;0.5425779924;0.5680328939
3.3423588880;1.8440423479;0.5499399556;0.5974807466
3.3526748104;1.7728767037;0.5609829004;0.6281555933
3.3629907329;1.6489503233;0.5683448636;0.6441065135
3.3733066554;1.4624472558;0.5757068268;0.6576034460
3.3836225779;1.2428153540;0.5769338207;0.6563764522
3.3939385004;0.9925086055;0.5830687900;0.6391985380
3.4042544229;0.7103000166;0.5867497716;0.6023887221
3.4145703454;0.4231834522;0.5818417961;0.5496279859
3.4248862679;0.1556987896;0.5769338207;0.4858243049
3.4352021904;-0.0811110264;0.5892037593;0.4036157160
3.4455181129;-0.3019699221;0.5830687900;0.3128181700
3.4558340354;-0.4896999834;0.5744798329;0.2036157160
3.4661499579;-0.6271232963;0.5720258452;0.0882782927
3.4764658804;-0.7056509037;0.5707988513;-0.0123352043
3.4867818029;-0.7387797380;0.5646638820;-0.1166296828
3.4970977254;-0.7265097994;0.5634368881;-0.2258321368
3.5074136479;-0.6688410877;0.5646638820;-0.3362615846
3.5177295703;-0.5780435417;0.5634368881;-0.4270591307
3.5280454928;-0.4762030509;0.5609829004;-0.5019057564
3.5383614153;-0.3571846460;0.5622098943;-0.5595744681
3.5486773378;-0.2295772840;0.5622098943;-0.6086542227
3.5589932603;-0.1154668546;0.5634368881;-0.6417830570
3.5693091828;-0.0246693086;0.5609829004;-0.6638689466
3.5796251053;0.0244104460;0.5536209372;-0.6736848975
3.5899410278;0.0293184215;0.5499399556;-0.6773658791
3.6002569503;-0.0074913945;0.5487129618;-0.6724579037
3.6105728728;-0.1007429282;0.5425779924;-0.6785928730
3.6208887953;-0.2369392472;0.5388970108;-0.6785928730
3.6312047178;-0.4185343393;0.5376700170;-0.6736848975
3.6415206403;-0.6271232963;0.5352160292;-0.6822738546
3.6518365628;-0.8553441552;0.5315350476;-0.6969977810
3.6621524853;-1.0982889405;0.5327620415;-0.7190836705
3.6724684078;-1.3363257503;0.5315350476;-0.7571204804
3.6827843302;-1.5498226828;0.5401240047;-0.8049732411
3.6931002527;-1.7424607196;0.5413509986;-0.8638689466
3.7034161752;-1.8860190018;0.5474859679;-0.9362615846
3.7137320977;-1.9768165478;0.5597559065;-1.0172431797
3.7240480202;-2.0074913945;0.5695718575;-1.1019057564
3.7343639427;-1.9792705356;0.5806148022;-1.1792063699
3.7446798652;-1.8872459957;0.5941117348;-1.2540529957
3.7549957877;-1.7498226828;0.6076086673;-1.3129487012
3.7653117102;-1.5682275908;0.6235595875;-1.3657094374
3.7756276327;-1.3522766705;0.6321485446;-1.4025192534
3.7859435552;-1.1216018239;0.6382835139;-1.4246051429
3.7962594777;-0.9105588791;0.6493264587;-1.4258321368
3.8065754002;-0.7166938485;0.6628233912;-1.4160161859
3.8168913227;-0.5498226828;0.6640503851;-1.3865683331
3.8272072452;-0.4234423147;0.6701853544;-1.3411695601
3.8375231676;-0.3498226828;0.6726393421;-1.2896358178
3.8478390901;-0.3350987564;0.6738663360;-1.2184701736
3.8581550126;-0.3620926215;0.6787743114;-1.1374885785
3.8684709351;-0.4357122534;0.6775473176;-1.0614149589
3.8787868576;-0.5485956889;0.6738663360;-0.9841143454
3.8891027801;-0.6823380202;0.6714123483;-0.9129487012
3.8994187026;-0.8357122534;0.6812282992;-0.8503720141
3.9097346251;-0.9841785110;0.6873632685;-0.7927033024
3.9200505476;-1.1191478362;0.6922712440;-0.7460775356
3.9303664701;-1.2308042779;0.6984062133;-0.7117217073
3.9406823926;-1.3117858730;0.7033141887;-0.6749118914
3.9509983151;-1.3510496767;0.7119031458;-0.6466910325
3.9613142376;-1.3338717626;0.7168111213;-0.6221511552
3.9716301601;-1.2798840325;0.7192651090;-0.5927033024
3.9819460826;-1.1633196153;0.7229460906;-0.5693904190
3.9922620051;-1.0087183883;0.7315350476;-0.5485315233
4.0025779275;-0.8148533577;0.7376700170;-0.5178566767
4.0128938500;-0.6013564251;0.7413509986;-0.4749118914
4.0232097725;-0.3694545847;0.7438049863;-0.4295131184
4.0335256950;-0.1301907810;0.7487129618;-0.3755253883
4.0438416175;0.0943490963;0.7450319802;-0.3068137319
4.0541575400;0.3066190350;0.7388970108;-0.2209241613
4.0644734625;0.4943490963;0.7401240047;-0.1264456337
4.0747893850;0.6489503233;0.7438049863;-0.0221511552
4.0851053075;0.7520178080;0.7413509986;0.0858243049
4.0954212300;0.8170484828;0.7425779924;0.1999347344
4.1057371525;0.8231834522;0.7438049863;0.3091371884
4.1160530750;0.7863736362;0.7438049863;0.4195666362
4.1263689975;0.7115270104;0.7438049863;0.5287690902
4.1366849200;0.6047785442;0.7450319802;0.6342905626
4.1470008425;0.4734902006;0.7425779924;0.7263151025
4.1573167650;0.3225699552;0.7438049863;0.8158856546
4.1676326874;0.1667417344;0.7376700170;0.9005482313
4.1779486099;0.0244104460;0.7413509986;0.9729408693
4.1882645324;-0.0958349528;0.7413509986;1.0330635687
4.1985804549;-0.1915404742;0.7315350476;1.0845973111
4.2088963774;-0.2344852595;0.7254000783;1.1263151025
4.2192122999;-0.2320312718;0.7217190967;1.1668059000
4.2295282224;-0.1829515172;0.7192651090;1.1937997650
4.2398441449;-0.0823380202;0.7155841274;1.2171126485
4.2501600674;0.0563122865;0.7143571335;1.2514684767
4.2604759899;0.2207294644;0.7045411826;1.2809163295
4.2707919124;0.4219564583;0.7143571335;1.3079101945
4.2811078349;0.6293184215;0.7180381151;1.3410390288
4.2914237574;0.8317724092;0.7266270722;1.3704868816
4.3017396799;1.0158214890;0.7327620415;1.4085236914
4.3120556024;1.1691957221;0.7388970108;1.4453335074
4.3223715249;1.2820791577;0.7474859679;1.4809163295
4.3326874473;1.3409748632;0.7573019188;1.5177261454
4.3430033698;1.3422018571;0.7720258452;1.5459470043
4.3533192923;1.2833061515;0.7855227777;1.5815298264
4.3636352148;1.1777846791;0.7953387286;1.6085236914
4.3739511373;1.0231834522;0.8063816734;1.6244746117
4.3842670598;0.8329994031;0.8149706305;1.6257016055
4.3945829823;0.6170484828;0.8198786059;1.6269285994
4.4048989048;0.3986435749;0.8235595875;1.6097506853
4.4152148273;0.1851466423;0.8223325937;1.5864378019
4.4255307498;0.0035515503;0.8211055998;1.5484009920
4.4358466723;-0.1498226828;0.8272405691;1.5030022190
4.4461625948;-0.2639331123;0.8247865814;1.4490144890
4.4564785173;-0.3179208423;0.8100626550;1.3827568203
4.4667944398;-0.3314177748;0.8125166427;1.3201801331
4.4771103623;-0.2884729896;0.8063816734;1.2514684767
4.4874262848;-0.2074913945;0.8063816734;1.1790758387
4.4977422072;-0.0823380202;0.8027006918;1.1079101945
4.5080581297;0.0575392804;0.7965657225;1.0404255319
4.5183740522;0.2133675012;0.7953387286;0.9704868816
4.5286899747;0.3777846791;0.8002467041;0.9042292129
4.5390058972;0.5287049245;0.8027006918;0.8428795196
4.5493218197;0.6587662742;0.8051546795;0.7790758387
4.5596377422;0.7606067650;0.8088356611;0.7164991515
4.5699536647;0.8256374399;0.8186516121;0.6576034460
4.5802695872;0.8452693417;0.8186516121;0.5962537528
4.5905855097;0.8195024706;0.8235595875;0.5275420963
4.6009014322;0.7495638203;0.8223325937;0.4551494583
4.6112173547;0.6452693417;0.8223325937;0.3704868816
4.6215332772;0.5004840657;0.8223325937;0.2821433233
4.6318491997;0.3311589123;0.8149706305;0.1962537528
4.6421651222;0.1520178080;0.8137436366;0.1005482313
4.6524810447;-0.0209883270;0.8149706305;0.0072966976
4.6627969671;-0.1964484497;0.8161976243;-0.0969977810
4.6731128896;-0.3547306583;0.8161976243;-0.2086542227
4.6834288121;-0.4860190018;0.8100626550;-0.3215376583
4.6937447346;-0.5829515172;0.8125166427;-0.4368750816
4.7040606571;-0.6443012104;0.8125166427;-0.5460775356
4.7143765796;-0.6614791245;0.8112896489;-0.6589609712
4.7246925021;-0.6283502902;0.8076086673;-0.7608014620
4.7350084246;-0.5510496767;0.8100626550;-0.8589609712
4.7453243471;-0.4381662411;0.8149706305;-0.9509855110
4.7556402696;-0.2884729896;0.8161976243;-1.0307401123
4.7659561921;-0.1277367932;0.8149706305;-1.0908628116
4.7762721146;0.0489503233;0.8112896489;-1.1571204804
4.7865880371;0.2231834522;0.8125166427;-1.2062002350
4.7969039596;0.3949625933;0.8112896489;-1.2466910325
4.8072198821;0.5458828387;0.8076086673;-1.2859548362
4.8175358045;0.6575392804;0.8027006918;-1.3215376583
4.8278517270;0.7287049245;0.7928847409;-1.3473045294
4.8381676495;0.7544717957;0.7855227777;-1.3706174129
4.8484835720;0.7360668877;0.7769338207;-1.4025192534
4.8587994945;0.6698092190;0.7683448636;-1.4295131184
4.8691154170;0.5618337589;0.7597559065;-1.4528260018
4.8794313395;0.4231834522;0.7499399556;-1.4859548362
4.8897472620;0.2612202620;0.7425779924;-1.5203106644
4.9000631845;0.0968030841;0.7413509986;-1.5497585172
4.9103791070;-0.0590251368;0.7413509986;-1.5865683331
4.9206950295;-0.2062644006;0.7413509986;-1.6282861245
4.9310109520;-0.3252828055;0.7450319802;-1.6638689466
