Time (s);Pressure (kPa)
0.5875847953;101.9513296848;18.4579439252
0.5975438596;101.9066606729;18.2710280374
0.6075029240;101.7727177164;18.2710280374
0.6174619883;101.8619463963;18.6448598131
0.6274210526;102.0853273132;18.4579439252
0.6373801170;101.7278940960;18.6448598131
0.6473391813;101.9513296848;18.4579439252
0.6572982456;101.5493367995;18.4579439252
0.6672573099;101.8619916609;18.0841121495
0.6772163743;101.8173320564;18.4579439252
0.6871754386;101.7278940960;18.6448598131
0.6971345029;101.7724537640;18.8317757009
0.7070935673;101.8173320564;18.4579439252
0.7170526316;101.8173320564;18.4579439252
0.7270116959;101.9513296848;18.4579439252
0.7369707602;101.8173320564;18.4579439252
0.7469298246;101.7724537640;18.8317757009
0.7568888889;101.8619463963;18.6448598131
0.7668479532;101.8173320564;18.4579439252
0.7768070175;101.6387747600;18.2710280374
0.7867660819;101.9513296848;18.4579439252
0.7967251462;101.9513296848;18.4579439252
0.8066842105;101.6833344280;18.4579439252
0.8166432749;101.8619463963;18.6448598131
0.8266023392;101.8173320564;18.4579439252
0.8365614035;101.9066606729;18.2710280374
0.8465204678;101.6833344280;18.4579439252
0.8564795322;101.9513296848;18.4579439252
0.8664385965;101.6833344280;18.4579439252
0.8763976608;101.6387747600;18.2710280374
0.8863567251;101.7724537640;18.8317757009
0.8963157895;101.9513296848;18.4579439252
0.9062748538;101.6833344280;18.4579439252
0.9162339181;101.8173320564;18.4579439252
0.9261929825;101.7727177164;18.2710280374
0.9361520468;101.9065607363;18.8317757009
0.9461111111;101.6833344280;18.4579439252
0.9560701754;101.8173320564;18.4579439252
0.9660292398;101.5493367995;18.4579439252
0.9759883041;101.8173320564;18.4579439252
0.9859473684;101.9513296848;18.4579439252
0.9959064327;102.0406677087;18.8317757009
1.0058654971;101.9066606729;18.2710280374
1.0158245614;101.8173320564;18.4579439252
1.0257836257;101.6833344280;18.4579439252
1.0357426901;101.6834890365;17.8971962617
1.0457017544;101.7278940960;18.6448598131
1.0556608187;101.8173320564;18.4579439252
1.0656198830;102.0406036293;18.2710280374
1.0755789474;101.8619916609;18.0841121495
1.0855380117;101.6833344280;18.4579439252
1.0954970760;101.9066606729;18.2710280374
1.1054561404;101.7278940960;18.6448598131
1.1154152047;101.5493367995;18.4579439252
1.1253742690;102.1297682299;18.0841121495
1.1353333333;101.8173320564;18.4579439252
1.1452923977;101.7281033764;18.0841121495
1.1552514620;101.9513296848;18.4579439252
1.1652105263;101.7727177164;18.2710280374
1.1751695906;101.6833344280;18.4579439252
1.1851286550;101.6833344280;18.4579439252
1.1950877193;101.7278940960;18.6448598131
1.2050467836;102.0406036293;18.2710280374
1.2150058480;101.8173320564;18.4579439252
1.2249649123;101.6833344280;18.4579439252
1.2349239766;101.6383467916;18.8317757009
1.2448830409;101.8619916609;18.0841121495
1.2548421053;101.6833344280;18.4579439252
1.2648011696;101.7727177164;18.2710280374
1.2747602339;101.6387747600;18.2710280374
1.2847192982;101.8619463963;18.6448598131
1.2946783626;101.7727177164;18.2710280374
1.3046374269;101.6833344280;18.4579439252
1.3145964912;101.9065607363;18.8317757009
1.3245555556;101.9513296848;18.4579439252
1.3345146199;101.8173320564;18.4579439252
1.3444736842;101.8173320564;18.4579439252
1.3544327485;101.8173320564;18.4579439252
1.3643918129;101.6833344280;18.4579439252
1.3743508772;101.9513296848;18.4579439252
1.3843099415;101.6833344280;18.4579439252
1.3942690058;101.7727177164;18.2710280374
1.4042280702;101.5493367995;18.4579439252
1.4141871345;101.8619463963;18.6448598131
1.4241461988;101.9066606729;18.2710280374
1.4341052632;101.9513296848;18.4579439252
1.4440643275;101.6387747600;18.2710280374
1.4540233918;101.7727177164;18.2710280374
1.4639824561;101.8173320564;18.4579439252
1.4739415205;101.6834890365;17.8971962617
1.4839005848;101.7727177164;18.2710280374
1.4938596491;101.6387747600;18.2710280374
1.5038187135;101.8173320564;18.4579439252
1.5137777778;101.6387747600;18.2710280374
1.5237368421;101.8173320564;18.4579439252
1.5336959064;101.6387747600;18.2710280374
1.5436549708;101.8173320564;18.4579439252
1.5536140351;101.8173320564;18.4579439252
1.5635730994;101.6833344280;18.4579439252
1.5735321637;101.9065607363;18.8317757009
1.5834912281;101.8173320564;18.4579439252
1.5934502924;101.7727177164;18.2710280374
1.6034093567;101.9513296848;18.4579439252
1.6133684211;101.7727177164;18.2710280374
1.6233274854;101.8173320564;18.4579439252
1.6332865497;101.9958799454;18.0841121495
1.6432456140;101.9959986967;18.6448598131
1.6532046784;101.8173320564;18.4579439252
1.6631637427;101.6387747600;18.2710280374
1.6731228070;101.6833344280;18.4579439252
1.6830818713;101.6833344280;18.4579439252
1.6930409357;101.8173320564;18.4579439252
1.7030000000;101.7727177164;18.2710280374
1.7129590643;101.7727177164;18.2710280374
1.7229181287;101.8173320564;18.4579439252
1.7328771930;101.8173320564;18.4579439252
1.7428362573;101.6833344280;18.4579439252
1.7527953216;101.9513296848;18.4579439252
1.7627543860;101.8173320564;18.4579439252
1.7727134503;101.9513296848;18.4579439252
1.7826725146;101.8173320564;18.4579439252
1.7926315789;101.7727177164;18.2710280374
1.8025906433;101.6387747600;18.2710280374
1.8125497076;101.7727177164;18.2710280374
1.8225087719;101.6833344280;18.4579439252
1.8324678363;101.9513296848;18.4579439252
1.8424269006;101.8173320564;18.4579439252
1.8523859649;101.8173320564;18.4579439252
1.8623450292;101.8173320564;18.4579439252
1.8723040936;102.1300509971;18.6448598131
1.8822631579;101.8173320564;18.4579439252
1.8922222222;101.8173320564;18.4579439252
1.9021812865;101.9959986967;18.6448598131
1.9121403509;101.9959986967;18.6448598131
1.9220994152;101.5942150920;18.0841121495
1.9320584795;101.7727177164;18.2710280374
1.9420175439;101.8173320564;18.4579439252
1.9519766082;101.7281033764;18.0841121495
1.9619356725;101.9959986967;18.6448598131
1.9718947368;101.5493367995;18.4579439252
1.9818538012;101.8173320564;18.4579439252
1.9918128655;101.6387747600;18.2710280374
2.0017719298;101.8619463963;18.6448598131
2.0117309942;101.7727177164;18.2710280374
2.0216900585;101.7278940960;18.6448598131
2.0316491228;101.9066606729;18.2710280374
2.0416081871;101.6834890365;17.8971962617
2.0515672515;102.0853273132;18.4579439252
2.0615263158;101.8173320564;18.4579439252
2.0714853801;101.7727177164;18.2710280374
2.0814444444;101.7278940960;18.6448598131
2.0914035088;101.8173320564;18.4579439252
2.1013625731;101.5493367995;18.4579439252
2.1113216374;101.9513296848;18.4579439252
2.1212807018;101.6387747600;18.2710280374
2.1312397661;101.8173320564;18.4579439252
2.1411988304;101.6833344280;18.4579439252
2.1511578947;101.8173320564;18.4579439252
2.1611169591;102.1297682299;18.0841121495
2.1710760234;101.7727177164;18.2710280374
2.1810350877;101.6387747600;18.2710280374
2.1909941520;101.8173320564;18.4579439252
2.2009532164;101.6833344280;18.4579439252
2.2109122807;101.8173320564;18.4579439252
2.2208713450;101.8619463963;18.6448598131
2.2308304094;102.2193249416;18.4579439252
2.2407894737;101.8619463963;18.6448598131
2.2507485380;101.9066606729;18.2710280374
2.2607076023;101.7727177164;18.2710280374
2.2706666667;101.6387747600;18.2710280374
2.2806257310;101.8173320564;18.4579439252
2.2905847953;101.6387747600;18.2710280374
2.3005438596;101.6833344280;18.4579439252
2.3105029240;101.9513296848;18.4579439252
2.3204619883;101.9066606729;18.2710280374
2.3304210526;101.8173320564;18.4579439252
2.3403801170;101.6387747600;18.2710280374
2.3503391813;101.7727177164;18.2710280374
2.3602982456;101.6833344280;18.4579439252
2.3702573099;101.8173320564;18.4579439252
2.3802163743;102.0853273132;18.4579439252
2.3901754386;101.8173320564;18.4579439252
2.4001345029;101.6833344280;18.4579439252
2.4100935673;101.7278940960;18.6448598131
2.4200526316;101.7278940960;18.6448598131
2.4300116959;101.8173320564;18.4579439252
2.4399707602;101.6833344280;18.4579439252
2.4499298246;101.8619463963;18.6448598131
2.4598888889;101.9513296848;18.4579439252
2.4698479532;101.7727177164;18.2710280374
2.4798070175;102.1300509971;18.6448598131
2.4897660819;101.8173320564;18.4579439252
2.4997251462;101.5938417956;18.6448598131
2.5096842105;101.6383467916;18.8317757009
2.5196432749;101.8173320564;18.4579439252
2.5296023392;101.9959986967;18.6448598131
2.5395614035;102.0853273132;18.4579439252
2.5495204678;101.7727177164;18.2710280374
2.5594795322;102.0853273132;18.4579439252
2.5694385965;101.6387747600;18.2710280374
2.5793976608;101.9066606729;18.2710280374
2.5893567251;101.9959986967;18.6448598131
2.5993157895;101.6387747600;18.2710280374
2.6092748538;101.9513296848;18.4579439252
2.6192339181;101.9513296848;18.4579439252
2.6291929825;101.9513296848;18.4579439252
2.6391520468;101.6833344280;18.4579439252
2.6491111111;101.6833344280;18.4579439252
2.6590701754;101.7727177164;18.2710280374
2.6690292398;101.7281033764;18.0841121495
2.6789883041;101.8173320564;18.4579439252
2.6889473684;101.6833344280;18.4579439252
2.6989064327;101.5938417956;18.6448598131
2.7088654971;101.9513296848;18.4579439252
2.7188245614;101.8173320564;18.4579439252
2.7287836257;101.9065607363;18.8317757009
2.7387426901;101.6833344280;18.4579439252
2.7487017544;101.7724537640;18.8317757009
2.7586608187;101.9959986967;18.6448598131
2.7686198830;101.6833344280;18.4579439252
2.7785789474;101.6833344280;18.4579439252
2.7885380117;101.9959986967;18.6448598131
2.7984970760;101.6833344280;18.4579439252
2.8084561404;101.5942150920;18.0841121495
2.8184152047;101.6833344280;18.4579439252
2.8283742690;101.7727177164;18.2710280374
2.8383333333;101.7727177164;18.2710280374
2.8482923977;101.8173320564;18.4579439252
2.8582514620;101.7727177164;18.2710280374
2.8682105263;101.8173320564;18.4579439252
2.8781695906;101.6833344280;18.4579439252
2.8881286550;101.7727177164;18.2710280374
2.8980877193;101.8173320564;18.4579439252
2.9080467836;101.9513296848;18.4579439252
2.9180058480;101.7727177164;18.2710280374
2.9279649123;101.8173320564;18.4579439252
2.9379239766;102.0406677087;18.8317757009
2.9478830409;101.9065607363;18.8317757009
2.9578421053;101.6833344280;18.4579439252
2.9678011696;101.8173320564;18.4579439252
2.9777602339;101.8173320564;18.4579439252
2.9877192982;101.9066606729;18.2710280374
2.9976783626;101.6833344280;18.4579439252
3.0076374269;101.8173320564;18.4579439252
3.0175964912;101.5493367995;18.4579439252
3.0275555556;101.9513296848;18.4579439252
3.0375146199;101.9513296848;18.4579439252
3.0474736842;101.6833344280;18.4579439252
3.0574327485;101.6387747600;18.2710280374
3.0673918129;101.8173320564;18.4579439252
3.0773508772;101.9066606729;18.2710280374
3.0873099415;102.1300509971;18.6448598131
3.0972690058;101.8173320564;18.4579439252
3.1072280702;101.7727177164;18.2710280374
3.1171871345;101.8619463963;18.6448598131
3.1271461988;101.8173320564;18.4579439252
3.1371052632;101.7727177164;18.2710280374
3.1470643275;101.6387747600;18.2710280374
3.1570233918;101.8173320564;18.4579439252
3.1669824561;101.6833344280;18.4579439252
3.1769415205;101.9513296848;18.4579439252
3.1869005848;101.9959986967;18.6448598131
3.1968596491;101.8173320564;18.4579439252
3.2068187135;101.8619463963;18.6448598131
3.2167777778;101.8173320564;18.4579439252
3.2267368421;101.6833344280;18.4579439252
3.2366959064;101.6833344280;18.4579439252
3.2466549708;101.9066606729;18.2710280374
3.2566140351;101.6387747600;18.2710280374
3.2665730994;101.8173320564;18.4579439252
3.2765321637;101.7727177164;18.2710280374
3.2864912281;101.7727177164;18.2710280374
3.2964502924;102.0853273132;18.4579439252
3.3064093567;101.9959986967;18.6448598131
3.3163684211;101.8173320564;18.4579439252
3.3263274854;101.8173320564;18.4579439252
3.3362865497;101.7727177164;18.2710280374
3.3462456140;101.6833344280;18.4579439252
3.3562046784;101.9066606729;18.2710280374
3.3661637427;101.8619463963;18.6448598131
3.3761228070;101.6833344280;18.4579439252
3.3860818713;101.9959986967;18.6448598131
3.3960409357;101.7727177164;18.2710280374
3.4060000000;101.8173320564;18.4579439252
3.4159590643;101.6833344280;18.4579439252
3.4259181287;101.7724537640;18.8317757009
3.4358771930;101.6833344280;18.4579439252
3.4458362573;101.8173320564;18.4579439252
3.4557953216;101.8173320564;18.4579439252
3.4657543860;101.6387747600;18.2710280374
3.4757134503;102.2193249416;18.4579439252
3.4856725146;101.9513296848;18.4579439252
3.4956315789;101.8173320564;18.4579439252
3.5055906433;101.9065607363;18.8317757009
3.5155497076;101.8173320564;18.4579439252
3.5255087719;102.2641032975;18.6448598131
3.5354678363;101.9513296848;18.4579439252
3.5454269006;101.9065607363;18.8317757009
3.5553859649;101.9066606729;18.2710280374
3.5653450292;101.9065607363;18.8317757009
3.5753040936;101.8173320564;18.4579439252
3.5852631579;101.6833344280;18.4579439252
3.5952222222;101.6833344280;18.4579439252
3.6051812865;101.6387747600;18.2710280374
3.6151403509;101.8173320564;18.4579439252
3.6250994152;101.9065607363;18.8317757009
3.6350584795;101.5493367995;18.4579439252
3.6450175439;101.8173320564;18.4579439252
3.6549766082;101.6833344280;18.4579439252
3.6649356725;101.8619463963;18.6448598131
3.6748947368;101.6833344280;18.4579439252
3.6848538012;101.8619463963;18.6448598131
3.6948128655;101.6833344280;18.4579439252
3.7047719298;101.8619463963;18.6448598131
3.7147309942;101.7727177164;18.2710280374
3.7246900585;101.8173320564;18.4579439252
3.7346491228;101.9513296848;18.4579439252
3.7446081871;101.8173320564;18.4579439252
3.7545672515;101.7724537640;18.8317757009
3.7645263158;101.7278940960;18.6448598131
3.7744853801;101.9959986967;18.6448598131
3.7844444444;101.9959986967;18.6448598131
3.7944035088;101.7278940960;18.6448598131
3.8043625731;101.6387747600;18.2710280374
3.8143216374;102.0853273132;18.4579439252
3.8242807018;101.6833344280;18.4579439252
3.8342397661;101.7278940960;18.6448598131
3.8441988304;101.8173320564;18.4579439252
3.8541578947;101.7727177164;18.2710280374
3.8641169591;101.8173320564;18.4579439252
3.8740760234;101.5493367995;18.4579439252
3.8840350877;101.6833344280;18.4579439252
3.8939941520;101.6833344280;18.4579439252
3.9039532164;101.8173320564;18.4579439252
3.9139122807;101.8619463963;18.6448598131
3.9238713450;101.8619463963;18.6448598131
3.9338304094;101.6387747600;18.2710280374
3.9437894737;101.8173320564;18.4579439252
3.9537485380;101.8173320564;18.4579439252
3.9637076023;101.8173320564;18.4579439252
3.9736666667;101.8619463963;18.6448598131
3.9836257310;101.5942150920;18.0841121495
3.9935847953;101.6833344280;18.4579439252
4.0035438596;101.8173320564;18.4579439252
4.0135029240;101.9513296848;18.4579439252
4.0234619883;101.7727177164;18.2710280374
4.0334210526;101.8173320564;18.4579439252
4.0433801170;101.8173320564;18.4579439252
4.0533391813;101.7724537640;18.8317757009
4.0632982456;101.6833344280;18.4579439252
4.0732573099;102.1745465858;18.2710280374
4.0832163743;101.9513296848;18.4579439252
4.0931754386;101.8619463963;18.6448598131
4.1031345029;101.8173320564;18.4579439252
4.1130935673;101.8173320564;18.4579439252
4.1230526316;101.8173320564;18.4579439252
4.1330116959;101.6833344280;18.4579439252
4.1429707602;101.6387747600;18.2710280374
4.1529298246;101.8173320564;18.4579439252
4.1628888889;101.7281033764;18.0841121495
4.1728479532;101.6833344280;18.4579439252
4.1828070175;101.8173320564;18.4579439252
4.1927660819;101.8173320564;18.4579439252
4.2027251462;101.8173320564;18.4579439252
4.2126842105;101.6833344280;18.4579439252
4.2226432749;102.0406036293;18.2710280374
4.2326023392;101.7727177164;18.2710280374
4.2425614035;101.6387747600;18.2710280374
4.2525204678;101.6387747600;18.2710280374
4.2624795322;101.6833344280;18.4579439252
4.2724385965;101.9513296848;18.4579439252
4.2823976608;101.6833344280;18.4579439252
4.2923567251;101.5942150920;18.0841121495
4.3023157895;101.6833344280;18.4579439252
4.3122748538;101.7727177164;18.2710280374
4.3222339181;101.9513296848;18.4579439252
4.3321929825;102.0853273132;18.4579439252
4.3421520468;101.7278940960;18.6448598131
4.3521111111;101.9959986967;18.6448598131
4.3620701754;101.6833344280;18.4579439252
4.3720292398;101.7278940960;18.6448598131
4.3819883041;101.8173320564;18.4579439252
4.3919473684;101.7727177164;18.2710280374
4.4019064327;101.5938417956;18.6448598131
4.4118654971;101.7727177164;18.2710280374
4.4218245614;101.6833344280;18.4579439252
4.4317836257;101.8173320564;18.4579439252
4.4417426901;101.8173320564;18.4579439252
4.4517017544;102.0853273132;18.4579439252
4.4616608187;101.6833344280;18.4579439252
4.4716198830;102.0853273132;18.4579439252
4.4815789474;101.7281033764;18.0841121495
4.4915380117;101.8173320564;18.4579439252
4.5014970760;101.7727177164;18.2710280374
4.5114561404;101.8173320564;18.4579439252
4.5214152047;101.7727177164;18.2710280374
4.5313742690;101.8173320564;18.4579439252
4.5413333333;101.7727177164;18.2710280374
4.5512923977;102.2193249416;18.4579439252
4.5612514620;101.6833344280;18.4579439252
4.5712105263;101.6387747600;18.2710280374
4.5811695906;101.7281033764;18.0841121495
4.5911286550;101.8173320564;18.4579439252
4.6010877193;102.0853273132;18.4579439252
4.6110467836;101.8619463963;18.6448598131
4.6210058480;101.9065607363;18.8317757009
4.6309649123;101.7278940960;18.6448598131
4.6409239766;101.8173320564;18.4579439252
4.6508830409;101.6833344280;18.4579439252
4.6608421053;101.6833344280;18.4579439252
4.6708011696;101.7727177164;18.2710280374
4.6807602339;101.8173320564;18.4579439252
4.6907192982;101.8173320564;18.4579439252
4.7006783626;101.8619463963;18.6448598131
4.7106374269;101.6833344280;18.4579439252
4.7205964912;102.0853273132;18.4579439252
4.7305555556;101.8619463963;18.6448598131
4.7405146199;102.0406677087;18.8317757009
4.7504736842;101.6833344280;18.4579439252
4.7604327485;101.5493367995;18.4579439252
4.7703918129;101.8173320564;18.4579439252
4.7803508772;101.8619463963;18.6448598131
4.7903099415;101.8173320564;18.4579439252
4.8002690058;101.6833344280;18.4579439252
4.8102280702;102.1300509971;18.6448598131
4.8201871345;101.8173320564;18.4579439252
4.8301461988;101.6833344280;18.4579439252
4.8401052632;101.6833344280;18.4579439252
4.8500643275;101.8173320564;18.4579439252
4.8600233918;101.7278940960;18.6448598131
4.8699824561;101.9513296848;18.4579439252
4.8799415205;101.7278940960;18.6448598131
4.8899005848;101.9959986967;18.6448598131
4.8998596491;101.8173320564;18.4579439252
4.9098187135;101.6833344280;18.4579439252
4.9197777778;101.6387747600;18.2710280374
4.9297368421;101.7278940960;18.6448598131
4.9396959064;101.9513296848;18.4579439252
4.9496549708;101.6833344280;18.4579439252
4.9596140351;101.8619463963;18.6448598131
4.9695730994;101.7727177164;18.2710280374
4.9795321637;101.8173320564;18.4579439252
4.9894912281;101.8173320564;18.4579439252
4.9994502924;101.5048318035;18.2710280374
5.0094093567;101.8173320564;18.4579439252
5.0193684211;101.9513296848;18.4579439252
5.0293274854;101.9959986967;18.6448598131
5.0392865497;101.6383467916;18.8317757009
5.0492456140;101.8173320564;18.4579439252
5.0592046784;101.8173320564;18.4579439252
5.0691637427;101.9513296848;18.4579439252
5.0791228070;101.8619463963;18.6448598131
5.0890818713;102.0406677087;18.8317757009
5.0990409357;101.8619463963;18.6448598131
5.1090000000;101.8173320564;18.4579439252
5.1189590643;101.6387747600;18.2710280374
5.1289181287;101.8619463963;18.6448598131
5.1388771930;101.5048318035;18.2710280374
5.1488362573;101.6833344280;18.4579439252
5.1587953216;101.7281033764;18.0841121495
5.1687543860;101.7278940960;18.6448598131
5.1787134503;102.0406677087;18.8317757009
5.1886725146;101.8619463963;18.6448598131
5.1986315789;101.8173320564;18.4579439252
5.2085906433;101.8173320564;18.4579439252
5.2185497076;101.7278940960;18.6448598131
5.2285087719;101.8173320564;18.4579439252
5.2384678363;101.8173320564;18.4579439252
5.2484269006;101.8173320564;18.4579439252
5.2583859649;101.7278940960;18.6448598131
5.2683450292;101.6833344280;18.4579439252
5.2783040936;101.8619463963;18.6448598131
5.2882631579;101.6833344280;18.4579439252
5.2982222222;101.6833344280;18.4579439252
5.3081812865;101.8619463963;18.6448598131
5.3181403509;101.8619463963;18.6448598131
5.3280994152;101.8173320564;18.4579439252
5.3380584795;101.8619463963;18.6448598131
5.3480175439;101.6833344280;18.4579439252
5.3579766082;101.7727177164;18.2710280374
5.3679356725;101.7727177164;18.2710280374
5.3778947368;102.1300509971;18.6448598131
5.3878538012;101.8173320564;18.4579439252
5.3978128655;101.9066606729;18.2710280374
5.4077719298;102.0853273132;18.4579439252
5.4177309942;102.0853273132;18.4579439252
5.4276900585;101.8619463963;18.6448598131
5.4376491228;101.8619463963;18.6448598131
5.4476081871;101.8173320564;18.4579439252
5.4575672515;102.1300509971;18.6448598131
5.4675263158;101.8619463963;18.6448598131
5.4774853801;101.7724537640;18.8317757009
5.4874444444;101.6833344280;18.4579439252
5.4974035088;101.6833344280;18.4579439252
5.5073625731;101.9959986967;18.6448598131
5.5173216374;101.9513296848;18.4579439252
5.5272807018;101.6833344280;18.4579439252
5.5372397661;101.9066606729;18.2710280374
5.5471988304;101.7278940960;18.6448598131
5.5571578947;101.8173320564;18.4579439252
5.5671169591;101.7727177164;18.2710280374
5.5770760234;101.8619463963;18.6448598131
5.5870350877;101.8173320564;18.4579439252
5.5969941520;101.7727177164;18.2710280374
5.6069532164;101.9513296848;18.4579439252
5.6169122807;101.5493367995;18.4579439252
5.6268713450;101.8619463963;18.6448598131
5.6368304094;101.8619463963;18.6448598131
5.6467894737;101.9513296848;18.4579439252
5.6567485380;101.8619463963;18.6448598131
5.6667076023;101.8173320564;18.4579439252
5.6766666667;101.9513296848;18.4579439252
5.6866257310;101.8173320564;18.4579439252
5.6965847953;101.9066606729;18.2710280374
5.7065438596;101.8619463963;18.6448598131
5.7165029240;101.9065607363;18.8317757009
5.7264619883;101.8619463963;18.6448598131
5.7364210526;101.6833344280;18.4579439252
5.7463801170;101.9513296848;18.4579439252
5.7563391813;101.8173320564;18.4579439252
5.7662982456;101.9513296848;18.4579439252
5.7762573099;101.9513296848;18.4579439252
5.7862163743;101.6833344280;18.4579439252
5.7961754386;101.9066606729;18.2710280374
5.8061345029;101.5942150920;18.0841121495
5.8160935673;101.9065607363;18.8317757009
5.8260526316;101.7727177164;18.2710280374
5.8360116959;101.7724537640;18.8317757009
5.8459707602;101.7724537640;18.8317757009
5.8559298246;101.8619463963;18.6448598131
5.8658888889;102.1300509971;18.6448598131
5.8758479532;101.7724537640;18.8317757009
5.8858070175;101.8173320564;18.4579439252
5.8957660819;101.8173320564;18.4579439252
5.9057251462;102.0406677087;18.8317757009
5.9156842105;101.7278940960;18.6448598131
5.9256432749;101.6833344280;18.4579439252
5.9356023392;101.8173320564;18.4579439252
5.9455614035;101.5493367995;18.4579439252
5.9555204678;101.8619463963;18.6448598131
5.9654795322;101.8173320564;18.4579439252
5.9754385965;101.9513296848;18.4579439252
5.9853976608;101.8619463963;18.6448598131
5.9953567251;101.6833344280;18.4579439252
6.0053157895;101.9958799454;18.0841121495
6.0152748538;101.8173320564;18.4579439252
6.0252339181;101.8619463963;18.6448598131
6.0351929825;101.6833344280;18.4579439252
6.0451520468;101.8173320564;18.4579439252
6.0551111111;101.9066606729;18.2710280374
6.0650701754;101.8173320564;18.4579439252
6.0750292398;101.9065607363;18.8317757009
6.0849883041;101.6387747600;18.2710280374
6.0949473684;101.9959986967;18.6448598131
6.1049064327;101.8619463963;18.6448598131
6.1148654971;101.9959986967;18.6448598131
6.1248245614;101.8619463963;18.6448598131
6.1347836257;101.9065607363;18.8317757009
6.1447426901;101.6387747600;18.2710280374
6.1547017544;101.5942150920;18.0841121495
6.1646608187;101.6833344280;18.4579439252
6.1746198830;101.8173320564;18.4579439252
6.1845789474;101.6387747600;18.2710280374
6.1945380117;102.0853273132;18.4579439252
6.2044970760;101.6833344280;18.4579439252
6.2144561404;101.8173320564;18.4579439252
6.2244152047;101.7278940960;18.6448598131
6.2343742690;101.9513296848;18.4579439252
6.2443333333;101.8173320564;18.4579439252
6.2542923977;101.8619463963;18.6448598131
6.2642514620;101.6383467916;18.8317757009
6.2742105263;101.6387747600;18.2710280374
6.2841695906;101.7727177164;18.2710280374
6.2941286550;102.0853273132;18.4579439252
6.3040877193;101.9513296848;18.4579439252
6.3140467836;101.7278940960;18.6448598131
6.3240058480;101.8619463963;18.6448598131
6.3339649123;101.8173320564;18.4579439252
6.3439239766;101.8173320564;18.4579439252
6.3538830409;101.8619463963;18.6448598131
6.3638421053;101.8173320564;18.4579439252
6.3738011696;101.8173320564;18.4579439252
6.3837602339;101.9065607363;18.8317757009
6.3937192982;101.7727177164;18.2710280374
6.4036783626;102.0853273132;18.4579439252
6.4136374269;102.0406036293;18.2710280374
6.4235964912;101.8173320564;18.4579439252
6.4335555556;101.6833344280;18.4579439252
6.4435146199;101.9959986967;18.6448598131
6.4534736842;102.0853273132;18.4579439252
6.4634327485;101.8619463963;18.6448598131
6.4733918129;101.8173320564;18.4579439252
6.4833508772;102.0406036293;18.2710280374
6.4933099415;101.7278940960;18.6448598131
6.5032690058;101.8619463963;18.6448598131
6.5132280702;101.7278940960;18.6448598131
6.5231871345;101.6833344280;18.4579439252
6.5331461988;101.8173320564;18.4579439252
6.5431052632;102.1300509971;18.6448598131
6.5530643275;101.9959986967;18.6448598131
6.5630233918;101.8619463963;18.6448598131
6.5729824561;101.8619463963;18.6448598131
6.5829415205;101.7278940960;18.6448598131
6.5929005848;101.6833344280;18.4579439252
6.6028596491;101.6833344280;18.4579439252
6.6128187135;101.5493367995;18.4579439252
6.6227777778;101.9513296848;18.4579439252
