Time (s);ωx (rad/s);ωy (rad/s);ωz (rad/s)
0.7005686630;-0.0001294313;-0.0218391855;-0.0196971675
0.7108711434;0.0035515503;-0.0120232346;-0.0233781491
0.7211736237;0.0060055380;-0.0046612714;-0.0246051429
0.7314761041;0.0182754767;0.0014736980;-0.0282861245
0.7417785844;0.0244104460;0.0112896489;-0.0307401123
0.7520810647;0.0207294644;0.0174246182;-0.0258321368
0.7623835451;0.0133675012;0.0247865814;-0.0172431797
0.7726860254;0.0072325319;0.0321485446;-0.0012922595
0.7829885057;0.0010975626;0.0382835139;0.0036157160
0.7932909861;-0.0025834190;0.0358295262;0.0036157160
0.8035934664;-0.0111723761;0.0395105078;0.0036157160
0.8138959468;-0.0185343393;0.0395105078;0.0023887221
0.8241984271;-0.0222153209;0.0260135753;0.0072966976
0.8345009074;-0.0246693086;0.0260135753;0.0072966976
0.8448033878;-0.0197613331;0.0223325937;0.0072966976
0.8551058681;-0.0246693086;0.0149706305;0.0060697037
0.8654083485;-0.0234423147;0.0100626550;0.0158856546
0.8757108288;-0.0209883270;-0.0022072836;0.0183396423
0.8860133091;-0.0222153209;-0.0046612714;0.0122046730
0.8963157895;-0.0295772840;0.0002467041;0.0072966976
0.9066182698;-0.0516631736;-0.0009802898;0.0158856546
0.9169207502;-0.0762030509;-0.0034342775;0.0367445503
0.9272232305;-0.1007429282;-0.0095692468;0.0600574338
0.9375257108;-0.1473686951;-0.0169312100;0.0993212374
0.9478281912;-0.1645466092;-0.0267471609;0.1508549798
0.9581306715;-0.1400067319;-0.0402440935;0.1864378019
0.9684331518;-0.1166938485;-0.0549680198;0.1974807466
0.9787356322;-0.0835650141;-0.0696919462;0.1704868816
0.9890381125;-0.0393932350;-0.0745999217;0.1263151025
0.9993405929;-0.0001294313;-0.0844158726;0.0612844276
1.0096430732;0.0231834522;-0.0868698603;0.0122046730
1.0199455535;0.0280914276;-0.0758269155;-0.0147891920
1.0302480339;0.0145944951;-0.0611029892;-0.0356480877
1.0405505142;0.0047785442;-0.0463790628;-0.0601879650
1.0508529946;0.0010975626;-0.0304281425;-0.0945437932
1.0611554749;0.0133675012;-0.0218391855;-0.1411695601
1.0714579552;0.0096865196;-0.0206121916;-0.1865683331
1.0817604356;0.0145944951;-0.0144772223;-0.2147891920
1.0920629159;0.0219564583;0.0039276857;-0.2368750816
1.1023653962;0.0219564583;0.0223325937;-0.2356480877
1.1126678766;0.0195024706;0.0419644955;-0.2258321368
1.1229703569;0.0256374399;0.0542344341;-0.2172431797
1.1332728373;0.0305454153;0.0566884219;-0.1951572902
1.1435753176;0.0244104460;0.0640503851;-0.1522125049
1.1538777979;0.0379073785;0.0750933299;-0.0859548362
1.1641802783;0.0379073785;0.0800013053;-0.0123352043
1.1744827586;0.0231834522;0.0787743114;0.0502414828
1.1847852390;0.0170484828;0.0750933299;0.1103641822
1.1950877193;0.0145944951;0.0726393421;0.1618979246
1.2053901996;0.0133675012;0.0628233912;0.2023887221
1.2156926800;0.0170484828;0.0468724710;0.2281555933
1.2259951603;0.0072325319;0.0247865814;0.2465605012
1.2362976407;-0.0025834190;0.0125166427;0.2661924031
1.2466001210;-0.0136263638;-0.0046612714;0.2845973111
1.2569026013;-0.0123993699;-0.0206121916;0.2809163295
1.2672050817;-0.0197613331;-0.0279741548;0.2465605012
1.2775075620;-0.0160803515;-0.0218391855;0.2085236914
1.2878100423;-0.0173073454;-0.0058882652;0.1692598877
1.2981125227;-0.0209883270;0.0137436366;0.1140451638
1.3084150030;-0.0074913945;0.0419644955;0.0453335074
1.3187174834;0.0109135135;0.0652773789;-0.0184701736
1.3290199637;0.0109135135;0.0984062133;-0.0871818300
1.3393224440;-0.0185343393;0.1376700170;-0.1595744681
1.3496249244;-0.0074913945;0.1781608145;-0.2184701736
1.3599274047;0.0514043111;0.2149706305;-0.2430100509
1.3702298851;0.0796251699;0.2407375016;-0.2307401123
1.3805323654;0.0845331454;0.2689583605;-0.1841143454
1.3908348457;0.1372938816;0.3057681765;-0.0847278423
1.4011373261;0.2452693417;0.3523939433;0.0060697037
1.4114398064;0.3115270104;0.3977927164;0.0674193969
1.4217422868;0.4636742497;0.4382835139;0.0858243049
1.4320447671;0.8685822252;0.4554614280;0.0760083540
1.4423472474;1.2121405074;0.4665043728;0.0379715442
1.4526497278;1.5176619798;0.4763203237;0.0195666362
1.4629522081;1.8808521638;0.4763203237;0.0441065135
1.4732546884;2.2833061515;0.4775473176;0.1042292129
1.4835571688;2.5863736362;0.4787743114;0.1717138755
1.4938596491;2.7495638203;0.4763203237;0.2318365749
1.5041621295;2.8035515503;0.4775473176;0.3005482313
1.5144646098;2.7299319184;0.4812282992;0.3717138755
1.5247670901;2.5250239430;0.4836822869;0.4404255319
1.5350695705;2.2354533908;0.4934982378;0.4845973111
1.5453720508;1.9103000166;0.4910442501;0.5091371884
1.5556745312;1.5507908141;0.4984062133;0.5091371884
1.5659770115;1.1741036976;0.4971792194;0.4931862681
1.5762794918;0.8035515503;0.4971792194;0.4661924031
1.5865819722;0.4869871331;0.4971792194;0.4232476178
1.5968844525;0.2379073785;0.4996332072;0.3766218509
1.6071869328;0.0747171945;0.4984062133;0.3226341209
1.6174894132;0.0268644338;0.5057681765;0.2686463908
1.6277918935;0.0980300779;0.4996332072;0.2257016055
1.6380943739;0.3053920411;0.4971792194;0.1974807466
1.6483968542;0.6133675012;0.4971792194;0.1766218509
1.6586993345;0.9961895871;0.5008602010;0.1778488448
1.6690018149;1.4354533908;0.5057681765;0.1913457773
1.6793042952;1.9004840657;0.5094491581;0.2134316669
1.6896067756;2.3532448018;0.5155841274;0.2526954706
1.6999092559;2.7790116730;0.5155841274;0.3066832006
1.7102117362;3.1728767037;0.5192651090;0.3766218509
1.7205142166;3.4943490963;0.5241730845;0.4625114215
1.7308166969;3.7029380534;0.5401240047;0.5569899491
1.7411191773;3.7655147405;0.5474859679;0.6453335074
1.7514216576;3.6734902006;0.5573019188;0.7164991515
1.7617241379;3.4452693417;0.5720258452;0.7704868816
1.7720266183;3.1188889736;0.5867497716;0.8023887221
1.7823290986;2.7164349859;0.5941117348;0.7962537528
1.7926315789;2.2649012436;0.6076086673;0.7631249184
1.8029340593;1.7851466423;0.6186516121;0.7189531393
1.8132365396;1.2894411209;0.6198786059;0.6588304399
1.8235390200;0.8514043111;0.6260135753;0.5925727712
1.8338415003;0.4943490963;0.6247865814;0.5152721577
1.8441439806;0.1127540043;0.6309215507;0.4085236914
1.8544464610;-0.2295772840;0.6395105078;0.2735543663
1.8647489413;-0.4369392472;0.6431914894;0.1496279859
1.8750514217;-0.5007429282;0.6407375016;0.0563764522
1.8853539020;-0.4553441552;0.6395105078;-0.0074272288
1.8956563823;-0.2982889405;0.6468724710;-0.0700039159
1.9059588627;-0.0308042779;0.6431914894;-0.1190836705
1.9162613430;0.2796251699;0.6419644955;-0.1448505417
1.9265638234;0.5667417344;0.6456454771;-0.1411695601
1.9368663037;0.8440423479;0.6444184832;-0.1190836705
1.9471687840;1.1409748632;0.6419644955;-0.0822738546
1.9574712644;1.4293184215;0.6333755384;-0.0331941000
1.9677737447;1.6391343724;0.6309215507;0.0244746117
1.9780762250;1.7507908141;0.6272405691;0.0735543663
1.9883787054;1.7679687282;0.6284675630;0.1201801331
1.9986811857;1.6783981761;0.6296945568;0.1668059000
2.0089836661;1.4759441884;0.6247865814;0.2036157160
2.0192861464;1.1863736362;0.6235595875;0.2244746117
2.0295886267;0.8464963356;0.6260135753;0.2207936301
2.0398911071;0.4489503233;0.6198786059;0.1888917896
2.0501935874;-0.0197613331;0.6223325937;0.1287690902
2.0604960678;-0.5228288178;0.6198786059;0.0416525258
2.0707985481;-1.0013564251;0.6174246182;-0.0626419527
2.0811010284;-1.4504361797;0.6174246182;-0.1927033024
2.0914035088;-1.8676140939;0.6223325937;-0.3387155724
2.1017059891;-2.2479821920;0.6284675630;-0.5031327503
2.1120084694;-2.5363257503;0.6382835139;-0.6712309098
2.1223109498;-2.7203748301;0.6591424096;-0.8307401123
2.1326134301;-2.7866324988;0.6763203237;-0.9767523822
2.1429159105;-2.7387797380;0.6934982378;-1.1166296828
2.1532183908;-2.5743625601;0.7180381151;-1.2319671061
2.1635208711;-2.3289637871;0.7401240047;-1.3154026889
2.1738233515;-2.0209883270;0.7646638820;-1.3632554497
