Time (s);ωx (rad/s);ωy (rad/s);ωz (rad/s)
0.4336073501;-0.1731355662;-0.0242931732;0.3164991515
0.4439313346;-0.2320312718;-0.0169312100;0.3766218509
0.4542553191;-0.2688410877;-0.0120232346;0.4318365749
0.4645793037;-0.2884729896;-0.0046612714;0.4391985380
0.4749032882;-0.2884729896;0.0088356611;0.3852108080
0.4852272727;-0.2725220693;0.0198786059;0.2944132620
0.4955512573;-0.2492091859;0.0456454771;0.1704868816
0.5058752418;-0.2001294313;0.0554614280;0.0428795196
0.5161992263;-0.1633196153;0.0603694035;-0.0589609712
0.5265232108;-0.1166938485;0.0775473176;-0.1423965540
0.5368471954;-0.0627061184;0.0922712440;-0.2111082104
0.5471711799;0.0109135135;0.1155841274;-0.2589609712
0.5574951644;0.0857601393;0.1303080538;-0.2835008485
0.5678191489;0.1471098325;0.1388970108;-0.2994517687
0.5781431335;0.1851466423;0.1462589740;-0.3043597442
0.5884671180;0.1974165810;0.1523939433;-0.2933167994
0.5987911025;0.1790116730;0.1474859679;-0.2761388853
0.6091150870;0.1520178080;0.1303080538;-0.2331941000
0.6194390716;0.1434288509;0.1119031458;-0.1755253883
0.6297630561;0.1274779307;0.0873632685;-0.1129487012
0.6400870406;0.1066190350;0.0603694035;-0.0282861245
0.6504110251;0.0820791577;0.0346025323;0.0588304399
0.6607350097;0.0550852926;0.0088356611;0.1287690902
0.6710589942;0.0109135135;-0.0120232346;0.1925727712
0.6813829787;-0.0443012104;-0.0328821303;0.2441065135
0.6917069632;-0.1166938485;-0.0488330505;0.2796893356
0.7020309478;-0.1964484497;-0.0525140321;0.2956402558
0.7123549323;-0.2712950755;-0.0512870382;0.2944132620
0.7226789168;-0.3240558116;-0.0451520689;0.2686463908
0.7330029014;-0.3326447687;-0.0377901057;0.2207936301
0.7433268859;-0.3375527442;-0.0279741548;0.1606709307
0.7536508704;-0.3166938485;-0.0046612714;0.1128181700
0.7639748549;-0.2798840325;0.0235595875;0.0698733847
0.7742988395;-0.2209883270;0.0480994648;0.0146586607
0.7846228240;-0.1301907810;0.0628233912;-0.0540529957
0.7949468085;-0.0099453822;0.0812282992;-0.1104947135
0.8052707930;0.0955760902;0.0959522256;-0.1657094374
0.8155947776;0.1876006301;0.1204921029;-0.2098812166
0.8259187621;0.2710362129;0.1499399556;-0.2258321368
0.8362427466;0.3262509368;0.1671178697;-0.2258321368
0.8465667311;0.3556987896;0.1842957838;-0.2258321368
0.8568907157;0.3606067650;0.1953387286;-0.2160161859
0.8672147002;0.3397478693;0.1953387286;-0.2049732411
0.8775386847;0.2968030841;0.1769338207;-0.1976112779
0.8878626692;0.2624472558;0.1548479311;-0.2086542227
0.8981866538;0.2207294644;0.1229460906;-0.2098812166
0.9085106383;0.1679687282;0.0898172562;-0.2025192534
0.9188346228;0.1164349859;0.0615963973;-0.1706174129
0.9291586074;0.0661282374;0.0444184832;-0.1178566767
0.9394825919;0.0195024706;0.0272405691;-0.0515990080
0.9498065764;-0.0406202288;0.0063816734;-0.0012922595
0.9601305609;-0.1056509037;-0.0058882652;0.0342905626
0.9704545455;-0.1485956889;-0.0107962407;0.0625114215
0.9807785300;-0.1719085724;-0.0083422530;0.0833703172
0.9911025145;-0.1694545847;-0.0034342775;0.0944132620
1.0014264990;-0.1473686951;0.0051546795;0.1128181700
1.0117504836;-0.1228288178;0.0112896489;0.1361310534
1.0220744681;-0.1068778975;0.0296945568;0.1520819736
1.0323984526;-0.0909269773;0.0431914894;0.1618979246
1.0427224371;-0.0823380202;0.0628233912;0.1508549798
1.0530464217;-0.0823380202;0.0836822869;0.1299960841
1.0633704062;-0.0872459957;0.1143571335;0.0919592742
1.0736943907;-0.0884729896;0.1388970108;0.0416525258
1.0840183752;-0.0860190018;0.1622098943;-0.0258321368
1.0943423598;-0.0921539712;0.1904307532;-0.0982247748
1.1046663443;-0.0933809650;0.2235595875;-0.1681634251
1.1149903288;-0.0958349528;0.2505534526;-0.2356480877
1.1253143133;-0.1081048914;0.2714123483;-0.2785928730
1.1356382979;-0.1044239098;0.2984062133;-0.2920898055
1.1459622824;-0.0933809650;0.3069951703;-0.2920898055
1.1562862669;-0.0811110264;0.3094491581;-0.2675499282
1.1666102515;-0.0590251368;0.2910442501;-0.2307401123
1.1769342360;-0.0357122534;0.2431914894;-0.1890223208
1.1872582205;-0.0136263638;0.1953387286;-0.1595744681
1.1975822050;0.0133675012;0.1450319802;-0.1338075969
1.2079061896;0.0379073785;0.0947252317;-0.1166296828
1.2182301741;0.0464963356;0.0456454771;-0.0835008485
1.2285541586;0.0477233295;-0.0071152591;-0.0307401123
1.2388781431;0.0477233295;-0.0623299830;0.0109776792
1.2492021277;0.0428153540;-0.1126367315;0.0477874951
1.2595261122;0.0391343724;-0.1433115781;0.0944132620
1.2698500967;0.0342263969;-0.1568085106;0.1349040595
1.2801740812;0.0280914276;-0.1629434800;0.1668059000
1.2904980658;0.0170484828;-0.1604894922;0.1790758387
1.3008220503;-0.0001294313;-0.1555815168;0.1803028325
1.3111460348;-0.0209883270;-0.1494465474;0.1631249184
1.3214700193;-0.0430742166;-0.1469925597;0.1312230779
1.3317940039;-0.0590251368;-0.1420845843;0.0870512988
1.3421179884;-0.0700680816;-0.1433115781;0.0453335074
1.3524419729;-0.0737490632;-0.1322686333;0.0207936301
1.3627659574;-0.0639331123;-0.1224526824;0.0023887221
1.3730899420;-0.0369392472;-0.1065017622;-0.0172431797
1.3834139265;-0.0173073454;-0.1028207806;-0.0540529957
1.3937379110;-0.0050374067;-0.0930048297;-0.0798198669
1.4040618956;0.0047785442;-0.0819618849;-0.0994517687
1.4143858801;0.0182754767;-0.0721459340;-0.1092677196
1.4247098646;0.0244104460;-0.0549680198;-0.1006787626
1.4350338491;0.0366803847;-0.0390170996;-0.0871818300
1.4453578337;0.0428153540;-0.0193851978;-0.0638689466
1.4556818182;0.0526313049;-0.0120232346;-0.0430100509
1.4660058027;0.0698092190;-0.0120232346;-0.0160161859
1.4763297872;0.0771711822;-0.0120232346;0.0085236914
1.4866537718;0.0820791577;-0.0132502284;0.0220206239
1.4969777563;0.0845331454;-0.0071152591;0.0257016055
1.5073017408;0.0833061515;-0.0095692468;0.0293825871
1.5176257253;0.0771711822;-0.0193851978;0.0465605012
1.5279497099;0.0698092190;-0.0267471609;0.0772353479
1.5382736944;0.0624472558;-0.0353361180;0.1177261454
1.5485976789;0.0599932681;-0.0439250751;0.1582169430
1.5589216634;0.0575392804;-0.0549680198;0.1852108080
1.5692456480;0.0489503233;-0.0611029892;0.1815298264
1.5795696325;0.0464963356;-0.0660109646;0.1753948571
1.5898936170;0.0440423479;-0.0733729278;0.1594439368
1.6002176015;0.0366803847;-0.0758269155;0.1275420963
1.6105415861;0.0231834522;-0.0672379585;0.0735543663
1.6208655706;0.0084595258;-0.0635569769;0.0109776792
1.6311895551;-0.0136263638;-0.0488330505;-0.0319671061
1.6415135397;-0.0283502902;-0.0316551364;-0.0405560632
1.6518375242;-0.0541171613;-0.0206121916;-0.0295131184
1.6621615087;-0.0798840325;-0.0095692468;-0.0160161859
1.6724854932;-0.0946079589;0.0014736980;-0.0111082104
1.6828094778;-0.0909269773;0.0076086673;-0.0209241613
1.6931334623;-0.0811110264;0.0100626550;-0.0381020754
1.7034574468;-0.0602521307;0.0161976243;-0.0466910325
1.7137814313;-0.0357122534;0.0100626550;-0.0601879650
1.7241054159;-0.0148533577;0.0137436366;-0.0724579037
1.7344294004;0.0084595258;0.0125166427;-0.0773658791
1.7447533849;0.0207294644;0.0112896489;-0.0589609712
1.7550773694;0.0231834522;0.0063816734;-0.0368750816
1.7654013540;0.0268644338;-0.0071152591;-0.0160161859
1.7757253385;0.0244104460;-0.0218391855;-0.0037462472
1.7860493230;0.0244104460;-0.0341091241;0.0036157160
1.7963733075;0.0293184215;-0.0451520689;0.0122046730
1.8066972921;0.0415883601;-0.0549680198;0.0146586607
1.8170212766;0.0477233295;-0.0476060567;0.0281555933
1.8273452611;0.0538582988;-0.0512870382;0.0367445503
1.8376692456;0.0550852926;-0.0549680198;0.0441065135
1.8479932302;0.0403613663;-0.0439250751;0.0539224644
1.8583172147;0.0256374399;-0.0304281425;0.0612844276
1.8686411992;0.0109135135;-0.0206121916;0.0637384154
1.8789651838;-0.0050374067;-0.0144772223;0.0674193969
1.8892891683;-0.0271232963;-0.0144772223;0.0539224644
1.8996131528;-0.0369392472;-0.0046612714;0.0404255319
1.9099371373;-0.0393932350;0.0088356611;0.0257016055
1.9202611219;-0.0479821920;0.0198786059;0.0122046730
1.9305851064;-0.0443012104;0.0444184832;-0.0000652656
1.9409090909;-0.0320312718;0.0628233912;-0.0074272288
1.9512330754;-0.0197613331;0.0861362746;-0.0049732411
1.9615570600;-0.0050374067;0.1008602010;0.0060697037
1.9718810445;0.0023245565;0.1069951703;0.0060697037
1.9822050290;0.0342263969;0.0947252317;-0.0147891920
1.9925290135;0.0563122865;0.0836822869;-0.0442370448
2.0028529981;0.0685822252;0.0640503851;-0.0650959405
2.0131769826;0.0759441884;0.0554614280;-0.0798198669
2.0235009671;0.0845331454;0.0431914894;-0.0761388853
2.0338249516;0.0857601393;0.0272405691;-0.0675499282
2.0441489362;0.0968030841;0.0039276857;-0.0626419527
2.0544729207;0.0968030841;-0.0206121916;-0.0528260018
2.0647969052;0.1017110595;-0.0426980812;-0.0368750816
2.0751208897;0.1115270104;-0.0561950137;0.0134316669
2.0854448743;0.1066190350;-0.0733729278;0.0661924031
2.0957688588;0.0759441884;-0.0782809033;0.1704868816
2.1060928433;0.0612202620;-0.0635569769;0.3091371884
2.1164168279;0.1176619798;-0.0488330505;0.3790758387
2.1267408124;0.2673552313;-0.0426980812;0.3410390288
2.1370647969;0.0133675012;-0.0279741548;0.1999347344
2.1473887814;-0.5031969159;0.0002467041;-0.0123352043
2.1577127660;-0.7657736031;0.0358295262;-0.2098812166
2.1680367505;-0.5915404742;0.0554614280;-0.3387155724
2.1783607350;-0.0565711491;0.0579154157;-0.3706174129
2.1886847195;0.5802386669;0.0566884219;-0.3669364313
2.1990087041;1.2010975626;0.0554614280;-0.3374885785
2.2093326886;1.7876006301;0.0554614280;-0.2920898055
2.2196566731;2.3569257834;0.0542344341;-0.2209241613
2.2299806576;2.8918951086;0.0468724710;-0.1252186399
2.2403046422;3.3164349859;0.0382835139;-0.0123352043
2.2506286267;3.5937355994;0.0382835139;0.1017752252
2.2609526112;3.6955760902;0.0346025323;0.2158856546
2.2712765957;3.6231834522;0.0321485446;0.3238611147
2.2816005803;3.3949625933;0.0382835139;0.4122046730
2.2919245648;3.0452693417;0.0370565200;0.4760083540
2.3022485493;2.6109135135;0.0395105078;0.5250881086
2.3125725338;2.1311589123;0.0468724710;0.5459470043
2.3228965184;1.5937355994;0.0456454771;0.5545359614
2.3332205029;1.0293184215;0.0456454771;0.5349040595
2.3435444874;0.5017110595;0.0480994648;0.4944132620
2.3538684720;0.0698092190;0.0493264587;0.4379715442
2.3641924565;-0.2332582656;0.0530074403;0.3569899491
2.3745164410;-0.3915404742;0.0517804464;0.2600574338
2.3848404255;-0.3780435417;0.0480994648;0.1594439368
2.3951644101;-0.1890864865;0.0542344341;0.0625114215
2.4054883946;0.1569257834;0.0566884219;-0.0209241613
2.4158123791;0.6231834522;0.0566884219;-0.0920898055
2.4261363636;1.1900546178;0.0603694035;-0.1423965540
2.4364603482;1.8145944951;0.0579154157;-0.1767523822
2.4467843327;2.4464963356;0.0591424096;-0.1902493147
2.4571083172;3.0403613663;0.0579154157;-0.1816603577
2.4674323017;3.5691957221;0.0566884219;-0.1522125049
2.4777562863;3.9949625933;0.0542344341;-0.1031327503
2.4880802708;4.2624472558;0.0530074403;-0.0356480877
2.4984042553;4.3495638203;0.0468724710;0.0379715442
2.5087282398;4.2563122865;0.0407375016;0.1189531393
2.5190522244;3.9655147405;0.0407375016;0.2011617282
2.5293762089;3.5458828387;0.0395105078;0.2760083540
2.5397001934;3.0207294644;0.0444184832;0.3410390288
2.5500241779;2.4219564583;0.0456454771;0.3901187834
2.5603481625;1.7961895871;0.0493264587;0.4257016055
2.5706721470;1.1667417344;0.0468724710;0.4416525258
2.5809961315;0.5409748632;0.0480994648;0.4330635687
2.5913201161;-0.0332582656;0.0431914894;0.4060697037
2.6016441006;-0.5252828055;0.0407375016;0.3680328939
2.6119680851;-0.9019699221;0.0382835139;0.3091371884
2.6222920696;-1.1584116399;0.0382835139;0.2342905626
2.6326160542;-1.2712950755;0.0407375016;0.1496279859
2.6429400387;-1.2369392472;0.0395105078;0.0625114215
2.6532640232;-1.0663871000;0.0407375016;-0.0160161859
2.6635880077;-0.7854055049;0.0480994648;-0.0957707871
2.6739119923;-0.4369392472;0.0493264587;-0.1669364313
2.6842359768;-0.0357122534;0.0554614280;-0.2233781491
2.6945599613;0.3741036976;0.0554614280;-0.2712309098
2.7048839458;0.7741036976;0.0554614280;-0.3092677196
2.7152079304;1.1360668877;0.0542344341;-0.3276726276
2.7255319149;1.4452693417;0.0480994648;-0.3325806031
2.7358558994;1.6796251699;0.0480994648;-0.3215376583
2.7461798839;1.8035515503;0.0407375016;-0.2933167994
2.7565038685;1.7925086055;0.0358295262;-0.2503720141
2.7668278530;1.6391343724;0.0272405691;-0.1951572902
2.7771518375;1.3385208755;0.0247865814;-0.1387155724
2.7874758221;0.9323859061;0.0186516121;-0.0773658791
2.7977998066;0.4428153540;0.0076086673;-0.0270591307
2.8081237911;-0.1031969159;0.0039276857;0.0122046730
2.8184477756;-0.6896999834;0.0002467041;0.0465605012
2.8287717602;-1.2909269773;-0.0022072836;0.0747813601
2.8390957447;-1.8872459957;-0.0095692468;0.0968672497
2.8494197292;-2.4430742166;-0.0144772223;0.1066832006
2.8597437137;-2.9473686951;-0.0242931732;0.1054562068
2.8700676983;-3.3694545847;-0.0316551364;0.0919592742
2.8803916828;-3.6700680816;-0.0341091241;0.0625114215
2.8907156673;-3.8197613331;-0.0353361180;0.0195666362
2.9010396518;-3.8013564251;-0.0353361180;-0.0331941000
2.9113636364;-3.6271232963;-0.0390170996;-0.0969977810
2.9216876209;-3.3105588791;-0.0341091241;-0.1632554497
2.9320116054;-2.8946079589;-0.0255201671;-0.2270591307
2.9423355899;-2.4074913945;-0.0181582039;-0.2896358178
2.9526595745;-1.8946079589;-0.0107962407;-0.3374885785
2.9629835590;-1.3719085724;0.0002467041;-0.3841143454
2.9733075435;-0.8762030509;0.0027006918;-0.4196971675
2.9836315280;-0.4528901675;0.0027006918;-0.4454640386
2.9939555126;-0.1301907810;0.0076086673;-0.4479180264
3.0042794971;0.0599932681;0.0051546795;-0.4381020754
3.0146034816;0.0931221025;-0.0034342775;-0.4111082104
3.0249274662;-0.0234423147;-0.0009802898;-0.3742983945
3.0352514507;-0.2946079589;0.0014736980;-0.3215376583
3.0455754352;-0.6737490632;-0.0034342775;-0.2638689466
3.0558994197;-1.1326447687;-0.0107962407;-0.2037462472
3.0662234043;-1.6406202288;-0.0144772223;-0.1460775356
3.0765473888;-2.1510496767;-0.0218391855;-0.0920898055
3.0868713733;-2.6271232963;-0.0242931732;-0.0466910325
3.0971953578;-3.0516631736;-0.0267471609;-0.0062002350
3.1075193424;-3.3964484497;-0.0292011487;0.0220206239
3.1178433269;-3.6357122534;-0.0390170996;0.0453335074
3.1281673114;-3.7301907810;-0.0439250751;0.0612844276
3.1384912959;-3.6627061184;-0.0439250751;0.0698733847
3.1488152805;-3.4455282043;-0.0537410260;0.0649654092
3.1591392650;-3.0896999834;-0.0537410260;0.0502414828
3.1694632495;-2.6246693086;-0.0488330505;0.0342905626
3.1797872340;-2.1179208423;-0.0463790628;0.0109776792
3.1901112186;-1.5817245233;-0.0500600444;-0.0221511552
3.2004352031;-1.0443012104;-0.0390170996;-0.0626419527
3.2107591876;-0.4958349528;-0.0365631119;-0.1006787626
3.2210831721;0.0379073785;-0.0377901057;-0.1374885785
3.2314071567;0.5188889736;-0.0365631119;-0.1669364313
3.2417311412;0.9274779307;-0.0316551364;-0.1877953270
3.2520551257;1.2440423479;-0.0279741548;-0.2000652656
3.2623791103;1.4477233295;-0.0377901057;-0.2049732411
3.2727030948;1.5237969491;-0.0390170996;-0.2012922595
3.2830270793;1.4747171945;-0.0451520689;-0.1902493147
3.2933510638;1.3139809982;-0.0488330505;-0.1681634251
3.3036750484;1.0734902006;-0.0451520689;-0.1387155724
3.3139990329;0.7728767037;-0.0488330505;-0.1006787626
3.3243230174;0.4403613663;-0.0574220076;-0.0565069834
3.3346470019;0.0808521638;-0.0647839708;-0.0062002350
3.3449709865;-0.2786570386;-0.0660109646;0.0441065135
3.3552949710;-0.6038104129;-0.0709189401;0.1030022190
3.3656189555;-0.8651601061;-0.0770539094;0.1680328939
3.3759429400;-1.0381662411;-0.0819618849;0.2244746117
3.3862669246;-1.0946079589;-0.0905508419;0.2772353479
3.3965909091;-1.0295772840;-0.0893238481;0.3189531393
3.4069148936;-0.8418472227;-0.0930048297;0.3520819736
3.4172388781;-0.5338717626;-0.0979128051;0.3668059000
3.4275628627;-0.1240558116;-0.0966858113;0.3717138755
3.4378868472;0.3520178080;-0.1003667928;0.3643519123
3.4482108317;0.8906681147;-0.0917778358;0.3471739982
3.4585348162;1.4734902006;-0.0807348910;0.3128181700
3.4688588008;2.0514043111;-0.0758269155;0.2698733847
3.4791827853;2.5925086055;-0.0672379585;0.2232476178
3.4895067698;3.0661282374;-0.0574220076;0.1643519123
3.4998307544;3.4464963356;-0.0476060567;0.0993212374
3.5101547389;3.7078460288;-0.0451520689;0.0404255319
3.5204787234;3.8379073785;-0.0488330505;-0.0123352043
3.5308027079;3.8023245565;-0.0463790628;-0.0577339773
3.5411266925;3.6170484828;-0.0451520689;-0.0920898055
3.5514506770;3.3029380534;-0.0549680198;-0.1068137319
3.5617746615;2.8980300779;-0.0635569769;-0.1068137319
3.5720986460;2.4293184215;-0.0635569769;-0.0957707871
3.5824226306;1.9262509368;-0.0696919462;-0.0700039159
3.5927466151;1.4207294644;-0.0733729278;-0.0282861245
3.6030705996;0.9471098325;-0.0807348910;0.0146586607
3.6133945841;0.5458828387;-0.0807348910;0.0625114215
3.6237185687;0.2464963356;-0.0880968542;0.1250881086
3.6340425532;0.0698092190;-0.0856428665;0.1864378019
3.6443665377;0.0207294644;-0.0831888787;0.2514684767
3.6546905222;0.1053920411;-0.0930048297;0.3017752252
3.6650145068;0.3250239430;-0.0954588174;0.3459470043
3.6753384913;0.6452693417;-0.0893238481;0.3704868816
3.6856624758;1.0379073785;-0.0856428665;0.3753948571
3.6959864603;1.4514043111;-0.0819618849;0.3643519123
3.7063104449;1.8624472558;-0.0733729278;0.3324500718
3.7166344294;2.2673552313;-0.0647839708;0.2821433233
3.7269584139;2.6121405074;-0.0586490014;0.2232476178
3.7372823985;2.8820791577;-0.0512870382;0.1508549798
3.7476063830;3.0526313049;-0.0463790628;0.0674193969
3.7579303675;3.1078460288;-0.0414710873;-0.0098812166
3.7682543520;3.0280914276;-0.0426980812;-0.0896358178
3.7785783366;2.8219564583;-0.0439250751;-0.1644824435
3.7889023211;2.5164349859;-0.0451520689;-0.2233781491
3.7992263056;2.1188889736;-0.0512870382;-0.2761388853
3.8095502901;1.6366803847;-0.0611029892;-0.3154026889
3.8198742747;1.1188889736;-0.0623299830;-0.3362615846
3.8301982592;0.6133675012;-0.0745999217;-0.3387155724
3.8405222437;0.1323859061;-0.0782809033;-0.3203106644
3.8508462282;-0.3436877135;-0.0782809033;-0.2896358178
3.8611702128;-0.7964484497;-0.0782809033;-0.2479180264
3.8714941973;-1.1817245233;-0.0807348910;-0.1951572902
3.8818181818;-1.4872459957;-0.0844158726;-0.1313536092
3.8921421663;-1.6958349528;-0.0868698603;-0.0601879650
3.9024661509;-1.7989024374;-0.0844158726;0.0122046730
3.9127901354;-1.7976754435;-0.0880968542;0.0661924031
3.9231141199;-1.6884729896;-0.0979128051;0.1250881086
3.9334381044;-1.5007429282;-0.0966858113;0.1704868816
3.9437620890;-1.2443012104;-0.1003667928;0.1999347344
3.9540860735;-0.9436877135;-0.1065017622;0.2195666362
3.9644100580;-0.6308042779;-0.1003667928;0.2183396423
3.9747340426;-0.3265097994;-0.1003667928;0.2011617282
3.9850580271;-0.0467551982;-0.0942318235;0.1680328939
3.9953820116;0.1741036976;-0.1003667928;0.1189531393
4.0057059961;0.3336129000;-0.0979128051;0.0551494583
4.0160299807;0.3974165810;-0.0979128051;-0.0184701736
4.0263539652;0.3495638203;-0.0942318235;-0.0933167994
4.0366779497;0.1876006301;-0.0954588174;-0.1742983945
4.0470019342;-0.0639331123;-0.0942318235;-0.2503720141
4.0573259188;-0.4074913945;-0.0954588174;-0.3129487012
4.0676499033;-0.8271232963;-0.0905508419;-0.3706174129
4.0779738878;-1.2982889405;-0.0942318235;-0.4111082104
4.0882978723;-1.7841785110;-0.0917778358;-0.4295131184
4.0986218569;-2.2663871000;-0.0880968542;-0.4282861245
4.1089458414;-2.7179208423;-0.0844158726;-0.4111082104
4.1192698259;-3.1130128669;-0.0819618849;-0.3693904190
4.1295938104;-3.4173073454;-0.0795078971;-0.3129487012
4.1399177950;-3.6111723761;-0.0795078971;-0.2405560632
4.1502417795;-3.6700680816;-0.0807348910;-0.1534394988
4.1605657640;-3.5939944620;-0.0831888787;-0.0540529957
4.1708897485;-3.4013564251;-0.0807348910;0.0306095810
4.1812137331;-3.0958349528;-0.0856428665;0.1079101945
4.1915377176;-2.7117858730;-0.0942318235;0.1753948571
4.2018617021;-2.2847920080;-0.0954588174;0.2293825871
4.2121856867;-1.8369392472;-0.0966858113;0.2661924031
4.2225096712;-1.3952214558;-0.1015937867;0.2784623417
4.2328336557;-0.9804975294;-0.1065017622;0.2747813601
4.2431576402;-0.6234423147;-0.1040477744;0.2526954706
4.2534816248;-0.3424607196;-0.1015937867;0.2085236914
4.2638056093;-0.1670005969;-0.0991397990;0.1471739982
4.2741295938;-0.1179208423;-0.0954588174;0.0772353479
4.2844535783;-0.1780435417;-0.0942318235;0.0085236914
4.2947775629;-0.3363257503;-0.0966858113;-0.0687769221
4.3051015474;-0.5694545847;-0.0917778358;-0.1374885785
4.3154255319;-0.8577981429;-0.0905508419;-0.1988382718
4.3257495164;-1.1780435417;-0.0930048297;-0.2515990080
4.3360735010;-1.5056509037;-0.0893238481;-0.2896358178
4.3463974855;-1.8111723761;-0.0880968542;-0.2994517687
4.3567214700;-2.0811110264;-0.0844158726;-0.2945437932
4.3670454545;-2.2995159343;-0.0868698603;-0.2687769221
4.3773694391;-2.4197613331;-0.0844158726;-0.2319671061
4.3876934236;-2.4443012104;-0.0856428665;-0.1865683331
4.3980174081;-2.3657736031;-0.0831888787;-0.1154026889
4.4083413926;-2.1829515172;-0.0868698603;-0.0393290693
4.4186653772;-1.9117858730;-0.0893238481;0.0318365749
4.4289893617;-1.5620926215;-0.0856428665;0.1042292129
4.4393133462;-1.1584116399;-0.0905508419;0.1741678632
4.4496373308;-0.7203748301;-0.0966858113;0.2367445503
4.4599613153;-0.2430742166;-0.0930048297;0.2944132620
4.4702852998;0.2354533908;-0.0954588174;0.3398120350
4.4806092843;0.7004840657;-0.0991397990;0.3692598877
4.4909332689;1.1250239430;-0.0905508419;0.3827568203
4.5012572534;1.4906681147;-0.0856428665;0.3778488448
4.5115812379;1.7814656607;-0.0795078971;0.3606709307
4.5219052224;1.9802386669;-0.0721459340;0.3214071270
4.5322292070;2.0796251699;-0.0611029892;0.2661924031
4.5425531915;2.0869871331;-0.0574220076;0.2060697037
4.5528771760;1.9888276239;-0.0561950137;0.1349040595
4.5632011605;1.8207294644;-0.0525140321;0.0612844276
4.5735251451;1.5937355994;-0.0561950137;-0.0000652656
4.5838491296;1.3262509368;-0.0525140321;-0.0700039159
4.5941731141;1.0268644338;-0.0512870382;-0.1313536092
4.6044970986;0.7385208755;-0.0537410260;-0.1816603577
4.6148210832;0.4759441884;-0.0574220076;-0.2135621981
4.6251450677;0.2661282374;-0.0611029892;-0.2319671061
4.6354690522;0.1287049245;-0.0647839708;-0.2319671061
4.6457930368;0.0747171945;-0.0684649524;-0.2160161859
4.6561170213;0.1164349859;-0.0635569769;-0.1804333638
4.6664410058;0.2649012436;-0.0611029892;-0.1338075969
4.6767649903;0.5201159675;-0.0623299830;-0.0749118914
4.6870889749;0.8477233295;-0.0611029892;-0.0049732411
4.6974129594;1.2256374399;-0.0647839708;0.0526954706
4.7077369439;1.6280914276;-0.0660109646;0.1177261454
4.7180609284;2.0501773172;-0.0598759953;0.1766218509
4.7283849130;2.4550852926;-0.0586490014;0.2220206239
4.7387088975;2.8133675012;-0.0549680198;0.2563764522
4.7490328820;3.1029380534;-0.0476060567;0.2821433233
4.7593568665;3.3152079920;-0.0402440935;0.2858243049
4.7696808511;3.4170484828;-0.0341091241;0.2747813601
4.7800048356;3.4035515503;-0.0279741548;0.2391985380
4.7903288201;3.2661282374;-0.0181582039;0.1876647957
4.8006528046;3.0293184215;-0.0169312100;0.1275420963
4.8109767892;2.7201159675;-0.0181582039;0.0588304399
4.8213007737;2.3507908141;-0.0157042162;-0.0123352043
4.8316247582;1.9385208755;-0.0169312100;-0.0835008485
4.8419487427;1.5188889736;-0.0242931732;-0.1583474742
4.8522727273;1.1188889736;-0.0242931732;-0.2233781491
