Time (s);ωx (rad/s);ωy (rad/s);ωz (rad/s)
4.8625967118;0.7569257834;-0.0255201671;-0.2761388853
4.8729206963;0.4612202620;-0.0230661793;-0.3190836705
4.8832446809;0.2379073785;-0.0292011487;-0.3423965540
4.8935686654;0.1041650472;-0.0353361180;-0.3473045294
4.9038926499;0.0649012436;-0.0328821303;-0.3313536092
4.9142166344;0.1017110595;-0.0353361180;-0.3092677196
4.9245406190;0.2256374399;-0.0328821303;-0.2712309098
4.9348646035;0.4170484828;-0.0328821303;-0.2196971675
4.9451885880;0.6428153540;-0.0353361180;-0.1706174129
4.9555125725;0.8968030841;-0.0377901057;-0.1141756951
4.9658365571;1.1409748632;-0.0365631119;-0.0503720141
4.9761605416;1.3716497098;-0.0377901057;0.0023887221
4.9864845261;1.5569257834;-0.0353361180;0.0428795196
4.9968085106;1.6955760902;-0.0390170996;0.0784623417
5.0071324952;1.7593797712;-0.0377901057;0.1103641822
5.0174564797;1.7397478693;-0.0365631119;0.1361310534
5.0277804642;1.6305454153;-0.0377901057;0.1459470043
5.0381044487;1.4354533908;-0.0390170996;0.1385850411
5.0484284333;1.1716497098;-0.0353361180;0.1201801331
5.0587524178;0.8501773172;-0.0365631119;0.0895052865
5.0690764023;0.4783981761;-0.0353361180;0.0526954706
5.0794003868;0.0820791577;-0.0353361180;0.0097506853
5.0897243714;-0.3228288178;-0.0304281425;-0.0417830570
5.1000483559;-0.7338717626;-0.0328821303;-0.0957707871
5.1103723404;-1.1301907810;-0.0390170996;-0.1509855110
5.1206963250;-1.4982889405;-0.0377901057;-0.2000652656
5.1310203095;-1.8209883270;-0.0353361180;-0.2454640386
5.1413442940;-2.0688410877;-0.0328821303;-0.2822738546
5.1516682785;-2.2369392472;-0.0267471609;-0.3068137319
5.1619922631;-2.3216018239;-0.0242931732;-0.3154026889
5.1723162476;-2.3093318853;-0.0193851978;-0.3104947135
5.1826402321;-2.2173073454;-0.0120232346;-0.2969977810
5.1929642166;-2.0504361797;-0.0058882652;-0.2712309098
5.2032882012;-1.8308042779;-0.0083422530;-0.2270591307
5.2136121857;-1.5780435417;-0.0083422530;-0.1706174129
5.2239361702;-1.3081048914;-0.0095692468;-0.1154026889
5.2342601547;-1.0504361797;-0.0157042162;-0.0515990080
5.2445841393;-0.8258963024;-0.0083422530;0.0097506853
5.2549081238;-0.6443012104;-0.0107962407;0.0686463908
5.2652321083;-0.5277367932;-0.0132502284;0.1250881086
5.2755560928;-0.4909269773;-0.0181582039;0.1778488448
5.2858800774;-0.5400067319;-0.0181582039;0.2195666362
5.2962040619;-0.8982889405;-0.0328821303;0.2563764522
5.3065280464;-0.8982889405;-0.0328821303;0.2563764522
5.3168520309;-1.1792705356;-0.0341091241;0.2477874951
5.3271760155;-1.5056509037;-0.0390170996;0.2207936301
5.3375000000;-1.8504361797;-0.0377901057;0.1827568203
5.3478239845;-2.1989024374;-0.0426980812;0.1361310534
5.3581479691;-2.5166938485;-0.0476060567;0.0772353479
5.3684719536;-2.7964484497;-0.0512870382;0.0269285994
5.3787959381;-3.0001294313;-0.0537410260;-0.0282861245
5.3891199226;-3.1203748301;-0.0537410260;-0.0798198669
5.3994439072;-3.1473686951;-0.0488330505;-0.1227646521
5.4097678917;-3.0749760570;-0.0463790628;-0.1595744681
5.4200918762;-2.9081048914;-0.0402440935;-0.1767523822
5.4304158607;-2.6492091859;-0.0365631119;-0.1853413393
5.4407398453;-2.3338717626;-0.0414710873;-0.1742983945
5.4510638298;-1.9780435417;-0.0365631119;-0.1534394988
5.4613878143;-1.6074913945;-0.0292011487;-0.1203106644
5.4717117988;-1.2160803515;-0.0267471609;-0.0736848975
5.4820357834;-0.8541171613;-0.0292011487;-0.0184701736
5.4923597679;-0.5375527442;-0.0230661793;0.0342905626
5.5026837524;-0.2602521307;-0.0255201671;0.0931862681
5.5130077369;-0.0393932350;-0.0279741548;0.1545359614
5.5233317215;0.0857601393;-0.0402440935;0.2109776792
5.5336557060;0.1360668877;-0.0377901057;0.2600574338
5.5439796905;0.1164349859;-0.0377901057;0.3017752252
5.5543036750;0.0305454153;-0.0377901057;0.3287690902
5.5646276596;-0.1166938485;-0.0377901057;0.3496279859
5.5749516441;-0.2946079589;-0.0365631119;0.3471739982
5.5852756286;-0.4896999834;-0.0365631119;0.3336770657
5.5955996132;-0.6860190018;-0.0414710873;0.3103641822
5.6059235977;-0.8725220693;-0.0439250751;0.2796893356
5.6162475822;-1.0271232963;-0.0439250751;0.2330635687
5.6265715667;-1.1363257503;-0.0463790628;0.1852108080
5.6368955513;-1.1780435417;-0.0451520689;0.1299960841
5.6472195358;-1.1498226828;-0.0414710873;0.0760083540
5.6575435203;-1.0430742166;-0.0402440935;0.0257016055
5.6678675048;-0.8614791245;-0.0414710873;-0.0246051429
5.6781914894;-0.6148533577;-0.0328821303;-0.0700039159
5.6885154739;-0.3093318853;-0.0255201671;-0.0994517687
5.6988394584;0.0415883601;-0.0267471609;-0.1166296828
5.7091634429;0.4133675012;-0.0292011487;-0.1313536092
5.7194874275;0.8096865196;-0.0304281425;-0.1288996215
5.7298114120;1.1925086055;-0.0242931732;-0.1215376583
5.7401353965;1.5532448018;-0.0267471609;-0.1006787626
5.7504593810;1.8869871331;-0.0242931732;-0.0724579037
5.7607833656;2.1618337589;-0.0292011487;-0.0368750816
5.7711073501;2.3667417344;-0.0292011487;0.0072966976
5.7814313346;2.4869871331;-0.0267471609;0.0453335074
5.7917553191;2.5274779307;-0.0316551364;0.0931862681
5.8020793037;2.4820791577;-0.0328821303;0.1361310534
5.8124032882;2.3593797712;-0.0341091241;0.1741678632
5.8227272727;2.1777846791;-0.0341091241;0.2048427098
5.8330512573;1.9434288509;-0.0341091241;0.2183396423
5.8433752418;1.6833061515;-0.0377901057;0.2207936301
5.8536992263;1.4133675012;-0.0377901057;0.2158856546
5.8640232108;1.1630607528;-0.0328821303;0.1974807466
5.8743471954;0.9409748632;-0.0304281425;0.1643519123
5.8846711799;0.7741036976;-0.0304281425;0.1164991515
5.8949951644;0.6808521638;-0.0341091241;0.0686463908
5.9053191489;0.6636742497;-0.0279741548;0.0146586607
5.9156431335;0.7348398939;-0.0279741548;-0.0417830570
5.9259671180;0.8734902006;-0.0242931732;-0.1031327503
5.9362911025;1.0808521638;-0.0230661793;-0.1620284558
5.9466150870;1.3422018571;-0.0267471609;-0.2111082104
5.9569390716;1.6317724092;-0.0242931732;-0.2540529957
5.9672630561;1.9237969491;-0.0218391855;-0.2810468607
5.9775870406;2.2109135135;-0.0255201671;-0.3006787626
5.9879110251;2.4649012436;-0.0292011487;-0.3031327503
5.9982350097;2.6599932681;-0.0353361180;-0.2969977810
6.0085589942;2.7888276239;-0.0426980812;-0.2810468607
6.0188829787;2.8342263969;-0.0549680198;-0.2503720141
6.0292069632;2.7900546178;-0.0586490014;-0.2172431797
6.0395309478;2.6575392804;-0.0647839708;-0.1718444067
6.0498549323;2.4526313049;-0.0647839708;-0.1264456337
6.0601789168;2.1851466423;-0.0745999217;-0.0859548362
6.0705029014;1.8661282374;-0.0807348910;-0.0430100509
6.0808268859;1.5004840657;-0.0807348910;-0.0111082104
6.0911508704;1.1311589123;-0.0807348910;0.0122046730
6.1014748549;0.7753306914;-0.0844158726;0.0281555933
6.1117988395;0.4440423479;-0.0917778358;0.0342905626
6.1221228240;0.1409748632;-0.0966858113;0.0342905626
6.1324468085;-0.1105588791;-0.0880968542;0.0281555933
6.1427707930;-0.2982889405;-0.0880968542;0.0171126485
6.1530947776;-0.4160803515;-0.0831888787;-0.0086542227
6.1634187621;-0.4663871000;-0.0868698603;-0.0442370448
6.1737427466;-0.4467551982;-0.0856428665;-0.0847278423
6.1840667311;-0.3719085724;-0.0868698603;-0.1276726276
6.1943907157;-0.2516631736;-0.0844158726;-0.1718444067
6.2047147002;-0.0958349528;-0.0795078971;-0.2123352043
6.2150386847;0.0734902006;-0.0807348910;-0.2515990080
6.2253626692;0.2440423479;-0.0807348910;-0.2798198669
6.2356866538;0.4023245565;-0.0770539094;-0.3006787626
6.2460106383;0.5237969491;-0.0770539094;-0.3190836705
6.2563346228;0.5937355994;-0.0795078971;-0.3203106644
6.2666586074;0.6133675012;-0.0782809033;-0.3117217073
6.2769825919;0.5741036976;-0.0795078971;-0.2957707871
6.2873065764;0.4612202620;-0.0868698603;-0.2663229343
6.2976305609;0.2796251699;-0.0856428665;-0.2258321368
6.3079545455;0.0415883601;-0.0856428665;-0.1792063699
6.3182785300;-0.2430742166;-0.0942318235;-0.1301266153
6.3286025145;-0.5645466092;-0.0893238481;-0.0785928730
6.3389264990;-0.9203748301;-0.0979128051;-0.0184701736
6.3492504836;-1.2909269773;-0.1028207806;0.0281555933
6.3595744681;-1.6467551982;-0.1015937867;0.0772353479
6.3698984526;-1.9694545847;-0.1114097376;0.1275420963
6.3802224371;-2.2541171613;-0.1175447070;0.1692598877
6.3905464217;-2.4725220693;-0.1224526824;0.1999347344
6.4008704062;-2.6246693086;-0.1212256886;0.2269285994
6.4111943907;-2.6970619466;-0.1298146456;0.2379715442
6.4215183752;-2.6835650141;-0.1334956272;0.2367445503
6.4318423598;-2.5866324988;-0.1420845843;0.2232476178
6.4421663443;-2.4258963024;-0.1445385720;0.1987077405
6.4524903288;-2.2087183883;-0.1433115781;0.1668059000
6.4628143133;-1.9522766705;-0.1408575904;0.1299960841
6.4731382979;-1.6823380202;-0.1384036027;0.0858243049
6.4834622824;-1.4234423147;-0.1359496149;0.0477874951
6.4937862669;-1.1755895540;-0.1359496149;0.0134316669
6.5041102515;-0.9706815785;-0.1359496149;-0.0135621981
6.5144342360;-0.8271232963;-0.1334956272;-0.0430100509
6.5247582205;-0.7510496767;-0.1273606579;-0.0601879650
6.5350822050;-0.7522766705;-0.1285876517;-0.0601879650
6.5454061896;-0.8320312718;-0.1261336640;-0.0552799896
6.5557301741;-0.9743625601;-0.1261336640;-0.0356480877
6.5660541586;-1.1743625601;-0.1322686333;-0.0000652656
6.5763781431;-1.4160803515;-0.1334956272;0.0367445503
6.5867021277;-1.6590251368;-0.1359496149;0.0858243049
6.5970261122;-1.9081048914;-0.1408575904;0.1324500718
6.6073500967;-2.1301907810;-0.1457655659;0.1901187834
6.6176740812;-2.3093318853;-0.1555815168;0.2477874951
6.6279980658;-2.4332582656;-0.1666244616;0.3042292129
6.6383220503;-2.4872459957;-0.1715324370;0.3545359614
6.6486460348;-2.4700680816;-0.1776674063;0.3901187834
6.6589700193;-2.3719085724;-0.1874833573;0.4195666362
6.6692940039;-2.1927674681;-0.1948453205;0.4379715442
6.6796179884;-1.9498226828;-0.2009802898;0.4416525258
6.6899419729;-1.6590251368;-0.2009802898;0.4293825871
6.7002659574;-1.3326447687;-0.2058882652;0.4072966976
6.7105899420;-0.9878594926;-0.2083422530;0.3741678632
6.7209139265;-0.6357122534;-0.2034342775;0.3299960841
6.7312379110;-0.2982889405;-0.1985263020;0.2735543663
6.7415618956;0.0072325319;-0.1960723143;0.2171126485
6.7518858801;0.2685822252;-0.1972993082;0.1496279859
6.7622098646;0.4918951086;-0.1887103511;0.0882782927
6.7725338491;0.6563122865;-0.1850293695;0.0355175565
6.7828578337;0.7569257834;-0.1801213941;-0.0086542227
6.7931818182;0.7912816117;-0.1813483879;-0.0503720141
6.8035058027;0.7642877466;-0.1813483879;-0.0798198669
6.8138297872;0.6869871331;-0.1813483879;-0.0994517687
6.8241537718;0.5716497098;-0.1801213941;-0.1043597442
6.8344777563;0.4256374399;-0.1788944002;-0.1031327503
6.8448017408;0.2722632068;-0.1801213941;-0.0871818300
6.8551257253;0.1274779307;-0.1874833573;-0.0614149589
6.8654497099;0.0121405074;-0.1874833573;-0.0307401123
6.8757736944;-0.0860190018;-0.1801213941;0.0085236914
6.8860976789;-0.1424607196;-0.1838023757;0.0441065135
6.8964216634;-0.1350987564;-0.1788944002;0.0845973111
6.9067456480;-0.0700680816;-0.1838023757;0.1238611147
6.9170696325;0.0563122865;-0.1850293695;0.1557629552
6.9273936170;0.2379073785;-0.1850293695;0.1803028325
6.9377176015;0.4845331454;-0.1862563634;0.1888917896
6.9480415861;0.7691957221;-0.1801213941;0.1876647957
6.9583655706;1.0771711822;-0.1776674063;0.1668059000
6.9686895551;1.3949625933;-0.1776674063;0.1336770657
6.9790135397;1.7176619798;-0.1727594309;0.0858243049
6.9893375242;2.0182754767;-0.1604894922;0.0281555933
6.9996615087;2.2857601393;-0.1543545229;-0.0381020754
7.0099854932;2.4968030841;-0.1568085106;-0.1252186399
7.0203094778;2.6329994031;-0.1604894922;-0.2098812166
7.0306334623;2.6918951086;-0.1653974677;-0.2957707871
7.0409574468;2.6783981761;-0.1678514554;-0.3755253883
7.0512814313;2.5900546178;-0.1739864247;-0.4479180264
7.0616054159;2.4366803847;-0.1801213941;-0.4994517687
7.0719294004;2.2256374399;-0.1850293695;-0.5374885785
7.0822533849;1.9814656607;-0.1948453205;-0.5583474742
7.0925773694;1.7176619798;-0.2058882652;-0.5595744681
7.1029013540;1.4624472558;-0.2181582039;-0.5497585172
7.1132253385;1.2182754767;-0.2193851978;-0.5252186399
7.1235493230;1.0023245565;-0.2206121916;-0.4785928730
7.1338733075;0.8452693417;-0.2279741548;-0.4270591307
7.1441972921;0.7520178080;-0.2353361180;-0.3657094374
7.1545212766;0.7188889736;-0.2390170996;-0.3019057564
7.1648452611;0.7507908141;-0.2365631119;-0.2417830570
7.1751692456;0.8489503233;-0.2402440935;-0.1865683331
7.1854932302;0.9974165810;-0.2353361180;-0.1411695601
7.1958172147;1.1802386669;-0.2316551364;-0.1129487012
7.2061411992;1.3802386669;-0.2414710873;-0.1006787626
7.2164651838;1.5790116730;-0.2390170996;-0.0994517687
7.2267891683;1.7532448018;-0.2402440935;-0.1117217073
7.2371131528;1.8906681147;-0.2390170996;-0.1399425662
7.2474371373;1.9900546178;-0.2390170996;-0.1902493147
7.2577611219;2.0293184215;-0.2402440935;-0.2381020754
7.2680851064;2.0010975626;-0.2402440935;-0.2957707871
7.2784090909;1.9090730227;-0.2426980812;-0.3571204804
7.2887330754;1.7471098325;-0.2488330505;-0.4196971675
7.2990570600;1.5299319184;-0.2525140321;-0.4761388853
7.3093810445;1.2636742497;-0.2549680198;-0.5154026889
7.3197050290;0.9765576853;-0.2623299830;-0.5436235478
7.3300290135;0.6649012436;-0.2672379585;-0.5583474742
7.3403529981;0.3409748632;-0.2745999217;-0.5509855110
7.3506769826;0.0305454153;-0.2745999217;-0.5387155724
7.3610009671;-0.2614791245;-0.2745999217;-0.5019057564
7.3713249516;-0.5203748301;-0.2721459340;-0.4540529957
7.3816489362;-0.7424607196;-0.2745999217;-0.3877953270
7.3919729207;-0.9105588791;-0.2758269155;-0.3104947135
7.4022969052;-1.0258963024;-0.2758269155;-0.2258321368
7.4126208897;-1.0835650141;-0.2819618849;-0.1288996215
7.4229448743;-1.0860190018;-0.2807348910;-0.0331941000
7.4332688588;-1.0418472227;-0.2795078971;0.0477874951
7.4435928433;-0.9559576521;-0.2831888787;0.1250881086
7.4539168279;-0.8369392472;-0.2880968542;0.2023887221
7.4642408124;-0.7019699221;-0.2844158726;0.2649654092
7.4745647969;-0.5645466092;-0.2831888787;0.3128181700
7.4848887814;-0.4393932350;-0.2905508419;0.3447200104
7.4952127660;-0.3387797380;-0.2819618849;0.3655789061
7.5055367505;-0.2762030509;-0.2868698603;0.3704868816
7.5158607350;-0.2614791245;-0.2868698603;0.3606709307
7.5261847195;-0.3019699221;-0.2844158726;0.3385850411
7.5365087041;-0.4001294313;-0.2819618849;0.3079101945
7.5468326886;-0.5510496767;-0.2844158726;0.2711003785
7.5571566731;-0.7522766705;-0.2844158726;0.2330635687
7.5674806576;-0.9939944620;-0.2807348910;0.1937997650
7.5778046422;-1.2627061184;-0.2819618849;0.1618979246
7.5881286267;-1.5412337258;-0.2831888787;0.1398120350
7.5984526112;-1.8197613331;-0.2819618849;0.1275420963
7.6087765957;-2.0737490632;-0.2868698603;0.1373580473
7.6191005803;-2.2909269773;-0.2893238481;0.1582169430
7.6294245648;-2.4577981429;-0.2893238481;0.1913457773
7.6397485493;-2.5645466092;-0.2942318235;0.2391985380
7.6500725338;-2.6025834190;-0.2979128051;0.3030022190
7.6603965184;-2.5645466092;-0.3114097376;0.3803028325
7.6707205029;-2.4639331123;-0.3187717008;0.4539224644
7.6810444874;-2.3031969159;-0.3261336640;0.5349040595
7.6913684720;-2.0921539712;-0.3359496149;0.6146586607
7.7016924565;-1.8467551982;-0.3408575904;0.6821433233
7.7120164410;-1.5866324988;-0.3469925597;0.7422660227
7.7223404255;-1.3412337258;-0.3580355045;0.7852108080
7.7326644101;-1.1081048914;-0.3653974677;0.8146586607
7.7429883946;-0.9044239098;-0.3641704738;0.8318365749
7.7533123791;-0.7498226828;-0.3678514554;0.8306095810
7.7636363636;-0.6467551982;-0.3666244616;0.8122046730
7.7739603482;-0.6050374067;-0.3690784493;0.7803028325
7.7842843327;-0.6173073454;-0.3703054432;0.7312230779
7.7946083172;-0.6847920080;-0.3715324370;0.6711003785
7.8049323017;-0.7903134804;-0.3752134186;0.6036157160
7.8152562863;-0.9277367932;-0.3727594309;0.5349040595
7.8255802708;-1.0798840325;-0.3776674063;0.4674193969
7.8359042553;-1.2320312718;-0.3813483879;0.4023887221
7.8462282398;-1.3731355662;-0.3838023757;0.3471739982
7.8565522244;-1.4811110264;-0.3801213941;0.2956402558
7.8668762089;-1.5485956889;-0.3764404125;0.2600574338
7.8772001934;-1.5645466092;-0.3850293695;0.2367445503
7.8875241779;-1.5277367932;-0.3874833573;0.2207936301
7.8978481625;-1.4357122534;-0.3911643389;0.2158856546
7.9081721470;-1.2823380202;-0.3887103511;0.2232476178
7.9184961315;-1.0872459957;-0.3936183266;0.2318365749
7.9288201161;-0.8516631736;-0.3923913327;0.2391985380
7.9391441006;-0.5854055049;-0.3923913327;0.2526954706
7.9494680851;-0.2995159343;-0.3923913327;0.2711003785
7.9597920696;-0.0148533577;-0.3911643389;0.2772353479
7.9701160542;0.2685822252;-0.3948453205;0.2833703172
7.9804400387;0.5446558448;-0.3899373450;0.2882782927
7.9907640232;0.8010975626;-0.3825753818;0.2735543663
8.0010880077;1.0109135135;-0.3776674063;0.2502414828
8.0114119923;1.1765576853;-0.3739864247;0.2134316669
8.0217359768;1.2869871331;-0.3666244616;0.1618979246
8.0320599613;1.3446558448;-0.3678514554;0.1066832006
8.0423839458;1.3446558448;-0.3592624984;0.0441065135
8.0527079304;1.3041650472;-0.3519005352;-0.0282861245
8.0630319149;1.2158214890;-0.3408575904;-0.1154026889
8.0733558994;1.0943490963;-0.3359496149;-0.2025192534
8.0836798839;0.9556987896;-0.3347226211;-0.2859548362
8.0940038685;0.8219564583;-0.3359496149;-0.3779793761
8.1043278530;0.6882141270;-0.3347226211;-0.4601879650
8.1146518375;0.5790116730;-0.3334956272;-0.5374885785
8.1249758221;0.5017110595;-0.3249066701;-0.6049732411
8.1352998066;0.4685822252;-0.3322686333;-0.6663229343
8.1456237911;0.4845331454;-0.3310416395;-0.7055867380
8.1559477756;0.5532448018;-0.3285876517;-0.7423965540
8.1662717602;0.6747171945;-0.3310416395;-0.7644824435
8.1765957447;0.8391343724;-0.3273606579;-0.7742983945
8.1869197292;1.0477233295;-0.3298146456;-0.7816603577
8.1972437137;1.2857601393;-0.3347226211;-0.7779793761
8.2075676983;1.5299319184;-0.3408575904;-0.7657094374
8.2178916828;1.7593797712;-0.3457655659;-0.7558934865
8.2282156673;1.9704227160;-0.3445385720;-0.7436235478
8.2385396518;2.1483368264;-0.3494465474;-0.7350345908
8.2488636364;2.2710362129;-0.3604894922;-0.7264456337
8.2591876209;2.3397478693;-0.3666244616;-0.7203106644
8.2695116054;2.3446558448;-0.3776674063;-0.7190836705
8.2798355899;2.2906681147;-0.3936183266;-0.7301266153
8.2901595745;2.1728767037;-0.3997532959;-0.7436235478
8.3004835590;1.9974165810;-0.4095692468;-0.7644824435
8.3108075435;1.7826926546;-0.4169312100;-0.7877953270
8.3211315280;1.5483368264;-0.4279741548;-0.8123352043
8.3314555126;1.2955760902;-0.4316551364;-0.8368750816
8.3417794971;1.0514043111;-0.4365631119;-0.8663229343
8.3521034816;0.8207294644;-0.4426980812;-0.8908628116
8.3624274662;0.6207294644;-0.4512870382;-0.9104947135
8.3727514507;0.4599932681;-0.4537410260;-0.9264456337
8.3830754352;0.3446558448;-0.4549680198;-0.9350345908
8.3933994197;0.2845331454;-0.4574220076;-0.9350345908
8.4037234043;0.2783981761;-0.4574220076;-0.9239916460
8.4140473888;0.3164349859;-0.4611029892;-0.9129487012
8.4243713733;0.3925086055;-0.4611029892;-0.8847278423
8.4346953578;0.4943490963;-0.4647839708;-0.8515990080
8.4450193424;0.6133675012;-0.4647839708;-0.8074272288
8.4553433269;0.7323859061;-0.4684649524;-0.7595744681
8.4656673114;0.8477233295;-0.4709189401;-0.7006787626
8.4759912959;0.9372938816;-0.4807348910;-0.6381020754
8.4863152805;1.0060055380;-0.4868698603;-0.5755253883
8.4966392650;1.0293184215;-0.4868698603;-0.5043597442
8.5069632495;1.0084595258;-0.4954588174;-0.4331941000
8.5172872340;0.9385208755;-0.5003667928;-0.3595744681
8.5276112186;0.8207294644;-0.5089557499;-0.2884088239
8.5379352031;0.6587662742;-0.5089557499;-0.2160161859
8.5482591876;0.4538582988;-0.5163177131;-0.1448505417
8.5585831721;0.2244104460;-0.5187717008;-0.0736848975
8.5689071567;-0.0160803515;-0.5150907192;-0.0172431797
8.5792311412;-0.2798840325;-0.5114097376;0.0379715442
8.5895551257;-0.5449147074;-0.5199986947;0.0931862681
8.5998791103;-0.7829515172;-0.5212256886;0.1447200104
8.6102030948;-1.0050374067;-0.5249066701;0.2036157160
8.6205270793;-1.1989024374;-0.5212256886;0.2526954706
8.6308510638;-1.3498226828;-0.5163177131;0.3042292129
8.6411750484;-1.4577981429;-0.5249066701;0.3471739982
8.6514990329;-1.5117858730;-0.5285876517;0.3987077405
8.6618230174;-1.5081048914;-0.5347226211;0.4404255319
8.6721470019;-1.4553441552;-0.5347226211;0.4870512988
8.6824709865;-1.3620926215;-0.5408575904;0.5312230779
8.6927949710;-1.2430742166;-0.5445385720;0.5717138755
8.7031189555;-1.0946079589;-0.5482195536;0.6171126485
8.7134429400;-0.9412337258;-0.5506735413;0.6600574338
8.7237669246;-0.7939944620;-0.5506735413;0.7042292129
8.7340909091;-0.6627061184;-0.5506735413;0.7533089675
8.7444148936;-0.5608656276;-0.5531275290;0.8023887221
8.7547388781;-0.5007429282;-0.5555815168;0.8514684767
8.7650628627;-0.4811110264;-0.5555815168;0.9079101945
8.7753868472;-0.5056509037;-0.5604894922;0.9606709307
8.7857108317;-0.5755895540;-0.5629434800;1.0146586607
8.7960348162;-0.6896999834;-0.5678514554;1.0686463908
8.8063588008;-0.8430742166;-0.5715324370;1.1226341209
8.8166827853;-1.0222153209;-0.5764404125;1.1778488448
8.8270067698;-1.2074913945;-0.5887103511;1.2207936301
8.8373307544;-1.3952214558;-0.5960723143;1.2698733847
8.8476547389;-1.5719085724;-0.6083422530;1.3103641822
8.8579787234;-1.7117858730;-0.6206121916;1.3361310534
8.8683027079;-1.8074913945;-0.6365631119;1.3533089675
8.8786266925;-1.8553441552;-0.6561950137;1.3655789061
8.8889506770;-1.8541171613;-0.6635569769;1.3643519123
8.8992746615;-1.7952214558;-0.6819618849;1.3545359614
8.9095986460;-1.6749760570;-0.6942318235;1.3312230779
8.9199226306;-1.5154668546;-0.7052747683;1.3005482313
8.9302466151;-1.3216018239;-0.7187717008;1.2539224644
8.9405705996;-1.1056509037;-0.7249066701;1.2060697037
8.9508945841;-0.8786570386;-0.7298146456;1.1533089675
8.9612185687;-0.6479821920;-0.7347226211;1.0944132620
8.9715425532;-0.4295772840;-0.7347226211;1.0257016055
8.9818665377;-0.2357122534;-0.7322686333;0.9606709307
8.9921905222;-0.0786570386;-0.7261336640;0.8968672497
9.0025145068;0.0428153540;-0.7285876517;0.8379715442
9.0128384913;0.1115270104;-0.7347226211;0.7803028325
9.0231624758;0.1434288509;-0.7224526824;0.7299960841
9.0334864603;0.1323859061;-0.7212256886;0.6895052865
9.0438104449;0.0857601393;-0.7212256886;0.6490144890
9.0541344294;0.0219564583;-0.7138637254;0.6085236914
9.0644584139;-0.0737490632;-0.7114097376;0.5827568203
9.0747823985;-0.1780435417;-0.7089557499;0.5545359614
9.0851063830;-0.2786570386;-0.7114097376;0.5250881086
9.0954303675;-0.3694545847;-0.7126367315;0.4944132620
9.1057543520;-0.4418472227;-0.7114097376;0.4588304399
9.1160783366;-0.4798840325;-0.7126367315;0.4183396423
9.1264023211;-0.4872459957;-0.7052747683;0.3741678632
9.1367263056;-0.4590251368;-0.7114097376;0.3177261454
9.1470502901;-0.3976754435;-0.7052747683;0.2465605012
9.1573742747;-0.2958349528;-0.7003667928;0.1704868816
9.1676982592;-0.1559576521;-0.6930048297;0.0821433233
9.1780222437;0.0109135135;-0.6966858113;-0.0098812166
9.1883462282;0.1888276239;-0.6893238481;-0.1215376583
9.1986702128;0.3814656607;-0.6782809033;-0.2417830570
9.2089941973;0.5790116730;-0.6672379585;-0.3693904190
9.2193181818;0.7716497098;-0.6635569769;-0.4957707871
9.2296421663;0.9385208755;-0.6611029892;-0.6307401123
9.2399661509;1.0820791577;-0.6537410260;-0.7583474742
9.2502901354;1.1912816117;-0.6574220076;-0.8847278423
9.2606141199;1.2550852926;-0.6611029892;-0.9988382718
9.2709381044;1.2771711822;-0.6586490014;-1.0994517687
9.2812620890;1.2587662742;-0.6611029892;-1.1939302963
9.2915860735;1.1961895871;-0.6684649524;-1.2724579037
9.3019100580;1.0955760902;-0.6733729278;-1.3288996215
9.3122340426;0.9691957221;-0.6819618849;-1.3681634251
9.3225580271;0.8231834522;-0.6893238481;-1.3951572902
9.3328820116;0.6673552313;-0.6942318235;-1.4049732411
9.3432059961;0.5127540043;-0.6930048297;-1.4025192534
9.3535299807;0.3704227160;-0.6979128051;-1.3902493147
9.3638539652;0.2599932681;-0.7015937867;-1.3742983945
9.3741779497;0.1716497098;-0.7003667928;-1.3558934865
9.3845019342;0.1237969491;-0.7003667928;-1.3387155724
9.3948259188;0.1176619798;-0.7015937867;-1.3166296828
9.4051499033;0.1532448018;-0.6954588174;-1.3092677196
9.4154738878;0.2268644338;-0.6942318235;-1.3104947135
9.4257978723;0.3225699552;-0.6942318235;-1.3215376583
9.4361218569;0.4464963356;-0.6930048297;-1.3436235478
9.4464458414;0.5777846791;-0.6917778358;-1.3730714006
9.4567698259;0.7078460288;-0.6979128051;-1.4209241613
9.4670938104;0.8207294644;-0.7040477744;-1.4675499282
9.4774177950;0.9066190350;-0.7101827438;-1.5166296828
9.4877417795;0.9667417344;-0.7138637254;-1.5669364313
9.4980657640;0.9851466423;-0.7199986947;-1.6111082104
9.5083897485;0.9642877466;-0.7347226211;-1.6515990080
9.5187137331;0.9053920411;-0.7420845843;-1.6749118914
9.5290377176;0.8023245565;-0.7506735413;-1.6785928730
9.5393617021;0.6685822252;-0.7580355045;-1.6626419527
9.5496856867;0.5090730227;-0.7690784493;-1.6331941000
9.5600096712;0.3336129000;-0.7813483879;-1.5779793761
9.5703336557;0.1507908141;-0.7862563634;-1.5006787626
9.5806576402;-0.0173073454;-0.7825753818;-1.4049732411
9.5909816248;-0.1780435417;-0.7862563634;-1.2908628116
9.6013056093;-0.3179208423;-0.7887103511;-1.1681634251
9.6116295938;-0.4258963024;-0.7948453205;-1.0295131184
9.6219535783;-0.5068778975;-0.7923913327;-0.8859548362
9.6322775629;-0.5461417012;-0.7936183266;-0.7448505417
9.6426015474;-0.5485956889;-0.7948453205;-0.6062002350
9.6529255319;-0.5191478362;-0.7960723143;-0.4687769221
