Time (s);Pressure (kPa)
6.6164914425;101.6383467916;18.8317757009
6.6264710676;101.9066606729;18.2710280374
6.6364506927;102.0406677087;18.8317757009
6.6464303178;101.6833344280;18.4579439252
6.6564099430;101.6833344280;18.4579439252
6.6663895681;101.7278940960;18.6448598131
6.6763691932;101.5938417956;18.6448598131
6.6863488183;101.8173320564;18.4579439252
6.6963284434;101.6833344280;18.4579439252
6.7063080685;101.9065607363;18.8317757009
6.7162876936;101.7278940960;18.6448598131
6.7262673187;101.8619463963;18.6448598131
6.7362469438;101.8619463963;18.6448598131
6.7462265689;101.9066606729;18.2710280374
6.7562061940;102.0406677087;18.8317757009
6.7661858191;101.9513296848;18.4579439252
6.7761654442;101.7281033764;18.0841121495
6.7861450693;101.9959986967;18.6448598131
6.7961246944;101.7278940960;18.6448598131
6.8061043195;101.8173320564;18.4579439252
6.8160839446;101.6833344280;18.4579439252
6.8260635697;101.9959986967;18.6448598131
6.8360431948;101.7727177164;18.2710280374
6.8460228199;101.9513296848;18.4579439252
6.8560024450;101.9959986967;18.6448598131
6.8659820701;101.8619463963;18.6448598131
6.8759616952;101.9959986967;18.6448598131
6.8859413203;101.7278940960;18.6448598131
6.8959209454;101.6833344280;18.4579439252
6.9059005705;101.8619463963;18.6448598131
6.9158801956;101.8619463963;18.6448598131
6.9258598207;101.8619463963;18.6448598131
6.9358394458;101.9065607363;18.8317757009
6.9458190709;101.7278940960;18.6448598131
6.9557986960;101.9065607363;18.8317757009
6.9657783211;101.8173320564;18.4579439252
6.9757579462;101.8619463963;18.6448598131
6.9857375713;101.6833344280;18.4579439252
6.9957171964;101.5048318035;18.2710280374
7.0056968215;101.6833344280;18.4579439252
7.0156764466;101.8173320564;18.4579439252
7.0256560717;101.6833344280;18.4579439252
7.0356356968;101.7281033764;18.0841121495
7.0456153219;101.7278940960;18.6448598131
7.0555949470;101.6833344280;18.4579439252
7.0655745721;101.9513296848;18.4579439252
7.0755541972;101.7278940960;18.6448598131
7.0855338223;101.6833344280;18.4579439252
7.0955134474;101.6833344280;18.4579439252
7.1054930725;101.6833344280;18.4579439252
7.1154726976;101.6387747600;18.2710280374
7.1254523227;101.8173320564;18.4579439252
7.1354319478;101.8173320564;18.4579439252
7.1454115729;101.8173320564;18.4579439252
7.1553911980;101.8173320564;18.4579439252
7.1653708231;101.8619463963;18.6448598131
7.1753504482;101.8170134320;19.0186915888
7.1853300733;101.9065607363;18.8317757009
7.1953096985;101.8173320564;18.4579439252
7.2052893236;102.1300509971;18.6448598131
7.2152689487;101.7724537640;18.8317757009
7.2252485738;101.9959986967;18.6448598131
7.2352281989;101.8173320564;18.4579439252
7.2452078240;101.9065607363;18.8317757009
7.2551874491;101.8619463963;18.6448598131
7.2651670742;101.7278940960;18.6448598131
7.2751466993;101.8619463963;18.6448598131
7.2851263244;101.8173320564;18.4579439252
7.2951059495;101.7278940960;18.6448598131
7.3050855746;101.6833344280;18.4579439252
7.3150651997;101.9065607363;18.8317757009
7.3250448248;101.5938417956;18.6448598131
7.3350244499;101.9959986967;18.6448598131
7.3450040750;101.9959986967;18.6448598131
7.3549837001;101.6833344280;18.4579439252
7.3649633252;101.6383467916;18.8317757009
7.3749429503;101.6833344280;18.4579439252
7.3849225754;101.6833344280;18.4579439252
7.3949022005;101.8619463963;18.6448598131
7.4048818256;101.9513296848;18.4579439252
7.4148614507;101.7278940960;18.6448598131
7.4248410758;101.5493367995;18.4579439252
7.4348207009;101.9513296848;18.4579439252
7.4448003260;101.8619463963;18.6448598131
7.4547799511;101.7278940960;18.6448598131
7.4647595762;101.8173320564;18.4579439252
7.4747392013;101.8619463963;18.6448598131
7.4847188264;101.8173320564;18.4579439252
7.4946984515;101.7727177164;18.2710280374
7.5046780766;101.8619463963;18.6448598131
7.5146577017;101.7724537640;18.8317757009
7.5246373268;101.6833344280;18.4579439252
7.5346169519;101.8619463963;18.6448598131
7.5445965770;101.7278940960;18.6448598131
7.5545762021;101.8173320564;18.4579439252
7.5645558272;101.7278940960;18.6448598131
7.5745354523;101.7278940960;18.6448598131
7.5845150774;101.6833344280;18.4579439252
7.5944947025;101.8173320564;18.4579439252
7.6044743276;101.8173320564;18.4579439252
7.6144539527;101.6833344280;18.4579439252
7.6244335778;101.6833344280;18.4579439252
7.6344132029;102.1300509971;18.6448598131
7.6443928280;101.8173320564;18.4579439252
7.6543724531;101.8619463963;18.6448598131
7.6643520782;101.7278940960;18.6448598131
7.6743317033;101.5938417956;18.6448598131
7.6843113284;101.8619463963;18.6448598131
7.6942909535;101.7727177164;18.2710280374
7.7042705786;101.8619463963;18.6448598131
7.7142502037;101.6833344280;18.4579439252
7.7242298289;101.6833344280;18.4579439252
7.7342094540;101.7278940960;18.6448598131
7.7441890791;101.8173320564;18.4579439252
7.7541687042;101.6833344280;18.4579439252
7.7641483293;101.9959986967;18.6448598131
7.7741279544;101.8619463963;18.6448598131
7.7841075795;101.8173320564;18.4579439252
7.7940872046;101.6833344280;18.4579439252
7.8040668297;101.6833344280;18.4579439252
7.8140464548;101.8619463963;18.6448598131
7.8240260799;101.8173320564;18.4579439252
7.8340057050;101.9065607363;18.8317757009
7.8439853301;101.7278940960;18.6448598131
7.8539649552;101.7278940960;18.6448598131
7.8639445803;101.7278940960;18.6448598131
7.8739242054;101.9513296848;18.4579439252
7.8839038305;101.6387747600;18.2710280374
7.8938834556;101.5493367995;18.4579439252
7.9038630807;101.7278940960;18.6448598131
7.9138427058;101.6387747600;18.2710280374
7.9238223309;101.5938417956;18.6448598131
7.9338019560;101.7727177164;18.2710280374
7.9437815811;101.9959986967;18.6448598131
7.9537612062;101.9958799454;18.0841121495
7.9637408313;101.7724537640;18.8317757009
7.9737204564;101.6833344280;18.4579439252
7.9837000815;101.8619463963;18.6448598131
7.9936797066;101.9065607363;18.8317757009
8.0036593317;101.8173320564;18.4579439252
8.0136389568;101.7278940960;18.6448598131
8.0236185819;101.7278940960;18.6448598131
8.0335982070;101.8619463963;18.6448598131
8.0435778321;101.8173320564;18.4579439252
8.0535574572;101.7724537640;18.8317757009
8.0635370823;101.7278940960;18.6448598131
8.0735167074;101.6833344280;18.4579439252
8.0834963325;101.8619463963;18.6448598131
8.0934759576;101.8173320564;18.4579439252
8.1034555827;101.7278940960;18.6448598131
8.1134352078;101.8173320564;18.4579439252
8.1234148329;101.8619463963;18.6448598131
8.1333944580;101.7278940960;18.6448598131
8.1433740831;101.5938417956;18.6448598131
8.1533537082;101.7278940960;18.6448598131
8.1633333333;101.7278940960;18.6448598131
8.1733129584;101.7278940960;18.6448598131
8.1832925835;101.9065607363;18.8317757009
8.1932722086;101.9065607363;18.8317757009
8.2032518337;101.7278940960;18.6448598131
8.2132314588;101.8619463963;18.6448598131
8.2232110839;102.0406677087;18.8317757009
8.2331907090;101.6833344280;18.4579439252
8.2431703341;102.1300509971;18.6448598131
8.2531499593;101.8173320564;18.4579439252
8.2631295844;101.8619463963;18.6448598131
8.2731092095;101.8619463963;18.6448598131
8.2830888346;101.8619463963;18.6448598131
8.2930684597;101.8173320564;18.4579439252
8.3030480848;101.7278940960;18.6448598131
8.3130277099;101.7278940960;18.6448598131
8.3230073350;101.7278940960;18.6448598131
8.3329869601;101.7278940960;18.6448598131
8.3429665852;101.8619463963;18.6448598131
8.3529462103;101.8173320564;18.4579439252
8.3629258354;101.7727177164;18.2710280374
8.3729054605;101.6833344280;18.4579439252
8.3828850856;101.9065607363;18.8317757009
8.3928647107;101.8619463963;18.6448598131
8.4028443358;101.9065607363;18.8317757009
8.4128239609;101.7724537640;18.8317757009
8.4228035860;101.8619463963;18.6448598131
8.4327832111;101.9959986967;18.6448598131
8.4427628362;101.6833344280;18.4579439252
8.4527424613;101.9959986967;18.6448598131
8.4627220864;101.9959986967;18.6448598131
8.4727017115;101.7727177164;18.2710280374
8.4826813366;101.5493367995;18.4579439252
8.4926609617;101.6833344280;18.4579439252
8.5026405868;101.9513296848;18.4579439252
8.5126202119;101.8173320564;18.4579439252
8.5225998370;101.7278940960;18.6448598131
8.5325794621;101.6387747600;18.2710280374
8.5425590872;101.7278940960;18.6448598131
8.5525387123;101.7278940960;18.6448598131
8.5625183374;101.8619463963;18.6448598131
8.5724979625;101.8173320564;18.4579439252
8.5824775876;102.1747746810;18.8317757009
8.5924572127;101.7278940960;18.6448598131
8.6024368378;102.0853273132;18.4579439252
8.6124164629;101.9065607363;18.8317757009
8.6223960880;101.8619463963;18.6448598131
8.6323757131;101.6833344280;18.4579439252
8.6423553382;101.6387747600;18.2710280374
8.6523349633;101.8619463963;18.6448598131
8.6623145884;101.8619463963;18.6448598131
8.6722942135;101.6833344280;18.4579439252
8.6822738386;101.8619463963;18.6448598131
8.6922534637;101.5493367995;18.4579439252
8.7022330888;101.7278940960;18.6448598131
8.7122127139;102.0853273132;18.4579439252
8.7221923390;101.8619463963;18.6448598131
8.7321719641;101.8619463963;18.6448598131
8.7421515892;101.8619463963;18.6448598131
8.7521312143;101.7278940960;18.6448598131
8.7621108394;101.7727177164;18.2710280374
8.7720904645;101.7724537640;18.8317757009
8.7820700896;101.7724537640;18.8317757009
8.7920497148;101.9065607363;18.8317757009
8.8020293399;101.5938417956;18.6448598131
8.8120089650;101.8619463963;18.6448598131
8.8219885901;101.5048318035;18.2710280374
8.8319682152;101.7278940960;18.6448598131
8.8419478403;101.6383467916;18.8317757009
8.8519274654;102.0406677087;18.8317757009
8.8619070905;101.8173320564;18.4579439252
8.8718867156;101.9959986967;18.6448598131
8.8818663407;101.8173320564;18.4579439252
8.8918459658;101.9065607363;18.8317757009
8.9018255909;102.0406677087;18.8317757009
8.9118052160;101.6383467916;18.8317757009
8.9217848411;101.7278940960;18.6448598131
8.9317644662;101.8173320564;18.4579439252
8.9417440913;101.9513296848;18.4579439252
8.9517237164;101.8619463963;18.6448598131
8.9617033415;101.8619463963;18.6448598131
8.9716829666;101.7278940960;18.6448598131
8.9816625917;101.8619463963;18.6448598131
8.9916422168;101.9065607363;18.8317757009
9.0016218419;101.6833344280;18.4579439252
9.0116014670;101.8173320564;18.4579439252
9.0215810921;101.6833344280;18.4579439252
9.0315607172;101.8173320564;18.4579439252
9.0415403423;101.7724537640;18.8317757009
9.0515199674;101.7278940960;18.6448598131
9.0614995925;101.7724537640;18.8317757009
9.0714792176;101.7724537640;18.8317757009
9.0814588427;101.7724537640;18.8317757009
9.0914384678;101.6387747600;18.2710280374
9.1014180929;101.8619463963;18.6448598131
9.1113977180;101.6833344280;18.4579439252
9.1213773431;101.7278940960;18.6448598131
9.1313569682;101.8173320564;18.4579439252
9.1413365933;101.6833344280;18.4579439252
9.1513162184;101.6833344280;18.4579439252
9.1612958435;101.5938417956;18.6448598131
9.1712754686;102.1300509971;18.6448598131
9.1812550937;101.7724537640;18.8317757009
9.1912347188;101.7278940960;18.6448598131
9.2012143439;101.7724537640;18.8317757009
9.2111939690;101.9065607363;18.8317757009
9.2211735941;101.8619463963;18.6448598131
9.2311532192;101.7278940960;18.6448598131
9.2411328443;101.6833344280;18.4579439252
9.2511124694;101.6833344280;18.4579439252
9.2610920945;102.2194983649;19.0186915888
9.2710717196;101.7724537640;18.8317757009
9.2810513447;101.7278940960;18.6448598131
9.2910309698;101.5493367995;18.4579439252
9.3010105949;101.7278940960;18.6448598131
9.3109902200;102.3088816534;18.8317757009
9.3209698452;101.8619463963;18.6448598131
9.3309494703;101.8619463963;18.6448598131
9.3409290954;101.9065607363;18.8317757009
9.3509087205;101.7278940960;18.6448598131
9.3608883456;101.8619463963;18.6448598131
9.3708679707;102.0853273132;18.4579439252
9.3808475958;101.7278940960;18.6448598131
9.3908272209;101.8173320564;18.4579439252
9.4008068460;101.7278940960;18.6448598131
9.4107864711;101.7278940960;18.6448598131
9.4207660962;101.7278940960;18.6448598131
9.4307457213;101.8173320564;18.4579439252
9.4407253464;101.5938417956;18.6448598131
9.4507049715;101.7278940960;18.6448598131
9.4606845966;102.0853273132;18.4579439252
9.4706642217;101.9513296848;18.4579439252
9.4806438468;101.7278940960;18.6448598131
9.4906234719;101.9959986967;18.6448598131
9.5006030970;101.6387747600;18.2710280374
9.5105827221;101.8619463963;18.6448598131
9.5205623472;101.7278940960;18.6448598131
9.5305419723;101.8619463963;18.6448598131
9.5405215974;101.9065607363;18.8317757009
9.5505012225;102.1300509971;18.6448598131
9.5604808476;101.7278940960;18.6448598131
9.5704604727;101.8619463963;18.6448598131
9.5804400978;101.8619463963;18.6448598131
9.5904197229;101.7278940960;18.6448598131
9.6003993480;101.7724537640;18.8317757009
9.6103789731;101.7724537640;18.8317757009
9.6203585982;102.1300509971;18.6448598131
9.6303382233;101.7278940960;18.6448598131
9.6403178484;101.6833344280;18.4579439252
9.6502974735;101.7278940960;18.6448598131
9.6602770986;101.7278940960;18.6448598131
9.6702567237;101.5493367995;18.4579439252
9.6802363488;101.7278940960;18.6448598131
9.6902159739;101.9065607363;18.8317757009
9.7001955990;101.8619463963;18.6448598131
9.7101752241;101.8173320564;18.4579439252
9.7201548492;101.9065607363;18.8317757009
9.7301344743;101.7724537640;18.8317757009
9.7401140994;101.7724537640;18.8317757009
9.7500937245;102.1300509971;18.6448598131
9.7600733496;101.8619463963;18.6448598131
9.7700529747;101.8173320564;18.4579439252
9.7800325998;101.8173320564;18.4579439252
9.7900122249;101.8619463963;18.6448598131
9.7999918500;101.6833344280;18.4579439252
9.8099714751;101.9959986967;18.6448598131
9.8199511002;101.9513296848;18.4579439252
9.8299307253;101.5493367995;18.4579439252
9.8399103504;101.5938417956;18.6448598131
9.8498899756;101.8173320564;18.4579439252
9.8598696007;101.8173320564;18.4579439252
9.8698492258;101.8619463963;18.6448598131
9.8798288509;101.8619463963;18.6448598131
9.8898084760;101.8619463963;18.6448598131
9.8997881011;101.7278940960;18.6448598131
9.9097677262;101.8173320564;18.4579439252
9.9197473513;101.6833344280;18.4579439252
9.9297269764;101.7278940960;18.6448598131
9.9397066015;101.9065607363;18.8317757009
9.9496862266;101.7727177164;18.2710280374
9.9596658517;101.8619463963;18.6448598131
9.9696454768;101.8619463963;18.6448598131
9.9796251019;101.6833344280;18.4579439252
9.9896047270;101.9959986967;18.6448598131
9.9995843521;101.8619463963;18.6448598131
10.0095639772;102.0853273132;18.4579439252
10.0195436023;101.7278940960;18.6448598131
10.0295232274;101.7278940960;18.6448598131
10.0395028525;101.7278940960;18.6448598131
10.0494824776;101.8619463963;18.6448598131
10.0594621027;101.8619463963;18.6448598131
10.0694417278;101.7724537640;18.8317757009
10.0794213529;101.8173320564;18.4579439252
10.0894009780;101.9513296848;18.4579439252
10.0993806031;101.8619463963;18.6448598131
10.1093602282;101.5493367995;18.4579439252
10.1193398533;101.6833344280;18.4579439252
10.1293194784;101.8619463963;18.6448598131
10.1392991035;101.8173320564;18.4579439252
10.1492787286;101.8173320564;18.4579439252
10.1592583537;102.0853273132;18.4579439252
10.1692379788;101.9511750763;19.0186915888
10.1792176039;101.6833344280;18.4579439252
10.1891972290;101.7278940960;18.6448598131
10.1991768541;101.8170134320;19.0186915888
10.2091564792;101.7278940960;18.6448598131
10.2191361043;101.8619463963;18.6448598131
10.2291157294;101.9959986967;18.6448598131
10.2390953545;101.6383467916;18.8317757009
10.2490749796;102.1747746810;18.8317757009
10.2590546047;101.6833344280;18.4579439252
10.2690342298;101.6833344280;18.4579439252
10.2790138549;101.7278940960;18.6448598131
10.2889934800;101.7727177164;18.2710280374
10.2989731051;101.7278940960;18.6448598131
10.3089527302;101.8619463963;18.6448598131
10.3189323553;101.9066606729;18.2710280374
10.3289119804;101.9065607363;18.8317757009
10.3388916055;101.9065607363;18.8317757009
10.3488712306;101.9959986967;18.6448598131
10.3588508557;101.7278940960;18.6448598131
10.3688304808;101.8173320564;18.4579439252
10.3788101059;101.9959986967;18.6448598131
10.3887897311;101.8173320564;18.4579439252
10.3987693562;101.5048318035;18.2710280374
10.4087489813;101.6833344280;18.4579439252
10.4187286064;101.9065607363;18.8317757009
10.4287082315;101.7727177164;18.2710280374
10.4386878566;101.6833344280;18.4579439252
10.4486674817;101.6833344280;18.4579439252
10.4586471068;101.7278940960;18.6448598131
10.4686267319;101.6833344280;18.4579439252
10.4786063570;101.6828517877;19.0186915888
10.4885859821;101.7278940960;18.6448598131
10.4985656072;101.7278940960;18.6448598131
10.5085452323;101.9065607363;18.8317757009
10.5185248574;101.6833344280;18.4579439252
10.5285044825;101.8619463963;18.6448598131
10.5384841076;101.5938417956;18.6448598131
10.5484637327;102.0406677087;18.8317757009
10.5584433578;101.7278940960;18.6448598131
10.5684229829;101.6833344280;18.4579439252
10.5784026080;101.8173320564;18.4579439252
10.5883822331;101.7278940960;18.6448598131
10.5983618582;101.8173320564;18.4579439252
10.6083414833;101.6833344280;18.4579439252
10.6183211084;101.8619463963;18.6448598131
10.6283007335;101.7278940960;18.6448598131
10.6382803586;101.9065607363;18.8317757009
10.6482599837;101.6383467916;18.8317757009
10.6582396088;101.7278940960;18.6448598131
10.6682192339;101.8619463963;18.6448598131
10.6781988590;101.8619463963;18.6448598131
10.6881784841;101.9065607363;18.8317757009
10.6981581092;101.6833344280;18.4579439252
10.7081377343;101.8173320564;18.4579439252
10.7181173594;101.8173320564;18.4579439252
10.7280969845;102.0406677087;18.8317757009
10.7380766096;101.7278940960;18.6448598131
10.7480562347;101.8173320564;18.4579439252
10.7580358598;101.6833344280;18.4579439252
10.7680154849;102.0406677087;18.8317757009
10.7779951100;101.7278940960;18.6448598131
10.7879747351;101.8615731000;19.2056074766
10.7979543602;101.5938417956;18.6448598131
10.8079339853;101.6833344280;18.4579439252
10.8179136104;101.8619463963;18.6448598131
10.8278932355;101.6833344280;18.4579439252
10.8378728606;102.1300509971;18.6448598131
10.8478524857;101.6833344280;18.4579439252
10.8578321108;101.7278940960;18.6448598131
10.8678117359;101.6833344280;18.4579439252
10.8777913610;101.5938417956;18.6448598131
10.8877709861;101.6833344280;18.4579439252
10.8977506112;101.7724537640;18.8317757009
10.9077302363;101.7278940960;18.6448598131
10.9177098615;101.5938417956;18.6448598131
10.9276894866;101.6833344280;18.4579439252
10.9376691117;101.8619463963;18.6448598131
10.9476487368;101.8619463963;18.6448598131
10.9576283619;101.9959986967;18.6448598131
10.9676079870;101.8173320564;18.4579439252
10.9775876121;101.8173320564;18.4579439252
10.9875672372;101.8619463963;18.6448598131
10.9975468623;101.7278940960;18.6448598131
11.0075264874;101.7724537640;18.8317757009
11.0175061125;101.9065607363;18.8317757009
11.0274857376;101.7278940960;18.6448598131
11.0374653627;101.9513296848;18.4579439252
11.0474449878;101.7278940960;18.6448598131
11.0574246129;101.8619463963;18.6448598131
11.0674042380;101.6833344280;18.4579439252
11.0773838631;101.8173320564;18.4579439252
11.0873634882;101.8619463963;18.6448598131
11.0973431133;101.8619463963;18.6448598131
11.1073227384;101.7278940960;18.6448598131
11.1173023635;101.7278940960;18.6448598131
11.1272819886;101.7278940960;18.6448598131
11.1372616137;101.7724537640;18.8317757009
11.1472412388;101.9959986967;18.6448598131
11.1572208639;101.8173320564;18.4579439252
11.1672004890;101.7278940960;18.6448598131
11.1771801141;101.7724537640;18.8317757009
11.1871597392;101.8173320564;18.4579439252
11.1971393643;101.8619463963;18.6448598131
11.2071189894;101.7278940960;18.6448598131
11.2170986145;102.0406677087;18.8317757009
11.2270782396;101.7724537640;18.8317757009
11.2370578647;101.9065607363;18.8317757009
11.2470374898;101.7281033764;18.0841121495
11.2570171149;101.8619463963;18.6448598131
11.2669967400;101.9065607363;18.8317757009
11.2769763651;101.7278940960;18.6448598131
11.2869559902;101.8619463963;18.6448598131
11.2969356153;101.7278940960;18.6448598131
11.3069152404;101.8619463963;18.6448598131
11.3168948655;101.7278940960;18.6448598131
11.3268744906;101.8619916609;18.0841121495
11.3368541157;101.7278940960;18.6448598131
11.3468337408;101.7278940960;18.6448598131
11.3568133659;101.8619463963;18.6448598131
11.3667929910;102.1747746810;18.8317757009
11.3767726161;101.7278940960;18.6448598131
11.3867522412;101.7724537640;18.8317757009
11.3967318663;101.8173320564;18.4579439252
11.4067114914;101.7273567837;19.2056074766
11.4166911165;101.7727177164;18.2710280374
11.4266707416;101.9065607363;18.8317757009
11.4366503667;101.6387747600;18.2710280374
11.4466299919;101.7724537640;18.8317757009
11.4566096170;101.6833344280;18.4579439252
11.4665892421;101.8173320564;18.4579439252
11.4765688672;101.8619463963;18.6448598131
11.4865484923;101.8619463963;18.6448598131
11.4965281174;101.7278940960;18.6448598131
11.5065077425;101.7278940960;18.6448598131
11.5164873676;101.6833344280;18.4579439252
11.5264669927;101.8619463963;18.6448598131
11.5364466178;101.8619463963;18.6448598131
11.5464262429;101.7278940960;18.6448598131
11.5564058680;101.9959986967;18.6448598131
11.5663854931;102.0853273132;18.4579439252
11.5763651182;101.7727177164;18.2710280374
11.5863447433;101.8173320564;18.4579439252
11.5963243684;101.7278940960;18.6448598131
11.6063039935;101.7724537640;18.8317757009
11.6162836186;101.4603268075;18.0841121495
11.6262632437;101.7724537640;18.8317757009
11.6362428688;101.7278940960;18.6448598131
11.6462224939;102.1300509971;18.6448598131
11.6562021190;101.9065607363;18.8317757009
11.6661817441;101.8619463963;18.6448598131
11.6761613692;101.8619463963;18.6448598131
11.6861409943;101.6833344280;18.4579439252
11.6961206194;101.7278940960;18.6448598131
11.7061002445;101.8619463963;18.6448598131
11.7160798696;102.0853273132;18.4579439252
11.7260594947;101.6833344280;18.4579439252
11.7360391198;101.8173320564;18.4579439252
11.7460187449;101.7278940960;18.6448598131
11.7559983700;101.9066606729;18.2710280374
11.7659779951;101.8619463963;18.6448598131
11.7759576202;101.8173320564;18.4579439252
11.7859372453;101.5493367995;18.4579439252
11.7959168704;102.1300509971;18.6448598131
11.8058964955;101.8619463963;18.6448598131
11.8158761206;101.8170134320;19.0186915888
11.8258557457;101.7278940960;18.6448598131
11.8358353708;101.7278940960;18.6448598131
11.8458149959;101.8173320564;18.4579439252
11.8557946210;101.8173320564;18.4579439252
11.8657742461;101.5938417956;18.6448598131
11.8757538712;101.8173320564;18.4579439252
11.8857334963;101.9511750763;19.0186915888
11.8957131214;101.8619463963;18.6448598131
11.9056927465;101.7278940960;18.6448598131
11.9156723716;101.8619463963;18.6448598131
11.9256519967;101.8173320564;18.4579439252
11.9356316218;101.8173320564;18.4579439252
11.9456112469;101.5493367995;18.4579439252
11.9555908720;102.0406677087;18.8317757009
11.9655704971;101.6383467916;18.8317757009
11.9755501222;102.1300509971;18.6448598131
11.9855297474;101.8619463963;18.6448598131
11.9955093725;102.1300509971;18.6448598131
12.0054889976;101.9513296848;18.4579439252
12.0154686227;101.6833344280;18.4579439252
12.0254482478;101.7278940960;18.6448598131
12.0354278729;101.7278940960;18.6448598131
12.0454074980;101.8619463963;18.6448598131
12.0553871231;101.5938417956;18.6448598131
12.0653667482;101.5938417956;18.6448598131
12.0753463733;101.8619463963;18.6448598131
12.0853259984;101.5048318035;18.2710280374
12.0953056235;101.7278940960;18.6448598131
12.1052852486;101.8173320564;18.4579439252
12.1152648737;101.7724537640;18.8317757009
12.1252444988;101.6828517877;19.0186915888
12.1352241239;101.7278940960;18.6448598131
12.1452037490;101.8619463963;18.6448598131
12.1551833741;101.9065607363;18.8317757009
12.1651629992;101.8619463963;18.6448598131
12.1751426243;101.7724537640;18.8317757009
12.1851222494;101.7724537640;18.8317757009
12.1951018745;101.5938417956;18.6448598131
12.2050814996;101.5938417956;18.6448598131
12.2150611247;101.9959986967;18.6448598131
12.2250407498;101.8619463963;18.6448598131
12.2350203749;101.7278940960;18.6448598131
12.2450000000;101.8619463963;18.6448598131
12.2549796251;102.1747746810;18.8317757009
12.2649592502;101.7278940960;18.6448598131
12.2749388753;101.6833344280;18.4579439252
12.2849185004;101.6833344280;18.4579439252
12.2948981255;101.7278940960;18.6448598131
12.3048777506;101.8619463963;18.6448598131
12.3148573757;101.6833344280;18.4579439252
12.3248370008;101.9959986967;18.6448598131
12.3348166259;101.8619463963;18.6448598131
12.3447962510;101.8619463963;18.6448598131
12.3547758761;101.9511750763;19.0186915888
12.3647555012;101.8173320564;18.4579439252
12.3747351263;101.6383467916;18.8317757009
12.3847147514;101.7278940960;18.6448598131
12.3946943765;101.9065607363;18.8317757009
12.4046740016;101.7278940960;18.6448598131
12.4146536267;101.7278940960;18.6448598131
12.4246332518;101.7278940960;18.6448598131
12.4346128769;101.8619463963;18.6448598131
12.4445925020;101.6383467916;18.8317757009
12.4545721271;101.7278940960;18.6448598131
12.4645517522;101.9959986967;18.6448598131
12.4745313773;101.8619463963;18.6448598131
12.4845110024;101.8619463963;18.6448598131
12.4944906275;101.7278940960;18.6448598131
12.5044702526;102.0406677087;18.8317757009
12.5144498778;101.7278940960;18.6448598131
12.5244295029;101.8619463963;18.6448598131
12.5344091280;101.9513296848;18.4579439252
12.5443887531;101.7724537640;18.8317757009
12.5543683782;101.7278940960;18.6448598131
12.5643480033;101.7727177164;18.2710280374
12.5743276284;101.7724537640;18.8317757009
12.5843072535;101.7278940960;18.6448598131
12.5942868786;101.6383467916;18.8317757009
12.6042665037;101.8619463963;18.6448598131
12.6142461288;101.6833344280;18.4579439252
12.6242257539;101.7278940960;18.6448598131
12.6342053790;101.8619463963;18.6448598131
12.6441850041;101.8619463963;18.6448598131
12.6541646292;102.0406677087;18.8317757009
12.6641442543;101.7278940960;18.6448598131
12.6741238794;101.9959986967;18.6448598131
12.6841035045;101.8619463963;18.6448598131
12.6940831296;101.7278940960;18.6448598131
12.7040627547;101.7278940960;18.6448598131
12.7140423798;101.7278940960;18.6448598131
12.7240220049;101.8619463963;18.6448598131
12.7340016300;102.0406677087;18.8317757009
12.7439812551;101.7724537640;18.8317757009
12.7539608802;101.8619463963;18.6448598131
12.7639405053;101.7278940960;18.6448598131
12.7739201304;101.6833344280;18.4579439252
12.7838997555;101.6833344280;18.4579439252
12.7938793806;101.7278940960;18.6448598131
12.8038590057;101.8619463963;18.6448598131
12.8138386308;101.7278940960;18.6448598131
12.8238182559;101.8619463963;18.6448598131
12.8337978810;101.7278940960;18.6448598131
12.8437775061;101.7278940960;18.6448598131
12.8537571312;101.7724537640;18.8317757009
12.8637367563;101.8619463963;18.6448598131
12.8737163814;101.5493367995;18.4579439252
12.8836960065;101.8619463963;18.6448598131
12.8936756316;101.7278940960;18.6448598131
12.9036552567;101.6833344280;18.4579439252
12.9136348818;101.7278940960;18.6448598131
12.9236145069;101.9065607363;18.8317757009
12.9335941320;101.8619463963;18.6448598131
12.9435737571;101.9065607363;18.8317757009
12.9535533822;101.7278940960;18.6448598131
12.9635330073;101.6383467916;18.8317757009
12.9735126324;101.8619463963;18.6448598131
12.9834922575;101.8619463963;18.6448598131
12.9934718826;101.6833344280;18.4579439252
13.0034515077;101.7278940960;18.6448598131
13.0134311328;101.5938417956;18.6448598131
13.0234107579;101.8173320564;18.4579439252
13.0333903830;101.8173320564;18.4579439252
13.0433700081;101.8173320564;18.4579439252
13.0533496333;101.7278940960;18.6448598131
13.0633292584;101.7278940960;18.6448598131
13.0733088835;101.7278940960;18.6448598131
13.0832885086;101.8619463963;18.6448598131
13.0932681337;101.7278940960;18.6448598131
13.1032477588;101.5938417956;18.6448598131
13.1132273839;101.7724537640;18.8317757009
13.1232070090;102.1300509971;18.6448598131
13.1331866341;101.7724537640;18.8317757009
13.1431662592;101.7724537640;18.8317757009
13.1531458843;101.8619463963;18.6448598131
13.1631255094;101.5938417956;18.6448598131
13.1731051345;101.6833344280;18.4579439252
13.1830847596;101.8619463963;18.6448598131
13.1930643847;101.8619463963;18.6448598131
13.2030440098;101.6833344280;18.4579439252
13.2130236349;101.9065607363;18.8317757009
13.2230032600;101.7278940960;18.6448598131
13.2329828851;102.0406677087;18.8317757009
13.2429625102;101.6833344280;18.4579439252
