Time (s);Bx (µT);By (µT);Bz (µT)
1.2058815029;-45.9732579468;-1923.5807531707;-34.4777460998
1.2181864162;-46.1502985676;-1923.7350790244;-35.4560180681
1.2304913295;-46.1502985676;-1923.2721014634;-35.5957712064
1.2427962428;-46.1502985676;-1923.5807531707;-33.6392272699
1.2551011561;-46.1502985676;-1923.4264273171;-34.4777460998
1.2674060694;-47.3895829130;-1923.1177756098;-36.2945368980
1.2797109827;-47.2125422922;-1923.2721014634;-37.9715745578
1.2920158960;-46.8584610507;-1923.5807531707;-36.0150306213
1.3043208092;-47.0355016715;-1922.5004721951;-34.7572523765
1.3166257225;-47.2125422922;-1922.9634497561;-34.7572523765
1.3289306358;-47.7436641545;-1921.2658653659;-35.0367586531
1.3412355491;-46.8584610507;-1922.9634497561;-32.9404615783
1.3535404624;-46.8584610507;-1922.6547980488;-37.8318214195
1.3658453757;-46.3273391884;-1922.8091239024;-36.5740431746
1.3781502890;-46.1502985676;-1922.6547980488;-34.8970055148
1.3904552023;-45.9732579468;-1922.9634497561;-35.1765117914
1.4027601156;-46.5043798091;-1924.0437307317;-34.1982398232
1.4150650289;-46.3273391884;-1922.8091239024;-33.2199678549
1.4273699422;-46.1502985676;-1924.0437307317;-35.4560180681
1.4396748555;-45.9732579468;-1924.3523824390;-35.0367586531
1.4519797688;-46.5043798091;-1923.5807531707;-35.1765117914
1.4642846821;-45.2650954637;-1923.8894048781;-36.1547837597
1.4765895954;-45.4421360845;-1924.3523824390;-33.4994741316
1.4888945087;-45.4421360845;-1924.6610341463;-32.1019427484
1.5011994220;-45.0880548430;-1926.0499668293;-32.6609553016
1.5135043353;-44.7339736014;-1925.5869892683;-31.4031770568
1.5258092486;-44.9110142222;-1926.9759219512;-29.8658925352
1.5381141618;-45.4421360845;-1926.9759219512;-29.3068799819
1.5504190751;-44.7339736014;-1926.9759219512;-26.7913234922
1.5627239884;-45.0880548430;-1926.2042926829;-28.3286080137
1.5750289017;-46.3273391884;-1927.4388995122;-31.1236707801
1.5873338150;-46.1502985676;-1927.1302478049;-28.8876205670
1.5996387283;-46.1502985676;-1927.1302478049;-29.7261393969
1.6119436416;-45.7962173261;-1926.2042926829;-28.1888548754
1.6242485549;-45.7962173261;-1925.7413151220;-28.0491017370
1.6365534682;-46.1502985676;-1925.5869892683;-30.5646582268
1.6488583815;-45.9732579468;-1926.2042926829;-31.6826833334
1.6611632948;-46.1502985676;-1925.8956409756;-29.8658925352
1.6734682081;-45.9732579468;-1925.5869892683;-30.2851519502
1.6857731214;-44.7339736014;-1926.0499668293;-27.3503360454
1.6980780347;-45.4421360845;-1926.5129443902;-28.1888548754
1.7103829480;-45.9732579468;-1926.0499668293;-30.1453988119
1.7226878613;-45.6191767053;-1926.0499668293;-27.6298423221
1.7349927746;-45.2650954637;-1927.9018770732;-27.6298423221
1.7472976879;-45.2650954637;-1926.9759219512;-27.2105829071
1.7596026012;-44.7339736014;-1926.6672702439;-26.5118172155
1.7719075145;-45.6191767053;-1927.1302478049;-23.2974950341
1.7842124277;-45.7962173261;-1927.9018770732;-23.5770013108
1.7965173410;-46.3273391884;-1927.5932253659;-23.4372481724
1.8088222543;-46.5043798091;-1927.7475512195;-21.0614448210
1.8211271676;-47.0355016715;-1928.0562029268;-22.1794699276
1.8334320809;-47.5666235338;-1927.4388995122;-21.3409510976
1.8457369942;-47.0355016715;-1926.6672702439;-19.9434197144
1.8580419075;-46.5043798091;-1927.2845736585;-22.3192230659
1.8703468208;-46.6814204299;-1928.0562029268;-22.5987293425
1.8826517341;-47.2125422922;-1928.9821580488;-19.9434197144
1.8949566474;-47.2125422922;-1927.5932253659;-23.7167544491
1.9072615607;-47.0355016715;-1929.1364839024;-22.7384824808
1.9195664740;-45.7962173261;-1928.9821580488;-22.3192230659
1.9318713873;-46.8584610507;-1929.7537873171;-22.8782356192
1.9441763006;-45.7962173261;-1928.5191804878;-24.2757670024
1.9564812139;-45.9732579468;-1929.2908097561;-23.1577418958
1.9687861272;-45.4421360845;-1928.9821580488;-21.2011979593
1.9810910405;-45.4421360845;-1928.8278321951;-21.6204573743
1.9933959538;-45.9732579468;-1929.9081131707;-21.6204573743
2.0057008671;-45.6191767053;-1928.8278321951;-19.8036665761
2.0180057803;-45.0880548430;-1929.4451356098;-17.5676163630
2.0303106936;-45.6191767053;-1927.5932253659;-20.9216916827
2.0426156069;-45.2650954637;-1928.2105287805;-19.2446540228
2.0549205202;-45.6191767053;-1928.5191804878;-19.9434197144
2.0672254335;-46.1502985676;-1927.5932253659;-19.3844071611
2.0795303468;-45.6191767053;-1928.5191804878;-22.0397167892
2.0918352601;-45.2650954637;-1926.8215960976;-21.0614448210
2.1041401734;-45.0880548430;-1928.3648546341;-23.0179887575
2.1164450867;-44.9110142222;-1928.2105287805;-24.2757670024
2.1287500000;-44.9110142222;-1928.3648546341;-26.5118172155
2.1410549133;-44.3798923599;-1927.1302478049;-27.4900891838
2.1533598266;-43.4946892560;-1927.5932253659;-27.7695954604
2.1656647399;-43.6717298768;-1927.9018770732;-28.6081142903
2.1779696532;-42.7865267730;-1928.0562029268;-32.2416958867
2.1902745665;-41.3702018068;-1927.4388995122;-31.5429301951
2.2025794798;-41.1931611860;-1927.2845736585;-30.5646582268
2.2148843931;-40.3079580822;-1927.9018770732;-30.8441645035
2.2271893064;-39.9538768406;-1928.9821580488;-34.1982398232
2.2394942197;-39.7768362199;-1930.2167648781;-34.1982398232
2.2517991329;-38.8916331160;-1930.0624390244;-32.3814490250
2.2641040462;-39.0686737368;-1929.9081131707;-32.6609553016
2.2764089595;-37.8293893914;-1930.2167648781;-34.0584866849
2.2887138728;-37.6523487706;-1930.0624390244;-33.0802147166
2.3010187861;-37.2982675291;-1928.8278321951;-35.1765117914
2.3133236994;-37.1212269083;-1930.0624390244;-34.6174992381
2.3256286127;-36.4130644252;-1929.4451356098;-37.4125620046
2.3379335260;-35.8819425629;-1927.9018770732;-35.8752774830
2.3502384393;-34.8196988383;-1926.6672702439;-36.1547837597
2.3625433526;-34.6426582175;-1926.8215960976;-38.8100933878
2.3748482659;-33.9344957344;-1927.5932253659;-39.5088590794
2.3871531792;-33.0492926306;-1927.2845736585;-39.0895996644
2.3994580925;-32.3411301475;-1925.1240117073;-43.8412063673
2.4117630058;-30.9248051813;-1925.7413151220;-43.8412063673
2.4240679191;-30.0396020775;-1926.0499668293;-47.1952816870
2.4363728324;-28.0921552490;-1925.5869892683;-46.0772565805
2.4486777457;-27.3839927659;-1926.5129443902;-46.3567628571
2.4609826590;-26.8528709036;-1927.1302478049;-46.0772565805
2.4732875723;-25.4365459375;-1927.7475512195;-47.3350348254
2.4855924855;-24.5513428336;-1925.7413151220;-45.9375034421
2.4978973988;-23.3120584882;-1928.0562029268;-46.3567628571
2.5102023121;-22.7809366259;-1927.9018770732;-46.4965159954
2.5225072254;-22.0727741428;-1928.5191804878;-47.4747879637
2.5348121387;-22.0727741428;-1927.7475512195;-46.6362691338
2.5471170520;-22.0727741428;-1928.6735063415;-47.4747879637
2.5594219653;-21.8957335221;-1930.0624390244;-49.1518256235
2.5717268786;-21.8957335221;-1928.0562029268;-45.5182440272
2.5840317919;-21.0105304182;-1929.2908097561;-46.0772565805
2.5963367052;-20.8334897974;-1927.2845736585;-46.6362691338
2.6086416185;-20.3023679351;-1927.2845736585;-50.4096038684
2.6209465318;-21.0105304182;-1926.0499668293;-51.2481226984
2.6332514451;-19.9482866936;-1926.2042926829;-49.9903444535
2.6455563584;-19.2401242105;-1925.5869892683;-49.1518256235
2.6578612717;-18.7090023482;-1926.0499668293;-47.6145411020
2.6701661850;-18.7090023482;-1924.9696858537;-51.1083695600
2.6824710983;-18.3549211066;-1925.5869892683;-49.8505913151
2.6947760116;-17.8237992443;-1925.2783375610;-51.3878758367
2.7070809249;-17.8237992443;-1924.9696858537;-49.7108381768
2.7193858382;-17.4697180028;-1925.2783375610;-51.9468883900
2.7316907514;-17.4697180028;-1926.3586185366;-51.6673821133
2.7439956647;-16.9385961405;-1926.6672702439;-47.3350348254
2.7563005780;-18.0008398651;-1928.2105287805;-48.1735536553
2.7686054913;-18.3549211066;-1927.4388995122;-47.8940473786
2.7809104046;-18.0008398651;-1929.1364839024;-47.7542942403
2.7932153179;-18.3549211066;-1931.1427200000;-46.0772565805
2.8055202312;-18.8860429690;-1929.1364839024;-45.2387377505
2.8178251445;-19.5942054520;-1928.3648546341;-47.6145411020
2.8301300578;-19.9482866936;-1929.9081131707;-46.7760222721
2.8424349711;-20.8334897974;-1927.9018770732;-43.9809595057
2.8547398844;-21.5416522805;-1928.5191804878;-48.1735536553
2.8670447977;-22.4268553844;-1927.4388995122;-46.0772565805
2.8793497110;-22.2498147636;-1927.1302478049;-48.0338005170
2.8916546243;-22.0727741428;-1927.1302478049;-47.0555285487
2.9039595376;-22.2498147636;-1926.9759219512;-48.7325662086
2.9162644509;-21.1875710390;-1926.2042926829;-49.0120724852
2.9285693642;-21.7186929013;-1926.6672702439;-49.9903444535
2.9408742775;-22.2498147636;-1926.8215960976;-47.7542942403
2.9531791908;-21.3646116597;-1927.9018770732;-47.4747879637
2.9654841040;-21.7186929013;-1926.8215960976;-47.4747879637
2.9777890173;-21.5416522805;-1929.1364839024;-48.5928130702
2.9900939306;-21.0105304182;-1928.2105287805;-46.0772565805
3.0023988439;-21.3646116597;-1930.2167648781;-46.9157754104
3.0147037572;-21.8957335221;-1930.2167648781;-45.5182440272
3.0270086705;-21.0105304182;-1930.9883941463;-44.6797251973
3.0393135838;-21.5416522805;-1931.2970458537;-45.3784908889
3.0516184971;-22.4268553844;-1930.8340682927;-43.0026875374
3.0639234104;-23.6661397298;-1930.9883941463;-46.4965159954
3.0762283237;-23.4890991090;-1930.8340682927;-44.8194783356
3.0885332370;-23.4890991090;-1930.9883941463;-46.9157754104
3.1008381503;-23.6661397298;-1928.8278321951;-45.7977503038
3.1131430636;-23.6661397298;-1928.9821580488;-43.4219469524
3.1254479769;-22.9579772467;-1929.7537873171;-46.6362691338
3.1377528902;-23.4890991090;-1927.9018770732;-46.6362691338
3.1500578035;-22.4268553844;-1928.2105287805;-46.0772565805
3.1623627168;-22.2498147636;-1927.2845736585;-47.8940473786
3.1746676301;-22.2498147636;-1927.2845736585;-49.2915787619
3.1869725434;-20.6564491767;-1929.4451356098;-47.4747879637
3.1992774566;-19.9482866936;-1928.3648546341;-48.3133067936
3.2115823699;-18.5319617274;-1929.2908097561;-49.4313319002
3.2238872832;-17.2926773820;-1930.0624390244;-48.3133067936
3.2361921965;-16.9385961405;-1929.4451356098;-45.3784908889
3.2484971098;-16.2304336574;-1931.9143492683;-47.0555285487
3.2608020231;-15.3452305536;-1932.3773268293;-47.3350348254
3.2731069364;-13.7518649666;-1932.6859785366;-45.9375034421
3.2854118497;-13.0437024835;-1932.5316526829;-45.7977503038
3.2977167630;-12.3355400005;-1934.3835629268;-43.7014532290
3.3100216763;-11.2732962758;-1932.8403043902;-46.3567628571
3.3223265896;-10.3880931720;-1932.6859785366;-44.8194783356
3.3346315029;-9.5028900681;-1933.7662595122;-45.9375034421
3.3469364162;-8.9717682058;-1932.5316526829;-44.5399720589
3.3592413295;-7.0243213773;-1932.3773268293;-46.0772565805
3.3715462428;-6.3161588943;-1932.3773268293;-46.9157754104
3.3838511561;-4.3687120658;-1930.5254165854;-47.3350348254
3.3961560694;-3.1294277204;-1930.8340682927;-47.8940473786
3.4084609827;-1.8901433750;-1930.5254165854;-49.0120724852
3.4207658960;-0.1197371673;-1930.5254165854;-47.6145411020
3.4330708092;0.5884253158;-1930.8340682927;-46.9157754104
3.4453757225;2.8899533858;-1930.5254165854;-47.4747879637
3.4576806358;3.7751564897;-1929.5994614634;-45.3784908889
3.4699855491;6.2537251804;-1931.1427200000;-47.3350348254
3.4822904624;6.6078064220;-1931.7600234146;-45.2387377505
3.4945953757;8.7322938712;-1932.5316526829;-45.7977503038
3.5069002890;9.6174969751;-1933.3032819512;-43.1424406757
3.5192052023;10.6797406997;-1935.0008663415;-42.3039218458
3.5315101156;12.0960656659;-1934.0749112195;-42.0244155692
3.5438150289;13.5123906320;-1932.5316526829;-42.4436749841
3.5561199422;14.2205531151;-1934.2292370732;-41.7449092925
3.5684248555;14.9287155982;-1935.0008663415;-42.0244155692
3.5807297688;16.5220811851;-1933.9205853659;-43.1424406757
3.5930346821;17.9384061513;-1933.1489560976;-43.2821938140
3.6053395954;18.8236092551;-1933.6119336585;-42.8629343991
3.6176445087;19.1776904967;-1933.1489560976;-41.6051561542
3.6299494220;20.7710560836;-1932.9946302439;-41.8846624308
3.6422543353;21.4792185667;-1932.6859785366;-42.8629343991
3.6545592486;22.0103404290;-1931.7600234146;-43.2821938140
3.6668641618;22.7185029121;-1929.7537873171;-44.4002189206
3.6791690751;24.1348278782;-1931.6056975610;-43.1424406757
3.6914739884;24.4889091198;-1930.9883941463;-41.0461436009
3.7037789017;25.7281934652;-1932.3773268293;-41.8846624308
3.7160838150;26.6133965690;-1930.9883941463;-40.7666373243
3.7283887283;27.4985996729;-1932.0686751220;-42.7231812608
3.7406936416;27.8526809144;-1931.1427200000;-37.8318214195
3.7529985549;27.4985996729;-1932.2230009756;-37.2728088662
3.7653034682;28.5608433975;-1931.4513717073;-38.1113276962
3.7776083815;28.3838027767;-1933.4576078049;-37.2728088662
3.7899132948;29.4460465014;-1932.5316526829;-38.1113276962
3.8022182081;28.2067621560;-1934.3835629268;-35.5957712064
3.8145231214;28.9149246390;-1932.0686751220;-33.4994741316
3.8268280347;28.9149246390;-1932.5316526829;-36.7137963130
3.8391329480;29.2690058806;-1932.9946302439;-36.5740431746
3.8514378613;29.0919652598;-1932.8403043902;-35.5957712064
3.8637427746;28.3838027767;-1932.2230009756;-38.9498465261
3.8760476879;28.9149246390;-1932.2230009756;-38.5305871111
3.8883526012;28.3838027767;-1931.4513717073;-36.4342900363
3.9006575145;29.0919652598;-1931.6056975610;-39.0895996644
3.9129624277;29.0919652598;-1931.7600234146;-37.9715745578
3.9252673410;28.9149246390;-1930.2167648781;-37.8318214195
3.9375722543;29.0919652598;-1929.5994614634;-37.9715745578
3.9498771676;28.7378840183;-1931.4513717073;-39.2293528027
3.9621820809;28.9149246390;-1932.8403043902;-38.8100933878
3.9744869942;29.0919652598;-1932.5316526829;-39.0895996644
3.9867919075;28.9149246390;-1933.7662595122;-37.6920682812
3.9990968208;28.7378840183;-1933.6119336585;-38.8100933878
4.0114017341;28.2067621560;-1932.6859785366;-38.3908339728
4.0237066474;28.2067621560;-1932.8403043902;-35.7355243447
4.0360115607;27.4985996729;-1933.7662595122;-36.0150306213
4.0483164740;27.3215590521;-1934.0749112195;-35.5957712064
4.0606213873;26.6133965690;-1935.3095180488;-36.8535494513
4.0729263006;26.6133965690;-1934.0749112195;-36.9933025896
4.0852312139;25.3741122236;-1934.0749112195;-36.8535494513
4.0975361272;25.0200309821;-1933.1489560976;-37.1330557279
4.1098410405;25.0200309821;-1933.1489560976;-36.0150306213
4.1221459538;24.6659497406;-1934.5378887805;-38.5305871111
4.1344508671;24.8429903613;-1933.6119336585;-38.2510808345
4.1467557803;24.1348278782;-1934.5378887805;-42.0244155692
4.1590606936;23.2496247744;-1932.2230009756;-38.9498465261
4.1713656069;23.6037060159;-1931.7600234146;-39.7883653560
4.1836705202;24.3118684990;-1933.7662595122;-38.2510808345
4.1959754335;23.7807466367;-1933.7662595122;-38.1113276962
4.2082803468;23.7807466367;-1933.3032819512;-40.3473779093
4.2205852601;23.4266653952;-1933.4576078049;-39.5088590794
4.2328901734;23.4266653952;-1934.5378887805;-37.2728088662
4.2451950867;23.0725841536;-1935.1551921951;-36.7137963130
4.2575000000;22.5414622913;-1935.1551921951;-37.2728088662
4.2698049133;23.2496247744;-1936.8527765854;-35.8752774830
4.2821098266;22.0103404290;-1936.0811473171;-35.4560180681
4.2944147399;21.3021779459;-1935.7724956098;-36.7137963130
4.3067196532;22.7185029121;-1936.5441248781;-39.5088590794
4.3190245665;21.3021779459;-1937.1614282927;-36.9933025896
4.3313294798;20.7710560836;-1936.2354731707;-37.2728088662
4.3436343931;21.3021779459;-1935.6181697561;-36.0150306213
4.3559393064;21.4792185667;-1936.5441248781;-38.3908339728
4.3682442197;22.8955435329;-1935.1551921951;-38.2510808345
4.3805491329;22.5414622913;-1934.6922146341;-38.9498465261
4.3928540462;23.4266653952;-1934.6922146341;-40.0678716327
4.4051589595;23.9577872575;-1934.5378887805;-37.2728088662
4.4174638728;24.3118684990;-1933.4576078049;-38.8100933878
4.4297687861;24.8429903613;-1934.8465404878;-38.6703402495
4.4420736994;26.0822747067;-1935.9268214634;-35.1765117914
4.4543786127;26.4363559483;-1934.8465404878;-37.1330557279
4.4666835260;26.4363559483;-1935.4638439024;-35.1765117914
4.4789884393;27.4985996729;-1936.0811473171;-33.4994741316
4.4912933526;27.3215590521;-1935.3095180488;-31.8224364717
4.5035982659;28.0297215352;-1937.1614282927;-30.1453988119
4.5159031792;28.9149246390;-1939.0133385366;-31.2634239184
4.5282080925;29.8001277429;-1937.1614282927;-29.8658925352
4.5405130058;29.4460465014;-1938.2417092683;-29.7261393969
4.5528179191;30.3312496052;-1938.5503609756;-29.1671268436
4.5651228324;30.3312496052;-1937.6244058537;-26.9310766305
4.5774277457;30.8623714675;-1937.1614282927;-26.5118172155
4.5897326590;31.3934933298;-1938.8590126829;-24.9745326940
4.6020375723;31.9246151921;-1938.0873834146;-26.3720640772
4.6143424855;32.9868589168;-1937.4700800000;-26.5118172155
4.6266473988;33.5179807791;-1937.0071024390;-23.1577418958
4.6389523121;34.7572651245;-1936.5441248781;-24.8347795557
4.6512572254;35.4654276076;-1935.3095180488;-23.7167544491
4.6635621387;35.4654276076;-1936.5441248781;-25.1142858323
4.6758670520;37.0587931945;-1937.6244058537;-22.7384824808
4.6881719653;36.8817525737;-1936.3897990244;-18.9651477462
4.7004768786;37.0587931945;-1936.5441248781;-20.2229259911
4.7127817919;37.7669556776;-1935.3095180488;-16.7290975330
4.7250867052;38.4751181606;-1936.2354731707;-18.2663820546
4.7373916185;38.6521587814;-1934.8465404878;-17.0086038097
4.7496965318;38.8291994022;-1935.3095180488;-16.1700849798
4.7620014451;39.3603212645;-1937.3157541463;-14.3532941816
4.7743063584;39.0062400230;-1936.2354731707;-15.6110724265
4.7866112717;39.1832806437;-1937.3157541463;-15.8905787031
4.7989161850;39.0062400230;-1935.9268214634;-14.9123067349
4.8112210983;39.3603212645;-1935.6181697561;-13.3750222133
4.8235260116;39.3603212645;-1935.0008663415;-13.3750222133
4.8358309249;39.3603212645;-1933.9205853659;-11.8377376918
4.8481358382;40.0684837476;-1933.1489560976;-11.6979845535
4.8604407514;40.0684837476;-1933.4576078049;-13.6545284900
4.8727456647;40.0684837476;-1934.5378887805;-14.9123067349
4.8850505780;39.1832806437;-1933.7662595122;-15.4713192881
4.8973554913;40.0684837476;-1932.6859785366;-12.8160096600
4.9096604046;40.0684837476;-1934.2292370732;-11.8377376918
4.9219653179;40.5996056099;-1934.3835629268;-10.3004531703
4.9342702312;41.1307274722;-1933.6119336585;-10.7197125852
4.9465751445;41.1307274722;-1932.6859785366;-10.4402063086
4.9588800578;40.7766462307;-1932.5316526829;-10.8594657235
4.9711849711;41.4848087137;-1932.2230009756;-10.8594657235
4.9834898844;41.1307274722;-1932.3773268293;-10.9992188619
4.9957947977;40.4225649891;-1931.7600234146;-10.1607000319
5.0080997110;39.7144025060;-1931.1427200000;-8.6234155104
5.0204046243;41.3077680930;-1931.7600234146;-8.6234155104
5.0327095376;40.4225649891;-1932.6859785366;-10.3004531703
5.0450144509;40.0684837476;-1932.5316526829;-10.3004531703
5.0573193642;39.1832806437;-1932.8403043902;-9.0426749254
5.0696242775;39.3603212645;-1933.9205853659;-12.6762565217
5.0819291908;38.8291994022;-1933.3032819512;-11.2787251385
5.0942341040;39.5373618853;-1934.6922146341;-13.3750222133
5.1065390173;39.1832806437;-1933.4576078049;-12.3967502451
5.1188439306;39.0062400230;-1934.0749112195;-13.7942816283
5.1311488439;39.3603212645;-1934.0749112195;-12.6762565217
5.1434537572;39.3603212645;-1931.2970458537;-13.9340347666
5.1557586705;38.8291994022;-1931.9143492683;-13.6545284900
5.1680635838;38.8291994022;-1932.8403043902;-15.6110724265
5.1803684971;39.3603212645;-1935.0008663415;-12.3967502451
5.1926734104;38.8291994022;-1936.0811473171;-14.3532941816
5.2049783237;39.1832806437;-1934.0749112195;-15.3315661498
5.2172832370;39.0062400230;-1935.4638439024;-13.7942816283
5.2295881503;38.8291994022;-1936.6984507317;-13.3750222133
5.2418930636;38.4751181606;-1935.9268214634;-17.1483569480
5.2541979769;37.7669556776;-1935.9268214634;-13.3750222133
5.2665028902;37.9439962983;-1937.0071024390;-13.7942816283
5.2788078035;37.4128744360;-1936.5441248781;-13.7942816283
5.2911127168;37.4128744360;-1936.0811473171;-15.1918130115
5.3034176301;36.8817525737;-1936.8527765854;-13.9340347666
5.3157225434;36.5276713322;-1937.0071024390;-18.1266289162
5.3280274566;35.9965494699;-1936.6984507317;-15.7508255648
5.3403323699;35.8195088491;-1938.2417092683;-19.6639134378
5.3526372832;36.3506307114;-1936.5441248781;-17.0086038097
5.3649421965;35.8195088491;-1937.1614282927;-19.5241602995
5.3772471098;35.1113463660;-1937.9330575610;-19.9434197144
5.3895520231;34.9343057452;-1937.6244058537;-19.6639134378
5.4018569364;35.1113463660;-1937.9330575610;-20.9216916827
5.4141618497;35.2883869868;-1938.2417092683;-21.2011979593
5.4264667630;35.2883869868;-1938.2417092683;-21.7602105126
5.4387716763;35.1113463660;-1939.1676643902;-22.0397167892
5.4510765896;34.5802245037;-1937.3157541463;-18.2663820546
5.4633815029;34.4031838829;-1938.8590126829;-18.6856414695
5.4756864162;34.2261432622;-1939.4763160976;-21.0614448210
5.4879913295;35.4654276076;-1938.8590126829;-19.5241602995
5.5002962428;34.9343057452;-1939.6306419512;-19.3844071611
5.5126011561;34.5802245037;-1939.0133385366;-18.9651477462
5.5249060694;34.7572651245;-1939.6306419512;-18.8253946079
5.5372109827;34.9343057452;-1940.5565970732;-18.6856414695
5.5495158960;34.5802245037;-1939.6306419512;-18.6856414695
5.5618208092;32.9868589168;-1939.4763160976;-18.2663820546
5.5741257225;34.4031838829;-1941.6368780488;-18.2663820546
5.5864306358;33.8720620206;-1940.0936195122;-19.2446540228
5.5987355491;33.6950213998;-1940.0936195122;-16.8688506714
5.6110404624;33.6950213998;-1938.3960351220;-17.1483569480
5.6233453757;34.4031838829;-1940.8652487805;-17.7073695013
5.6356502890;34.5802245037;-1939.7849678049;-17.4278632246
5.6479552023;34.4031838829;-1939.7849678049;-16.8688506714
5.6602601156;33.6950213998;-1939.6306419512;-16.7290975330
5.6725650289;34.2261432622;-1938.8590126829;-14.4930473199
5.6848699422;34.4031838829;-1938.7046868293;-13.3750222133
5.6971748555;35.1113463660;-1939.3219902439;-13.2352690750
5.7094797688;34.7572651245;-1938.7046868293;-11.9774908301
5.7217846821;34.9343057452;-1937.7787317073;-9.0426749254
5.7340895954;33.8720620206;-1938.3960351220;-9.3221812020
5.7463945087;34.7572651245;-1939.7849678049;-9.3221812020
5.7586994220;34.4031838829;-1938.3960351220;-8.2041560954
5.7710043353;34.5802245037;-1937.7787317073;-7.6451435422
5.7833092486;34.4031838829;-1937.3157541463;-6.2476121590
5.7956141618;34.2261432622;-1938.8590126829;-7.6451435422
5.8079190751;34.7572651245;-1936.5441248781;-4.8500807757
5.8202239884;34.7572651245;-1938.0873834146;-4.5705744991
5.8325289017;34.4031838829;-1937.3157541463;-3.5923025309
5.8448338150;34.0491026414;-1937.6244058537;-3.4525493925
5.8571387283;33.8720620206;-1936.5441248781;-4.8500807757
5.8694436416;33.8720620206;-1937.4700800000;-3.3127962542
5.8817485549;33.5179807791;-1936.2354731707;-3.7320556692
5.8940534682;33.8720620206;-1936.6984507317;-1.9152648710
5.9063583815;34.0491026414;-1935.4638439024;-3.3127962542
5.9186632948;34.5802245037;-1935.9268214634;-1.7755117327
5.9309682081;34.4031838829;-1935.9268214634;-0.6574866261
5.9432731214;34.0491026414;-1935.1551921951;1.8580698637
5.9555780347;33.8720620206;-1933.6119336585;0.7400447571
5.9678829480;33.5179807791;-1934.5378887805;2.1375761403
5.9801878613;34.2261432622;-1933.4576078049;4.6531326301
5.9924927746;33.1638995375;-1932.5316526829;2.2773292786
6.0047976879;33.8720620206;-1931.6056975610;6.1904171516
6.0171026012;33.8720620206;-1932.3773268293;5.0723920451
6.0294075145;33.1638995375;-1931.1427200000;4.0941200768
6.0417124277;33.1638995375;-1931.9143492683;5.0723920451
6.0540173410;33.6950213998;-1931.4513717073;5.6314045983
6.0663222543;33.1638995375;-1931.7600234146;6.4699234283
6.0786271676;32.9868589168;-1931.1427200000;5.7711577367
6.0909320809;32.9868589168;-1932.8403043902;2.9760949702
6.1032369942;31.9246151921;-1931.2970458537;5.2121451834
6.1155419075;33.1638995375;-1933.6119336585;2.2773292786
6.1278468208;33.1638995375;-1934.2292370732;3.8146138002
6.1401517341;33.5179807791;-1932.6859785366;5.4916514600
6.1524566474;33.3409401583;-1933.3032819512;5.7711577367
6.1647615607;33.8720620206;-1933.3032819512;4.3736263535
6.1770664740;33.6950213998;-1932.6859785366;2.8363418319
6.1893713873;32.9868589168;-1931.6056975610;5.7711577367
6.2016763006;34.0491026414;-1934.2292370732;5.7711577367
6.2139812139;33.5179807791;-1932.6859785366;5.9109108750
6.2262861272;33.6950213998;-1932.0686751220;5.3518983217
6.2385910405;32.8098182960;-1930.5254165854;8.1469610881
6.2508959538;33.1638995375;-1932.8403043902;6.1904171516
6.2632008671;33.1638995375;-1932.2230009756;4.5133794918
6.2755057803;33.1638995375;-1931.2970458537;5.6314045983
6.2878106936;33.8720620206;-1932.5316526829;5.3518983217
6.3001156069;33.3409401583;-1932.5316526829;3.5351075235
6.3124205202;33.3409401583;-1934.0749112195;4.6531326301
6.3247254335;33.5179807791;-1932.9946302439;3.8146138002
6.3370303468;33.1638995375;-1934.6922146341;2.5568355553
6.3493352601;33.6950213998;-1935.9268214634;1.1593041721
6.3616401734;32.6327776752;-1933.9205853659;1.8580698637
6.3739450867;33.1638995375;-1935.4638439024;1.7183167254
6.3862500000;33.5179807791;-1935.7724956098;-0.7972397644
6.3985549133;33.3409401583;-1936.2354731707;-0.0984740728
6.4108598266;32.8098182960;-1935.3095180488;-0.3779803495
6.4231647399;32.2786964337;-1935.6181697561;-2.7537837009
6.4354696532;33.3409401583;-1937.1614282927;-1.6357585944
6.4477745665;33.1638995375;-1935.9268214634;0.7400447571
6.4600794798;33.3409401583;-1936.2354731707;0.4605384805
6.4723843931;32.8098182960;-1937.9330575610;-0.3779803495
6.4846893064;32.6327776752;-1937.0071024390;0.0412790655
6.4969942197;32.6327776752;-1937.4700800000;-1.0767460411
6.5092991329;32.4557370545;-1937.0071024390;-1.7755117327
6.5216040462;32.8098182960;-1937.1614282927;-4.0115619458
6.5339089595;32.4557370545;-1937.7787317073;-2.0550180093
6.5462138728;31.7475745714;-1937.9330575610;-1.2164991794
6.5585187861;32.8098182960;-1939.1676643902;-1.0767460411
6.5708236994;33.3409401583;-1940.4022712195;-4.1513150841
6.5831286127;32.8098182960;-1938.8590126829;-5.1295870524
6.5954335260;32.8098182960;-1939.4763160976;-5.8283527440
6.6077384393;33.1638995375;-1939.4763160976;-6.5271184356
6.6200433526;32.8098182960;-1938.7046868293;-4.7103276374
6.6323482659;31.9246151921;-1939.6306419512;-5.5488464673
6.6446531792;32.6327776752;-1939.6306419512;-5.5488464673
6.6569580925;32.8098182960;-1939.0133385366;-5.2693401907
6.6692630058;32.8098182960;-1939.6306419512;-5.1295870524
6.6815679191;32.1016558129;-1939.1676643902;-4.8500807757
