Time (s);Ax (m/s²);Ay (m/s²);Az (m/s²)
0.5356257594;0.3590259170;8.9897805908;3.7093529997
0.5455447550;0.3973921049;9.0236347927;3.6997406357
0.5554637505;0.4309625193;9.0961795112;3.6901282717
0.5653827461;0.4453498397;9.0961795112;3.7189653637
0.5753017416;0.4357582927;9.0429800510;3.7285777276
0.5852207371;0.3925963314;9.0913431966;3.7141591817
0.5951397327;0.3686174639;9.0961795112;3.6997406357
0.6050587282;0.3014766352;9.0816705675;3.7045468177
0.6149777238;0.2295400329;9.0236347927;3.6901282717
0.6248967193;0.1767865245;9.0284711073;3.6853220898
0.6348157149;0.1048499223;9.0478163656;3.6757097258
0.6447347104;0.0520964139;9.0139621636;3.7141591817
0.6546537060;0.0089344526;8.9849442762;3.7285777276
0.6645727015;-0.0246359618;9.0284711073;3.7574148195
0.6744916970;-0.0390232823;9.0478163656;3.7862519115
0.6844106926;-0.0534106027;9.0623253092;3.7910580934
0.6943296881;-0.0773894702;9.0671616238;3.7622210015
0.7042486837;-0.0773894702;9.0187984782;3.7478024556
0.7141676792;-0.0773894702;9.0042895345;3.7285777276
0.7240866748;-0.0582063762;8.9946169054;3.7141591817
0.7340056703;-0.0294317353;8.9414174452;3.7285777276
0.7439246659;0.0233217730;8.9559263889;3.6997406357
0.7538436614;0.0473006404;8.9897805908;3.6901282717
0.7637626569;0.1048499223;8.9655990180;3.6372602699
0.7736816525;0.1623992041;8.9946169054;3.6276479059
0.7836006480;0.2103569389;9.0236347927;3.6180355420
0.7935196436;0.2295400329;9.0381437364;3.6468726339
0.8034386391;0.2391315798;9.0187984782;3.6757097258
0.8133576347;0.2583146738;9.0236347927;3.7141591817
0.8232766302;0.2631104473;9.0429800510;3.7478024556
0.8331956258;0.2583146738;9.0623253092;3.7622210015
0.8431146213;0.2631104473;9.0478163656;3.7478024556
0.8530336168;0.2295400329;9.1010158257;3.7526086376
0.8629526124;0.2103569389;9.1832331733;3.7574148195
0.8728716079;0.1671949776;9.1155247694;3.7237715456
0.8827906035;0.1336245632;9.0429800510;3.7237715456
0.8927095990;0.0760752814;9.0429800510;3.6949344537
0.9026285946;0.0568921874;9.0671616238;3.6853220898
0.9125475901;0.0425048670;8.9897805908;3.6612911798
0.9224665857;-0.0054528679;8.9172358724;3.6901282717
0.9323855812;-0.0102486414;9.0042895345;3.7045468177
0.9423045768;0.0041386791;9.0429800510;3.7189653637
0.9522235723;0.0041386791;9.0139621636;3.7141591817
0.9621425678;0.0089344526;8.9897805908;3.7381900916
0.9720615634;0.0473006404;9.0574889947;3.7574148195
0.9819805589;0.0712795079;9.0526526801;3.7814457295
0.9918995545;0.1144414692;9.0139621636;3.7622210015
1.0018185500;0.1528076571;8.9946169054;3.7381900916
1.0117375456;0.1719907511;9.0091258491;3.7381900916
1.0216565411;0.1815822980;9.0381437364;3.7237715456
1.0315755367;0.2103569389;9.0719979384;3.7429962736
1.0414945322;0.2055611655;9.0333074219;3.6997406357
1.0514135277;0.2055611655;9.0333074219;3.6949344537
1.0613325233;0.1815822980;9.0816705675;3.6949344537
1.0712515188;0.1719907511;9.0961795112;3.7045468177
1.0811705144;0.1623992041;9.0671616238;3.6757097258
1.0910895099;0.1336245632;9.0574889947;3.6660973618
1.1010085055;0.1048499223;9.0671616238;3.6709035438
1.1109275010;0.0760752814;9.0333074219;3.6468726339
1.1208464966;0.0568921874;9.0091258491;3.7141591817
1.1307654921;0.0137302260;8.9897805908;3.6709035438
1.1406844876;-0.0198401884;9.0091258491;3.6901282717
1.1506034832;-0.0246359618;9.0284711073;3.6901282717
1.1605224787;-0.0150444149;9.0042895345;3.7189653637
1.1704414743;-0.0198401884;8.9607627034;3.7429962736
1.1803604698;-0.0054528679;9.0284711073;3.7237715456
1.1902794654;-0.0054528679;9.0574889947;3.7381900916
1.2001984609;0.0233217730;8.9946169054;3.7333839096
1.2101174565;0.0329133200;8.9752716471;3.7478024556
1.2200364520;0.0760752814;9.0574889947;3.7670271835
1.2299554475;0.1144414692;9.0478163656;3.7910580934
1.2398744431;0.1240330162;9.0284711073;3.7526086376
1.2497934386;0.1480118836;9.0381437364;3.7285777276
1.2597124342;0.1528076571;9.0623253092;3.7381900916
1.2696314297;0.1623992041;9.0526526801;3.7093529997
1.2795504253;0.1863780715;9.0865068821;3.7093529997
1.2894694208;0.1815822980;9.0719979384;3.6757097258
1.2993884164;0.1911738450;9.0139621636;3.6612911798
1.3093074119;0.2055611655;9.0236347927;3.6757097258
1.3192264075;0.1767865245;8.9801079617;3.6901282717
1.3291454030;0.1815822980;8.9849442762;3.6901282717
1.3390643985;0.1767865245;9.0526526801;3.7189653637
1.3489833941;0.1671949776;9.0574889947;3.7526086376
1.3589023896;0.1623992041;9.0091258491;3.7766395475
1.3688213852;0.1336245632;9.0381437364;3.7958642754
1.3787403807;0.1048499223;9.0478163656;3.7862519115
1.3886593763;0.0856668283;9.0623253092;3.7670271835
1.3985783718;0.0760752814;9.0042895345;3.7718333655
1.4084973674;0.0185259995;8.9655990180;3.7814457295
1.4184163629;0.0089344526;9.0429800510;3.7766395475
1.4283353584;0.0137302260;9.0719979384;3.7574148195
1.4382543540;0.0041386791;8.9946169054;3.7381900916
1.4481733495;-0.0006570944;9.0042895345;3.6853220898
1.4580923451;0.0137302260;9.0574889947;3.6084231780
1.4680113406;-0.0150444149;9.0961795112;3.5507489942
1.4779303362;-0.0054528679;9.0429800510;3.5411366302
1.4878493317;0.0041386791;8.9607627034;3.5411366302
1.4977683273;0.0233217730;8.9559263889;3.5699737221
1.5076873228;0.0520964139;9.0333074219;3.6132293600
1.5176063183;0.0808710548;9.0042895345;3.6709035438
1.5275253139;0.1240330162;8.9704353325;3.7141591817
1.5374443094;0.1480118836;9.0091258491;3.7429962736
1.5473633050;0.1767865245;9.0768342529;3.7958642754
1.5572823005;0.2055611655;9.1010158257;3.8247013673
1.5672012961;0.2199484859;9.0236347927;3.8535384593
1.5771202916;0.2199484859;8.9462537597;3.8967940971
1.5870392872;0.2295400329;9.0187984782;3.8871817332
1.5969582827;0.2487231268;9.0961795112;3.8919879151
1.6068772783;0.2391315798;9.0042895345;3.8727631872
1.6167962738;0.2103569389;8.9801079617;3.8150890034
1.6267152693;0.1671949776;9.1058521403;3.7574148195
1.6366342649;0.1384203367;9.2122510607;3.7045468177
1.6465532604;0.0808710548;9.1203610840;3.6276479059
1.6564722560;0.0041386791;9.0284711073;3.5555551762
1.6663912515;-0.0390232823;9.0719979384;3.4594315364
1.6763102471;-0.0917767906;9.1010158257;3.3681140787
1.6862292426;-0.1445302990;9.0865068821;3.2816028030
1.6961482382;-0.1397345255;9.1590516005;3.1422235254
1.7060672337;-0.1589176194;9.2364326335;3.0412937037
1.7159862292;-0.1349387520;9.3621768121;2.9836195199
1.7259052248;-0.1253472050;9.6088288548;2.8971082441
1.7358242203;-0.1253472050;10.0586061092;2.7625351485
1.7457432159;-0.0917767906;9.6717009442;2.2819169500
1.7556622114;0.1000541488;9.9715524471;1.5417649242
1.7655812070;0.1863780715;9.7394093480;0.5661099811
1.7755002025;0.0712795079;7.7855382646;1.1813012753
1.7854191981;0.0329133200;7.1229631695;1.3591300088
1.7953381936;0.0856668283;7.9306277015;1.4168041926
1.8052571891;0.0856668283;9.0139621636;1.5609896522
1.8151761847;0.0664837344;9.4975936199;1.5129278323
1.8250951802;0.0377090935;9.2461052626;1.2726187330
1.8350141758;0.0089344526;9.4975936199;1.0178910878
1.8449331713;-0.0246359618;10.3584576121;0.8304499903
1.8548521669;-0.0630021497;11.1467768858;0.5228543433
1.8647711624;-0.0582063762;10.9920148198;0.1431659664
1.8746901580;-0.0725936967;9.9328619306;-0.1836544086
1.8846091535;-0.0677979232;9.0478163656;-0.3951264160
1.8945281490;-0.0630021497;8.9752716471;-0.6498540612
1.9044471446;-0.0821852437;9.4782483617;-0.8324889766
1.9143661401;-0.0773894702;9.8844987849;-0.9238064344
1.9242851357;-0.1349387520;10.0586061092;-0.7892333388
1.9342041312;-0.1541218459;10.3874754995;-0.9286126164
1.9441231268;-0.1733049399;11.0016874490;-0.7892333388
1.9540421223;-0.2308542217;11.6062267693;-0.5873736954
1.9639611179;-0.1781007134;11.6497536004;-0.2941965943
1.9738801134;-0.1589176194;11.0016874490;-0.0010194931
1.9837991090;-0.1157556581;10.3536212975;0.3065761539
1.9937181045;-0.0773894702;10.0489334801;0.5757223451
2.0036371000;-0.0486148293;10.0972966257;0.8064190804
2.0135560956;-0.0294317353;10.1118055694;1.0323096337
2.0234750911;-0.0150444149;10.1214781985;1.1957198213
2.0333940867;-0.0198401884;10.2085318606;1.3110681889
2.0433130822;-0.0150444149;10.5857643966;1.3302929168
2.0532320778;-0.0150444149;10.9097974723;1.2726187330
2.0631510733;0.0041386791;10.9823421907;1.0467281797
2.0730700689;0.0137302260;10.7695443499;0.7295201687
2.0829890644;0.0233217730;10.4938744199;0.3642503378
2.0929080599;0.0520964139;10.2810765791;-0.0106318571
2.1028270555;0.0616879609;10.1456597713;-0.3855140520
2.1127460510;0.0568921874;10.0295882218;-0.7123344270
2.1226650466;0.0425048670;9.9570435034;-0.9670620722
2.1325840421;0.0089344526;10.0102429636;-1.2121773535
2.1425030377;-0.0006570944;10.1359871422;-1.3996184509
2.1524220332;-0.0438190558;10.0876239966;-1.4957420907
2.1623410288;-0.0438190558;9.8796624704;-1.5630286384
2.1722600243;-0.0438190558;10.4890381053;-1.6062842763
2.1821790198;-0.0438190558;10.8033985519;-1.5918657304
2.1920980154;-0.0390232823;10.2520586917;-1.3611689951
2.2020170109;-0.0438190558;9.4057036432;-1.0199300741
2.2119360065;-0.0390232823;9.2944684083;-0.7652024288
2.2218550020;-0.0582063762;9.8119540665;-0.4672191457
2.2317739976;-0.0773894702;9.9570435034;-0.1836544086
2.2416929931;-0.0965725641;9.4153762723;0.1191350565
2.2516119887;-0.0869810171;9.0429800510;0.3546379738
2.2615309842;-0.0869810171;9.1010158257;0.5709161631
2.2714499797;-0.0869810171;9.5459567655;0.7102954407
2.2813689753;-0.0630021497;9.8603172121;0.7631634426
2.2912879708;-0.0438190558;9.5604657092;0.7391325326
2.3012069664;-0.0342275088;9.0671616238;0.6526212569
2.3111259619;-0.0054528679;9.0139621636;0.5084357973
2.3210449575;0.0233217730;9.2702868354;0.3594441558
2.3309639530;0.0233217730;9.4153762723;0.1431659664
2.3408829486;0.0233217730;9.2364326335;-0.1500111347
2.3508019441;0.0425048670;9.1203610840;-0.3951264160
2.3607209397;0.0760752814;9.4008673286;-0.6931096991
2.3706399352;0.0952583753;9.8264630102;-1.0391548020
2.3805589307;0.1192372427;9.9763887616;-1.3131071752
2.3904779263;0.1528076571;9.8506445830;-1.4669049987
2.4003969218;0.1528076571;9.6523556859;-1.6110904583
2.4103159174;0.1528076571;9.7587546063;-1.6591522782
2.4202349129;0.1480118836;9.8796624704;-1.6447337322
2.4301539085;0.1384203367;9.8119540665;-1.5341915465
2.4400729040;0.1288287897;9.6813735733;-1.3659751770
2.4499918996;0.0712795079;9.7394093480;-1.1737278976
2.4599108951;0.0568921874;10.0440971655;-0.9286126164
2.4698298906;0.0568921874;10.2472223771;-0.6354355152
2.4797488862;0.0137302260;10.2327134335;-0.3278398682
2.4896678817;-0.0054528679;10.1359871422;-0.0202442211
2.4995868773;-0.0438190558;10.1553324005;0.3306070639
2.5095058728;-0.0725936967;10.2133681752;0.5949470731
2.5194248684;-0.1157556581;10.2085318606;0.8496747183
2.5293438639;-0.1445302990;10.1504960859;1.0082787238
2.5392628595;-0.1589176194;10.1408234568;1.1092085455
2.5491818550;-0.1637133929;10.2955855228;1.1140147275
2.5591008505;-0.1733049399;10.4890381053;1.0419219977
2.5690198461;-0.1397345255;10.6196185985;0.8737056282
2.5789388416;-0.1157556581;10.6147822839;0.6526212569
2.5888578372;-0.0773894702;10.5422375655;0.3546379738
2.5987768327;-0.0486148293;10.6147822839;0.0037866888
2.6086958283;-0.0438190558;10.7018359461;-0.2509409564
2.6186148238;-0.0102486414;10.7840532936;-0.5537304215
2.6285338194;0.0329133200;10.8517616975;-0.7748147928
2.6384528149;0.0473006404;10.9049611577;-0.9478373443
2.6483718104;0.0568921874;10.9678332470;-1.0583795300
2.6582908060;0.1096456957;10.9001248431;-1.0776042579
2.6682098015;0.1192372427;10.6631454296;-1.0391548020
2.6781287971;0.1240330162;10.3729665558;-0.9238064344
2.6880477926;0.1288287897;10.1504960859;-0.7219467910
2.6979667882;0.0856668283;10.0344245364;-0.4479944178
2.7078857837;0.0520964139;9.9715524471;-0.2124915005
2.7178047793;0.0233217730;10.0150792781;0.1239412385
2.7277237748;-0.0390232823;10.0827876820;0.4844048874
2.7376427704;-0.1013683376;10.1940229170;0.8064190804
2.7475617659;-0.1637133929;10.1940229170;1.1092085455
2.7574807614;-0.2260584482;9.9328619306;1.3495176448
2.7673997570;-0.2452415422;9.6571920005;1.4600598305
2.7773187525;-0.2979950505;9.4202125869;1.5273463783
2.7872377481;-0.3363612384;9.1251973986;1.4840907404
2.7971567436;-0.3171781444;8.8350185248;1.4312227385
2.8070757392;-0.3699316528;8.8543637830;1.3158743709
2.8169947347;-0.3987062937;9.0478163656;1.1957198213
2.8269137303;-0.4082978407;9.2654505209;1.0419219977
2.8368327258;-0.4130936141;9.5653020238;0.8160314444
2.8467517213;-0.4035020672;9.8603172121;0.6141718010
2.8566707169;-0.3699316528;9.8941714141;0.3594441558
2.8665897124;-0.2836077300;9.6958825170;0.0710732366
2.8765087080;-0.2164669012;9.3089773520;-0.1740420446
2.8864277035;-0.1685091664;9.1929058024;-0.3470645961
2.8963466991;-0.1013683376;9.1251973986;-0.4528005998
2.9062656946;-0.0534106027;8.9849442762;-0.5393118755
2.9161846902;-0.0342275088;8.8398548394;-0.5152809656
2.9261036857;0.0089344526;9.0333074219;-0.4864438737
2.9360226812;0.0233217730;9.5266115073;-0.3662893240
2.9459416768;0.0185259995;9.9376982451;-0.2413285924
2.9558606723;0.0041386791;10.0295882218;-0.0779184049
2.9657796679;-0.0006570944;9.8699898412;0.1768092403
2.9756986634;-0.0294317353;9.6910462024;0.4363430675
2.9856176590;-0.0534106027;9.6233377985;0.6910707128
2.9955366545;-0.0869810171;9.4589031034;0.8881241742
3.0054556501;-0.1397345255;9.1880694879;1.0755652716
3.0153746456;-0.1733049399;9.1058521403;1.2582001871
3.0252936412;-0.2356499952;9.2654505209;1.3927732827
3.0352126367;-0.3171781444;9.5943199112;1.4937031044
3.0451316322;-0.3795231997;9.8312993247;1.4985092863
3.0550506278;-0.4466640285;9.9425345597;1.4504474665
3.0649696233;-0.4754386694;10.0054066490;1.2726187330
3.0748886189;-0.4850302164;10.0634424238;1.0371158157
3.0848076144;-0.4466640285;10.0586061092;0.7727758065
3.0947266100;-0.3939105202;10.0054066490;0.4411492495
3.1046456055;-0.3219739179;9.9473708743;0.0999103285
3.1145646011;-0.2596288626;9.9715524471;-0.2172976825
3.1244835966;-0.1972838073;10.1553324005;-0.4912500557
3.1344025921;-0.1301429785;10.3729665558;-0.7219467910
3.1443215877;-0.0534106027;10.5906007111;-0.9141940704
3.1542405832;-0.0006570944;10.7308538334;-1.0583795300
3.1641595788;0.0664837344;10.8469253829;-1.0968289859
3.1740785743;0.1384203367;10.8759432703;-1.0679918939
3.1839975699;0.1959696185;10.8614343266;-0.9574497083
3.1939165654;0.2391315798;10.7501990917;-0.7603962469
3.2038355610;0.2822935412;10.7405264626;-0.5200871476
3.2137545565;0.2918850882;10.6099459694;-0.2653595024
3.2236735520;0.2870893147;10.6099459694;-0.0010194931
3.2335925476;0.2583146738;10.6196185985;0.3113823359
3.2435115431;0.2055611655;10.6099459694;0.5564976172
3.2534305387;0.1576034306;10.5035470490;0.7391325326
3.2633495342;0.1000541488;10.4068207577;0.8785118102
3.2732685298;0.0329133200;10.3149307810;0.9217674481
3.2831875253;-0.0198401884;10.2085318606;0.9217674481
3.2931065209;-0.0486148293;10.1166418840;0.8400623543
3.3030255164;-0.0869810171;9.9908977053;0.6910707128
3.3129445119;-0.1109598846;9.9183529869;0.5084357973
3.3228635075;-0.1253472050;9.8264630102;0.2440957881
3.3327825030;-0.1349387520;9.7103914607;-0.0346627670
3.3427014986;-0.1349387520;9.8119540665;-0.2893904123
3.3526204941;-0.1109598846;9.9473708743;-0.5633427855
3.3625394897;-0.0773894702;9.8699898412;-0.8469075226
3.3724584852;-0.0198401884;9.6475193714;-1.0007053461
3.3823774808;0.0473006404;9.6330104277;-1.2169835355
3.3922964763;0.1576034306;9.8844987849;-1.3755875410
3.4022154719;0.2103569389;9.9570435034;-1.4332617248
3.4121344674;0.2727019942;9.7394093480;-1.3803937230
3.4220534629;0.3494343700;9.4298852160;-1.3034948112
3.4319724585;0.4165751988;9.3138136665;-1.1545031697
3.4418914540;0.4741244806;9.6717009442;-0.9862868002
3.4518104496;0.5316737624;9.9280256160;-0.8132642487
3.4617294451;0.5220822155;9.6233377985;-0.5633427855
3.4716484407;0.5172864420;9.2364326335;-0.3182275042
3.4815674362;0.5124906685;9.3283226102;-0.0971431329
3.4914864318;0.5220822155;9.7345730335;0.1383597844
3.5014054273;0.4933075746;9.8119540665;0.3113823359
3.5113244228;0.4021878783;9.4782483617;0.4699863414
3.5212434184;0.3302512761;9.1977421170;0.5853347091
3.5311624139;0.2679062208;9.2896320937;0.6237841650
3.5410814095;0.2055611655;9.5749746529;0.6382027109
3.5510004050;0.1432161101;9.5411204510;0.5613037992
3.5609194006;0.0712795079;9.3573404976;0.4123121576
3.5708383961;0.0377090935;9.4008673286;0.2585143341
3.5807573917;-0.0150444149;9.7635909209;0.0085928708
3.5906763872;-0.0294317353;10.0102429636;-0.1980729546
3.6005953827;-0.0534106027;10.0005703344;-0.4576067818
3.6105143783;-0.0486148293;9.9038440432;-0.6450478792
3.6204333738;-0.0438190558;9.9715524471;-0.8709384325
3.6303523694;-0.0294317353;10.1650050296;-1.0631857120
3.6402713649;-0.0054528679;10.2907492082;-1.2025649895
3.6501903605;0.0425048670;10.2182044898;-1.2265958995
3.6601093560;0.0856668283;10.1601687150;-1.2458206274
3.6700283516;0.1623992041;10.3100944665;-1.1496969877
3.6799473471;0.2199484859;10.4503475888;-1.0391548020
3.6898663426;0.2822935412;10.4842017907;-0.8853569785
3.6997853382;0.3302512761;10.5035470490;-0.6258231513
3.7097043337;0.3734132374;10.6099459694;-0.3566769601
3.7196233293;0.3542301435;10.6824906878;-0.1019493148
3.7295423248;0.3590259170;10.5809280820;0.2104525142
3.7394613204;0.3014766352;10.4842017907;0.5084357973
3.7493803159;0.2583146738;10.5615828237;0.7199078047
3.7592993115;0.1911738450;10.6776543732;0.9121550841
3.7692183070;0.1480118836;10.5277286218;1.0467281797
3.7791373026;0.0473006404;10.2472223771;1.0755652716
3.7890562981;-0.0054528679;10.1601687150;1.0419219977
3.7989752936;-0.1061641111;10.3052581519;0.9265736301
3.8088942892;-0.1876922603;10.4019844432;0.7968067165
3.8188132847;-0.2692204096;10.3246034102;0.6237841650
3.8287322803;-0.3267696914;10.2423860626;0.3642503378
3.8386512758;-0.3939105202;10.4310023305;0.0758794186
3.8485702714;-0.4562555755;10.6824906878;-0.1644296807
3.8584892669;-0.4754386694;10.6244549131;-0.3903202340
3.8684082625;-0.4706428960;10.2278771189;-0.5441180575
3.8783272580;-0.4370724816;9.9763887616;-0.6546602432
3.8882462535;-0.4178893876;9.9715524471;-0.7507838829
3.8981652491;-0.3795231997;10.0247519073;-0.7844271568
3.9080842446;-0.3123823709;9.8844987849;-0.7315591550
3.9180032402;-0.2884035035;9.7007188315;-0.5921798774
3.9279222357;-0.2500373156;9.6813735733;-0.4768315097
3.9378412313;-0.2356499952;9.7974451228;-0.2941965943
3.9477602268;-0.2212626747;9.9376982451;-0.0779184049
3.9576792224;-0.2116711278;10.0199155927;0.1960339683
3.9675982179;-0.1924880338;9.8651535267;0.4411492495
3.9775172134;-0.1876922603;9.5701383383;0.6766521668
3.9874362090;-0.2020795808;9.2702868354;0.8544809003
3.9973552045;-0.2260584482;9.0478163656;1.0082787238
4.0072742001;-0.2500373156;8.9075632432;1.1380456374
4.0171931956;-0.2979950505;8.9897805908;1.2245569132
4.0271121912;-0.3555443323;9.1251973986;1.2582001871
4.0370311867;-0.4370724816;9.0284711073;1.2293630951
4.0469501823;-0.4898259899;9.0139621636;1.0659529076
4.0568691778;-0.5329879513;9.2074147461;0.9650230859
4.0667881733;-0.5857414596;9.4202125869;0.7968067165
4.0767071689;-0.6097203270;9.4298852160;0.6045594370
4.0866261644;-0.6241076475;9.2412689481;0.3450256098
4.0965451600;-0.6193118740;9.0913431966;0.0999103285
4.1064641555;-0.6145161005;9.1445426568;-0.1307864068
4.1163831511;-0.6097203270;9.2412689481;-0.3182275042
4.1263021466;-0.5665583657;9.2461052626;-0.4479944178
4.1362211422;-0.5329879513;9.2219236898;-0.5585366035
4.1461401377;-0.5090090838;9.3718494413;-0.6594664252
4.1560591333;-0.4898259899;9.6910462024;-0.7123344270
4.1659781288;-0.4418682550;9.9038440432;-0.6786911531
4.1758971243;-0.3987062937;9.9038440432;-0.6017922413
4.1858161199;-0.3363612384;9.8603172121;-0.4383820538
4.1957351154;-0.2931992770;9.9038440432;-0.2413285924
4.2056541110;-0.2452415422;9.9763887616;-0.0106318571
4.2155731065;-0.2260584482;9.9280256160;0.2489019701
4.2254921021;-0.1828964868;9.8554808976;0.4747925234
4.2354110976;-0.1781007134;9.8651535267;0.6910707128
4.2453300932;-0.1541218459;10.0005703344;0.8737056282
4.2552490887;-0.1589176194;10.1456597713;1.0371158157
4.2651680842;-0.1781007134;10.2327134335;1.1332394554
4.2750870798;-0.1637133929;10.2327134335;1.1188209095
4.2850060753;-0.1589176194;10.3052581519;1.0947899996
4.2949250709;-0.1493260725;10.3536212975;0.9842478139
4.3048440664;-0.1397345255;10.3632939267;0.8064190804
4.3147630620;-0.1493260725;10.3197670956;0.6093656190
4.3246820575;-0.1349387520;10.3100944665;0.3498317918
4.3346010531;-0.1205514315;10.3632939267;0.0662670546
4.3445200486;-0.1013683376;10.4406749597;-0.2172976825
4.3544390441;-0.0965725641;10.5228923072;-0.4624129638
4.3643580397;-0.0486148293;10.6147822839;-0.6883035171
4.3742770352;0.0041386791;10.6486364859;-0.8469075226
4.3841960308;0.0473006404;10.6776543732;-0.9766744362
4.3941150263;0.0712795079;10.6969996315;-1.0343486200
4.4040340219;0.1240330162;10.6486364859;-0.9766744362
4.4139530174;0.1767865245;10.5760917674;-0.8949693425
4.4238720130;0.2103569389;10.4648565325;-0.7267529730
4.4337910085;0.2391315798;10.4358386451;-0.5296995116
4.4437100041;0.2631104473;10.3681302412;-0.2893904123
4.4536289996;0.3062724086;10.3197670956;-0.0779184049
4.4635479951;0.3254555026;10.2617313208;0.1479721484
4.4734669907;0.3254555026;10.1795139733;0.3930874297
4.4833859862;0.3398428230;10.1359871422;0.6093656190
4.4933049818;0.3398428230;10.0537697946;0.7439387146
4.5032239773;0.3446385965;9.9715524471;0.8448685363
4.5131429729;0.3254555026;9.8409719539;0.8929303562
4.5230619684;0.3398428230;9.6717009442;0.8592870823
4.5329809640;0.3302512761;9.6475193714;0.8064190804
4.5428999595;0.3158639556;9.7539182917;0.6910707128
4.5528189550;0.3110681821;9.7297367189;0.5420790712
4.5627379506;0.3254555026;9.5314478218;0.3113823359
4.5726569461;0.3254555026;9.3766857558;0.1191350565
4.5825759417;0.3590259170;9.4395578451;-0.1163678608
4.5924949372;0.3973921049;9.8361356393;-0.3326460502
4.6024139328;0.4261667458;9.9618798179;-0.5345056935
4.6123329283;0.4357582927;9.6765372587;-0.6883035171
4.6222519239;0.4405540662;9.3476678685;-0.7748147928
4.6321709194;0.4693287071;9.4250489015;-0.8709384325
4.6420899149;0.4981033480;9.6813735733;-0.9382249803
4.6520089105;0.5316737624;9.7152277752;-0.9093878884
4.6619279060;0.5268779890;9.4202125869;-0.7940395208
4.6718469016;0.5316737624;9.3428315539;-0.7027220630
4.6817658971;0.5508568564;9.5701383383;-0.5777613314
4.6916848927;0.5508568564;9.8119540665;-0.3855140520
4.7016038882;0.5604484034;9.7974451228;-0.1740420446
4.7115228838;0.5172864420;9.6281741131;0.0758794186
4.7214418793;0.4837160276;9.6185014840;0.2777390620
4.7313608748;0.4597371602;9.7684272354;0.4940172514
4.7412798704;0.4117794253;9.7974451228;0.6670398028
4.7511988659;0.3542301435;9.6475193714;0.7727758065
4.7611178615;0.3254555026;9.5314478218;0.8496747183
4.7710368570;0.2774977677;9.6523556859;0.8881241742
4.7809558526;0.2247442594;9.8409719539;0.8640932642
4.7908748481;0.2055611655;9.9328619306;0.8016128984
4.8007938437;0.1767865245;9.9376982451;0.6862645308
